date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/19/2022,home,15860,563,Radford,9,True,10,5,5,win,10 - 5,5256844,692,1,0.0,0,0,2,2,3,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,16,0,0,0,0,0,1,0,0,2459712,2022
03/09/2022,home,15860,37,Auburn,9,True,3,4,-1,loss,3 - 4,5256851,692,1,4.1,0,3,1,1,3,4,0,18,15,1,0,0,0,0,0,0,0,0,0,0,86,3,4,0,0,0,1,1,0,2459712,2022
03/15/2022,home,15860,28600,Lipscomb,9,True,7,21,-14,loss,7 - 21,5256852,692,1,0.1,0,1,4,4,2,1,0,5,2,0,0,0,0,0,1,0,0,0,0,0,24,0,0,0,1,0,1,0,0,2459712,2022
03/22/2022,home,15860,487,North Ala.,9,True,19,7,12,win,19 - 7,5256860,692,1,0.2,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0,0,7,0,0,2459712,2022
03/25/2022,home,15860,72,Bradley,9,True,2,8,-6,loss,2 - 8,5256874,692,1,1.0,0,1,1,1,1,3,0,5,4,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,5,1,0,2459712,2022
03/29/2022,home,15860,419,Middle Tenn.,9,True,4,8,-4,loss,4 - 8,5256861,692,1,3.0,0,1,0,0,2,4,0,12,10,0,0,0,0,2,0,0,0,0,0,0,46,2,3,0,0,0,2,0,0,2459712,2022
04/03/2022,home,15860,444,Morehead St.,9,True,8,6,2,win,8 - 6,5256880,692,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,2459712,2022
04/12/2022,home,15860,694,Tennessee,9,True,3,2,1,win,3 - 2,5263261,692,1,3.1,0,4,2,1,5,4,0,19,14,0,0,0,0,2,0,0,0,0,0,0,72,3,2,0,0,0,1,0,0,2459712,2022
04/19/2022,away,15860,736,Vanderbilt,9,True,0,7,-7,loss,0 - 7,5269193,692,1,0.2,0,2,4,4,2,2,0,8,4,2,0,0,0,0,2,0,0,0,0,0,34,0,0,0,1,0,1,1,0,2459712,2022
05/07/2022,away,15860,660,SIUE,11,True,3,4,-1,loss,3 - 4,5284465,692,1,4.1,0,6,2,2,3,3,0,21,18,1,0,0,0,1,0,0,0,0,0,0,78,4,5,0,0,0,1,0,0,2459712,2022
05/14/2022,home,15860,43,Austin Peay,9,True,10,7,3,win,10 - 7,5287819,692,1,5.0,0,4,3,3,2,6,0,21,19,2,0,0,2,0,0,0,0,0,0,0,95,2,7,0,0,0,1,1,0,2459712,2022
05/20/2022,away,15860,454,Murray St.,9,True,15,8,7,win,15 - 8,5289257,692,1,0.1,0,1,5,5,2,0,0,6,3,1,0,0,0,0,1,0,0,0,0,0,20,0,1,0,0,0,1,0,0,2459712,2022
05/26/2022,home,15860,654,Southeast Mo. St.,9,True,11,10,1,win,11 - 10,5290266,692,1,2.0,0,2,2,2,2,3,0,10,8,0,0,0,1,0,0,0,0,0,0,0,60,2,1,0,0,0,1,1,0,2459712,2022
