date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/19/2016,away,12360,28600,Lipscomb,9,True,13,7,6,win,13 - 7,292458,202,0,0,1.2,0.0,3,3,1,1,4,0,11,10,1,0,0,0,2,0,0,0,0,0,0,45,1,1,1,0,0,3,1,1528289,2016
02/26/2016,home,12360,740,VCU,9,True,12,2,10,win,12 - 2,293732,202,0,0,1.0,0.0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,0,0,2,0,1528289,2016
02/27/2016,home,12360,649,South Dakota St.,9,True,10,1,9,win,10 - 1,294150,202,0,0,3.0,0.0,2,0,0,0,5,0,10,10,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,1528289,2016
03/06/2016,home,12360,393,UMES,9,True,14,3,11,win,14 - 3,295795,202,0,0,3.2,0.0,2,0,0,0,6,0,13,13,0,1,0,0,0,0,0,2,0,0,0,38,2,3,0,0,1,2,3,1528289,2016
03/11/2016,home,12360,654,Southeast Mo. St.,9,True,1,2,-1,loss,1 - 2,296847,202,0,0,4.0,0.0,5,1,1,3,5,0,19,16,2,0,0,0,1,0,0,0,0,0,0,80,2,4,0,1,0,2,2,1528289,2016
03/15/2016,away,12360,430,Mississippi St.,10,True,16,12,4,win,16 - 12,298222,202,0,0,3.0,0.0,1,0,0,2,4,0,12,9,0,0,0,0,0,1,0,0,0,0,0,45,2,2,1,0,0,6,0,1528289,2016
03/18/2016,away,12360,14927,Belmont,9,True,2,1,1,win,2 - 1,298998,202,0,0,1.0,0.0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,1528289,2016
03/20/2016,away,12360,14927,Belmont,9,True,5,6,-1,loss,5 - 6,299881,202,0,0,0.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1528289,2016
03/26/2016,home,12360,219,Evansville,9,True,6,5,1,win,6 - 5,301551,202,0,0,4.0,0.0,3,1,1,2,2,0,17,13,0,0,0,0,0,0,0,1,1,1,1,67,5,5,1,0,0,2,0,1528289,2016
04/03/2016,home,12360,444,Morehead St.,9,True,2,16,-14,loss,2 - 16,303137,202,0,0,1.1,0.0,6,5,5,0,1,0,10,10,1,0,0,1,1,0,0,1,0,0,0,42,2,1,0,0,0,2,1,1528289,2016
04/05/2016,home,12360,519,Ohio,9,True,4,10,-6,loss,4 - 10,303532,202,0,0,1.0,0.0,1,1,0,0,0,0,5,5,1,0,0,0,0,0,0,0,0,0,0,22,2,1,0,0,0,7,0,1528289,2016
04/10/2016,away,12360,695,UT Martin,9,True,16,1,15,win,16 - 1,304895,202,0,0,1.0,0.0,1,0,0,1,2,0,5,4,1,0,0,0,0,0,0,0,0,0,0,24,0,1,0,0,0,3,0,1528289,2016
04/17/2016,home,12360,660,SIUE,9,True,12,1,11,win,12 - 1,307024,202,0,0,1.1,0.0,2,0,0,0,1,0,7,7,2,0,0,0,0,0,0,0,0,0,0,23,2,1,0,0,0,3,0,1528289,2016
04/19/2016,away,12360,388,Marshall,9,True,0,6,-6,loss,0 - 6,307557,202,0,0,5.0,0.0,4,0,0,0,2,0,16,16,0,0,0,0,0,0,0,0,0,0,0,40,4,6,0,0,0,2,1,1528289,2016
04/23/2016,away,12360,43,Austin Peay,9,True,3,4,-1,loss,3 - 4,308350,202,0,0,2.0,0.0,1,0,0,1,0,0,6,4,0,0,0,0,0,0,1,0,0,1,0,22,2,2,0,0,0,2,0,1528289,2016
04/26/2016,away,12360,694,Tennessee,9,True,3,4,-1,loss,3 - 4,309626,202,0,1,3.0,0.0,4,1,1,1,0,0,14,13,1,0,1,0,0,0,0,0,0,0,0,49,5,4,0,0,0,1,0,1528289,2016
04/30/2016,home,12360,201,Eastern Ill.,9,True,8,7,1,win,8 - 7,310366,202,0,1,7.0,0.0,10,4,4,0,2,0,29,24,1,0,0,0,0,0,0,0,0,4,1,82,10,7,0,0,0,1,0,1528289,2016
05/08/2016,away,12360,315,Jacksonville St.,9,True,7,5,2,win,7 - 5,312338,202,0,1,3.1,0.0,7,4,4,1,3,0,18,17,1,0,0,0,0,0,0,0,0,0,0,82,2,5,0,0,0,1,0,1528289,2016
05/13/2016,home,12360,454,Murray St.,9,True,6,8,-2,loss,6 - 8,312880,202,0,0,0.1,0.0,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,1,0,0,11,0,0,0,0,0,4,0,1528289,2016
05/15/2016,home,12360,454,Murray St.,9,True,5,14,-9,loss,5 - 14,313336,202,0,1,3.1,0.0,4,4,4,2,4,0,16,14,0,0,0,0,0,0,0,0,0,0,0,60,0,6,0,1,0,1,1,1528289,2016
05/19/2016,away,12360,692,Tennessee Tech,9,True,6,7,-1,loss,6 - 7,313747,202,0,0,1.2,0.0,2,2,0,0,1,0,8,6,1,0,0,0,0,0,0,0,0,2,0,28,1,3,0,1,0,2,0,1528289,2016
05/21/2016,away,12360,692,Tennessee Tech,9,True,5,7,-2,loss,5 - 7,314038,202,0,0,3.1,0.0,3,3,3,1,1,0,16,13,0,1,0,0,0,1,0,2,0,0,1,54,3,6,0,1,0,2,1,1528289,2016
