date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/19/2021,home,15580,609,Saint Louis,9,True,7,8,-1,loss,7 - 8,5004258,1157,1,4.0,0,6,3,3,0,7,0,17,17,0,0,0,1,0,0,0,0,0,0,0,63,3,1,0,0,0,1,4,0,1995107,2021
02/26/2021,home,15580,768,West Virginia,9,True,3,13,-10,loss,3 - 13,5008010,1157,1,4.0,0,9,8,5,0,3,0,23,20,2,0,0,2,1,2,0,0,0,0,1,85,4,4,0,1,0,1,1,0,1995107,2021
03/06/2021,away,15580,9,UAB,9,True,9,3,6,win,9 - 3,5016313,1157,1,7.0,0,3,1,1,3,1,0,26,23,0,0,0,1,1,0,0,0,0,0,0,0,12,7,1,0,0,1,0,0,1995107,2021
03/13/2021,home,15580,52,Bellarmine,9,True,9,3,6,win,9 - 3,5026474,1157,1,4.2,0,9,3,3,1,2,0,24,21,0,0,0,1,0,1,0,0,0,1,0,81,3,8,0,0,0,1,0,0,1995107,2021
03/20/2021,away,15580,28600,Lipscomb,9,True,15,2,13,win,15 - 2,5031388,1157,1,7.0,0,5,2,2,2,8,0,26,24,0,0,0,0,0,0,0,0,0,0,0,103,3,8,1,0,0,1,2,1,1995107,2021
03/27/2021,away,15580,254,Georgia St.,9,True,7,4,3,win,7 - 4,5038850,1157,1,5.0,0,7,3,3,1,4,0,25,23,1,0,0,2,0,1,0,0,0,0,0,90,2,9,1,0,0,1,1,0,1995107,2021
04/09/2021,away,15580,487,North Ala.,9,True,8,2,6,win,8 - 2,5050547,1157,1,7.0,0,6,2,2,2,5,0,28,25,2,0,0,0,0,0,0,0,0,1,0,0,8,6,1,0,0,1,1,1,1995107,2021
04/17/2021,away,15580,52,Bellarmine,9,True,3,1,2,win,3 - 1,5058495,1157,1,9.0,1,4,1,1,3,7,0,32,29,1,0,0,1,0,0,0,0,0,0,0,115,11,7,1,0,0,1,2,0,1995107,2021
04/25/2021,home,15580,28600,Lipscomb,9,True,4,8,-4,loss,4 - 8,5066945,1157,1,5.2,0,7,6,5,2,6,0,26,24,0,0,0,1,2,0,0,0,0,0,0,100,5,5,0,1,0,1,3,0,1995107,2021
05/01/2021,away,15580,255,Georgia Tech,9,True,5,13,-8,loss,5 - 13,5071380,1157,1,3.1,0,6,7,5,3,5,0,21,17,1,0,0,1,0,1,0,0,0,0,0,80,3,2,0,1,0,1,1,0,1995107,2021
05/08/2021,away,15580,355,Liberty,9,True,5,6,-1,loss,5 - 6,5075792,1157,1,5.0,0,8,5,5,1,5,0,24,21,1,2,0,1,0,0,0,0,0,1,1,86,4,6,0,1,0,1,1,0,1995107,2021
05/15/2021,home,15580,355,Liberty,9,True,11,12,-1,loss,11 - 12,5078698,1157,1,4.2,0,9,6,6,2,4,0,24,21,1,1,0,1,0,0,0,0,0,0,1,83,4,5,0,1,0,1,1,0,1995107,2021
