date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/18/2012,home,10942,711,Towson,9,True,8,0,8,win,8 - 0,756083,355,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,1214895,2012
02/22/2012,home,10942,563,Radford,9,True,6,3,3,win,6 - 3,756507,355,1,1.0,0,0,0,2,0,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1214895,2012
02/25/2012,home,10942,639,Siena,9,True,7,9,-2,loss,7 - 9,757228,355,1,0.1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,5,0,1214895,2012
02/28/2012,away,10942,746,Virginia,9,True,8,0,8,win,8 - 0,757768,355,1,3.2,0,0,0,5,5,0,16,11,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,2,1,1214895,2012
03/06/2012,away,10942,523,Old Dominion,9,True,10,6,4,win,10 - 6,759468,355,1,2.0,4,1,1,2,3,0,11,9,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,2,1214895,2012
03/11/2012,home,10942,603,St. John's (NY),9,True,1,3,-2,loss,1 - 3,761122,355,1,1.1,1,1,1,2,0,0,7,5,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,3,0,1214895,2012
03/16/2012,away,10942,1320,Presbyterian,9,True,13,4,9,win,13 - 4,762360,355,1,1.0,2,2,2,2,3,0,7,5,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,2,2,1214895,2012
03/21/2012,home,10942,523,Old Dominion,9,True,12,6,6,win,12 - 6,764113,355,1,0.2,1,0,0,1,2,0,7,3,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,4,1,1214895,2012
03/27/2012,home,10942,740,VCU,10,True,2,4,-2,loss,2 - 4,766158,355,1,6.1,4,2,1,3,2,0,24,21,1,0,0,0,0,0,0,0,0,0,0,0,6,9,0,1,0,2,0,1214895,2012
04/01/2012,home,10942,388,Marshall,9,True,10,12,-2,loss,10 - 12,768215,355,1,0.0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,2,0,1214895,2012
04/07/2012,home,10942,115,Campbell,10,True,6,7,-1,loss,6 - 7,770255,355,1,3.2,1,1,1,2,5,0,14,11,0,0,0,1,0,0,0,3,0,0,1,0,2,4,0,1,0,3,2,1214895,2012
04/16/2012,away,10942,257,Georgia,9,True,3,5,-2,loss,3 - 5,773035,355,1,2.1,2,1,1,1,0,0,11,9,0,0,1,0,0,1,0,0,0,0,0,0,3,4,0,0,0,2,0,1214895,2012
04/20/2012,away,10942,456,UNC Asheville,13,True,6,7,-1,loss,6 - 7,773819,355,1,2.2,2,1,1,1,3,0,10,9,1,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,2,0,1214895,2012
04/22/2012,away,10942,456,UNC Asheville,9,True,16,6,10,win,16 - 6,775086,355,1,1.0,2,1,1,1,1,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,1214895,2012
04/26/2012,home,10942,149,Coastal Carolina,9,True,3,5,-2,loss,3 - 5,775908,355,1,1.1,1,1,0,0,2,0,6,4,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,3,1,1214895,2012
04/28/2012,home,10942,149,Coastal Carolina,9,True,1,7,-6,loss,1 - 7,776331,355,1,1.2,1,1,1,1,2,0,8,5,0,0,0,1,0,1,0,2,0,1,0,34,2,1,0,0,0,3,0,1214895,2012
05/12/2012,home,10942,19651,High Point,9,True,6,3,3,win,6 - 3,779459,355,1,2.0,2,0,0,5,3,0,12,7,1,0,0,2,0,0,0,0,0,0,0,47,0,2,0,0,0,2,1,1214895,2012
05/15/2012,away,10942,742,Virginia Tech,9,True,3,4,-1,loss,3 - 4,779756,355,1,0.1,1,0,0,1,0,0,4,3,1,0,0,0,0,0,0,2,1,0,0,15,0,1,0,0,0,4,0,1214895,2012
05/18/2012,away,10942,563,Radford,9,True,13,8,5,win,13 - 8,780056,355,1,0.1,0,0,0,2,1,0,4,1,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,2,1,1214895,2012
05/22/2012,home,10942,456,UNC Asheville,9,True,9,2,7,win,9 - 2,780457,355,1,1.0,1,1,1,0,1,0,5,4,0,0,0,1,0,1,0,0,0,0,0,21,2,0,0,0,0,3,0,1214895,2012
