date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/15/2014,home,11620,632,Savannah St.,9,True,9,5,4,win,9 - 5,587160,1320,1,1.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,2,1,0,0,0,2,0,1426596,2014
02/18/2014,away,11620,648,South Carolina,9,True,0,4,-4,loss,0 - 4,587607,1320,1,0.0,1,2,2,2,0,0,3,1,0,0,1,0,0,0,0,1,1,0,0,10,0,0,0,0,0,3,0,1426596,2014
02/28/2014,away,11620,37,Auburn,9,True,10,6,4,win,10 - 6,589045,1320,1,0.1,2,5,4,2,0,0,6,3,1,0,0,0,0,1,0,0,0,0,0,22,1,0,0,0,0,3,0,1426596,2014
03/08/2014,home,11620,380,Maine,9,True,12,5,7,win,12 - 5,591013,1320,1,1.0,1,0,0,1,0,0,5,4,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,2,0,1426596,2014
03/11/2014,home,11620,545,Pittsburgh,9,True,3,12,-9,loss,3 - 12,591689,1320,1,2.1,3,0,0,0,0,0,10,10,1,0,0,0,0,0,0,1,1,0,0,28,4,3,0,0,0,3,0,1426596,2014
03/12/2014,home,11620,545,Pittsburgh,11,True,9,10,-1,loss,9 - 10,591945,1320,1,2.0,5,1,1,0,4,0,11,11,1,0,0,0,0,0,0,0,0,0,0,47,0,2,0,1,0,6,2,1426596,2014
03/15/2014,home,11620,456,UNC Asheville,9,True,9,6,3,win,9 - 6,592981,1320,1,1.0,0,0,0,2,0,0,5,3,0,0,0,0,0,0,0,2,1,0,0,20,2,1,0,0,0,2,0,1426596,2014
03/18/2014,away,11620,257,Georgia,9,True,0,11,-11,loss,0 - 11,593569,1320,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,1426596,2014
03/19/2014,home,11620,2915,Wofford,9,True,6,10,-4,loss,6 - 10,593859,1320,1,1.1,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,3,0,1426596,2014
03/21/2014,away,11620,741,VMI,9,True,2,15,-13,loss,2 - 15,594152,1320,1,2.2,7,5,4,0,2,0,16,15,1,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,0,2,1,1426596,2014
03/25/2014,away,11620,244,Furman,9,True,3,9,-6,loss,3 - 9,595470,1320,1,4.1,2,2,1,3,4,0,18,15,0,0,0,0,0,0,0,3,0,0,0,73,1,7,0,1,0,2,2,1426596,2014
03/29/2014,home,11620,355,Liberty,9,True,0,8,-8,loss,0 - 8,596096,1320,1,1.0,3,1,1,0,0,0,7,6,1,0,0,0,0,1,0,0,0,0,0,18,0,3,0,0,0,3,0,1426596,2014
04/05/2014,away,11620,115,Campbell,9,True,1,10,-9,loss,1 - 10,597938,1320,1,1.0,1,1,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,5,0,1426596,2014
04/08/2014,away,11620,769,Western Caro.,9,True,0,16,-16,loss,0 - 16,599219,1320,1,3.2,6,5,3,2,1,0,19,16,2,1,1,0,0,0,0,3,3,0,1,56,3,7,0,0,0,2,0,1426596,2014
04/13/2014,home,11620,792,Winthrop,9,True,4,6,-2,loss,4 - 6,601039,1320,1,5.0,4,3,3,1,1,0,22,18,1,0,0,0,0,2,0,0,0,1,0,51,7,7,0,0,0,1,0,1426596,2014
04/23/2014,home,11620,2915,Wofford,10,True,5,4,1,win,5 - 4,603682,1320,1,2.2,1,2,2,2,0,0,11,9,0,0,1,0,0,0,0,2,0,0,0,31,2,6,0,0,0,2,0,1426596,2014
04/25/2014,away,11620,363,Longwood,9,True,1,4,-3,loss,1 - 4,604074,1320,1,5.2,9,4,3,0,4,0,27,27,3,0,0,0,0,0,0,0,0,0,0,0,5,7,0,1,0,2,0,1426596,2014
05/04/2014,home,11620,48,Charleston So.,9,True,5,4,1,win,5 - 4,606520,1320,1,5.1,7,3,3,2,1,0,24,20,2,0,0,0,1,0,0,0,0,2,0,67,7,7,0,0,0,1,0,1426596,2014
05/11/2014,away,11620,128,UCF,9,True,2,11,-9,loss,2 - 11,607706,1320,1,5.0,8,4,4,0,0,0,23,22,0,0,1,0,0,0,0,0,0,0,1,65,5,9,0,1,0,1,0,1426596,2014
05/17/2014,home,11620,1092,Gardner-Webb,9,True,4,1,3,win,4 - 1,608302,1320,1,1.2,1,0,0,0,0,0,7,6,0,0,0,0,0,1,0,1,0,0,0,13,0,5,1,0,0,3,0,1426596,2014
