App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,0,1.2,0.0,1,0,0,0,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,0,3,2,0,02/01/2023,home,16340,2683,Belmont Abbey,9,True,2,7,-5,loss,2389632,1170,2478135,2023,2
1,0,2.0,0.0,2,1,1,3,1,0,11,7,0,0,0,0,0,0,0,0,0,1,0,45,3,2,0,0,0,3,0,0,02/04/2023,away,16340,30093,AUM,10,True,6,4,2,win,2389701,1170,2478135,2023,2
1,0,1.0,0.0,1,0,0,0,1,0,5,4,1,0,0,0,0,1,0,0,0,0,0,9,1,1,0,0,1,5,0,0,02/07/2023,home,16340,1023,Coker,9,True,2,1,1,win,2389889,1170,2478135,2023,2
1,0,2.2,0.0,1,0,0,0,3,0,8,8,0,0,0,0,0,0,0,0,0,0,0,27,3,1,1,0,0,3,1,0,02/10/2023,home,16340,30050,Ill. Springfield,9,True,3,2,1,win,2417895,1170,2478135,2023,2
1,0,2.0,0.0,0,0,0,1,2,0,7,6,0,0,0,0,0,0,0,0,0,0,0,27,2,2,0,0,1,5,1,0,02/15/2023,away,16340,1001,Catawba,9,True,5,3,2,win,2390231,1170,2478135,2023,2
1,0,1.0,0.0,0,1,0,1,2,0,5,4,0,0,0,0,1,0,0,0,0,0,0,30,0,1,1,0,0,2,0,0,02/18/2023,home,16340,30192,Southern Wesleyan,9,True,16,2,14,win,2408003,1170,2478135,2023,2
1,0,1.0,0.0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,1,5,0,0,02/24/2023,home,16340,30124,Cedarville,9,True,10,7,3,win,2411981,1170,2478135,2023,2
1,0,1.0,0.0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,1,5,1,0,02/25/2023,home,16340,30124,Cedarville,9,True,5,3,2,win,2411947,1170,2478135,2023,2
1,0,2.0,0.0,0,0,0,0,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,31,0,1,0,0,1,7,2,0,03/07/2023,home,16340,1001,Catawba,9,True,15,9,6,win,2393867,1170,2478135,2023,2
1,0,1.0,0.0,3,2,2,1,0,0,6,5,1,0,0,0,1,0,0,0,0,0,0,22,2,0,0,0,0,2,0,0,03/13/2023,home,16340,613,Saint Michael's,9,True,19,2,17,win,2395290,1170,2478135,2023,2
1,0,1.1,0.0,5,4,4,0,2,0,9,9,2,0,0,1,1,0,0,0,0,0,0,33,1,1,0,1,0,2,0,0,03/19/2023,home,16340,1462,Wingate,9,True,5,8,-3,loss,2396013,1170,2478135,2023,2
1,0,1.0,0.0,1,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,3,1,0,03/25/2023,home,16340,1199,Mars Hill,9,True,6,2,4,win,2410372,1170,2478135,2023,2
1,0,1.0,0.0,3,1,1,0,2,0,6,6,1,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,3,0,0,04/02/2023,away,16340,30181,UVA Wise,9,True,11,5,6,win,2427292,1170,2478135,2023,2
1,0,1.0,0.0,0,0,0,1,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,1,5,1,0,04/04/2023,home,16340,9223,North Greenville,9,True,5,3,2,win,2400054,1170,2478135,2023,2
1,0,5.0,0.0,4,2,1,2,4,0,22,19,0,1,0,0,3,0,0,0,0,1,0,99,7,4,0,1,0,3,0,0,04/08/2023,home,16340,12830,Tusculum,9,True,6,8,-2,loss,2401082,1170,2478135,2023,2
1,0,2.2,0.0,4,1,1,2,1,0,13,9,0,0,0,0,0,0,1,0,0,1,1,35,3,3,0,1,0,2,0,0,04/15/2023,away,16340,1000,Carson-Newman,9,True,3,4,-1,loss,2409105,1170,2478135,2023,2
