App,GS,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
1,1,4.1,3,6,6,4,4,0,22,17,0,0,0,1,1,1,0,0,0,0,0,0,7,2,0,1,0,1,0,02/19/2013,home,11320,366,Louisiana Tech,9,True,3,6,-3,loss,658708,32,1426183,2013
1,1,2.0,6,4,2,2,2,0,13,11,0,0,1,1,0,0,0,0,0,0,0,46,3,0,0,1,0,1,1,02/28/2013,home,11320,782,Wichita St.,9,True,5,9,-4,loss,660125,32,1426183,2013
1,1,5.2,6,1,0,0,3,0,22,22,1,0,0,0,0,0,0,0,0,0,0,86,8,5,1,0,0,1,2,03/05/2013,home,11320,654,Southeast Mo. St.,9,True,3,2,1,win,661453,32,1426183,2013
1,0,1.1,1,2,2,2,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,27,2,2,0,0,0,4,0,03/09/2013,neutral,11320,797,Milwaukee,9,True,7,10,-3,loss,662557,32,1426183,2013
1,1,1.0,2,2,2,2,0,0,7,5,0,0,1,0,0,0,0,0,0,0,0,24,2,1,0,0,0,1,0,03/12/2013,home,11320,702,UT Arlington,9,True,12,2,10,win,663241,32,1426183,2013
1,1,6.1,9,3,3,4,3,0,30,25,2,0,1,0,0,1,0,0,0,0,0,0,6,7,1,0,0,1,3,03/26/2013,away,11320,676,SFA,9,True,10,4,6,win,666846,32,1426183,2013
1,0,1.0,5,3,2,0,0,0,9,9,1,0,0,0,0,0,0,0,0,0,0,35,2,1,0,0,0,3,0,04/06/2013,away,11320,419,Middle Tenn.,9,True,6,14,-8,loss,669608,32,1426183,2013
1,1,2.1,5,4,4,3,1,0,13,10,1,0,1,0,0,0,0,0,0,0,0,46,4,0,0,0,0,1,0,04/14/2013,home,11320,671,Louisiana,9,True,10,15,-5,loss,672498,32,1426183,2013
1,0,1.0,2,0,0,0,1,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,04/24/2013,away,11320,702,UT Arlington,9,True,4,5,-1,loss,675226,32,1426183,2013
1,0,1.0,2,1,1,1,0,0,5,4,0,0,0,0,0,0,0,2,0,0,0,19,1,1,0,0,0,3,0,04/30/2013,home,11320,676,SFA,10,True,6,5,1,win,677083,32,1426183,2013
1,0,0.1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,1,0,0,8,1,0,0,0,0,4,0,05/04/2013,away,11320,229,Fla. Atlantic,9,True,4,9,-5,loss,677708,32,1426183,2013
1,0,1.0,1,1,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,0,5,0,05/10/2013,home,11320,231,FIU,9,True,3,12,-9,loss,678821,32,1426183,2013
