App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,1,5.2,0.0,6,3,1,1,4,0,24,23,1,0,1,0,0,0,0,0,0,0,0,0,8,4,1,0,0,1,2,02/19/2017,home,12560,524,Old Westbury,9,True,5,3,2,win,206525,679,1671496,2017
0,1,4.2,0.0,5,4,1,2,5,0,24,21,2,0,0,0,1,1,0,0,0,0,0,0,4,5,0,0,0,1,4,02/24/2017,away,12560,787,Wm. Paterson,9,True,5,5,0,tie,207147,679,1671496,2017
0,1,6.0,0.0,4,5,2,1,8,0,25,21,1,0,0,0,1,2,0,0,0,1,0,0,4,4,0,0,0,1,5,03/05/2017,home,12560,570,Rensselaer,9,True,6,5,1,win,209162,679,1671496,2017
0,0,1.0,0.0,1,0,0,1,0,0,6,3,1,0,0,0,0,1,0,1,1,1,0,17,3,0,0,0,0,5,0,03/14/2017,away,12560,21830,Piedmont,9,True,4,5,-1,loss,211303,679,1671496,2017
0,1,1.0,0.0,3,3,3,2,3,0,8,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,03/16/2017,away,12560,1162,LaGrange,9,True,1,11,-10,loss,211689,679,1671496,2017
0,1,6.0,0.0,2,1,1,3,9,0,23,20,0,0,0,0,2,0,0,0,0,0,0,0,6,2,1,0,0,1,3,03/24/2017,home,12560,30160,Houghton,9,True,8,3,5,win,213537,679,1671496,2017
0,0,2.0,0.0,1,1,0,0,1,0,8,7,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,0,0,5,0,03/29/2017,home,12560,588,Rutgers-Camden,10,True,8,6,2,win,215035,679,1671496,2017
0,1,4.0,0.0,3,5,4,3,3,0,20,17,1,0,0,1,0,0,0,0,0,0,0,87,6,3,0,0,0,1,0,04/02/2017,neutral,12560,313,Ithaca,9,True,5,14,-9,loss,216480,679,1671496,2017
0,1,6.0,0.0,7,3,1,1,3,0,25,22,1,1,0,0,1,0,0,0,0,2,0,94,8,5,0,0,0,1,1,04/09/2017,away,12560,938,Alvernia,9,True,5,3,2,win,218175,679,1671496,2017
0,1,4.1,0.0,6,6,5,2,7,0,21,19,2,0,0,2,2,0,0,0,0,0,0,0,4,2,0,1,0,1,2,04/15/2017,home,12560,213,Elmira,9,True,5,7,-2,loss,219935,679,1671496,2017
0,1,3.0,0.0,5,5,3,2,2,0,18,16,2,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,1,0,04/23/2017,away,12560,733,Utica,9,True,3,9,-6,loss,222211,679,1671496,2017
0,0,4.0,0.0,2,2,0,2,3,0,16,14,1,0,0,0,2,0,0,0,0,0,0,0,5,4,0,0,0,5,1,04/26/2017,home,12560,442,Montclair St.,9,True,11,14,-3,loss,222858,679,1671496,2017
0,1,8.1,0.0,8,3,2,2,7,0,37,34,0,0,0,1,1,1,0,0,0,0,0,140,12,6,1,0,0,1,2,05/02/2017,away,12560,30047,Keystone,9,True,8,3,5,win,224399,679,1671496,2017
0,1,4.0,0.0,4,2,0,1,2,0,19,17,2,0,0,0,3,0,0,0,0,0,1,0,6,4,0,1,0,1,0,05/12/2017,neutral,12560,313,Ithaca,9,True,1,4,-3,loss,226266,679,1671496,2017
