date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/20/2016,away,12360,483,Nicholls,9,True,1,15,-14,loss,1 - 15,292936,432,0,1,4.0,0.0,7,7,5,1,0,0,21,18,0,0,0,0,0,0,0,0,0,0,2,0,4,7,0,1,0,1,0,1774291,2016
03/20/2016,away,12360,7,Alabama St.,9,True,3,11,-8,loss,3 - 11,299689,432,0,0,1.2,0.0,3,3,0,2,0,0,10,7,0,0,0,0,0,1,0,1,1,0,0,47,3,1,0,0,0,2,0,1774291,2016
03/22/2016,away,12360,430,Mississippi St.,9,True,1,16,-15,loss,1 - 16,300098,432,0,0,2.2,0.0,5,6,5,1,0,0,15,13,1,0,0,1,1,1,0,0,0,0,0,48,4,3,0,0,0,2,0,1774291,2016
03/25/2016,away,12360,28600,Lipscomb,9,True,1,7,-6,loss,1 - 7,300636,432,0,0,2.1,0.0,3,2,2,0,1,0,10,9,1,0,0,1,0,0,0,0,0,1,0,35,3,3,0,0,0,2,0,1774291,2016
03/26/2016,away,12360,28600,Lipscomb,9,True,3,16,-13,loss,3 - 16,301558,432,0,0,2.1,0.0,3,3,2,1,1,0,13,12,1,0,0,0,1,0,0,3,0,0,0,50,4,2,0,0,0,2,0,1774291,2016
04/01/2016,home,12360,314,Jackson St.,9,True,3,10,-7,loss,3 - 10,302417,432,0,0,1.2,0.0,5,2,2,1,0,0,10,8,2,0,0,0,1,1,0,2,2,0,0,0,2,1,0,0,0,2,0,1774291,2016
04/03/2016,home,12360,314,Jackson St.,9,True,9,19,-10,loss,9 - 19,303265,432,0,0,2.0,0.0,1,1,0,1,2,0,9,8,1,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,2,1,1774291,2016
04/08/2016,away,12360,17,Alcorn,9,True,4,11,-7,loss,4 - 11,304087,432,0,0,2.0,0.0,1,2,1,3,1,0,12,8,1,0,0,0,1,0,0,0,0,0,1,23,1,4,0,0,0,2,0,1774291,2016
04/15/2016,away,12360,6,Alabama A&M,9,True,6,10,-4,loss,6 - 10,306247,432,0,0,2.0,0.0,3,1,1,0,1,0,9,8,0,0,0,0,0,0,0,2,2,0,1,0,1,3,0,0,0,2,0,1774291,2016
04/16/2016,home,12360,6,Alabama A&M,12,True,11,10,1,win,11 - 10,306932,432,0,0,2.1,0.0,5,5,5,1,1,0,14,12,1,0,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,2,0,1774291,2016
04/17/2016,away,12360,6,Alabama A&M,9,True,4,17,-13,loss,4 - 17,307408,432,0,0,1.0,0.0,6,6,5,1,0,0,11,8,1,1,0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,4,0,1774291,2016
04/23/2016,home,12360,7,Alabama St.,9,True,0,10,-10,loss,0 - 10,308458,432,0,0,3.0,0.0,2,2,1,2,1,0,13,10,1,0,0,0,0,0,0,0,0,0,1,0,3,5,0,0,0,2,1,1774291,2016
04/26/2016,away,12360,508,Northwestern St.,9,True,7,10,-3,loss,7 - 10,309611,432,0,0,3.0,0.0,3,2,2,3,0,0,13,10,2,0,0,0,0,0,0,0,0,0,0,47,2,5,0,0,0,2,0,1774291,2016
05/08/2016,away,12360,314,Jackson St.,9,True,1,6,-5,loss,1 - 6,312386,432,0,1,4.0,0.0,9,6,6,4,2,0,23,19,1,0,0,3,0,0,0,0,0,0,0,56,2,6,0,1,0,1,0,1774291,2016
