date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/21/2021,home,15580,52,Bellarmine,9,True,8,3,5,win,8 - 3,5005027,367,1,4.0,0,1,1,1,2,5,0,15,12,0,0,0,0,0,0,0,0,0,1,0,65,3,3,1,0,0,1,1,0,2137851,2021
02/27/2021,home,15580,771,Western Ill.,9,True,9,4,5,win,9 - 4,5010197,367,1,5.0,0,5,1,1,3,3,0,22,19,0,0,0,0,0,0,0,0,0,0,0,81,5,6,1,0,0,1,0,0,2137851,2021
03/07/2021,away,15580,255,Georgia Tech,9,True,9,13,-4,loss,9 - 13,5018440,367,1,2.1,0,5,4,4,4,1,0,16,11,2,0,0,2,2,1,0,0,0,0,0,64,1,4,0,1,0,1,0,0,2137851,2021
03/14/2021,home,15580,67,Boston College,9,True,8,6,2,win,8 - 6,5025447,367,1,3.0,0,7,4,2,0,1,0,18,15,0,0,0,0,1,1,0,0,0,1,1,53,3,5,0,0,0,1,0,0,2137851,2021
03/23/2021,home,15580,772,Western Ky.,9,True,13,6,7,win,13 - 6,5035058,367,1,3.0,0,1,2,0,0,3,0,11,9,0,0,0,1,0,2,0,0,0,0,0,35,1,3,0,0,0,1,0,0,2137851,2021
03/30/2021,away,15580,140,Cincinnati,10,True,12,13,-1,loss,12 - 13,5042453,367,1,3.0,0,4,2,2,0,3,0,13,13,0,0,0,1,0,0,0,0,0,0,0,38,1,5,0,0,0,1,1,0,2137851,2021
04/04/2021,home,15580,749,Wake Forest,9,True,3,6,-3,loss,3 - 6,5047195,367,1,4.1,0,5,3,3,2,1,0,19,17,0,0,0,2,1,0,0,0,0,0,0,83,4,7,0,1,0,1,0,0,2137851,2021
04/11/2021,home,15580,234,Florida St.,9,True,11,4,7,win,11 - 4,5054083,367,1,5.1,0,4,4,4,4,5,0,24,20,1,0,0,2,0,0,0,0,0,0,0,91,6,4,0,0,0,1,0,0,2137851,2021
04/18/2021,away,15580,746,Virginia,9,True,8,2,6,win,8 - 2,5060884,367,1,7.0,0,7,2,2,0,6,0,28,28,1,0,0,1,0,0,0,0,0,0,0,102,8,7,1,0,0,1,1,0,2137851,2021
05/02/2021,away,15580,147,Clemson,9,True,5,15,-10,loss,5 - 15,5072477,367,1,1.0,0,7,6,6,0,3,0,10,10,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2137851,2021
05/08/2021,home,15580,193,Duke,9,True,15,6,9,win,15 - 6,5075882,367,1,1.2,0,3,1,1,1,1,0,9,7,1,0,0,0,0,0,0,0,0,0,1,41,3,1,0,0,0,1,1,0,2137851,2021
05/27/2021,home,15580,255,Georgia Tech,12,True,8,9,-1,loss,8 - 9,5082044,367,1,0.1,0,1,1,0,1,0,0,3,2,1,0,0,0,0,0,0,1,1,0,0,9,1,0,0,1,0,6,0,0,2137851,2021
