date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/17/2017,home,12560,649,South Dakota St.,9,True,2,7,-5,loss,2 - 7,205961,503,0,0,6.0,0.0,7,4,4,2,6,0,28,24,1,0,0,0,0,1,0,0,0,0,1,0,6,5,0,0,0,2,2,1863284,2017
02/25/2017,away,12560,522,Oklahoma,9,True,3,10,-7,loss,3 - 10,207270,503,0,0,3.0,0.0,6,5,4,0,2,0,18,14,1,0,0,1,0,2,0,0,0,0,2,57,2,5,0,0,0,2,1,1863284,2017
03/03/2017,away,12560,660,SIUE,9,True,2,4,-2,loss,2 - 4,208501,503,0,0,4.0,0.0,2,1,1,2,5,0,16,14,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,2,2,1863284,2017
03/07/2017,away,12560,312,Iowa,9,True,8,12,-4,loss,8 - 12,209562,503,0,0,1.1,0.0,5,3,3,0,2,0,9,9,1,0,0,0,1,0,0,2,0,0,0,27,2,0,0,1,0,3,1,1863284,2017
03/19/2017,away,12560,418,Michigan,9,True,4,7,-3,loss,4 - 7,212668,503,0,0,0.1,0.0,1,1,1,0,0,0,2,2,0,0,0,1,0,0,0,2,2,0,0,7,1,0,0,0,0,3,0,1863284,2017
03/26/2017,away,12560,709,Toledo,9,True,9,3,6,win,9 - 3,214499,503,0,0,1.1,0.0,2,0,0,2,1,0,8,6,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,3,0,1863284,2017
03/28/2017,away,12560,302,UIC,9,True,1,6,-5,loss,1 - 6,214826,503,0,0,1.0,0.0,2,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,18,1,2,0,0,0,7,0,1863284,2017
04/01/2017,home,12560,71,Bowling Green,9,True,1,9,-8,loss,1 - 9,215986,503,0,0,2.2,0.0,1,0,0,2,1,0,11,9,0,0,0,0,0,0,0,1,0,0,0,38,3,3,0,0,0,2,0,1863284,2017
04/04/2017,home,12560,797,Milwaukee,9,True,0,2,-2,loss,0 - 2,216653,503,0,1,3.1,0.0,1,0,0,0,3,0,12,12,0,1,0,0,0,0,0,0,0,0,0,50,2,5,0,0,0,1,0,1863284,2017
04/09/2017,home,12560,86,Buffalo,9,True,2,1,1,win,2 - 1,218400,503,0,0,1.1,0.0,2,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,1863284,2017
04/11/2017,home,12560,302,UIC,9,True,3,17,-14,loss,3 - 17,218624,503,0,1,1.0,0.0,3,3,3,1,0,0,7,6,1,0,0,1,0,0,0,0,0,0,0,22,1,2,0,1,0,1,0,1863284,2017
04/14/2017,home,12560,331,Kent St.,10,True,4,7,-3,loss,4 - 7,219350,503,0,0,2.2,0.0,2,3,0,2,1,0,13,9,0,0,0,0,1,0,1,1,0,2,0,45,5,2,0,1,0,2,0,1863284,2017
04/16/2017,home,12560,331,Kent St.,9,True,8,7,1,win,8 - 7,220406,503,0,0,0.2,0.0,1,0,0,0,0,0,4,3,0,0,0,0,0,1,0,2,0,0,0,9,1,1,0,0,0,3,0,1863284,2017
04/21/2017,away,12560,219,Evansville,9,True,5,2,3,win,5 - 2,221264,503,0,0,1.2,0.0,3,1,1,0,3,0,8,7,0,0,0,0,0,0,0,0,0,0,1,40,1,1,0,0,0,2,1,1863284,2017
04/28/2017,home,12560,47,Ball St.,9,True,6,3,3,win,6 - 3,223452,503,0,0,4.0,0.0,1,1,1,0,3,0,13,13,0,0,0,1,0,0,0,0,0,0,0,41,5,4,0,0,1,2,2,1863284,2017
04/29/2017,home,12560,47,Ball St.,9,True,11,8,3,win,11 - 8,223506,503,0,0,0.1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,1,4,0,1863284,2017
05/05/2017,away,12560,129,Central Mich.,9,True,18,6,12,win,18 - 6,224779,503,0,1,6.0,0.0,8,3,2,0,3,0,29,27,1,0,0,0,0,2,0,0,0,0,0,99,6,9,1,0,0,1,1,1863284,2017
05/12/2017,home,12560,204,Eastern Mich.,9,True,2,9,-7,loss,2 - 9,226048,503,0,1,6.0,0.0,9,6,2,2,7,0,31,28,2,0,0,0,1,1,0,0,0,0,0,93,5,4,0,1,0,1,1,1863284,2017
05/18/2017,away,12560,414,Miami (OH),9,True,5,9,-4,loss,5 - 9,226797,503,0,1,5.1,0.0,8,7,3,2,3,0,26,21,2,0,0,1,0,0,0,0,0,3,0,82,6,7,0,1,0,1,0,1863284,2017
05/24/2017,home,12560,129,Central Mich.,9,True,2,6,-4,loss,2 - 6,227344,503,0,0,2.2,0.0,3,1,1,1,2,0,11,10,0,0,0,0,0,0,0,3,3,0,0,0,3,2,0,0,0,2,1,1863284,2017
