date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/18/2022,home,15860,603,St. John's (NY),10,True,3,2,1,win,3 - 2,5207537,419,1,7.0,0,7,2,1,0,7,0,28,27,0,0,0,0,0,0,0,0,0,1,0,0,11,2,0,0,0,1,1,0,1977361,2022
02/25/2022,home,15860,301,Illinois,9,True,4,7,-3,loss,4 - 7,5215772,419,1,5.2,0,10,5,4,0,6,0,29,28,3,0,0,0,0,1,0,0,0,0,0,104,6,5,0,1,0,1,3,0,1977361,2022
03/02/2022,home,15860,769,Western Caro.,9,True,10,5,5,win,10 - 5,5237038,419,1,2.0,0,1,0,0,0,4,0,7,7,0,0,0,0,0,0,0,0,0,0,0,33,2,0,1,0,0,7,1,0,1977361,2022
03/06/2022,away,15860,646,South Alabama,9,True,2,4,-2,loss,2 - 4,5226440,419,1,6.0,0,8,4,1,0,2,0,28,25,1,0,0,0,0,1,0,0,0,2,0,98,9,6,0,1,0,1,0,0,1977361,2022
03/11/2022,away,15860,37,Auburn,9,True,10,8,2,win,10 - 8,5231698,419,1,1.0,0,3,3,3,0,1,0,6,6,0,0,0,1,0,0,0,0,0,0,0,22,0,2,0,0,0,3,0,0,1977361,2022
03/13/2022,away,15860,37,Auburn,9,True,4,3,1,win,4 - 3,5233753,419,1,4.1,0,3,0,0,0,3,0,15,15,1,0,0,0,0,0,0,2,0,0,0,60,3,6,1,0,0,2,1,0,1977361,2022
03/19/2022,home,15860,523,Old Dominion,9,True,3,6,-3,loss,3 - 6,5239964,419,1,1.0,0,3,3,3,2,2,0,8,6,1,0,0,1,0,0,0,1,1,0,0,33,1,0,0,0,0,2,1,0,1977361,2022
03/25/2022,away,15860,9,UAB,9,True,1,0,1,win,1 - 0,5245556,419,1,2.0,0,0,0,0,1,3,0,6,4,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,1,2,0,0,1977361,2022
03/27/2022,away,15860,9,UAB,10,True,5,6,-1,loss,5 - 6,5248253,419,1,4.1,0,8,5,3,0,4,0,21,19,0,0,0,0,1,0,0,0,0,2,0,71,7,1,0,0,0,1,1,0,1977361,2022
04/03/2022,home,15860,772,Western Ky.,9,True,5,1,4,win,5 - 1,5254810,419,1,9.0,1,9,1,1,1,6,0,37,34,1,0,0,0,0,2,0,0,0,0,0,108,11,7,1,0,0,1,1,0,1977361,2022
04/10/2022,away,15860,388,Marshall,9,True,5,2,3,win,5 - 2,5261456,419,1,7.0,1,4,2,2,1,5,0,27,25,0,0,0,2,0,1,0,0,0,0,0,96,5,11,1,0,0,1,2,0,1977361,2022
04/14/2022,home,15860,458,Charlotte,11,True,4,3,1,win,4 - 3,5264719,419,1,1.0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,1,0,1977361,2022
04/16/2022,home,15860,458,Charlotte,9,True,10,7,3,win,10 - 7,5266940,419,1,4.0,0,5,4,4,1,4,0,18,16,0,0,0,3,0,1,0,0,0,0,0,81,2,5,0,0,0,1,1,0,1977361,2022
04/23/2022,away,15860,366,Louisiana Tech,9,True,2,4,-2,loss,2 - 4,5272971,419,1,6.1,0,6,4,2,5,4,0,27,20,0,1,0,0,0,0,1,0,0,1,1,106,7,5,0,1,0,1,0,0,1977361,2022
04/30/2022,home,15860,706,UTSA,9,True,4,12,-8,loss,4 - 12,5280193,419,1,4.2,0,11,8,7,0,2,0,29,26,3,0,0,1,0,3,0,0,0,0,0,85,6,6,0,1,0,1,1,0,1977361,2022
05/07/2022,away,15860,231,FIU,9,True,5,1,4,win,5 - 1,5284722,419,1,1.0,0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,0,0,2,1,0,1977361,2022
05/08/2022,away,15860,231,FIU,9,True,11,5,6,win,11 - 5,5284987,419,1,1.0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0,3,1,0,1977361,2022
05/13/2022,away,15860,574,Rice,9,True,7,0,7,win,7 - 0,5287254,419,1,9.0,1,2,0,0,3,10,1,31,28,0,1,0,0,1,0,0,0,0,0,0,128,9,7,1,0,0,1,2,0,1977361,2022
05/26/2022,home,15860,458,Charlotte,9,True,0,22,-22,loss,0 - 22,5290198,419,1,0.2,0,4,7,7,2,0,0,9,6,1,0,0,1,0,1,0,0,0,0,0,37,1,1,0,1,0,1,0,0,1977361,2022
