date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/20/2022,home,15860,67,Boston College,9,True,18,17,1,win,18 - 17,5211692,43,1,0,1.2,0.0,2,4,4,2,0,0,9,7,1,0,0,1,0,0,0,0,0,0,0,31,2,3,0,0,0,4,0,0,2478923,2022
02/22/2022,away,15860,659,Southern Ill.,9,True,0,10,-10,loss,0 - 10,5212782,43,1,0,0.1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,2478923,2022
02/27/2022,home,15860,71,Bowling Green,9,True,7,6,1,win,7 - 6,5218732,43,1,0,1.0,0.0,1,1,1,0,3,0,4,4,0,0,0,1,0,0,0,0,0,0,0,18,0,0,0,0,1,4,1,0,2478923,2022
03/01/2022,home,15860,52,Bellarmine,9,True,14,13,1,win,14 - 13,5220371,43,1,0,0.1,0.0,0,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,4,0,0,2478923,2022
03/04/2022,home,15860,331,Kent St.,9,True,5,7,-2,loss,5 - 7,5223572,43,1,0,1.1,0.0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,2,0,0,0,16,1,2,0,0,0,3,0,0,2478923,2022
03/05/2022,home,15860,331,Kent St.,9,True,9,16,-7,loss,9 - 16,5225648,43,1,0,1.0,0.0,3,2,2,1,1,0,6,5,1,0,0,1,0,0,0,0,0,0,0,26,0,1,0,0,0,5,0,0,2478923,2022
03/08/2022,home,15860,28600,Lipscomb,9,True,6,10,-4,loss,6 - 10,5228680,43,1,0,1.0,0.0,3,1,1,0,0,0,6,5,0,0,0,0,0,0,0,1,1,0,1,18,0,3,0,0,0,5,0,0,2478923,2022
03/13/2022,home,15860,202,Eastern Ky.,9,True,5,8,-3,loss,5 - 8,5237085,43,1,0,0.2,0.0,0,0,0,1,1,0,3,1,0,0,0,0,1,0,1,2,1,0,1,10,0,1,0,0,0,3,0,0,2478923,2022
03/15/2022,away,15860,419,Middle Tenn.,9,True,6,7,-1,loss,6 - 7,5235869,43,1,0,1.0,0.0,2,2,2,1,2,0,7,5,0,0,0,0,2,1,0,2,0,0,0,26,0,1,0,1,0,6,0,0,2478923,2022
03/19/2022,away,15860,609,Saint Louis,9,True,4,9,-5,loss,4 - 9,5240061,43,1,0,0.1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2478923,2022
03/27/2022,away,15860,14927,Belmont,9,True,4,6,-2,loss,4 - 6,5248060,43,1,0,0.2,0.0,0,0,0,1,2,0,3,2,0,0,0,0,1,0,0,2,1,0,0,14,0,0,0,0,0,5,1,0,2478923,2022
03/29/2022,away,15860,219,Evansville,9,True,5,10,-5,loss,5 - 10,5249950,43,1,0,0.1,0.0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,2,0,0,0,5,0,1,0,0,0,7,0,0,2478923,2022
04/03/2022,home,15860,654,Southeast Mo. St.,9,True,5,6,-1,loss,5 - 6,5254765,43,1,0,0.2,0.0,0,0,0,2,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,17,0,0,0,0,0,2,1,0,2478923,2022
04/05/2022,away,15860,736,Vanderbilt,9,True,2,12,-10,loss,2 - 12,5256620,43,1,0,1.1,0.0,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,2,1,0,0,20,1,1,0,0,0,4,1,0,2478923,2022
04/14/2022,home,15860,201,Eastern Ill.,9,True,7,9,-2,loss,7 - 9,5264675,43,1,0,1.1,0.0,1,1,1,1,2,0,6,4,0,0,0,0,0,0,0,2,0,1,0,25,1,1,0,0,0,3,0,0,2478923,2022
04/23/2022,away,15860,660,SIUE,9,True,11,17,-6,loss,11 - 17,5275296,43,1,0,0.1,0.0,2,2,2,1,0,0,4,3,0,0,0,0,2,0,0,2,2,0,0,0,0,1,0,0,0,2,0,0,2478923,2022
04/27/2022,away,15860,52,Bellarmine,9,True,8,16,-8,loss,8 - 16,5276934,43,1,0,0.2,0.0,4,5,5,0,1,0,7,6,1,0,0,1,1,1,0,0,0,0,0,35,1,0,0,0,0,3,1,0,2478923,2022
05/06/2022,home,15860,454,Murray St.,9,True,8,3,5,win,8 - 3,5283817,43,1,0,1.0,0.0,2,1,1,2,2,0,7,5,0,0,0,0,1,0,0,3,0,0,0,28,0,1,0,0,0,3,0,0,2478923,2022
05/14/2022,away,15860,692,Tennessee Tech,9,True,7,10,-3,loss,7 - 10,5287819,43,1,0,0.0,0.0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,2478923,2022
05/15/2022,away,15860,692,Tennessee Tech,9,True,5,14,-9,loss,5 - 14,5288118,43,1,0,0.1,0.0,0,2,2,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0,2478923,2022
05/21/2022,home,15860,444,Morehead St.,9,True,5,13,-8,loss,5 - 13,5289500,43,1,0,0.1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,4,0,0,2478923,2022
