date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/17/2012,home,10942,690,Temple,10,True,5,4,1,win,5 - 4,755631,523,1,5.0,6,3,2,2,9,0,25,19,1,0,0,1,0,2,0,0,0,2,0,0,2,3,0,0,0,1,2,992988,2012
02/24/2012,home,10942,587,Rutgers,9,True,6,8,-2,loss,6 - 8,756679,523,1,5.0,6,3,3,3,5,0,22,18,2,0,0,0,0,0,0,0,0,1,0,0,7,1,0,0,0,1,2,992988,2012
03/06/2012,home,10942,355,Liberty,9,True,6,10,-4,loss,6 - 10,759468,523,1,3.0,7,8,8,2,0,0,19,15,2,0,3,0,0,1,0,0,0,1,0,0,2,7,0,1,0,1,0,992988,2012
03/11/2012,home,10942,180,Delaware,9,True,5,3,2,win,5 - 3,761060,523,1,5.0,2,2,0,3,2,0,21,17,0,0,0,1,0,0,0,0,0,1,0,0,9,4,0,0,0,1,1,992988,2012
03/19/2012,home,10942,400,Massachusetts,9,True,0,8,-8,loss,0 - 8,763731,523,1,5.2,3,4,1,4,5,0,26,19,1,1,0,2,0,0,0,0,0,3,0,0,9,2,0,1,0,1,1,992988,2012
03/25/2012,home,10942,283,Hofstra,9,True,1,11,-10,loss,1 - 11,765560,523,1,3.1,7,8,4,3,0,0,21,18,2,0,1,1,1,0,0,0,0,0,0,0,7,3,0,1,0,1,0,992988,2012
04/01/2012,away,10942,460,UNCW,10,True,3,4,-1,loss,3 - 4,767808,523,1,5.0,4,2,1,4,4,0,23,19,0,0,0,1,0,0,0,0,0,0,0,99,4,6,0,0,0,1,1,992988,2012
04/06/2012,away,10942,711,Towson,9,True,10,14,-4,loss,10 - 14,769166,523,1,3.0,8,9,9,2,2,0,20,13,1,1,1,2,0,2,0,0,0,2,1,84,4,2,0,1,0,1,0,992988,2012
04/13/2012,home,10942,317,James Madison,9,True,8,13,-5,loss,8 - 13,771357,523,1,2.1,3,6,6,6,2,0,16,9,1,0,0,0,0,0,0,0,0,1,0,0,4,1,0,1,0,1,0,992988,2012
04/17/2012,away,10942,485,Norfolk St.,9,True,11,8,3,win,11 - 8,773176,523,1,1.0,0,0,0,3,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,992988,2012
04/21/2012,away,10942,248,George Mason,9,True,6,16,-10,loss,6 - 16,774960,523,1,1.0,0,2,2,3,0,0,6,2,0,0,0,0,0,0,0,2,0,1,0,0,1,2,0,0,0,2,0,992988,2012
05/13/2012,away,10942,500,Northeastern,9,True,1,14,-13,loss,1 - 14,779652,523,1,1.1,2,1,1,4,0,0,9,5,0,0,1,1,0,0,0,1,1,0,0,29,1,2,0,0,0,3,0,992988,2012
