App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,1.0,0.0,4,3,3,1,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,03/04/2018,home,12973,185,Dickinson,9,True,10,12,-2,loss,88627,325,1888679,2018
0,0,0.2,0.0,1,0,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,1,16,1,1,0,0,0,3,0,03/18/2018,home,12973,633,Scranton,10,True,4,17,-13,loss,92076,325,1888679,2018
0,1,6.0,0.0,6,5,2,2,8,0,27,24,2,0,2,0,0,1,0,0,0,0,0,0,4,4,1,0,0,1,1,03/20/2018,neutral,12973,30083,Cobleskill St.,9,True,16,5,11,win,92619,325,1888679,2018
0,0,1.0,0.0,1,0,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,03/23/2018,neutral,12973,1159,Keuka,9,True,7,17,-10,loss,93022,325,1888679,2018
0,0,1.0,0.0,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,03/30/2018,away,12973,443,Moravian,9,True,1,12,-11,loss,95067,325,1888679,2018
0,0,2.0,0.0,3,3,3,1,1,0,10,8,1,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,2,0,04/07/2018,away,12973,190,Drew,9,True,5,11,-6,loss,96811,325,1888679,2018
0,0,0.2,0.0,4,2,2,0,1,0,6,6,0,1,0,0,1,0,0,3,3,0,0,0,0,1,0,0,0,3,1,04/08/2018,away,12973,190,Drew,9,True,8,22,-14,loss,97328,325,1888679,2018
0,0,2.0,0.0,2,1,1,0,3,0,7,7,0,0,0,1,0,0,0,0,0,0,0,27,0,2,0,0,0,2,1,04/12/2018,home,12973,30036,Mount Aloysius,9,True,5,4,1,win,98115,325,1888679,2018
0,0,1.2,0.0,1,0,0,0,1,0,6,6,1,0,0,0,1,0,0,0,0,0,0,20,2,2,0,0,0,3,0,04/14/2018,home,12973,685,Susquehanna,9,True,11,6,5,win,98839,325,1888679,2018
0,1,7.0,1,5,3,3,1,5,0,27,26,1,0,0,0,0,0,0,0,0,0,0,84,6,10,1,0,0,1,3,04/18/2018,home,12973,30190,Penn College,9,True,8,3,5,win,99803,325,1888679,2018
0,0,1.1,0.0,3,3,3,2,1,0,9,6,2,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,2,0,04/22/2018,away,12973,124,Catholic,9,True,6,11,-5,loss,101135,325,1888679,2018
0,0,2.0,0.0,2,0,0,1,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,23,0,6,0,0,0,3,0,04/28/2018,home,12973,211,Elizabethtown,9,True,4,8,-4,loss,102674,325,1888679,2018
