date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/16/2019,home,14781,528,Oregon St.,9,True,3,9,-6,loss,3 - 9,4706956,260,1,1.0,0,1,0,0,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,16,2,1,0,0,0,3,0,1976065,2019
02/18/2019,home,14781,428,Minnesota,9,True,6,5,1,win,6 - 5,4708380,260,1,1.2,0,2,1,1,0,2,0,7,6,0,0,0,0,0,0,0,1,1,0,1,29,1,2,0,0,0,3,0,1976065,2019
02/22/2019,away,14781,101,CSUN,13,True,10,8,2,win,10 - 8,4714760,260,1,1.2,0,3,2,2,2,1,0,10,7,1,0,0,0,0,0,0,0,0,0,1,37,1,3,0,0,0,5,0,1976065,2019
02/24/2019,away,14781,101,CSUN,9,True,4,7,-3,loss,4 - 7,4714764,260,1,2.2,0,2,2,1,1,2,0,12,11,0,0,0,1,0,0,0,1,0,0,0,33,1,5,0,0,0,2,0,1976065,2019
03/02/2019,away,14781,664,Southern Miss.,10,True,10,8,2,win,10 - 8,4721035,260,1,1.0,0,3,2,2,1,2,0,7,6,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,3,0,1976065,2019
03/08/2019,away,14781,697,Texas A&M,9,True,6,4,2,win,6 - 4,4727177,260,1,1.0,0,4,2,2,0,0,0,7,7,1,0,0,1,1,0,0,0,0,0,0,23,0,3,0,0,0,2,0,1976065,2019
03/12/2019,away,14781,732,Utah,9,True,5,3,2,win,5 - 3,4734501,260,1,1.2,0,3,1,1,1,2,0,10,9,1,0,0,0,1,0,0,1,0,0,0,0,3,1,1,0,0,2,0,1976065,2019
03/15/2019,away,14781,77,BYU,9,True,4,7,-3,loss,4 - 7,4736163,260,1,3.0,0,3,1,1,2,2,0,13,11,1,0,0,0,0,0,0,0,0,0,0,52,5,1,0,0,0,3,1,1976065,2019
03/26/2019,home,14781,756,Washington,9,True,5,4,1,win,5 - 4,4749987,260,1,2.1,0,4,1,1,1,3,0,13,11,0,0,0,0,0,1,0,3,3,0,0,0,3,1,0,0,0,4,1,1976065,2019
03/29/2019,home,14781,627,San Diego,12,True,2,4,-2,loss,2 - 4,4752282,260,1,1.1,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,1,1976065,2019
03/31/2019,home,14781,627,San Diego,9,True,11,9,2,win,11 - 9,4755090,260,1,1.1,0,2,1,1,0,1,0,6,5,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,4,1,1976065,2019
04/02/2019,away,14781,754,Washington St.,9,True,10,12,-2,loss,10 - 12,4756846,260,1,1.0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,0,0,4,0,1976065,2019
04/06/2019,home,14781,534,Pacific,9,True,9,7,2,win,9 - 7,4761716,260,1,0.1,0,4,2,2,0,0,0,5,5,0,0,0,1,0,0,0,0,0,0,0,20,0,1,1,0,0,2,0,1976065,2019
04/13/2019,away,14781,551,Portland,9,True,19,3,16,win,19 - 3,4771559,260,1,1.0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,2,0,1976065,2019
04/15/2019,home,14781,529,Oregon,9,True,6,7,-1,loss,6 - 7,4771257,260,1,1.1,0,2,3,3,1,0,0,7,5,0,0,0,1,1,1,0,1,0,0,0,0,2,1,0,1,0,4,0,1976065,2019
04/19/2019,away,14781,631,Santa Clara,9,True,10,2,8,win,10 - 2,4775365,260,1,2.0,0,3,2,1,0,1,0,10,9,0,0,0,0,0,1,0,0,0,0,0,26,2,3,0,0,0,3,0,1976065,2019
04/22/2019,away,14781,674,Stanford,9,True,10,11,-1,loss,10 - 11,4777580,260,1,1.1,0,2,1,1,2,2,0,8,6,1,0,0,0,0,0,0,0,0,0,0,40,2,0,0,0,0,2,0,1976065,2019
04/26/2019,home,14781,629,San Francisco,9,True,15,8,7,win,15 - 8,4782757,260,1,1.0,0,5,5,5,1,0,0,10,8,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,4,0,1976065,2019
05/03/2019,home,14781,610,Saint Mary's (CA),9,True,0,12,-12,loss,0 - 12,4786654,260,1,5.0,0,5,4,4,4,4,0,24,17,0,0,0,1,0,1,0,3,2,1,1,93,6,4,0,0,0,2,1,1976065,2019
05/12/2019,home,14781,346,Lamar University,9,True,22,4,18,win,22 - 4,4791240,260,1,1.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,0,0,5,0,1976065,2019
05/14/2019,away,14781,529,Oregon,9,True,3,10,-7,loss,3 - 10,4791541,260,1,1.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10,1,2,0,0,0,5,0,1976065,2019
05/18/2019,away,14781,370,LMU (CA),9,True,1,8,-7,loss,1 - 8,4792641,260,1,3.1,0,2,0,0,0,8,0,12,12,0,0,0,0,0,0,0,2,0,0,0,55,0,2,0,0,0,2,1,1976065,2019
05/23/2019,home,14781,610,Saint Mary's (CA),9,True,3,7,-4,loss,3 - 7,4794951,260,1,3.0,0,2,0,0,1,1,0,12,11,0,0,0,0,0,0,0,0,0,0,0,47,3,5,0,0,0,2,1,1976065,2019
