App,GS,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,1.0,1,0,0,0,2,0,5,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,02/14/2015,home,12080,44,Averett,9,True,15,7,8,win,405318,263,1429166,2015
0,0,2.0,1,1,1,2,2,0,8,5,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,3,0,02/23/2015,away,12080,396,Maryville (TN),9,True,8,10,-2,loss,406356,263,1429166,2015
0,0,1.2,4,4,1,0,0,0,11,11,1,1,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,2,0,02/28/2015,home,12080,1130,Huntingdon,9,True,4,16,-12,loss,406853,263,1429166,2015
0,0,1.1,2,2,2,0,0,0,7,6,1,1,0,0,0,1,0,2,0,0,0,0,3,1,0,0,0,2,0,03/12/2015,away,12080,374,Lynchburg,9,True,7,5,2,win,409276,263,1429166,2015
0,0,2.0,1,1,1,1,1,0,11,8,0,0,0,1,0,2,0,0,0,0,0,0,1,4,0,1,0,3,1,03/15/2015,away,12080,491,N.C. Wesleyan,10,True,5,6,-1,loss,410416,263,1429166,2015
0,0,6.0,10,5,4,2,2,0,29,26,2,0,0,0,2,1,0,0,0,0,0,0,5,8,0,0,0,2,0,03/21/2015,home,12080,412,Methodist,9,True,8,13,-5,loss,412145,263,1429166,2015
0,0,2.0,1,0,0,2,1,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,03/28/2015,home,12080,225,Ferrum,9,True,6,5,1,win,413643,263,1429166,2015
0,0,1.0,4,2,1,0,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,04/01/2015,home,12080,216,Emory & Henry,9,True,13,16,-3,loss,414777,263,1429166,2015
0,0,0.1,1,3,3,2,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,04/03/2015,away,12080,1162,LaGrange,9,True,10,15,-5,loss,415253,263,1429166,2015
0,0,0.1,3,5,5,2,0,0,6,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,04/07/2015,home,12080,374,Lynchburg,9,True,3,10,-7,loss,416703,263,1429166,2015
0,0,1.1,0,0,0,0,1,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,4,1,04/11/2015,away,12080,30111,Covenant,9,True,3,9,-6,loss,417979,263,1429166,2015
0,0,2.0,2,1,1,2,3,0,10,7,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,1,04/18/2015,neutral,12080,21830,Piedmont,9,True,4,7,-3,loss,420233,263,1429166,2015
