date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/15/2013,home,11320,406,Mercer,10,True,5,6,-1,loss,5 - 6,658091,518,1,0.2,1,1,0,0,0,0,5,4,1,0,0,0,0,1,0,2,0,0,0,20,2,0,0,0,0,2,0,1424284,2013
02/17/2013,home,11320,603,St. John's (NY),9,True,3,1,2,win,3 - 1,658631,518,1,0.2,1,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,2,0,1424284,2013
02/22/2013,home,11320,649,South Dakota St.,9,True,10,2,8,win,10 - 2,659074,518,1,1.0,0,0,0,0,2,0,4,3,0,0,0,1,0,1,0,0,0,0,0,16,1,0,0,0,0,2,0,1424284,2013
02/24/2013,home,11320,450,Mount St. Mary's,9,True,13,4,9,win,13 - 4,659833,518,1,2.0,1,1,1,2,3,0,9,7,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,5,0,1424284,2013
03/01/2013,home,11320,164,UConn,9,True,2,5,-3,loss,2 - 5,660344,518,1,1.0,2,0,0,0,1,0,6,5,0,0,0,0,0,1,0,0,0,0,0,23,1,1,0,0,0,3,0,1424284,2013
03/02/2013,away,11320,678,Stetson,12,True,2,3,-1,loss,2 - 3,660468,518,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,3,0,1424284,2013
03/11/2013,away,11320,149,Coastal Carolina,9,True,3,2,1,win,3 - 2,663047,518,1,3.0,1,1,0,0,1,0,11,10,0,0,0,1,0,1,0,0,0,0,0,34,6,2,1,0,0,2,0,1424284,2013
03/15/2013,home,11320,81,Bryant,9,True,4,1,3,win,4 - 1,663752,518,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,2,0,1424284,2013
03/16/2013,home,11320,81,Bryant,9,True,2,3,-1,loss,2 - 3,664157,518,1,0.2,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,3,1,0,0,8,1,1,0,0,0,3,0,1424284,2013
03/23/2013,away,11320,559,Purdue,9,True,8,3,5,win,8 - 3,666099,518,1,4.0,2,2,2,0,2,0,15,12,1,0,0,1,0,1,0,1,0,0,2,0,5,5,0,0,1,2,1,1424284,2013
03/29/2013,home,11320,416,Michigan St.,9,True,7,8,-1,loss,7 - 8,667503,518,1,0.0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,3,2,0,0,5,0,0,0,0,0,3,0,1424284,2013
03/30/2013,home,11320,416,Michigan St.,9,True,8,3,5,win,8 - 3,668006,518,1,2.0,0,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,23,3,2,0,0,0,3,0,1424284,2013
03/31/2013,home,11320,416,Michigan St.,9,True,2,7,-5,loss,2 - 7,668585,518,1,1.0,2,1,0,0,2,0,5,4,1,0,0,0,0,0,0,0,0,0,1,18,0,1,0,0,0,2,0,1424284,2013
04/03/2013,home,11320,414,Miami (OH),9,True,1,0,1,win,1 - 0,669067,518,1,1.0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,9,1,2,0,0,0,2,0,1424284,2013
04/06/2013,away,11320,428,Minnesota,9,True,5,2,3,win,5 - 2,669668,518,1,4.0,4,1,1,1,5,0,17,16,0,0,0,2,0,0,0,0,0,0,0,0,4,3,0,0,0,2,1,1424284,2013
04/10/2013,home,11320,388,Marshall,9,True,5,0,5,win,5 - 0,671232,518,1,1.1,1,0,0,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,2,1,1424284,2013
04/13/2013,away,11320,463,Nebraska,11,True,6,5,1,win,6 - 5,671723,518,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0,0,0,3,0,1424284,2013
04/14/2013,away,11320,463,Nebraska,9,True,7,4,3,win,7 - 4,672467,518,1,1.0,4,3,3,0,1,0,7,6,0,0,0,0,0,1,0,2,0,0,0,22,1,0,0,0,0,3,0,1424284,2013
04/17/2013,away,11320,140,Cincinnati,9,True,3,5,-2,loss,3 - 5,673261,518,1,2.0,2,1,1,0,1,0,10,9,1,0,0,1,0,1,0,2,1,0,0,0,3,2,0,0,0,4,0,1424284,2013
04/20/2013,home,11320,301,Illinois,10,True,7,6,1,win,7 - 6,673774,518,1,1.2,0,0,0,2,3,0,7,5,0,0,0,0,0,0,0,1,0,0,0,43,1,1,0,0,0,2,1,1424284,2013
05/01/2013,home,11320,505,Northern Ky.,9,True,9,8,1,win,9 - 8,677320,518,1,0.2,1,1,1,1,0,0,5,3,1,0,0,0,0,0,0,0,0,1,0,16,2,0,0,0,0,2,0,1424284,2013
05/04/2013,away,11320,509,Northwestern,9,True,0,8,-8,loss,0 - 8,677760,518,1,3.0,2,0,0,0,2,0,11,11,0,0,0,0,0,0,0,3,0,0,0,37,3,4,0,0,0,2,0,1424284,2013
05/08/2013,home,11320,255,Georgia Tech,9,True,3,2,1,win,3 - 2,678609,518,1,7.0,5,1,1,1,5,0,26,23,1,0,0,0,0,0,0,0,0,2,0,87,12,3,1,0,0,1,0,1424284,2013
05/11/2013,home,11320,529,Oregon,11,True,1,3,-2,loss,1 - 3,679153,518,1,1.0,1,0,0,0,1,0,4,3,0,0,0,0,0,0,0,0,0,1,0,15,2,0,0,0,0,2,0,1424284,2013
05/12/2013,home,11320,529,Oregon,9,True,0,1,-1,loss,0 - 1,679310,518,1,2.0,1,0,0,0,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,0,0,2,0,1424284,2013
05/14/2013,home,11320,367,Louisville,9,True,3,6,-3,loss,3 - 6,679421,518,1,1.1,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,13,3,1,0,0,0,3,0,1424284,2013
05/16/2013,home,11320,306,Indiana,9,True,2,1,1,win,2 - 1,679547,518,1,1.1,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,1,0,0,0,13,2,0,1,0,0,3,1,1424284,2013
05/17/2013,home,11320,306,Indiana,10,True,2,7,-5,loss,2 - 7,679728,518,1,0.1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,3,0,1424284,2013
05/23/2013,home,11320,463,Nebraska,9,True,3,2,1,win,3 - 2,680252,518,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,2,0,1424284,2013
