date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/18/2012,away,10942,111,UC Riverside,10,True,8,4,4,win,8 - 4,755770,77,1,5.0,1,0,0,5,5,0,22,16,0,0,0,0,0,1,0,0,0,0,0,0,4,6,0,0,0,1,4,1312935,2012
02/25/2012,away,10942,610,Saint Mary's (CA),9,True,7,3,4,win,7 - 3,756861,77,1,7.0,5,2,0,3,4,0,30,27,0,0,0,2,0,0,0,0,0,0,0,0,12,4,1,0,0,1,0,1312935,2012
03/10/2012,away,10942,109,UC Irvine,9,True,2,9,-7,loss,2 - 9,760418,77,1,2.0,2,3,3,4,1,0,13,7,1,0,0,1,0,1,0,0,0,1,0,0,3,1,0,1,0,1,1,1312935,2012
03/24/2012,away,10942,551,Portland,10,True,7,4,3,win,7 - 4,764785,77,1,2.0,3,3,2,4,0,0,13,8,0,0,1,0,0,1,0,0,0,0,0,50,4,0,0,0,0,1,0,1312935,2012
03/31/2012,away,10942,466,Nevada,9,True,3,9,-6,loss,3 - 9,766969,77,1,0.0,0,4,4,3,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,1,0,1,0,1312935,2012
04/12/2012,away,10942,1356,Seattle U,9,True,9,3,6,win,9 - 3,771298,77,1,1.0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,3,0,1312935,2012
04/24/2012,away,10942,674,Stanford,9,True,9,10,-1,loss,9 - 10,775417,77,1,1.0,1,5,4,4,0,0,9,4,0,0,0,0,0,1,0,0,0,0,0,43,2,1,0,1,0,1,0,1312935,2012
05/01/2012,away,10942,30024,Utah Valley,9,True,11,14,-3,loss,11 - 14,777488,77,1,1.0,2,2,2,0,2,0,5,5,1,1,0,1,0,0,0,0,0,0,0,17,1,0,0,0,0,5,1,1312935,2012
05/05/2012,home,10942,627,San Diego,9,True,6,12,-6,loss,6 - 12,778196,77,1,3.0,5,5,3,4,3,0,19,14,0,0,0,1,1,0,0,0,0,0,1,70,3,3,0,1,0,1,1,1312935,2012
05/12/2012,away,10942,541,Pepperdine,9,True,7,8,-1,loss,7 - 8,779365,77,1,5.0,7,6,5,5,1,0,26,20,1,0,0,2,0,0,0,0,0,1,0,93,12,1,0,0,0,1,0,1312935,2012
05/19/2012,home,10942,631,Santa Clara,9,True,10,14,-4,loss,10 - 14,780307,77,1,3.0,2,4,4,3,0,0,15,12,0,0,0,1,1,0,0,0,0,0,0,54,5,4,0,0,0,1,0,1312935,2012
05/26/2012,home,10942,260,Gonzaga,9,True,1,17,-16,loss,1 - 17,780691,77,1,0.1,3,5,5,2,1,0,6,4,1,0,0,0,0,0,0,3,3,0,0,25,0,0,0,0,0,2,0,1312935,2012
