date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/16/2019,away,14781,678,Stetson,9,True,4,3,1,win,4 - 3,4708002,624,1,7.1,0,5,1,1,1,11,0,29,27,1,1,0,0,0,1,0,0,0,0,0,97,6,5,1,0,0,1,6,1867604,2019
02/23/2019,home,14781,671,Louisiana,9,True,7,5,2,win,7 - 5,4714201,624,1,6.0,0,5,3,3,2,10,0,27,24,1,0,0,1,0,1,0,0,0,0,0,0,4,4,0,0,0,1,2,1867604,2019
03/01/2019,home,14781,430,Mississippi St.,9,True,4,5,-1,loss,4 - 5,4721502,624,1,7.0,0,9,4,4,0,6,0,31,29,2,0,0,0,0,0,0,0,0,1,1,105,5,10,0,0,0,1,2,1867604,2019
03/08/2019,away,14781,287,Houston Baptist,9,True,6,3,3,win,6 - 3,4726587,624,1,8.1,0,10,3,3,1,12,0,36,35,1,3,0,0,0,0,0,0,0,0,0,123,7,6,1,0,0,1,3,1867604,2019
03/15/2019,home,14781,2743,UIW,9,True,10,4,6,win,10 - 4,4736270,624,1,6.0,0,5,1,1,1,3,0,24,23,0,0,0,0,0,0,0,0,0,0,0,78,8,7,1,0,0,1,3,1867604,2019
03/22/2019,away,14781,474,New Orleans,9,True,6,2,4,win,6 - 2,4744252,624,1,9.0,1,5,2,2,1,13,0,33,32,0,0,0,1,0,0,0,0,0,0,0,107,8,6,1,0,0,1,5,1867604,2019
03/29/2019,home,14781,402,McNeese,9,True,3,4,-1,loss,3 - 4,4752141,624,1,8.0,0,7,3,2,2,9,0,32,29,0,0,0,0,0,0,0,0,0,0,1,107,6,8,0,0,0,1,2,1867604,2019
04/05/2019,home,14781,346,Lamar University,9,True,15,6,9,win,15 - 6,4759578,624,1,6.0,0,8,3,3,0,10,0,25,25,1,1,0,0,0,0,0,0,0,0,0,90,4,3,1,0,0,1,0,1867604,2019
04/12/2019,away,14781,676,SFA,9,True,4,2,2,win,4 - 2,4767263,624,1,7.0,0,6,2,1,2,3,0,30,25,3,0,0,0,0,1,0,0,0,1,1,100,14,3,1,0,0,1,1,1867604,2019
04/19/2019,away,14781,1004,Central Ark.,9,True,1,6,-5,loss,1 - 6,4774729,624,1,7.2,0,5,6,5,2,7,0,32,26,1,0,0,0,1,1,1,0,0,2,1,110,10,6,0,1,0,1,0,1867604,2019
04/26/2019,home,14781,164,UConn,9,True,8,5,3,win,8 - 5,4780959,624,1,8.0,0,3,5,0,4,4,0,31,26,1,0,0,1,0,0,1,0,0,1,0,97,16,3,1,0,0,1,0,1867604,2019
05/04/2019,home,14781,26172,A&M-Corpus Christi,9,True,4,8,-4,loss,4 - 8,4787673,624,1,5.0,0,8,6,5,3,3,0,29,22,0,0,0,0,0,3,0,0,0,1,0,103,10,1,0,1,0,1,2,1867604,2019
05/10/2019,away,14781,655,Southeastern La.,9,True,0,3,-3,loss,0 - 3,4790198,624,1,8.0,1,4,3,2,1,9,0,29,27,0,0,0,1,1,1,0,0,0,0,0,110,6,8,0,1,0,1,7,1867604,2019
05/16/2019,home,14781,508,Northwestern St.,9,True,11,5,6,win,11 - 5,4791808,624,1,5.2,0,11,5,5,0,7,0,29,28,3,0,1,0,0,1,0,0,0,0,0,102,6,4,1,0,0,1,2,1867604,2019
05/22/2019,home,14781,26172,A&M-Corpus Christi,9,True,1,2,-1,loss,1 - 2,4794858,624,1,6.2,0,7,2,2,1,3,0,28,26,0,0,0,1,0,0,0,0,0,1,0,102,6,10,0,1,0,1,1,1867604,2019
