App,GS,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,1,8.1,5,0,0,2,11,0,31,29,1,0,0,0,1,0,1,0,0,0,0,106,6,7,1,0,0,1,2,02/14/2015,home,12080,740,VCU,9,True,1,0,1,win,405083,749,1541549,2015
0,1,5.0,2,2,0,2,8,0,21,18,1,0,0,0,0,1,0,0,0,0,0,0,1,6,1,0,0,1,3,02/21/2015,neutral,12080,769,Western Caro.,9,True,10,2,8,win,406149,749,1541549,2015
0,1,7.0,1,0,0,0,9,0,21,21,0,0,0,0,0,0,0,0,0,0,0,74,3,8,1,0,0,1,4,02/27/2015,home,12080,711,Towson,9,True,7,0,7,win,406561,749,1541549,2015
0,1,4.1,7,5,5,4,4,0,24,19,3,0,2,0,0,0,0,0,0,1,0,95,8,1,0,0,0,1,0,03/07/2015,home,12080,742,Virginia Tech,9,True,7,12,-5,loss,407986,749,1541549,2015
0,0,3.1,2,0,0,5,7,0,17,12,0,0,0,0,0,0,0,3,1,0,0,89,1,2,0,0,1,2,3,03/13/2015,away,12080,234,Florida St.,9,True,4,1,3,win,409504,749,1541549,2015
0,0,6.2,6,1,1,1,3,0,28,25,1,1,0,0,0,0,0,1,1,1,0,105,6,11,1,0,0,2,1,03/22/2015,home,12080,415,Miami (FL),9,True,10,4,6,win,412216,749,1541549,2015
0,0,3.0,4,2,2,2,1,0,13,11,0,0,1,1,0,0,0,0,0,0,0,0,1,5,0,0,1,2,1,03/28/2015,away,12080,147,Clemson,9,True,7,3,4,win,413449,749,1541549,2015
0,0,2.1,4,1,0,1,4,0,14,11,1,0,0,0,0,1,0,0,0,1,0,51,3,0,1,0,0,3,0,04/03/2015,home,12080,67,Boston College,9,True,4,3,1,win,415222,749,1541549,2015
0,0,2.0,1,2,2,3,1,0,10,5,0,0,1,1,0,0,0,2,1,1,1,39,2,3,0,0,0,3,0,04/05/2015,home,12080,67,Boston College,9,True,7,10,-3,loss,416254,749,1541549,2015
0,0,4.0,4,4,3,2,3,0,19,16,1,1,1,0,0,0,0,0,0,0,1,0,2,7,0,0,0,2,0,04/12/2015,away,12080,545,Pittsburgh,9,True,4,8,-4,loss,418120,749,1541549,2015
0,0,1.1,2,1,1,0,0,0,6,5,0,0,0,0,0,0,0,0,0,1,0,13,1,3,0,1,0,5,0,04/17/2015,away,12080,367,Louisville,9,True,5,6,-1,loss,419352,749,1541549,2015
0,1,5.0,7,2,2,2,4,0,23,19,1,0,0,0,0,2,1,0,0,0,0,73,6,2,0,0,0,1,2,04/18/2015,away,12080,367,Louisville,9,True,5,6,-1,loss,420181,749,1541549,2015
0,0,1.2,1,0,0,0,3,0,6,6,0,0,0,0,0,0,0,3,0,0,0,28,0,2,0,0,1,3,1,04/25/2015,home,12080,513,Notre Dame,9,True,4,2,2,win,421693,749,1541549,2015
0,0,4.2,2,0,0,2,3,0,18,15,1,0,0,0,0,0,0,1,1,1,0,70,3,8,0,0,0,3,1,04/26/2015,home,12080,513,Notre Dame,11,True,5,4,1,win,422305,749,1541549,2015
0,0,1.0,3,1,1,0,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,1,0,3,1,04/29/2015,away,12080,19651,High Point,9,True,3,4,-1,loss,423103,749,1541549,2015
0,0,3.0,3,1,1,1,2,0,12,10,0,0,0,0,0,0,0,0,0,1,0,43,3,3,0,1,0,2,1,05/09/2015,home,12080,490,NC State,9,True,2,3,-1,loss,424953,749,1541549,2015
0,0,3.0,0,1,1,3,3,0,13,8,0,0,0,0,0,0,1,0,0,1,1,54,3,3,0,0,0,3,0,05/11/2015,home,12080,490,NC State,9,True,6,9,-3,loss,425277,749,1541549,2015
0,0,2.1,2,0,0,0,3,0,8,8,0,0,0,0,0,0,0,2,0,0,0,30,1,2,0,0,1,2,2,05/14/2015,away,12080,193,Duke,9,True,3,1,2,win,425474,749,1541549,2015
0,0,3.2,2,4,4,3,3,0,17,14,1,1,0,0,0,0,1,1,0,0,0,60,4,4,0,0,0,3,1,05/16/2015,away,12080,193,Duke,9,True,1,8,-7,loss,425831,749,1541549,2015
