date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/16/2013,away,11320,1045,DBU,9,True,15,6,9,win,15 - 6,658131,169,1,3.2,4,5,5,4,1,0,18,13,1,0,0,1,0,0,0,0,0,0,1,75,3,6,0,0,0,1,0,1305596,2013
03/01/2013,home,11320,77,BYU,9,True,5,1,4,win,5 - 1,660391,169,1,7.0,4,1,1,2,4,0,26,23,1,0,0,1,0,0,0,0,0,1,0,0,4,12,1,0,0,1,0,1305596,2013
03/08/2013,home,11320,32,Little Rock,9,True,4,2,2,win,4 - 2,662046,169,1,5.0,4,2,2,3,8,0,23,19,1,0,0,1,0,1,0,0,0,0,0,92,2,5,1,0,0,1,4,1305596,2013
03/15/2013,home,11320,534,Pacific,9,True,7,2,5,win,7 - 2,663838,169,1,7.1,3,2,2,4,8,0,27,23,1,0,0,0,0,0,0,0,0,0,0,0,6,6,1,0,0,1,4,1305596,2013
03/22/2013,away,11320,219,Evansville,9,True,6,1,5,win,6 - 1,665581,169,1,6.0,6,1,1,1,7,0,24,23,1,0,0,0,0,0,0,0,0,0,0,104,3,7,1,0,0,1,2,1305596,2013
03/29/2013,home,11320,464,Omaha,9,True,4,3,1,win,4 - 3,667511,169,1,4.0,1,2,2,3,3,0,16,13,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,1,0,1305596,2013
04/05/2013,home,11320,72,Bradley,9,True,5,4,1,win,5 - 4,669332,169,1,6.0,3,1,1,3,5,0,24,20,0,0,0,1,0,1,0,0,0,0,0,91,6,6,0,0,0,1,2,1305596,2013
04/12/2013,away,11320,305,Indiana St.,9,True,1,6,-5,loss,1 - 6,671471,169,1,5.0,4,4,4,5,0,0,24,19,0,1,1,0,0,0,0,0,0,0,0,97,4,11,0,1,0,1,0,1305596,2013
04/19/2013,home,11320,659,Southern Ill.,9,True,4,3,1,win,4 - 3,673621,169,1,8.0,1,1,1,5,8,0,29,24,0,0,0,0,0,0,0,0,0,0,0,122,6,9,1,0,0,1,3,1305596,2013
04/26/2013,away,11320,463,Nebraska,9,True,5,3,2,win,5 - 3,675632,169,1,6.0,5,2,2,3,5,0,25,21,2,0,0,1,0,0,0,0,0,1,0,90,6,7,1,0,0,1,2,1305596,2013
05/03/2013,away,11320,299,Illinois St.,9,True,2,9,-7,loss,2 - 9,677464,169,1,2.0,7,6,6,2,0,0,15,12,2,1,0,0,0,0,0,0,0,1,0,0,5,1,0,1,0,1,0,1305596,2013
05/10/2013,away,11320,782,Wichita St.,9,True,6,5,1,win,6 - 5,678810,169,1,5.0,6,3,3,2,2,0,24,20,1,0,0,0,0,2,0,0,0,0,0,85,4,8,1,0,0,1,0,1305596,2013
05/16/2013,home,11320,669,Missouri St.,9,True,4,3,1,win,4 - 3,679589,169,1,5.0,2,2,2,2,4,0,19,15,0,0,0,0,0,1,0,0,0,1,0,81,3,8,0,0,0,1,0,1305596,2013
05/21/2013,home,11320,305,Indiana St.,9,True,3,4,-1,loss,3 - 4,680131,169,1,1.2,0,1,1,5,0,0,11,4,0,0,0,0,0,1,0,0,0,1,0,36,4,1,0,1,0,1,0,1305596,2013
