date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/16/2019,home,14781,699,Texas Southern,9,True,24,8,16,win,24 - 8,4708448,472,1,0.1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,1773325,2019
02/16/2019,home,14781,699,Texas Southern,9,True,38,6,32,win,38 - 6,4707744,472,1,1.0,0,3,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1773325,2019
02/22/2019,home,14781,813,Yale,9,True,19,6,13,win,19 - 6,4712419,472,1,2.0,0,0,0,0,3,3,0,8,5,0,0,0,0,0,0,0,2,1,0,0,36,0,2,0,0,0,3,0,1773325,2019
02/23/2019,home,14781,813,Yale,9,True,2,4,-2,loss,2 - 4,4714334,472,1,1.0,0,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,5,1,1773325,2019
02/26/2019,away,14781,700,Texas Tech,9,True,0,7,-7,loss,0 - 7,4716477,472,1,0.2,0,1,1,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,3,1,1773325,2019
03/03/2019,home,14781,180,Delaware,9,True,11,4,7,win,11 - 4,4721985,472,1,1.0,0,1,0,0,0,3,0,4,4,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,2,0,1773325,2019
03/08/2019,home,14781,340,La Salle,9,True,8,9,-1,loss,8 - 9,4727255,472,1,1.0,0,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,4,0,1773325,2019
03/09/2019,home,14781,340,La Salle,9,True,7,3,4,win,7 - 3,4729971,472,1,1.0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,2,0,1773325,2019
03/10/2019,home,14781,340,La Salle,9,True,16,5,11,win,16 - 5,4729925,472,1,0.1,0,1,0,0,1,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,4,0,1773325,2019
03/13/2019,away,14781,28,Arizona St.,9,True,3,7,-4,loss,3 - 7,4734000,472,1,1.1,0,1,1,1,1,3,0,6,5,0,0,0,1,0,0,0,2,0,0,0,36,0,1,0,0,0,6,1,1773325,2019
03/17/2019,home,14781,812,Xavier,9,True,6,4,2,win,6 - 4,4739051,472,1,1.0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,5,0,1773325,2019
03/24/2019,home,14781,94,CSU Bakersfield,9,True,12,9,3,win,12 - 9,4747107,472,1,2.0,0,2,1,1,0,2,0,8,8,2,0,0,0,0,0,0,0,0,0,0,37,1,3,1,0,0,7,0,1773325,2019
03/26/2019,home,14781,473,New Mexico,9,True,13,5,8,win,13 - 5,4749558,472,1,1.0,0,1,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,5,0,1773325,2019
04/07/2019,home,14781,1104,Grand Canyon,9,True,9,2,7,win,9 - 2,4762577,472,1,0.1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,2,1,1773325,2019
04/09/2019,home,14781,700,Texas Tech,9,True,5,10,-5,loss,5 - 10,4766120,472,1,0.1,0,1,4,4,3,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,25,0,1,0,0,0,5,0,1773325,2019
04/12/2019,home,14781,502,Northern Colo.,9,True,10,9,1,win,10 - 9,4767759,472,1,0.1,0,1,1,1,3,1,0,5,2,0,0,0,0,1,0,0,0,0,0,0,25,0,0,0,0,0,5,0,1773325,2019
04/16/2019,away,14781,473,New Mexico,10,True,11,8,3,win,11 - 8,4772431,472,1,1.1,0,3,2,2,1,0,0,8,7,1,0,0,0,0,0,0,2,0,0,0,23,2,2,0,0,0,6,0,1773325,2019
04/19/2019,away,14781,30024,Utah Valley,9,True,9,10,-1,loss,9 - 10,4775369,472,1,1.0,0,1,1,1,2,2,0,6,4,0,0,0,1,0,0,0,3,0,0,0,26,1,0,0,0,0,5,1,1773325,2019
04/20/2019,away,14781,30024,Utah Valley,9,True,12,11,1,win,12 - 11,4776344,472,1,0.2,0,1,1,1,0,0,0,3,3,0,0,0,1,0,0,0,2,0,0,0,11,0,2,0,0,0,6,0,1773325,2019
04/28/2019,away,14781,102,Sacramento St.,9,True,3,2,1,win,3 - 2,4783597,472,1,1.0,0,3,1,1,1,2,0,6,5,1,0,0,0,1,0,0,0,0,0,0,25,0,0,0,0,0,2,1,1773325,2019
05/04/2019,home,14781,536,UTRGV,9,True,11,21,-10,loss,11 - 21,4788335,472,1,1.0,0,2,2,2,2,0,0,7,4,0,0,0,1,1,0,0,2,2,0,1,32,0,3,0,0,0,6,0,1773325,2019
05/13/2019,away,14781,756,Washington,9,True,7,10,-3,loss,7 - 10,4791388,472,1,0.2,0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,1,0,0,0,12,1,0,0,0,0,5,0,1773325,2019
