App,GS,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,0,2.0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,0,03/01/2015,neutral,12080,30124,Cedarville,9,True,7,3,4,win,407151,591,1308881,2015
0,0,2.0,2,1,1,0,1,0,7,6,1,0,0,0,0,0,0,2,1,0,1,0,2,2,0,1,0,3,0,03/03/2015,neutral,12080,30124,Cedarville,9,True,9,10,-1,loss,407404,591,1308881,2015
0,0,1.0,0,0,0,1,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,03/05/2015,home,12080,2746,Lake Erie,9,True,12,4,8,win,407556,591,1308881,2015
0,0,0.1,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,03/07/2015,neutral,12080,643,Slippery Rock,12,True,4,5,-1,loss,408122,591,1308881,2015
0,0,3.0,5,2,1,1,0,0,15,14,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,2,0,03/31/2015,away,12080,262,Grand Valley St.,9,True,1,5,-4,loss,414736,591,1308881,2015
0,0,2.0,0,0,0,0,3,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,1,04/04/2015,home,12080,1079,Findlay,9,True,9,2,7,win,416083,591,1308881,2015
0,0,0.1,1,1,0,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,04/08/2015,away,12080,757,Wayne St. (MI),9,True,2,4,-2,loss,416856,591,1308881,2015
0,0,2.0,1,1,1,1,0,0,8,6,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,3,0,04/08/2015,away,12080,757,Wayne St. (MI),9,True,5,6,-1,loss,416885,591,1308881,2015
0,0,4.0,3,2,2,0,2,0,16,15,0,0,1,0,0,1,0,0,0,0,0,0,7,3,0,1,0,4,0,04/11/2015,home,12080,35,Ashland,12,True,7,8,-1,loss,417646,591,1308881,2015
0,0,1.0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,04/12/2015,home,12080,35,Ashland,9,True,13,7,6,win,418320,591,1308881,2015
0,0,5.2,5,0,0,1,4,0,24,22,1,0,0,0,0,0,0,0,0,0,1,0,10,2,0,0,0,2,1,04/15/2015,home,12080,757,Wayne St. (MI),11,True,3,3,0,tie,419064,591,1308881,2015
0,0,2.0,4,1,1,1,0,0,11,10,0,0,0,1,0,0,0,0,0,0,0,0,1,5,0,0,1,2,0,04/18/2015,home,12080,280,Hillsdale,9,True,6,1,5,win,419996,591,1308881,2015
0,0,3.0,3,0,0,0,1,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,2,0,04/19/2015,home,12080,280,Hillsdale,9,True,0,1,-1,loss,420547,591,1308881,2015
0,0,2.2,3,1,1,1,1,0,11,10,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,3,0,04/25/2015,away,12080,510,Northwood,9,True,3,6,-3,loss,422052,591,1308881,2015
0,0,4.0,2,0,0,1,2,0,14,12,0,0,0,0,0,0,0,0,0,1,0,0,7,2,1,0,0,4,0,04/26/2015,away,12080,510,Northwood,15,True,7,4,3,win,422575,591,1308881,2015
0,0,2.0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,2,0,05/02/2015,away,12080,30141,Walsh,9,True,19,0,19,win,423792,591,1308881,2015
0,0,1.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,05/02/2015,away,12080,30141,Walsh,9,True,7,4,3,win,423946,591,1308881,2015
0,0,2.0,1,0,0,0,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,1,05/03/2015,away,12080,30141,Walsh,9,True,1,4,-3,loss,424366,591,1308881,2015
