date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/16/2019,away,14781,315,Jacksonville St.,9,True,10,12,-2,loss,10 - 12,4707152,487,1,1.0,0,1,1,1,1,0,0,5,3,1,0,0,0,0,0,0,3,3,0,1,13,0,3,0,0,0,3,0,2118484,2019
02/16/2019,away,14781,315,Jacksonville St.,9,True,2,1,1,win,2 - 1,4707163,487,1,2.0,0,1,0,0,0,3,0,7,7,1,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,2,0,2118484,2019
02/24/2019,home,14781,695,UT Martin,9,True,7,6,1,win,7 - 6,4715455,487,1,2.0,0,5,4,4,0,1,0,10,10,1,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,3,0,2118484,2019
02/26/2019,away,14781,8,Alabama,9,True,0,8,-8,loss,0 - 8,4716684,487,1,1.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,5,0,2118484,2019
02/27/2019,away,14781,8,Alabama,9,True,1,4,-3,loss,1 - 4,4717343,487,1,0.2,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,3,0,0,0,10,0,1,0,0,0,4,0,2118484,2019
03/09/2019,away,14781,716,Troy,9,True,1,3,-2,loss,1 - 3,4728069,487,1,1.0,0,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,2,0,0,0,15,1,1,0,0,0,3,0,2118484,2019
03/09/2019,away,14781,716,Troy,9,True,2,6,-4,loss,2 - 6,4728533,487,1,0.2,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,7,0,1,0,0,0,4,0,2118484,2019
03/12/2019,home,14781,87,Butler,9,True,8,5,3,win,8 - 5,4732580,487,1,1.2,0,2,2,2,0,3,0,7,7,0,0,0,1,0,0,0,3,0,0,0,0,1,1,0,0,0,6,1,2118484,2019
03/17/2019,away,14781,173,Davidson,9,True,1,13,-12,loss,1 - 13,4740580,487,1,1.0,0,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,2,0,0,0,17,0,1,0,0,0,6,1,2118484,2019
03/19/2019,home,14781,692,Tennessee Tech,9,True,6,7,-1,loss,6 - 7,4741439,487,1,0.2,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2118484,2019
03/23/2019,away,14781,1157,Kennesaw St.,9,True,6,7,-1,loss,6 - 7,4745267,487,1,1.2,0,4,1,1,2,1,0,11,9,0,0,0,0,0,0,0,0,0,0,0,38,1,3,0,1,0,4,0,2118484,2019
03/26/2019,away,14781,7,Alabama St.,9,True,8,1,7,win,8 - 1,4749456,487,1,0.2,0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0,0,7,1,2118484,2019
03/29/2019,home,14781,678,Stetson,9,True,1,12,-11,loss,1 - 12,4752105,487,1,0.2,0,1,0,0,0,1,0,3,2,1,0,0,0,0,0,0,3,3,0,1,0,0,1,0,0,0,6,0,2118484,2019
04/02/2019,away,14781,433,Ole Miss,9,True,10,6,4,win,10 - 6,4756239,487,1,0.1,0,2,2,2,0,0,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2118484,2019
04/03/2019,away,14781,625,Samford,9,True,1,9,-8,loss,1 - 9,4758188,487,1,1.1,0,4,3,3,2,2,0,10,7,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,4,0,2118484,2019
04/07/2019,home,14781,355,Liberty,9,True,5,8,-3,loss,5 - 8,4762322,487,1,2.0,0,3,3,3,2,1,0,10,7,0,0,0,2,1,1,0,1,1,0,0,0,2,1,0,0,0,2,0,2118484,2019
04/09/2019,away,14781,692,Tennessee Tech,9,True,1,7,-6,loss,1 - 7,4764362,487,1,1.1,0,1,0,0,0,1,0,6,5,0,0,0,0,0,1,0,0,0,0,0,25,1,2,0,0,0,4,1,2118484,2019
04/14/2019,away,14781,316,Jacksonville,9,True,5,10,-5,loss,5 - 10,4770556,487,1,1.1,0,2,2,2,1,1,0,7,6,1,0,0,1,0,0,0,2,1,0,0,23,1,2,0,0,0,4,0,2118484,2019
04/16/2019,home,14781,7,Alabama St.,9,True,14,2,12,win,14 - 2,4772190,487,1,4.0,0,0,0,0,3,2,0,15,12,0,0,0,0,1,0,0,2,0,0,0,0,5,5,1,0,0,2,1,2118484,2019
04/22/2019,away,14781,404,Memphis,9,True,2,3,-1,loss,2 - 3,4777754,487,1,1.0,0,1,2,2,1,0,0,5,4,0,0,0,0,0,0,0,3,0,0,0,13,1,2,0,0,0,2,0,2118484,2019
