date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/19/2022,away,15860,149,Coastal Carolina,9,True,4,8,-4,loss,4 - 8,5210090,129,1,0,0.2,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,3,0,0,2665514,2022
02/25/2022,away,15860,772,Western Ky.,9,True,6,4,2,win,6 - 4,5219795,129,1,0,1.2,0.0,2,1,0,0,2,0,8,8,1,0,0,0,0,0,0,0,0,0,0,26,1,2,0,0,0,2,0,0,2665514,2022
02/27/2022,away,15860,772,Western Ky.,9,True,7,14,-7,loss,7 - 14,5219797,129,1,0,2.2,0.0,1,1,1,0,2,0,9,9,0,1,0,0,0,0,0,3,0,0,0,42,4,2,0,0,0,3,0,0,2665514,2022
03/05/2022,away,15860,749,Wake Forest,9,True,2,4,-2,loss,2 - 4,5225247,129,1,0,1.1,0.0,3,1,1,0,0,0,8,7,2,0,0,0,0,0,0,0,0,0,1,26,2,2,0,0,0,2,0,0,2665514,2022
03/06/2022,home,15860,368,UMass Lowell,9,True,7,15,-8,loss,7 - 15,5226284,129,1,0,1.2,0.0,3,1,1,0,3,0,9,8,0,0,1,0,0,0,0,3,3,0,1,37,0,2,0,0,0,2,0,0,2665514,2022
03/11/2022,away,15860,331,Kent St.,9,True,6,5,1,win,6 - 5,5235101,129,1,0,2.0,0.0,2,1,1,0,2,0,9,9,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,4,0,0,2665514,2022
03/19/2022,away,15860,414,Miami (OH),9,True,2,0,2,win,2 - 0,5239023,129,1,0,1.0,0.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,1,2,0,0,2665514,2022
03/20/2022,away,15860,414,Miami (OH),9,True,5,4,1,win,5 - 4,5240732,129,1,0,1.0,0.0,3,2,2,0,1,0,6,6,0,1,0,0,0,0,0,3,1,0,0,27,2,0,0,0,0,2,0,0,2665514,2022
03/25/2022,away,15860,312,Iowa,9,True,4,7,-3,loss,4 - 7,5245448,129,1,0,1.0,0.0,2,1,1,0,2,0,5,5,0,0,0,0,1,0,0,2,1,0,0,24,1,0,0,1,0,2,1,0,2665514,2022
03/27/2022,away,15860,312,Iowa,9,True,2,4,-2,loss,2 - 4,5248157,129,1,0,0.1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,4,0,0,2665514,2022
04/02/2022,home,15860,519,Ohio,9,True,5,1,4,win,5 - 1,5252395,129,1,0,1.0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,2,0,0,2665514,2022
04/03/2022,home,15860,519,Ohio,9,True,5,2,3,win,5 - 2,5254291,129,1,0,1.0,0.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,1,2,1,0,2665514,2022
04/10/2022,home,15860,503,NIU,9,True,8,5,3,win,8 - 5,5261297,129,1,0,2.0,0.0,2,1,0,0,3,0,8,8,0,0,0,0,0,0,0,0,0,0,0,33,2,0,0,0,0,2,1,1,2665514,2022
04/15/2022,away,15860,71,Bowling Green,9,True,18,11,7,win,18 - 11,5265545,129,1,0,1.2,0.0,2,3,3,2,1,0,10,6,1,1,0,0,1,1,0,1,1,0,1,36,1,3,0,0,0,2,0,0,2665514,2022
04/22/2022,home,15860,5,Akron,9,True,11,10,1,win,11 - 10,5271921,129,1,0,2.0,0.0,1,2,2,3,2,0,9,5,0,1,0,0,1,0,0,2,2,1,0,39,2,1,0,0,0,2,0,0,2665514,2022
04/29/2022,away,15860,47,Ball St.,9,True,1,7,-6,loss,1 - 7,5278174,129,1,0,0.1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0,0,2665514,2022
04/30/2022,away,15860,47,Ball St.,9,True,7,10,-3,loss,7 - 10,5280074,129,1,0,1.2,0.0,3,2,2,2,2,0,10,8,0,0,0,2,0,0,0,1,1,0,0,39,1,2,0,0,0,2,1,0,2665514,2022
05/08/2022,home,15860,774,Western Mich.,9,True,2,11,-9,loss,2 - 11,5285119,129,1,0,1.2,0.0,0,0,0,0,1,0,5,5,0,0,0,0,0,0,0,1,0,0,0,16,1,3,0,0,0,4,0,0,2665514,2022
05/10/2022,home,15860,514,Oakland,9,True,4,3,1,win,4 - 3,5287904,129,1,0,1.0,0.0,2,1,1,1,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,0,0,2665514,2022
05/13/2022,away,15860,204,Eastern Mich.,9,True,7,1,6,win,7 - 1,5287065,129,1,0,0.2,0.0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,2,0,0,2665514,2022
05/14/2022,away,15860,204,Eastern Mich.,9,True,7,2,5,win,7 - 2,5287908,129,1,0,1.2,0.0,1,0,0,1,1,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,0,0,2665514,2022
05/27/2022,away,15860,47,Ball St.,9,True,7,9,-2,loss,7 - 9,5290333,129,1,0,1.2,0.0,3,1,1,0,2,0,8,7,0,0,0,1,0,0,0,1,1,1,0,24,2,1,0,0,0,2,1,0,2665514,2022
06/03/2022,away,15860,235,Florida,9,True,3,7,-4,loss,3 - 7,5290810,129,1,0,0.1,0.0,0,1,1,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,8,0,1,0,0,0,3,0,0,2665514,2022
