date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
03/27/2021,home,15580,626,San Diego St.,9,True,12,7,5,win,12 - 7,5041343,630,1,3.0,0,4,3,1,2,0,0,16,12,0,0,0,0,1,1,0,0,0,0,1,56,0,9,0,0,1,2,0,0,1996766,2021
04/01/2021,away,15580,90,Cal Poly,9,True,1,10,-9,loss,1 - 10,5043887,630,1,1.0,0,1,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,5,0,0,1996766,2021
04/02/2021,away,15580,90,Cal Poly,9,True,10,2,8,win,10 - 2,5045148,630,1,0.2,0,3,2,2,2,1,0,7,5,1,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,2,0,0,1996766,2021
04/24/2021,home,15580,96,Fresno St.,9,True,2,12,-10,loss,2 - 12,5067291,630,1,3.0,0,5,2,2,1,3,0,15,14,1,0,0,0,1,0,0,0,0,0,0,56,4,2,0,0,0,2,2,0,1996766,2021
04/28/2021,away,15580,529,Oregon,9,True,1,13,-12,loss,1 - 13,5068883,630,1,4.0,0,7,4,4,3,2,0,22,17,3,0,0,0,0,2,0,0,0,0,0,70,4,4,0,1,0,1,1,0,1996766,2021
05/02/2021,away,15580,108,UC Davis,11,True,14,11,3,win,14 - 11,5072606,630,1,2.0,0,4,3,3,4,4,0,14,10,0,1,0,0,0,0,0,0,0,0,0,57,1,1,0,0,0,1,0,0,1996766,2021
05/08/2021,away,15580,626,San Diego St.,9,True,6,10,-4,loss,6 - 10,5076149,630,1,1.2,0,3,3,2,1,2,0,9,8,1,0,0,0,0,0,0,0,0,0,0,27,1,2,0,0,0,2,1,0,1996766,2021
05/09/2021,away,15580,626,San Diego St.,9,True,3,8,-5,loss,3 - 8,5076572,630,1,1.0,0,3,3,3,0,0,0,6,6,0,0,0,1,0,0,0,0,0,0,0,16,3,0,0,0,0,2,0,0,1996766,2021
05/11/2021,away,15580,674,Stanford,9,True,7,8,-1,loss,7 - 8,5077330,630,1,0.2,0,0,2,2,4,0,0,7,2,0,0,0,0,0,1,0,3,3,0,0,31,0,2,0,0,0,3,0,0,1996766,2021
05/15/2021,away,15580,721,Air Force,9,True,3,9,-6,loss,3 - 9,5078510,630,1,1.2,0,1,0,0,2,2,0,8,5,0,0,0,0,0,0,0,3,2,0,1,26,1,2,0,0,0,2,0,0,1996766,2021
05/18/2021,home,15580,629,San Francisco,9,True,8,9,-1,loss,8 - 9,5079641,630,1,3.0,0,5,4,4,0,1,0,16,11,1,0,0,0,0,2,0,0,0,2,1,59,1,6,0,1,0,1,0,0,1996766,2021
