date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
03/09/2014,home,11620,786,William & Mary,9,True,7,19,-12,loss,7 - 19,591455,115,1,1.0,3,4,3,1,1,0,9,6,0,0,0,0,0,1,0,0,0,0,1,28,0,2,0,0,0,7,0,1527895,2014
03/31/2014,home,11620,19651,High Point,9,True,2,10,-8,loss,2 - 10,596833,115,1,0.1,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,5,0,1527895,2014
04/01/2014,home,11620,490,NC State,12,True,2,9,-7,loss,2 - 9,597022,115,1,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,7,0,1527895,2014
04/02/2014,away,11620,1068,Elon,9,True,1,2,-1,loss,1 - 2,597307,115,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,4,0,1527895,2014
04/17/2014,away,11620,563,Radford,9,True,3,10,-7,loss,3 - 10,601669,115,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,5,1,0,0,0,0,4,0,1527895,2014
04/23/2014,away,11620,742,Virginia Tech,10,True,14,9,5,win,14 - 9,603700,115,1,0.1,1,1,1,0,0,0,2,2,0,1,0,1,0,0,0,1,1,0,0,7,0,1,0,0,0,3,0,1527895,2014
04/30/2014,home,11620,488,N.C. A&T,9,True,4,1,3,win,4 - 1,605619,115,1,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,3,0,1527895,2014
05/06/2014,away,11620,457,North Carolina,9,True,0,5,-5,loss,0 - 5,606888,115,1,1.1,0,1,1,2,0,0,5,2,0,0,0,0,0,0,0,2,1,0,1,21,0,3,0,0,0,2,0,1527895,2014
05/17/2014,away,11620,149,Coastal Carolina,9,True,7,10,-3,loss,7 - 10,608226,115,1,0.1,3,3,3,0,0,0,5,4,0,0,0,0,0,1,0,0,0,0,0,15,0,1,0,0,0,3,0,1527895,2014
05/20/2014,home,11620,149,Coastal Carolina,9,True,2,9,-7,loss,2 - 9,608482,115,1,1.0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,3,0,1527895,2014
