date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/26/2012,home,10942,2711,North Florida,9,True,3,2,1,win,3 - 2,757503,315,1,0.2,2,0,0,0,1,0,4,4,0,0,0,0,0,0,0,1,0,0,0,13,0,1,0,0,0,2,1,1216945,2012
02/29/2012,away,10942,9,UAB,9,True,4,5,-1,loss,4 - 5,757929,315,1,2.1,6,5,4,1,2,0,14,13,4,0,0,1,0,0,0,0,0,0,0,57,1,4,0,1,0,1,1,1216945,2012
03/07/2012,away,10942,625,Samford,9,True,2,5,-3,loss,2 - 5,759718,315,1,1.1,4,2,2,0,1,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1216945,2012
03/17/2012,home,10942,361,LIU,9,True,5,4,1,win,5 - 4,763261,315,1,4.2,7,4,3,1,5,0,24,23,0,0,1,0,0,0,0,0,0,0,0,0,3,6,0,0,0,1,2,1216945,2012
03/21/2012,home,10942,9,UAB,9,True,4,3,1,win,4 - 3,764064,315,1,2.0,3,3,3,2,2,0,12,9,0,0,0,0,0,1,0,0,0,0,0,44,4,0,0,0,0,1,1,1216945,2012
03/27/2012,home,10942,716,Troy,9,True,1,9,-8,loss,1 - 9,766154,315,1,1.0,5,4,4,0,3,0,8,8,0,0,1,0,0,0,0,0,0,0,0,29,0,0,0,0,0,2,0,1216945,2012
04/27/2012,away,10942,43,Austin Peay,9,True,2,5,-3,loss,2 - 5,776056,315,1,0.2,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,11,1,0,0,0,0,4,0,1216945,2012
05/02/2012,away,10942,7,Alabama St.,9,True,8,6,2,win,8 - 6,777628,315,1,3.0,4,1,1,1,2,0,13,12,0,0,0,0,0,0,0,0,0,0,0,50,2,4,1,0,0,2,0,1216945,2012
05/09/2012,away,10942,9,UAB,9,True,1,4,-3,loss,1 - 4,778995,315,1,3.0,4,3,2,1,1,0,15,13,0,0,0,2,0,0,0,0,0,1,0,52,4,3,0,1,0,1,0,1216945,2012
05/15/2012,away,10942,37,Auburn,9,True,8,7,1,win,8 - 7,779737,315,1,3.0,3,2,2,0,1,0,12,12,0,0,1,0,0,0,0,0,0,0,0,46,5,3,1,0,0,1,0,1216945,2012
05/19/2012,home,10942,201,Eastern Ill.,9,True,15,3,12,win,15 - 3,780248,315,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,4,0,1216945,2012
05/25/2012,home,10942,43,Austin Peay,11,True,6,7,-1,loss,6 - 7,780665,315,1,3.1,7,3,3,3,0,0,18,15,1,0,0,0,0,0,0,0,0,0,0,70,3,5,0,0,0,1,0,1216945,2012
