date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/20/2016,home,12360,464,Omaha,9,True,3,9,-6,loss,3 - 9,293001,471,0,0,0.2,0.0,3,3,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1638021,2016
02/29/2016,away,12360,485,Norfolk St.,9,True,1,6,-5,loss,1 - 6,294652,471,0,1,1.1,0.0,4,5,4,0,2,0,10,9,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1638021,2016
03/05/2016,away,12360,489,N.C. Central,9,True,5,6,-1,loss,5 - 6,295579,471,0,0,1.2,0.0,2,1,0,1,1,0,9,8,1,0,0,0,1,0,1,2,0,0,0,36,3,1,0,1,0,3,1,1638021,2016
03/09/2016,away,12360,635,Seton Hall,9,True,2,9,-7,loss,2 - 9,296544,471,0,1,1.2,0.0,6,7,7,1,1,0,12,10,1,0,1,0,1,0,0,0,0,1,0,0,3,1,0,1,0,1,1,1638021,2016
03/20/2016,away,12360,726,Navy,9,True,3,7,-4,loss,3 - 7,299720,471,0,0,2.2,0.0,2,1,1,1,3,0,9,8,0,0,0,0,2,0,0,3,0,0,0,33,3,0,0,0,0,3,2,1638021,2016
03/23/2016,home,12360,386,Marist,9,True,2,4,-2,loss,2 - 4,300263,471,0,0,1.1,0.0,1,0,0,1,1,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,1,1638021,2016
03/26/2016,away,12360,236,Fordham,9,True,0,2,-2,loss,0 - 2,301195,471,0,0,1.0,0.0,1,0,0,1,1,0,5,4,0,0,0,0,1,0,0,1,1,0,0,16,2,0,0,0,0,2,0,1638021,2016
03/26/2016,away,12360,236,Fordham,9,True,1,3,-2,loss,1 - 3,301348,471,0,0,2.0,0.0,1,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,20,4,2,0,0,0,3,0,1638021,2016
03/29/2016,away,12360,617,Saint Peter's,9,True,11,7,4,win,11 - 7,301894,471,0,0,0.1,0.0,2,2,2,1,0,0,4,3,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,3,0,1638021,2016
04/02/2016,home,12360,10411,USC Upstate,9,True,8,6,2,win,8 - 6,302588,471,0,0,2.0,0.0,4,2,1,1,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,1638021,2016
04/10/2016,away,12360,1157,Kennesaw St.,9,True,3,5,-2,loss,3 - 5,304794,471,0,0,1.2,0.0,2,1,1,1,1,0,8,6,0,0,0,0,0,0,0,0,0,0,1,24,0,4,0,0,0,3,0,1638021,2016
04/17/2016,away,12360,28755,FGCU,9,True,3,4,-1,loss,3 - 4,307158,471,0,0,0.2,0.0,2,2,2,2,1,0,6,3,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,1,0,5,0,1638021,2016
04/19/2016,home,12360,222,Fairleigh Dickinson,9,True,14,3,11,win,14 - 3,307525,471,0,1,3.0,0.0,5,2,2,2,1,0,16,13,1,0,0,0,0,0,0,0,0,0,1,0,3,5,0,0,0,1,1,1638021,2016
04/23/2016,away,12360,477,New York Tech,9,True,6,7,-1,loss,6 - 7,308829,471,0,0,0.2,0.0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1638021,2016
04/26/2016,home,12360,617,Saint Peter's,9,True,6,5,1,win,6 - 5,309588,471,0,0,2.1,0.0,1,0,0,2,2,0,10,7,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,4,1,1638021,2016
04/30/2016,away,12360,28600,Lipscomb,9,True,12,22,-10,loss,12 - 22,310375,471,0,0,0.2,0.0,4,3,2,0,0,0,6,6,2,0,0,0,0,0,0,0,0,0,0,22,1,1,0,0,0,2,0,1638021,2016
05/03/2016,away,12360,220,Fairfield,9,True,8,4,4,win,8 - 4,311338,471,0,0,1.0,0.0,2,2,2,0,1,0,4,4,0,0,0,0,0,0,0,2,0,0,0,18,0,1,0,0,0,3,0,1638021,2016
05/08/2016,home,12360,678,Stetson,9,True,3,11,-8,loss,3 - 11,312369,471,0,0,3.0,0.0,1,0,0,0,2,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,3,2,1638021,2016
05/13/2016,away,12360,316,Jacksonville,9,True,2,4,-2,loss,2 - 4,312967,471,0,0,1.0,0.0,1,1,1,0,1,0,4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3,1,1638021,2016
05/15/2016,away,12360,316,Jacksonville,9,True,3,5,-2,loss,3 - 5,313420,471,0,0,1.0,0.0,0,0,0,3,0,0,5,2,0,0,0,0,1,0,1,0,0,0,0,23,1,1,0,0,0,4,0,1638021,2016
05/20/2016,home,12360,2711,North Florida,9,True,2,9,-7,loss,2 - 9,313917,471,0,0,2.2,0.0,3,2,2,1,0,0,12,11,1,0,0,1,0,0,0,0,0,0,0,0,3,5,0,0,0,2,0,1638021,2016
