date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/18/2022,home,15860,817,Youngstown St.,9,True,3,1,2,win,3 - 1,5208327,61,1,1,7.0,0.0,3,0,0,2,6,0,27,24,0,0,0,0,1,1,0,0,0,0,0,0,3,11,1,0,0,1,2,0,2677023,2022
02/25/2022,home,15860,28755,FGCU,9,True,3,11,-8,loss,3 - 11,5215561,61,1,1,3.0,0.0,6,5,3,1,5,0,18,16,0,0,0,1,0,1,0,0,0,0,0,66,2,2,0,1,0,1,1,0,2677023,2022
03/05/2022,home,15860,590,Sacred Heart,9,True,5,4,1,win,5 - 4,5224733,61,1,1,7.2,0.0,9,4,3,0,5,0,31,31,2,0,0,0,2,0,0,0,0,0,0,104,10,6,1,0,0,1,1,0,2677023,2022
03/11/2022,away,15860,365,LSU,9,True,7,8,-1,loss,7 - 8,5231114,61,1,1,4.2,0.0,6,6,6,5,3,0,24,19,2,0,0,2,1,0,0,0,0,0,0,91,4,6,0,0,0,1,2,1,2677023,2022
03/18/2022,home,15860,314,Jackson St.,9,True,4,0,4,win,4 - 0,5237844,61,1,1,6.0,0.0,4,0,0,2,6,0,23,20,1,0,0,0,0,1,0,0,0,0,0,85,8,2,1,0,0,1,1,1,2677023,2022
03/25/2022,home,15860,7,Alabama St.,11,True,5,4,1,win,5 - 4,5257613,61,1,1,6.0,0.0,6,2,2,2,6,0,26,23,1,0,0,0,0,1,0,0,0,0,0,91,6,4,0,0,0,1,5,0,2677023,2022
04/01/2022,away,15860,432,Mississippi Val.,11,True,3,1,2,win,3 - 1,5254224,61,1,1,8.1,0.0,1,1,0,1,7,0,29,26,1,0,0,0,0,2,0,0,0,0,0,105,11,6,0,0,0,1,3,1,2677023,2022
04/08/2022,home,15860,228,Florida A&M,9,True,0,5,-5,loss,0 - 5,5258501,61,1,1,5.2,0.0,3,3,3,3,6,0,24,20,1,0,0,0,1,1,0,0,0,0,0,91,6,5,0,1,0,1,0,0,2677023,2022
04/14/2022,away,15860,6,Alabama A&M,9,True,8,4,4,win,8 - 4,5266108,61,1,1,8.1,0.0,6,4,4,1,10,0,30,29,0,0,0,2,0,0,0,0,0,0,0,0,11,2,1,0,0,1,1,0,2677023,2022
04/22/2022,home,15860,432,Mississippi Val.,9,True,2,12,-10,loss,2 - 12,5271033,61,1,1,4.2,0.0,5,3,3,5,1,0,22,17,0,0,0,0,0,0,0,0,0,0,0,91,9,1,0,1,0,1,0,0,2677023,2022
04/29/2022,away,15860,7,Alabama St.,9,True,11,5,6,win,11 - 5,5278661,61,1,1,5.0,0.0,6,5,5,4,4,0,26,21,1,0,0,0,0,1,0,0,0,0,0,98,6,5,1,0,0,1,2,0,2677023,2022
05/06/2022,away,15860,314,Jackson St.,9,True,3,8,-5,loss,3 - 8,5288388,61,1,1,6.1,0.0,7,5,1,2,3,0,30,27,1,0,0,1,1,0,0,0,0,1,0,92,10,5,0,1,0,1,0,0,2677023,2022
05/19/2022,away,15860,228,Florida A&M,9,True,5,3,2,win,5 - 3,5288857,61,1,1,2.0,0.0,3,3,3,3,1,0,13,9,0,0,0,1,1,1,0,0,0,0,0,0,4,1,0,0,0,1,1,0,2677023,2022
05/25/2022,home,15860,261,Grambling,9,True,4,3,1,win,4 - 3,5290104,61,1,1,6.0,0.0,4,2,2,1,5,0,23,21,0,0,0,0,0,0,0,0,0,1,0,79,8,5,1,0,0,1,1,0,2677023,2022
