date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/23/2019,home,14781,386,Marist,9,True,10,14,-4,loss,10 - 14,4763603,1320,1,1.1,0,2,2,2,0,1,0,6,6,1,0,0,0,0,0,0,0,0,0,0,22,2,1,0,0,0,3,0,2116003,2019
03/03/2019,home,14781,80,Brown,9,True,3,4,-1,loss,3 - 4,4721842,1320,1,1.0,0,0,0,0,1,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,3,0,2116003,2019
03/05/2019,home,14781,489,N.C. Central,9,True,6,5,1,win,6 - 5,4723878,1320,1,4.1,0,4,2,2,1,3,0,17,16,1,0,0,0,1,0,0,0,0,0,0,58,3,6,1,0,0,1,0,2116003,2019
03/09/2019,away,14781,257,Georgia,9,True,1,8,-7,loss,1 - 8,4728269,1320,1,1.1,0,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2116003,2019
03/12/2019,away,14781,1157,Kennesaw St.,9,True,5,13,-8,loss,5 - 13,4735696,1320,1,4.0,0,9,8,8,0,1,0,22,21,3,0,0,1,0,1,0,0,0,0,0,70,7,4,0,1,0,1,1,2116003,2019
03/16/2019,home,14781,563,Radford,9,True,3,9,-6,loss,3 - 9,4737480,1320,1,1.0,0,1,2,0,1,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,21,1,2,0,1,0,2,0,2116003,2019
03/19/2019,away,14781,173,Davidson,9,True,1,4,-3,loss,1 - 4,4741906,1320,1,3.0,0,2,1,1,0,3,0,12,11,1,0,0,0,0,1,0,0,0,0,0,34,3,3,0,0,0,2,1,2116003,2019
03/23/2019,home,14781,1092,Gardner-Webb,9,True,4,5,-1,loss,4 - 5,4745070,1320,1,2.1,0,5,0,0,0,2,0,10,10,0,0,0,0,0,0,0,1,1,0,0,28,2,1,0,0,0,3,0,2116003,2019
03/29/2019,away,14781,115,Campbell,9,True,3,5,-2,loss,3 - 5,4751967,1320,1,1.0,0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,0,0,2,0,2116003,2019
03/31/2019,away,14781,115,Campbell,9,True,4,11,-7,loss,4 - 11,4754772,1320,1,0.0,0,1,2,2,1,0,0,2,1,0,0,0,1,0,0,0,3,3,0,0,7,0,0,0,0,0,2,0,2116003,2019
04/06/2019,home,14781,456,UNC Asheville,9,True,6,2,4,win,6 - 2,4760899,1320,1,3.2,0,6,1,0,1,2,0,19,18,0,0,0,0,0,0,0,0,0,0,0,63,3,6,0,0,0,1,1,2116003,2019
04/13/2019,away,14781,10411,USC Upstate,9,True,5,4,1,win,5 - 4,4770648,1320,1,4.2,0,8,2,2,0,5,0,23,22,1,0,0,0,1,1,0,0,0,0,0,67,4,5,0,0,0,1,2,2116003,2019
04/20/2019,home,14781,19651,High Point,9,True,2,4,-2,loss,2 - 4,4791271,1320,1,4.2,0,7,2,2,4,3,0,23,19,0,0,0,1,0,0,0,0,0,0,0,82,5,3,0,0,0,1,1,2116003,2019
04/23/2019,home,14781,173,Davidson,9,True,15,7,8,win,15 - 7,4778282,1320,1,2.0,0,1,1,1,3,2,0,10,7,0,0,0,0,0,0,0,0,0,0,0,40,3,1,0,0,0,3,2,2116003,2019
04/26/2019,away,14781,545,Pittsburgh,9,True,5,7,-2,loss,5 - 7,4780818,1320,1,1.0,0,3,3,2,0,1,0,7,5,0,0,0,0,0,0,0,0,0,1,1,16,1,1,0,1,0,2,1,2116003,2019
04/27/2019,away,14781,545,Pittsburgh,12,True,9,7,2,win,9 - 7,4782566,1320,1,4.2,0,2,0,0,2,5,0,18,14,0,0,0,0,0,0,0,2,1,1,1,76,9,2,1,0,0,5,1,2116003,2019
05/04/2019,home,14781,792,Winthrop,9,True,4,6,-2,loss,4 - 6,4786811,1320,1,3.0,0,3,1,1,0,1,0,12,12,1,0,0,0,1,0,0,0,0,0,0,37,1,7,0,0,0,2,0,2116003,2019
05/07/2019,away,14781,147,Clemson,9,True,8,7,1,win,8 - 7,4789051,1320,1,4.1,0,4,1,1,1,3,0,18,14,2,0,1,0,0,0,0,2,1,1,2,0,3,6,1,0,0,2,1,2116003,2019
05/10/2019,away,14781,363,Longwood,9,True,13,11,2,win,13 - 11,4790147,1320,1,2.0,0,3,2,2,1,2,0,11,10,0,0,0,0,1,0,0,0,0,0,0,38,2,1,0,0,0,3,0,2116003,2019
05/14/2019,home,14781,254,Georgia St.,9,True,11,7,4,win,11 - 7,4791467,1320,1,2.0,0,2,1,1,0,1,0,8,7,0,0,0,0,1,0,0,3,3,0,1,31,1,3,0,0,0,4,0,2116003,2019
05/18/2019,away,14781,48,Charleston So.,9,True,15,6,9,win,15 - 6,4792491,1320,1,2.0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,3,0,0,0,20,2,2,0,0,0,6,0,2116003,2019
05/22/2019,home,14781,1092,Gardner-Webb,9,True,2,1,1,win,2 - 1,4794505,1320,1,0.2,0,1,0,0,0,0,0,4,3,0,0,0,0,0,0,0,1,0,1,0,12,1,1,0,0,0,2,0,2116003,2019
05/23/2019,home,14781,19651,High Point,9,True,4,15,-11,loss,4 - 15,4794854,1320,1,0.1,0,3,2,2,0,0,0,4,4,0,0,0,1,0,0,0,3,3,0,0,20,0,1,0,0,0,4,0,2116003,2019
