date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/15/2014,away,11620,2915,Wofford,9,True,14,5,9,win,14 - 5,587005,175,1,3.0,4,2,2,1,1,0,14,12,1,0,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,2,1,1547928,2014
02/22/2014,away,11620,28600,Lipscomb,9,True,3,12,-9,loss,3 - 12,588016,175,1,1.1,3,3,3,3,0,0,10,7,1,0,0,0,1,0,0,2,0,0,0,39,1,3,0,0,0,3,0,1547928,2014
03/11/2014,home,11620,140,Cincinnati,9,True,5,18,-13,loss,5 - 18,591649,175,1,1.0,8,8,8,1,0,0,12,11,3,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,1547928,2014
03/26/2014,home,11620,46,Baldwin Wallace,9,True,12,9,3,win,12 - 9,595577,175,1,3.0,3,3,3,1,0,0,14,13,1,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,3,0,1547928,2014
04/02/2014,home,11620,204,Eastern Mich.,9,True,7,6,1,win,7 - 6,597421,175,1,5.2,5,2,2,2,2,0,24,20,1,0,0,1,0,2,0,0,0,0,0,0,7,6,1,0,0,1,0,1547928,2014
04/09/2014,away,11620,518,Ohio St.,9,True,8,5,3,win,8 - 5,599399,175,1,6.0,9,5,5,4,4,0,30,26,4,0,1,2,0,0,0,0,0,0,0,112,6,6,1,0,0,1,1,1547928,2014
04/22/2014,away,11620,414,Miami (OH),9,True,10,2,8,win,10 - 2,603328,175,1,8.0,4,2,1,4,2,0,32,28,0,1,0,1,1,0,0,0,0,0,0,108,10,11,1,0,0,1,0,1547928,2014
05/02/2014,away,11620,609,Saint Louis,9,True,4,7,-3,loss,4 - 7,605720,175,1,4.0,8,7,7,3,5,0,23,20,3,0,1,2,1,0,0,0,0,0,0,93,3,4,0,1,0,1,3,1547928,2014
05/07/2014,away,11620,810,Wright St.,9,True,0,6,-6,loss,0 - 6,606961,175,1,3.0,3,3,2,1,3,0,15,12,0,0,0,2,0,2,0,0,0,0,0,57,3,3,0,0,0,2,1,1547928,2014
05/15/2014,home,11620,248,George Mason,9,True,5,8,-3,loss,5 - 8,607897,175,1,3.2,3,1,1,1,2,0,15,14,1,0,0,2,0,0,0,1,1,0,0,0,2,7,0,0,0,2,0,1547928,2014
