date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/19/2014,home,11620,363,Longwood,9,True,14,7,7,win,14 - 7,587670,317,1,2.0,1,0,0,3,3,0,9,6,1,0,0,0,0,0,0,2,0,0,0,38,2,0,0,0,0,2,0,1534055,2014
02/21/2014,home,11620,62,Binghamton,9,True,2,12,-10,loss,2 - 12,587763,317,1,1.1,1,2,0,3,1,0,9,5,1,0,0,0,0,1,0,2,2,0,0,37,3,0,0,0,0,5,0,1534055,2014
03/02/2014,home,11620,768,West Virginia,9,True,1,5,-4,loss,1 - 5,589856,317,1,1.0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,2,0,1534055,2014
03/08/2014,home,11620,635,Seton Hall,9,True,4,15,-11,loss,4 - 15,590602,317,1,2.0,5,1,1,0,2,0,11,11,0,0,0,0,0,0,0,1,1,0,0,41,3,1,0,0,0,4,1,1534055,2014
03/15/2014,home,11620,167,Cornell,9,True,16,15,1,win,16 - 15,592676,317,1,0.0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,2,0,0,9,0,0,0,0,0,3,0,1534055,2014
04/09/2014,away,11620,563,Radford,9,True,5,14,-9,loss,5 - 14,599413,317,1,0.0,0,4,3,3,0,0,4,1,0,0,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,3,0,1534055,2014
04/13/2014,home,11620,786,William & Mary,9,True,6,24,-18,loss,6 - 24,601038,317,1,3.0,5,3,3,2,0,0,15,13,1,0,0,0,0,0,0,2,2,0,0,43,5,3,0,0,0,4,0,1534055,2014
04/29/2014,away,11620,392,Maryland,9,True,6,3,3,win,6 - 3,605401,317,1,1.0,0,0,0,1,1,0,4,2,0,0,0,0,0,1,0,0,0,0,0,7,1,0,0,0,0,5,0,1534055,2014
05/13/2014,away,11620,363,Longwood,9,True,7,13,-6,loss,7 - 13,607786,317,1,2.1,3,3,3,1,2,0,12,9,0,0,0,0,0,1,0,3,1,0,1,38,1,4,0,0,0,5,0,1534055,2014
05/15/2014,away,11620,180,Delaware,9,True,9,13,-4,loss,9 - 13,607979,317,1,0.0,0,2,2,2,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1534055,2014
