date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/19/2016,home,12360,94,CSU Bakersfield,9,True,5,8,-3,loss,5 - 8,292431,101,0,1,4.2,0.0,5,3,0,1,6,0,20,18,1,0,0,0,0,1,0,0,0,0,0,80,5,1,0,1,0,1,1,1646185,2016
02/23/2016,away,12360,541,Pepperdine,9,True,3,0,3,win,3 - 0,293408,101,0,0,0.2,0.0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1646185,2016
02/26/2016,home,12360,502,Northern Colo.,9,True,5,3,2,win,5 - 3,293531,101,0,1,6.1,0.0,4,2,1,1,6,0,25,24,1,0,0,1,0,0,0,0,0,0,0,100,5,7,1,0,0,1,2,1646185,2016
03/05/2016,away,12360,249,George Washington,11,True,6,5,1,win,6 - 5,295494,101,0,1,5.0,0.0,8,4,4,2,3,0,24,19,1,0,0,0,0,1,0,0,0,2,0,77,10,0,0,0,0,1,1,1646185,2016
03/12/2016,home,12360,786,William & Mary,9,True,11,7,4,win,11 - 7,297182,101,0,1,4.1,0.0,5,7,1,2,2,0,26,21,2,1,0,0,1,3,0,0,0,0,0,71,5,6,0,0,0,1,1,1646185,2016
03/19/2016,home,12360,287,Houston Baptist,9,True,6,3,3,win,6 - 3,299253,101,0,1,3.0,0.0,5,2,2,2,3,0,16,14,2,0,0,0,0,0,0,0,0,0,0,58,5,1,0,0,0,1,2,1646185,2016
03/24/2016,away,12360,551,Portland,15,True,2,1,1,win,2 - 1,300573,101,0,1,7.1,0.0,3,1,1,1,8,0,25,22,2,0,0,0,0,1,0,0,0,1,0,95,6,6,0,0,0,1,3,1646185,2016
04/03/2016,away,12360,97,Cal St. Fullerton,9,True,5,8,-3,loss,5 - 8,303160,101,0,1,2.1,0.0,7,7,7,1,0,0,15,13,2,0,0,0,2,1,0,0,0,0,0,0,4,2,0,1,0,1,0,1646185,2016
04/05/2016,away,12360,110,UCLA,9,True,4,1,3,win,4 - 1,303535,101,0,0,0.2,0.0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,1,6,1,1,0,0,0,5,0,1646185,2016
04/17/2016,away,12360,104,UC Santa Barbara,9,True,2,8,-6,loss,2 - 8,307132,101,0,0,0.0,0.0,1,1,1,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1646185,2016
04/24/2016,home,12360,277,Hawaii,9,True,9,3,6,win,9 - 3,309127,101,0,0,1.0,0.0,2,0,0,1,1,0,6,4,0,0,0,0,0,0,0,2,1,0,1,24,0,2,0,0,0,4,0,1646185,2016
05/01/2016,away,12360,111,UC Riverside,9,True,0,6,-6,loss,0 - 6,310970,101,0,0,1.0,0.0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,0,1646185,2016
05/17/2016,home,12360,541,Pepperdine,9,True,1,3,-2,loss,1 - 3,313479,101,0,1,3.0,0.0,3,1,1,1,1,0,12,11,0,0,0,0,0,0,0,0,0,0,0,57,3,4,0,0,0,1,0,1646185,2016
05/22/2016,away,12360,559,Purdue,9,True,0,8,-8,loss,0 - 8,314125,101,0,0,1.0,0.0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,5,0,1646185,2016
