date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/25/2013,home,11320,598,St. Cloud St.,9,True,2,0,2,win,2 - 0,659920,494,1,1,7.0,4,0,0,1,2,1,26,24,3,0,0,0,0,1,0,0,0,0,0,0,8,10,1,0,0,1,0,1324232,2013
03/09/2013,away,11320,464,Omaha,9,True,2,13,-11,loss,2 - 13,662220,494,1,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1324232,2013
04/07/2013,away,11320,287,Houston Baptist,9,True,4,19,-15,loss,4 - 19,670479,494,1,1,0.0,2,5,5,1,0,0,5,2,1,0,0,0,0,2,0,0,0,0,0,12,0,0,0,1,0,1,0,1324232,2013
05/03/2013,home,11320,536,UTRGV,9,True,6,5,1,win,6 - 5,677671,494,1,1,7.0,12,5,5,1,4,0,34,26,3,0,0,0,0,1,0,0,0,5,1,109,9,7,0,0,0,1,0,1324232,2013
05/12/2013,home,11320,471,NJIT,9,True,4,2,2,win,4 - 2,679300,494,1,1,9.0,9,2,2,2,8,0,35,33,1,0,0,2,0,0,0,0,0,0,0,120,5,11,1,0,0,1,1,1324232,2013
05/18/2013,home,11320,136,Chicago St.,10,True,7,6,1,win,7 - 6,679916,494,1,0,1.2,0,0,0,1,1,0,5,4,0,0,0,0,0,0,0,2,0,0,0,25,2,1,1,0,0,3,0,1324232,2013
05/21/2013,away,11320,30024,Utah Valley,9,True,8,7,1,win,8 - 7,680130,494,1,0,2.0,3,2,0,0,2,0,10,9,1,0,0,0,0,0,0,1,0,1,0,41,3,1,0,0,1,3,1,1324232,2013
05/23/2013,home,11320,287,Houston Baptist,9,True,4,8,-4,loss,4 - 8,680254,494,1,1,8.0,12,8,6,2,5,0,39,32,2,0,1,0,0,1,0,0,0,4,0,104,8,8,0,1,0,1,1,1324232,2013
