App,GS,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
0,1,7.0,4,2,1,1,7,0,29,27,0,0,1,1,0,1,0,0,0,0,0,0,10,6,1,0,0,1,1,03/09/2015,neutral,12080,276,Haverford,9,True,5,2,3,win,408823,8911,1323642,2015
0,1,9.0,8,3,3,0,6,0,35,33,0,0,0,1,0,1,0,0,0,0,1,0,12,8,1,0,0,1,2,03/14/2015,neutral,12080,258,Gettysburg,10,True,5,3,2,win,409994,8911,1323642,2015
0,1,7.0,5,2,2,1,3,0,29,25,1,0,0,0,0,1,0,0,0,1,1,0,13,4,1,0,0,1,0,03/21/2015,away,12080,53,Beloit,9,True,12,2,10,win,411881,8911,1323642,2015
0,1,8.0,8,6,4,2,0,0,35,30,0,0,0,0,0,2,0,0,0,1,0,0,13,9,0,1,0,1,0,03/30/2015,home,12080,1196,Marian (WI),9,True,3,6,-3,loss,414403,8911,1323642,2015
0,1,8.0,7,6,5,1,4,0,33,30,1,0,0,1,0,2,0,0,0,0,0,0,15,4,0,1,0,1,1,04/06/2015,home,12080,582,Rockford,9,True,1,7,-6,loss,416442,8911,1323642,2015
0,1,9.0,8,6,4,1,4,0,39,35,2,0,1,2,0,1,0,0,0,1,1,0,8,13,0,1,0,1,0,04/11/2015,home,12080,296,Benedictine (IL),9,True,2,6,-4,loss,417629,8911,1323642,2015
0,1,7.0,10,7,6,3,2,0,34,28,2,0,0,3,0,2,0,0,0,1,0,117,11,6,0,1,0,1,0,04/18/2015,away,12080,42,Aurora,9,True,3,8,-5,loss,420126,8911,1323642,2015
0,0,1.0,1,1,0,0,1,0,5,5,1,0,0,0,0,0,0,0,0,0,0,18,1,1,0,0,0,3,1,04/22/2015,away,12080,797,Milwaukee,9,True,6,7,-1,loss,421093,8911,1323642,2015
0,1,7.0,9,4,4,3,4,0,37,30,1,0,0,1,0,3,0,0,0,1,0,0,12,5,0,1,0,1,3,04/25/2015,home,12080,20220,MSOE,9,True,2,4,-2,loss,421919,8911,1323642,2015
0,1,9.0,5,4,4,6,1,0,41,32,0,0,0,1,0,3,0,0,0,0,0,138,17,8,1,0,0,1,0,05/01/2015,away,12080,1332,Dominican (IL),9,True,14,4,10,win,423495,8911,1323642,2015
