date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/19/2021,away,15580,28,Arizona St.,9,True,4,2,2,win,4 - 2,5002938,102,1,5.0,0,4,2,2,1,6,0,20,19,0,1,0,0,0,0,0,0,0,0,0,64,0,9,0,0,0,1,1,0,1980812,2021
02/27/2021,home,15580,670,Texas St.,9,True,8,4,4,win,8 - 4,5010754,102,1,5.0,0,4,1,1,0,3,0,19,19,0,0,0,1,0,0,0,0,0,0,0,70,4,8,1,0,0,1,1,0,1980812,2021
03/05/2021,away,15580,631,Santa Clara,9,True,2,1,1,win,2 - 1,5015490,102,1,7.0,0,7,1,1,0,5,0,27,25,0,0,0,1,0,0,0,0,0,2,0,86,11,4,0,0,0,1,1,0,1980812,2021
03/12/2021,away,15580,1395,Tarleton St.,9,True,6,0,6,win,6 - 0,5022326,102,1,7.0,1,2,0,0,1,7,1,25,23,0,0,0,0,0,1,0,0,0,0,0,0,5,8,1,0,0,1,4,0,1980812,2021
03/19/2021,away,15580,30024,Utah Valley,9,True,8,3,5,win,8 - 3,5029653,102,1,7.0,1,9,3,3,0,6,0,29,28,0,1,0,2,0,0,0,0,0,1,0,0,8,6,1,0,0,1,3,0,1980812,2021
03/26/2021,home,15580,30095,Utah Tech,9,True,9,3,6,win,9 - 3,5039672,102,1,7.0,0,4,1,1,0,14,0,26,25,1,0,0,0,0,1,0,0,0,0,0,96,3,4,1,0,0,1,5,0,1980812,2021
04/09/2021,home,15580,472,New Mexico St.,9,True,10,5,5,win,10 - 5,5051238,102,1,6.0,0,7,4,4,1,11,0,26,25,0,0,0,1,0,0,0,0,0,0,0,109,4,3,1,0,0,1,5,0,1980812,2021
04/16/2021,home,15580,1356,Seattle U,9,True,0,6,-6,loss,0 - 6,5057863,102,1,7.1,0,12,4,4,1,5,0,32,31,0,0,0,2,0,0,0,0,0,0,0,108,10,4,0,1,0,1,2,0,1980812,2021
04/23/2021,away,15580,502,Northern Colo.,9,True,4,2,2,win,4 - 2,5064188,102,1,8.0,0,7,2,2,0,14,0,31,31,1,1,0,0,1,0,0,0,0,0,0,114,5,5,1,0,0,1,4,0,1980812,2021
05/02/2021,home,15580,1104,Grand Canyon,9,True,3,2,1,win,3 - 2,5072529,102,1,6.0,0,5,1,1,1,8,0,22,20,1,0,0,0,1,0,0,0,0,1,0,90,7,1,0,0,0,1,3,0,1980812,2021
05/08/2021,away,15580,30135,California Baptist,9,True,1,6,-5,loss,1 - 6,5075765,102,1,3.0,0,8,5,5,1,5,0,16,14,1,0,0,0,0,0,0,0,0,1,0,67,1,1,0,1,0,1,2,0,1980812,2021
05/14/2021,away,15580,629,San Francisco,9,True,2,1,1,win,2 - 1,5078203,102,1,5.0,0,3,0,0,1,9,0,19,18,0,0,0,0,0,0,0,0,0,0,0,73,3,3,0,0,0,1,3,0,1980812,2021
05/20/2021,home,15580,536,UTRGV,11,True,5,4,1,win,5 - 4,5080162,102,1,6.1,0,8,3,2,0,6,0,26,25,0,0,0,0,0,1,0,0,0,0,0,101,3,8,0,0,0,1,4,0,1980812,2021
05/27/2021,home,15580,536,UTRGV,9,True,9,5,4,win,9 - 5,5082002,102,1,7.2,0,7,5,2,2,4,0,32,30,2,2,0,0,0,0,0,0,0,0,0,113,7,11,1,0,0,1,0,0,1980812,2021
