date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/20/2022,home,15860,626,San Diego St.,9,True,6,3,3,win,6 - 3,5211456,107,1,1,5.2,0.0,4,3,3,1,6,0,21,20,1,0,0,2,0,0,0,0,0,0,0,67,9,1,1,0,0,1,0,0,2320164,2022
02/26/2022,home,15860,302,UIC,9,True,1,6,-5,loss,1 - 6,5217645,107,1,1,3.2,0.0,6,3,3,1,2,0,18,13,1,0,0,0,0,0,0,0,0,2,2,0,5,4,0,1,0,1,0,0,2320164,2022
03/06/2022,away,15860,234,Florida St.,10,True,5,3,2,win,5 - 3,5226257,107,1,1,5.0,0.0,2,0,0,0,7,0,17,17,0,0,0,0,1,0,0,0,0,0,0,84,5,3,0,0,0,1,2,0,2320164,2022
03/12/2022,home,15860,29,Arizona,9,True,4,10,-6,loss,4 - 10,5232646,107,1,1,5.0,0.0,8,2,2,2,3,0,22,19,1,0,0,1,0,1,0,0,0,0,0,0,3,5,0,0,0,1,0,0,2320164,2022
03/19/2022,away,15860,657,Southern California,9,True,9,5,4,win,9 - 5,5240078,107,1,1,5.2,0.0,5,1,1,0,2,0,22,22,1,0,0,0,2,0,0,0,0,0,0,80,11,3,0,0,0,1,0,0,2320164,2022
03/26/2022,home,15860,528,Oregon St.,9,True,8,7,1,win,8 - 7,5247282,107,1,1,6.0,0.0,6,1,1,1,5,0,22,21,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,1,2,0,2320164,2022
04/02/2022,away,15860,28,Arizona St.,9,True,14,7,7,win,14 - 7,5254065,107,1,1,7.0,0.0,5,2,2,1,8,0,27,26,1,0,0,0,2,0,0,0,0,0,0,93,6,8,1,0,0,1,1,0,2320164,2022
04/09/2022,home,15860,756,Washington,9,True,6,3,3,win,6 - 3,5260292,107,1,1,8.0,0.0,7,1,1,1,6,0,31,30,1,0,0,0,2,0,0,0,0,0,0,0,9,8,1,0,0,1,0,0,2320164,2022
04/15/2022,away,15860,754,Washington St.,9,True,16,4,12,win,16 - 4,5265980,107,1,1,1.0,0.0,2,1,1,0,2,0,5,5,0,0,0,0,2,0,0,0,0,0,0,15,2,0,0,0,0,1,0,0,2320164,2022
04/23/2022,home,15860,110,UCLA,9,True,4,9,-5,loss,4 - 9,5273587,107,1,1,5.0,0.0,10,5,5,0,3,0,25,24,2,0,1,1,0,0,0,0,0,0,1,0,6,6,0,1,0,1,0,0,2320164,2022
04/30/2022,away,15860,529,Oregon,9,True,3,8,-5,loss,3 - 8,5280376,107,1,1,6.0,0.0,13,6,6,2,5,0,32,30,6,0,0,0,1,0,0,0,0,0,0,101,6,6,0,1,0,1,1,0,2320164,2022
05/07/2022,away,15860,674,Stanford,9,True,7,8,-1,loss,7 - 8,5284804,107,1,1,5.0,0.0,2,4,3,5,3,0,22,17,0,0,0,1,3,0,0,0,0,0,0,92,5,5,0,0,0,1,0,0,2320164,2022
05/14/2022,home,15860,473,New Mexico,9,True,23,5,18,win,23 - 5,5287920,107,1,1,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,2320164,2022
05/19/2022,home,15860,732,Utah,9,True,13,1,12,win,13 - 1,5288980,107,1,1,6.2,0.0,8,1,1,1,6,0,28,27,1,0,0,1,0,0,0,0,0,0,0,0,7,5,1,0,0,1,1,0,2320164,2022
05/25/2022,home,15860,110,UCLA,9,True,4,1,3,win,4 - 1,5290142,107,1,0,2.0,0.0,2,1,1,0,1,0,8,7,0,0,0,0,0,0,0,0,0,0,1,28,2,3,0,0,0,2,0,0,2320164,2022
