date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/22/2021,home,15580,703,Texas,9,True,8,1,7,win,8 - 1,5005901,433,1,0,1.0,0.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,3,0,0,2495858,2021
02/27/2021,home,15580,128,UCF,9,True,6,5,1,win,6 - 5,5010144,433,1,0,0.0,0.0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2495858,2021
03/03/2021,home,15580,314,Jackson St.,9,True,12,1,11,win,12 - 1,5013629,433,1,0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,2495858,2021
03/05/2021,home,15580,14927,Belmont,9,True,12,4,8,win,12 - 4,5015494,433,1,0,0.2,0.0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,5,0,0,2495858,2021
03/09/2021,home,15580,17,Alcorn,9,True,11,1,10,win,11 - 1,5020044,433,1,1,4.0,0.0,4,0,0,1,6,0,17,16,1,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,1,1,0,2495858,2021
03/16/2021,away,15580,366,Louisiana Tech,9,True,1,13,-12,loss,1 - 13,5027790,433,1,1,4.0,0.0,4,3,3,2,5,0,18,16,4,0,0,0,0,0,0,0,0,0,0,71,5,2,0,1,0,1,2,0,2495858,2021
03/21/2021,home,15580,37,Auburn,9,True,19,11,8,win,19 - 11,5033373,433,1,0,1.1,0.0,3,2,2,0,1,0,7,6,0,0,0,0,0,0,0,1,0,0,1,21,0,3,0,0,0,5,0,0,2495858,2021
03/23/2021,home,15580,1004,Central Ark.,9,True,5,2,3,win,5 - 2,5035095,433,1,1,3.0,0.0,3,1,0,0,3,0,14,14,0,0,0,0,0,0,0,0,0,0,0,57,3,3,1,0,0,1,0,0,2495858,2021
03/27/2021,away,15580,8,Alabama,9,True,11,6,5,win,11 - 6,5039326,433,1,0,1.0,0.0,2,1,1,0,0,0,5,5,0,0,0,1,0,0,0,0,0,0,0,22,1,2,0,0,0,4,0,0,2495858,2021
04/01/2021,away,15580,235,Florida,9,True,1,4,-3,loss,1 - 4,5043870,433,1,0,1.0,0.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,1,1,0,0,14,1,0,0,0,0,3,0,0,2495858,2021
04/05/2021,home,15580,487,North Ala.,9,True,20,6,14,win,20 - 6,5048026,433,1,1,3.0,0.0,5,2,1,0,4,0,15,14,1,0,0,0,2,0,0,0,0,0,1,59,1,4,1,0,0,1,2,0,2495858,2021
04/10/2021,home,15580,31,Arkansas,9,True,3,7,-4,loss,3 - 7,5052465,433,1,0,1.1,0.0,2,1,1,1,1,0,7,6,1,0,0,0,0,0,0,1,1,0,0,24,1,2,0,0,0,5,0,0,2495858,2021
04/11/2021,home,15580,31,Arkansas,9,True,14,18,-4,loss,14 - 18,5054075,433,1,0,1.1,0.0,3,5,5,2,1,0,8,5,0,0,0,0,0,0,0,2,0,0,1,27,0,2,0,0,0,2,0,0,2495858,2021
04/18/2021,away,15580,430,Mississippi St.,9,True,5,7,-2,loss,5 - 7,5060570,433,1,0,0.0,0.0,3,3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,0,0,2495858,2021
05/04/2021,home,15580,30,Arkansas St.,9,True,15,12,3,win,15 - 12,5073525,433,1,0,1.0,0.0,2,1,1,1,2,0,6,5,2,0,0,0,0,0,0,0,0,0,0,25,1,0,1,0,0,2,1,0,2495858,2021
05/12/2021,home,15580,32,Little Rock,9,True,9,4,5,win,9 - 4,5077503,433,1,1,2.0,0.0,4,1,1,0,6,0,11,11,1,0,0,0,1,0,0,0,0,0,0,55,1,0,0,0,0,1,3,0,2495858,2021
05/18/2021,home,15580,695,UT Martin,9,True,7,9,-2,loss,7 - 9,5079630,433,1,1,1.1,0.0,5,3,3,2,1,0,10,8,0,0,0,1,0,0,0,0,0,0,0,32,2,0,0,0,0,1,0,0,2495858,2021
