date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/21/2021,home,15580,201,Eastern Ill.,10,True,2,3,-1,loss,2 - 3,5011176,483,1,1,6.1,0.0,6,1,1,2,2,0,25,23,2,0,0,0,0,0,0,0,0,0,0,72,8,7,0,0,0,1,2,0,2130760,2021
02/28/2021,home,15580,817,Youngstown St.,9,True,4,7,-3,loss,4 - 7,5011145,483,1,1,5.0,0.0,8,6,6,1,3,0,24,19,1,2,0,0,0,1,0,0,0,1,2,65,8,3,0,1,0,1,0,0,2130760,2021
03/07/2021,away,15580,498,ULM,9,True,4,6,-2,loss,4 - 6,5018049,483,1,1,3.1,0.0,8,4,4,0,1,0,18,18,0,0,0,1,1,0,0,0,0,0,0,50,4,5,0,0,0,1,1,0,2130760,2021
03/14/2021,home,15580,676,SFA,9,True,2,1,1,win,2 - 1,5025730,483,1,1,6.1,0.0,4,1,1,0,3,0,25,22,2,0,0,0,0,1,0,0,0,2,0,78,9,7,0,0,0,1,0,0,2130760,2021
03/21/2021,away,15580,2,Abilene Christian,9,True,7,4,3,win,7 - 4,5033272,483,1,1,7.0,0.0,5,3,3,1,0,0,28,26,2,0,0,0,0,0,0,0,0,0,1,87,11,10,1,0,0,1,0,0,2130760,2021
03/28/2021,home,15580,287,Houston Baptist,9,True,2,6,-4,loss,2 - 6,5040463,483,1,1,7.1,0.0,8,3,3,1,4,0,28,27,0,0,0,0,0,0,0,0,0,0,0,79,7,8,0,1,0,1,0,0,2130760,2021
04/03/2021,home,15580,695,UT Martin,9,True,0,2,-2,loss,0 - 2,5045622,483,1,1,4.2,0.0,4,2,2,2,2,0,20,17,1,0,0,0,0,1,0,0,0,0,0,64,7,4,0,1,0,1,1,0,2130760,2021
04/11/2021,home,15580,26172,A&M-Corpus Christi,9,True,2,12,-10,loss,2 - 12,5054009,483,1,1,1.0,0.0,1,5,1,3,1,0,11,7,1,0,0,0,0,1,0,0,0,0,0,44,1,1,0,1,0,1,0,0,2130760,2021
04/18/2021,away,15580,346,Lamar University,9,True,2,5,-3,loss,2 - 5,5060862,483,1,1,2.1,0.0,7,4,4,1,0,0,15,13,2,1,0,0,0,0,0,0,0,0,1,45,2,5,0,1,0,1,0,0,2130760,2021
05/01/2021,home,15580,2743,UIW,9,True,1,6,-5,loss,1 - 6,5071261,483,1,0,2.0,0.0,1,0,0,2,1,0,8,6,0,0,0,0,0,0,0,0,0,0,0,28,1,3,0,0,0,3,0,0,2130760,2021
05/09/2021,home,15580,655,Southeastern La.,9,True,4,2,2,win,4 - 2,5076460,483,1,1,8.2,0.0,6,2,2,0,5,0,35,32,1,0,0,0,0,3,0,0,0,0,0,118,11,9,1,0,0,1,3,0,2130760,2021
05/16/2021,away,15580,402,McNeese,9,True,5,6,-1,loss,5 - 6,5079165,483,1,1,5.1,0.0,6,6,6,0,4,0,22,22,1,0,0,4,0,0,0,0,0,0,0,87,5,7,0,1,0,1,2,0,2130760,2021
05/22/2021,home,15580,624,Sam Houston,11,True,5,4,1,win,5 - 4,5081242,483,1,1,5.0,0.0,6,1,1,1,4,0,24,21,0,0,0,1,0,2,0,0,0,0,0,87,5,5,0,0,0,1,1,0,2130760,2021
