date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,stats_player_seq,season
02/19/2022,home,15860,509,Northwestern,9,True,10,4,6,win,10 - 4,5209832,9,1,1.0,0,2,1,0,0,1,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,2665717,2022
02/25/2022,away,15860,655,Southeastern La.,9,True,4,7,-3,loss,4 - 7,5215530,9,1,0.2,0,0,0,0,1,1,0,4,2,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,4,0,0,2665717,2022
03/02/2022,away,15860,37,Auburn,9,True,1,16,-15,loss,1 - 16,5221503,9,1,0.2,0,3,4,0,1,0,0,8,6,0,0,0,0,0,1,0,0,0,0,0,36,1,1,0,0,0,6,0,0,2665717,2022
03/11/2022,home,15860,14927,Belmont,9,True,9,8,1,win,9 - 8,5231479,9,1,1.0,0,2,2,1,0,0,0,6,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,2,0,0,2665717,2022
03/18/2022,away,15860,574,Rice,9,True,7,8,-1,loss,7 - 8,5238781,9,1,1.1,0,1,1,1,0,3,0,5,5,0,0,0,0,0,0,0,1,0,0,0,24,1,0,0,0,0,3,1,0,2665717,2022
03/20/2022,away,15860,574,Rice,9,True,9,8,1,win,9 - 8,5241596,9,1,1.0,0,1,2,2,0,0,0,5,4,0,0,0,1,0,1,0,0,0,0,0,17,1,2,0,0,0,3,0,0,2665717,2022
03/23/2022,home,15860,8,Alabama,9,True,5,4,1,win,5 - 4,5244045,9,1,1.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,2665717,2022
03/27/2022,home,15860,419,Middle Tenn.,10,True,6,5,1,win,6 - 5,5248253,9,1,0.2,0,1,1,1,0,1,0,3,3,0,0,0,1,0,0,0,2,0,0,0,16,0,1,0,0,0,2,0,0,2665717,2022
03/29/2022,away,15860,625,Samford,9,True,8,4,4,win,8 - 4,5249767,9,1,2.0,0,2,2,2,1,1,0,9,8,1,0,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,2665717,2022
04/03/2022,home,15860,388,Marshall,9,True,5,7,-2,loss,5 - 7,5254719,9,1,2.0,0,1,0,0,0,2,0,7,7,0,0,0,0,1,0,0,1,1,0,0,27,3,1,0,0,0,4,0,0,2665717,2022
04/08/2022,away,15860,229,Fla. Atlantic,9,True,4,3,1,win,4 - 3,5258378,9,1,0.1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,2,0,0,2665717,2022
04/10/2022,away,15860,229,Fla. Atlantic,9,True,6,13,-7,loss,6 - 13,5260721,9,1,1.0,0,1,1,1,3,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0,25,2,0,0,0,0,3,1,0,2665717,2022
04/12/2022,away,15860,430,Mississippi St.,10,True,5,6,-1,loss,5 - 6,5263248,9,1,1.0,0,2,1,1,0,1,0,6,5,1,0,0,0,0,1,0,0,0,0,0,24,2,0,0,0,0,4,0,0,2665717,2022
04/15/2022,home,15860,523,Old Dominion,9,True,7,4,3,win,7 - 4,5265994,9,1,1.2,0,3,0,0,0,2,0,7,7,0,0,0,0,0,0,0,1,0,0,0,27,0,2,0,0,0,2,1,0,2665717,2022
04/19/2022,away,15860,8,Alabama,9,True,7,6,1,win,7 - 6,5269205,9,1,2.2,0,1,0,0,0,3,0,8,8,0,0,0,0,1,0,0,2,1,0,0,30,4,0,1,0,0,6,2,0,2665717,2022
04/24/2022,away,15860,458,Charlotte,9,True,2,3,-1,loss,2 - 3,5274954,9,1,3.1,0,4,3,3,1,3,0,15,14,1,0,0,1,0,0,0,1,0,0,0,52,3,4,0,1,0,2,0,0,2665717,2022
04/29/2022,home,15860,664,Southern Miss.,9,True,10,6,4,win,10 - 6,5278631,9,1,2.0,0,2,0,0,1,1,0,7,6,0,0,0,0,1,0,0,0,0,0,0,30,3,0,0,0,1,3,1,0,2665717,2022
04/30/2022,home,15860,664,Southern Miss.,9,True,3,2,1,win,3 - 2,5279780,9,1,1.0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,1,2,0,0,1,3,0,0,2665717,2022
05/08/2022,away,15860,772,Western Ky.,9,True,3,5,-2,loss,3 - 5,5285148,9,1,5.0,0,3,1,1,3,4,0,21,17,0,0,0,0,0,1,0,2,0,0,0,74,6,4,0,0,0,2,2,0,2665717,2022
05/13/2022,home,15860,231,FIU,9,True,5,6,-1,loss,5 - 6,5287266,9,1,2.0,0,3,2,1,1,1,0,10,9,0,0,0,0,0,0,0,0,0,0,0,32,3,1,0,1,0,3,0,0,2665717,2022
05/17/2022,away,15860,716,Troy,9,True,10,8,2,win,10 - 8,5288503,9,1,1.0,0,1,0,0,0,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,17,1,1,0,0,1,7,1,0,2665717,2022
05/21/2022,away,15860,706,UTSA,9,True,2,12,-10,loss,2 - 12,5289440,9,1,0.0,0,3,3,3,0,0,0,3,3,0,1,0,1,0,0,0,2,2,0,0,5,0,0,0,0,0,5,0,0,2665717,2022
05/26/2022,home,15860,229,Fla. Atlantic,9,True,1,11,-10,loss,1 - 11,5290257,9,1,2.1,0,3,1,0,2,4,0,14,11,0,0,0,0,2,1,0,0,0,0,0,48,3,0,0,0,0,2,0,0,2665717,2022
