App,GS,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season
1,0,2.0,3,2,0,1,0,0,11,10,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,1,0,2,0,02/17/2013,away,11320,459,UNC Greensboro,9,True,5,8,-3,loss,658521,725,1197019,2013
1,0,3.0,3,3,3,0,2,0,13,11,1,0,0,0,0,1,0,1,0,1,0,0,4,3,0,0,0,2,0,02/24/2013,neutral,11320,178,Delaware St.,10,True,5,6,-1,loss,659836,725,1197019,2013
1,0,5.0,8,2,2,0,1,0,21,21,2,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,0,2,0,03/03/2013,away,11320,355,Liberty,11,True,3,4,-1,loss,660992,725,1197019,2013
1,0,0.2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,1,0,1,0,1,1,0,0,0,5,0,03/09/2013,neutral,11320,813,Yale,9,True,8,4,4,win,662687,725,1197019,2013
1,0,2.0,3,1,1,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,2,0,03/10/2013,neutral,11320,813,Yale,9,True,4,1,3,win,662952,725,1197019,2013
1,0,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,03/14/2013,neutral,11320,414,Miami (OH),9,True,13,7,6,win,663681,725,1197019,2013
1,0,0.1,4,4,4,0,0,0,5,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,03/16/2013,neutral,11320,172,Dartmouth,9,True,2,5,-3,loss,664660,725,1197019,2013
1,0,1.0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,03/24/2013,home,11320,477,New York Tech,9,True,9,1,8,win,666563,725,1197019,2013
1,0,2.2,2,0,0,2,1,0,9,6,0,0,0,1,0,0,0,1,0,1,0,0,3,2,1,0,0,5,0,03/26/2013,home,11320,639,Siena,9,True,7,6,1,win,666902,725,1197019,2013
1,1,8.0,9,6,5,0,5,0,36,32,2,0,0,1,0,4,0,0,0,0,0,0,14,4,1,0,0,1,2,04/01/2013,home,11320,726,Navy,9,True,14,7,7,win,668719,725,1197019,2013
1,1,2.1,9,9,7,1,1,0,18,17,3,0,0,0,1,0,0,0,0,0,0,0,5,1,0,1,0,1,0,04/07/2013,away,11320,352,Lehigh,9,True,10,19,-9,loss,670759,725,1197019,2013
1,0,2.0,1,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,4,0,04/14/2013,away,11320,342,Lafayette,9,True,9,4,5,win,672758,725,1197019,2013
1,0,1.0,1,0,0,1,1,0,5,4,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,5,1,04/17/2013,home,11320,381,Manhattan,9,True,3,4,-1,loss,673245,725,1197019,2013
1,0,1.0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,0,04/20/2013,away,11320,83,Bucknell,10,True,5,2,3,win,674289,725,1197019,2013
1,0,2.1,3,2,2,1,2,0,11,9,1,0,0,0,0,0,0,2,0,0,1,0,2,2,0,0,1,4,1,04/24/2013,neutral,11320,386,Marist,9,True,10,3,7,win,675423,725,1197019,2013
1,0,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,04/28/2013,home,11320,285,Holy Cross,9,True,9,11,-2,loss,676864,725,1197019,2013
1,1,4.0,3,2,2,0,5,0,16,15,0,0,0,0,0,1,0,0,0,0,0,0,4,3,1,0,0,1,0,05/01/2013,home,11320,477,New York Tech,9,True,7,2,5,win,677243,725,1197019,2013
1,0,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3,0,05/05/2013,home,11320,21323,Chestnut Hill,9,True,4,1,3,win,678265,725,1197019,2013
1,0,1.0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,15,2,1,0,0,0,3,0,05/11/2013,home,11320,726,Navy,9,True,7,3,4,win,679238,725,1197019,2013
1,0,2.0,6,4,3,1,1,0,13,11,2,0,1,2,0,1,0,2,1,0,0,52,3,1,0,0,0,2,0,06/01/2013,neutral,11320,460,UNCW,9,True,5,9,-4,loss,680530,725,1197019,2013
