date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season
02/13/2016,home,12360,93,Cal St. San B'dino,9,True,9,1,8,win,9 - 1,292268,112,0,1,5.0,0.0,1,1,1,3,5,0,18,14,0,0,0,0,0,1,0,0,0,0,0,79,2,6,1,0,0,1,1,1759766,2016
02/20/2016,home,12360,30199,CUI,9,True,3,2,1,win,3 - 2,293124,112,0,1,5.2,0.0,5,2,2,1,3,0,23,21,0,0,0,0,1,0,0,0,0,1,0,63,9,4,1,0,0,1,2,1759766,2016
02/27/2016,away,12360,93,Cal St. San B'dino,9,True,5,3,2,win,5 - 3,294025,112,0,1,4.1,0.0,4,1,1,2,2,0,17,15,0,0,0,0,0,0,0,0,0,0,0,62,7,2,1,0,0,1,1,1759766,2016
03/03/2016,away,12360,100,Cal State LA,11,True,2,3,-1,loss,2 - 3,294967,112,0,1,4.2,0.0,4,1,1,4,4,0,21,17,0,0,1,0,0,0,0,0,0,0,0,82,6,3,0,0,0,1,2,1759766,2016
03/13/2016,away,12360,92,Cal St. Dom. Hills,9,True,0,2,-2,loss,0 - 2,297880,112,0,1,2.2,0.0,4,2,2,2,1,0,14,11,1,0,0,0,0,1,0,0,0,0,0,37,4,2,0,1,0,1,0,1759766,2016
03/21/2016,away,12360,91,Cal Poly Pomona,9,True,2,3,-1,loss,2 - 3,299893,112,0,0,2.2,0.0,3,1,1,1,1,0,11,10,0,0,0,0,0,0,0,0,0,0,0,46,4,2,0,1,0,2,1,1759766,2016
03/26/2016,away,12360,95,Chico St.,9,True,2,7,-5,loss,2 - 7,301359,112,0,0,0.2,0.0,2,2,2,1,1,0,7,4,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,4,0,1759766,2016
04/02/2016,home,12360,103,Stanislaus St.,9,True,10,2,8,win,10 - 2,303116,112,0,0,1.0,0.0,0,0,0,1,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,3,0,1759766,2016
04/17/2016,home,12360,628,San Fran. St.,9,True,3,2,1,win,3 - 2,307395,112,0,0,4.0,0.0,0,1,1,1,4,0,13,12,0,0,0,0,0,0,0,0,0,0,0,47,2,6,0,0,0,2,2,1759766,2016
04/24/2016,away,12360,30055,Cal St. Monterey Bay,9,True,7,1,6,win,7 - 1,309159,112,0,0,2.1,0.0,2,0,0,3,3,0,11,8,1,0,0,0,0,0,0,0,0,0,0,37,2,1,0,0,0,2,2,1759766,2016
05/01/2016,home,12360,98,Cal St. East Bay,9,True,1,6,-5,loss,1 - 6,311218,112,0,0,2.2,0.0,5,2,2,2,1,0,14,11,0,1,0,0,2,0,0,0,0,1,0,62,4,2,0,0,0,2,0,1759766,2016
05/08/2016,away,12360,30198,Cal St. San Marcos,9,True,2,8,-6,loss,2 - 8,312427,112,0,0,2.2,0.0,2,1,1,1,3,0,10,8,0,0,0,0,0,0,0,0,0,1,0,37,3,1,0,0,0,2,1,1759766,2016
05/11/2016,home,12360,30055,Cal St. Monterey Bay,9,True,7,11,-4,loss,7 - 11,312756,112,0,0,1.0,0.0,0,0,0,1,1,0,5,3,0,0,0,0,0,1,0,0,0,0,0,20,2,0,0,0,0,4,0,1759766,2016
05/13/2016,home,12360,91,Cal Poly Pomona,9,True,6,9,-3,loss,6 - 9,313053,112,0,0,0.1,0.0,1,0,0,1,0,0,3,2,0,0,0,0,0,0,0,2,1,0,0,18,0,1,0,0,0,2,0,1759766,2016
