App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,pickoffs,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,division
1,0,4.0,0.0,5,3,3,2,8,0,19,17,2,0,0,0,1,0,0,0,0,0,0,75,3,1,1,0,0,4,3,0,02/19/2023,away,16340,43,Austin Peay,10,True,14,13,1,win,2391009,299,2306165,2023,1
1,0,3.0,0.0,1,1,1,0,5,0,11,10,0,1,0,0,0,0,0,0,0,1,0,42,4,0,0,0,1,2,1,0,02/24/2023,away,16340,30,Arkansas St.,9,True,6,2,4,win,2391299,299,2306165,2023,1
1,0,0.2,0.0,1,1,1,0,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,12,2,0,0,1,0,3,0,0,03/04/2023,away,16340,1004,Central Ark.,9,True,3,4,-1,loss,2392646,299,2306165,2023,1
1,0,3.1,0.0,4,2,1,0,3,0,15,14,1,0,0,0,0,0,0,2,2,1,0,45,6,0,0,0,0,2,0,0,03/25/2023,away,16340,14927,Belmont,9,True,3,6,-3,loss,2397590,299,2306165,2023,1
1,0,1.0,0.0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,1,3,0,0,03/28/2023,home,16340,312,Iowa,9,True,5,3,2,win,2398524,299,2306165,2023,1
1,0,3.0,0.0,1,1,1,0,4,0,10,10,0,0,0,1,0,0,0,0,0,0,0,44,5,1,1,0,0,2,1,0,04/02/2023,home,16340,669,Missouri St.,10,True,2,1,1,win,2399729,299,2306165,2023,1
1,0,2.0,0.0,0,0,0,2,3,0,10,6,0,0,0,0,0,2,0,0,0,0,0,46,2,1,0,0,1,5,0,0,04/04/2023,away,16340,301,Illinois,9,True,12,9,3,win,2400063,299,2306165,2023,1
1,0,3.1,0.0,3,2,2,0,3,0,13,12,0,0,0,0,0,0,0,2,0,1,0,58,6,1,0,1,0,2,0,0,04/08/2023,away,16340,305,Indiana St.,10,True,3,4,-1,loss,2401135,299,2306165,2023,1
1,0,1.0,0.0,1,1,1,1,3,0,5,4,0,0,0,1,0,0,0,0,0,0,0,25,1,0,0,0,0,4,0,0,04/14/2023,home,16340,454,Murray St.,9,True,4,7,-3,loss,2401760,299,2306165,2023,1
1,0,3.0,0.0,1,0,0,1,4,0,11,10,0,0,0,0,0,0,0,0,0,0,0,44,4,1,0,0,0,3,1,0,04/16/2023,home,16340,454,Murray St.,9,True,6,8,-2,loss,2402525,299,2306165,2023,1
1,0,1.1,0.0,1,0,0,2,3,0,7,5,0,0,0,0,0,0,0,2,1,0,0,35,0,1,0,0,0,5,1,0,04/19/2023,away,16340,503,NIU,9,True,18,11,7,win,2403050,299,2306165,2023,1
1,0,1.0,0.0,2,0,0,0,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,1,3,1,0,04/29/2023,away,16340,659,Southern Ill.,9,True,5,4,1,win,2405413,299,2306165,2023,1
1,0,3.0,0.0,4,2,2,0,4,0,12,11,0,1,0,0,0,0,0,0,0,1,0,43,2,2,0,0,0,2,0,0,04/30/2023,away,16340,659,Southern Ill.,12,True,10,7,3,win,2405717,299,2306165,2023,1
1,0,1.0,0.0,2,1,1,0,1,0,5,5,1,0,0,0,1,0,0,0,0,0,0,19,2,0,0,1,0,2,0,0,05/06/2023,home,16340,219,Evansville,9,True,0,1,-1,loss,2406251,299,2306165,2023,1
1,0,2.0,0.0,0,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,22,3,2,0,0,1,2,0,0,05/07/2023,home,16340,219,Evansville,9,True,7,2,5,win,2406526,299,2306165,2023,1
1,0,2.0,0.0,1,0,0,2,3,0,8,6,0,0,0,0,0,0,0,0,0,0,0,38,1,1,0,0,0,2,1,0,05/14/2023,home,16340,302,UIC,9,True,2,3,-1,loss,2407133,299,2306165,2023,1
