App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,pickoffs,score,player_id,division
1,,3.0,,7,6,6,3,2,0,18,15,0,0,1,0,0,0,0,0,0,0,0,3,3,0,1,0,1,0,02/16/2013,away,11320,2915,Wofford,9,True,1,9,-8,loss,658271,482,1001417,2013,,1 - 9,1001417.0,1.0
1,,4.2,,6,5,1,1,4,0,22,20,1,0,2,1,0,1,0,0,0,0,0,5,4,0,1,0,1,1,02/23/2013,away,11320,692,Tennessee Tech,9,True,0,9,-9,loss,659147,482,1001417,2013,,0 - 9,1001417.0,1.0
1,,3.0,,9,4,4,0,1,0,17,16,1,1,0,1,0,0,0,0,0,1,0,2,5,0,0,0,1,0,03/02/2013,away,11320,178,Delaware St.,9,True,16,11,5,win,660461,482,1001417,2013,,16 - 11,1001417.0,1.0
1,,5.1,,3,2,2,5,4,0,25,19,0,1,0,0,1,0,0,0,0,1,0,5,7,0,0,0,1,0,03/08/2013,away,11320,328,Kansas,9,True,2,3,-1,loss,662006,482,1001417,2013,,2 - 3,1001417.0,1.0
1,,7.0,,5,3,3,3,8,0,30,26,1,0,0,0,0,1,0,0,0,0,0,1,12,1,0,0,1,3,03/16/2013,away,11320,545,Pittsburgh,9,True,7,5,2,win,664207,482,1001417,2013,,7 - 5,1001417.0,1.0
1,,3.0,,5,4,4,3,3,0,17,14,3,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,1,03/24/2013,away,11320,386,Marist,9,True,2,5,-3,loss,666564,482,1001417,2013,,2 - 5,1001417.0,1.0
1,,6.0,,5,1,1,0,3,0,22,22,1,0,0,0,0,0,0,0,0,0,0,5,9,1,0,0,1,3,03/30/2013,home,11320,381,Manhattan,9,True,2,1,1,win,668404,482,1001417,2013,,2 - 1,1001417.0,1.0
1,,1.0,,2,1,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,04/07/2013,home,11320,310,Iona,9,True,6,13,-7,loss,670438,482,1001417,2013,,6 - 13,1001417.0,1.0
1,,2.0,,6,6,5,6,3,0,18,12,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,1,1,04/14/2013,away,11320,617,Saint Peter's,9,True,15,11,4,win,672455,482,1001417,2013,,15 - 11,1001417.0,1.0
1,,7.0,,5,1,1,0,1,0,26,26,2,0,0,0,0,0,0,0,0,0,0,10,9,1,0,0,1,0,03/01/2013,away,11320,726,Navy,9,True,7,1,6,win,660178,127,1002236,2013,,7 - 1,1002236.0,1.0
1,,4.1,,8,6,5,0,2,0,22,21,2,1,0,1,0,1,0,0,0,0,0,5,5,0,1,0,2,1,03/09/2013,away,11320,606,Saint Joseph's,9,True,4,9,-5,loss,1877797,127,1002236,2013,,4 - 9,1002236.0,1.0
1,,9.0,,8,1,1,2,2,0,35,32,1,0,0,0,0,0,0,0,0,1,0,19,4,1,0,0,1,0,03/17/2013,away,11320,19651,High Point,9,True,7,1,6,win,664734,127,1002236,2013,,7 - 1,1002236.0,1.0
1,,7.0,,7,1,1,3,4,0,30,26,1,0,0,0,0,0,0,0,0,1,0,10,6,1,0,0,1,1,03/24/2013,home,11320,222,Fairleigh Dickinson,9,True,5,2,3,win,666544,127,1002236,2013,,5 - 2,1002236.0,1.0
1,,9.0,,8,4,2,0,5,0,34,34,1,0,0,0,0,0,0,0,0,0,0,13,7,1,0,0,1,1,03/30/2013,away,11320,439,Monmouth,9,True,8,4,4,win,667970,127,1002236,2013,,8 - 4,1002236.0,1.0
1,,6.0,,4,2,1,0,4,0,23,23,1,0,0,0,0,0,0,0,0,0,0,8,5,1,0,0,1,1,05/10/2013,away,11320,562,Quinnipiac,9,True,8,2,6,win,678936,127,1002236,2013,,8 - 2,1002236.0,1.0
1,,4.0,,5,1,1,1,4,0,18,16,1,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,1,0,05/18/2013,home,11320,450,Mount St. Mary's,9,True,2,3,-1,loss,680018,127,1002236,2013,,2 - 3,1002236.0,1.0
1,,5.0,,3,0,0,2,5,0,18,16,0,0,0,1,0,0,0,0,0,0,0,5,3,1,0,0,2,3,02/24/2013,home,11320,1079,Findlay,9,True,4,1,3,win,659598,52,1066583,2013,,4 - 1,1066583.0,2.0
1,,3.0,,5,4,4,2,3,0,16,13,1,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,1,1,03/05/2013,away,11320,25,Angelo St.,9,True,4,6,-2,loss,661393,52,1066583,2013,,4 - 6,1066583.0,2.0
1,,4.1,,4,2,2,2,2,0,20,15,0,0,0,0,0,1,0,0,0,2,0,9,2,0,0,0,2,0,03/08/2013,away,11320,2,Abilene Christian,9,True,2,4,-2,loss,661851,52,1066583,2013,,2 - 4,1066583.0,2.0
1,,4.0,,3,0,0,0,5,0,15,15,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,2,2,03/16/2013,away,11320,1057,Drury,9,True,4,2,2,win,664336,52,1066583,2013,,4 - 2,1066583.0,2.0
1,,3.1,,2,3,2,5,7,0,18,13,1,0,0,2,0,0,0,0,0,0,0,3,1,0,0,0,1,2,03/23/2013,home,11320,1328,Rockhurst,9,True,8,4,4,win,666158,52,1066583,2013,,8 - 4,1066583.0,2.0
1,,4.0,,2,0,0,1,3,0,16,13,0,0,0,0,0,1,0,0,0,1,0,7,1,1,0,0,1,0,03/30/2013,away,11320,799,Wis.-Parkside,9,True,13,3,10,win,668353,52,1066583,2013,,13 - 3,1066583.0,2.0
1,,4.0,,2,0,0,1,6,0,14,13,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,1,2,04/02/2013,home,11320,30138,McKendree,9,True,8,2,6,win,668955,52,1066583,2013,,8 - 2,1066583.0,2.0
1,,5.1,,7,4,4,3,7,0,25,21,2,1,0,1,0,0,0,0,0,0,1,3,5,0,0,0,1,0,04/07/2013,home,11320,354,Lewis,11,True,8,7,1,win,670741,52,1066583,2013,,8 - 7,1066583.0,2.0
1,,6.1,,3,0,0,2,7,0,26,23,0,0,0,0,0,1,0,0,0,0,0,3,8,1,0,0,1,4,04/14/2013,away,11320,604,St. Joseph's (IN),9,True,1,0,1,win,672620,52,1066583,2013,,1 - 0,1066583.0,2.0
1,,0.1,,1,1,1,2,1,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,04/17/2013,away,11320,30138,McKendree,9,True,11,12,-1,loss,673365,52,1066583,2013,,11 - 12,1066583.0,2.0
1,,6.1,,9,6,3,2,4,0,31,26,2,0,1,0,0,0,1,0,0,3,0,11,4,0,1,0,1,1,04/21/2013,home,11320,309,UIndy,9,True,2,6,-4,loss,674693,52,1066583,2013,,2 - 6,1066583.0,2.0
1,,6.1,,4,1,1,2,5,0,26,23,1,0,0,0,0,1,0,0,0,0,0,8,6,1,0,0,1,3,04/27/2013,away,11320,333,Ky. Wesleyan,9,True,6,1,5,win,676313,52,1066583,2013,,6 - 1,1066583.0,2.0
1,,4.2,,10,4,4,1,8,0,24,23,2,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,3,05/03/2013,home,11320,661,Southern Ind.,9,True,7,4,3,win,677668,52,1066583,2013,,7 - 4,1066583.0,2.0
1,,6.0,,6,4,4,2,8,0,26,23,0,2,0,1,0,1,0,0,0,0,0,8,1,1,0,0,1,4,05/10/2013,home,11320,354,Lewis,9,True,8,4,4,win,678954,52,1066583,2013,,8 - 4,1066583.0,2.0
1,,7.0,,6,3,3,3,6,0,30,24,0,0,0,2,0,1,0,0,0,2,0,9,5,0,0,0,1,2,05/17/2013,home,11320,604,St. Joseph's (IN),12,True,7,4,3,win,679885,52,1066583,2013,,7 - 4,1066583.0,2.0
1,,4.0,,7,2,2,4,0,0,21,16,1,0,0,0,0,0,0,0,0,1,0,4,6,0,0,0,1,0,05/19/2013,home,11320,262,Grand Valley St.,9,True,3,6,-3,loss,2202043,262,1066583,2013,,3 - 6,1066583.0,2.0
1,,2.0,,4,2,2,0,0,0,10,7,2,0,0,0,0,1,0,0,0,1,1,3,2,1,0,0,2,0,02/23/2013,home,11320,1079,Findlay,9,True,4,3,1,win,659306,52,1066585,2013,,4 - 3,1066585.0,2.0
1,,1.0,,2,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,03/05/2013,away,11320,25,Angelo St.,9,True,4,6,-2,loss,661393,52,1066585,2013,,4 - 6,1066585.0,2.0
1,,4.2,,5,5,5,1,3,0,22,17,1,0,0,0,0,2,0,0,0,2,0,6,5,0,1,0,1,1,03/07/2013,away,11320,2,Abilene Christian,9,True,2,5,-3,loss,661732,52,1066585,2013,,2 - 5,1066585.0,2.0
1,,5.0,,4,1,1,2,1,0,20,17,2,0,0,0,0,0,0,0,0,1,0,5,8,0,0,0,1,1,03/16/2013,away,11320,1057,Drury,12,True,1,2,-1,loss,664473,52,1066585,2013,,1 - 2,1066585.0,2.0
1,,2.2,,6,5,5,3,2,0,17,14,2,1,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,1,03/22/2013,home,11320,1328,Rockhurst,9,True,4,5,-1,loss,665835,52,1066585,2013,,4 - 5,1066585.0,2.0
1,,7.0,,5,1,1,0,8,0,26,26,2,0,0,0,0,0,0,0,0,0,0,8,5,1,0,0,1,1,03/29/2013,away,11320,799,Wis.-Parkside,9,True,10,1,9,win,667918,52,1066585,2013,,10 - 1,1066585.0,2.0
