App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,pickoffs,division,score,Pitches
1,1.0,5.1,0.0,5,3,3,0,7,0,21,20,0,0,0,2,0,0,0,0,0,1,0,69.0,6,3,0,1,0,1,0,03/02/2024,away,16580,715,Trinity (TX),9,True,1,9,-8,loss,4528092,805,2689001,2024,0.0,3.0,,
1,1.0,3.0,0.0,4,5,3,1,6,0,18,15,1,0,0,0,1,2,0,0,0,0,0,55.0,1,2,0,1,0,1,4,03/11/2024,neutral,16580,8530,McMurry,9,True,5,13,-8,loss,4530269,805,2689001,2024,0.0,3.0,,
1,1.0,5.0,0.0,4,1,1,1,7,0,20,18,2,0,0,0,3,1,0,0,0,0,0,75.0,3,4,1,0,0,1,1,03/15/2024,neutral,16580,652,Sewanee,9,True,6,1,5,win,4530925,805,2689001,2024,0.0,3.0,,
1,1.0,6.0,0.0,4,0,0,2,5,0,22,19,0,0,0,0,0,1,0,0,0,0,0,84.0,5,5,1,0,0,1,1,04/10/2024,away,16580,800,Wis.-Platteville,9,True,14,2,12,win,4536476,805,2689001,2024,0.0,3.0,,
1,0.0,0.2,0.0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,8.0,0,1,0,0,0,4,0,02/03/2024,home,16580,216,Emory & Henry,9,True,11,1,10,win,4525039,1097,2944442,2024,0.0,2.0,,
1,0.0,3.0,0.0,1,2,2,5,1,0,16,10,0,0,1,0,0,1,0,0,0,0,0,58.0,5,3,0,0,0,2,1,02/10/2024,home,16580,233,Fla. Southern,10,True,7,11,-4,loss,4525330,1097,2944442,2024,0.0,2.0,,
1,0.0,1.0,0.0,1,0,0,2,2,0,7,4,0,0,0,0,1,1,0,0,0,0,0,27.0,0,1,0,0,0,2,0,02/20/2024,away,16580,766,West Ga.,9,True,17,2,15,win,4526384,1097,2944442,2024,0.0,2.0,,
1,0.0,0.2,0.0,2,3,3,2,1,0,7,4,0,1,0,0,0,1,0,0,0,0,0,20.0,1,0,0,0,0,6,1,03/06/2024,away,16580,13,Albany St. (GA),9,True,6,4,2,win,4529132,1097,2944442,2024,0.0,2.0,,
1,0.0,1.0,0.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12.0,1,0,0,0,0,2,1,03/23/2024,home,16580,30058,Claflin,9,True,25,2,23,win,4532863,1097,2944442,2024,0.0,2.0,,
1,0.0,0.2,0.0,1,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,13.0,0,1,0,0,0,2,0,04/09/2024,home,16580,30093,AUM,9,True,5,16,-11,loss,4536379,1097,2944442,2024,0.0,2.0,,
1,0.0,1.1,0.0,0,2,2,5,3,0,9,4,0,0,0,0,1,0,0,0,0,0,0,44.0,1,0,0,1,0,2,2,02/19/2024,away,16580,1028,Concord,9,True,4,15,-11,loss,4526057,546,2815619,2024,0.0,2.0,,
1,0.0,0.2,0.0,3,4,2,2,1,0,8,6,0,0,0,0,3,0,0,2,2,0,0,28.0,0,1,0,0,0,3,0,03/15/2024,away,16580,339,Kutztown,9,True,1,13,-12,loss,4543199,546,2815619,2024,0.0,2.0,,
1,0.0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,16.0,1,1,0,0,0,7,1,03/26/2024,home,16580,360,Lock Haven,9,True,9,0,9,win,4533403,546,2815619,2024,0.0,2.0,,
1,0.0,0.1,0.0,1,0,0,1,0,0,3,1,0,0,0,0,0,0,0,2,2,0,1,12.0,0,1,0,0,0,4,0,04/07/2024,away,16580,30063,Seton Hill,8,True,4,5,-1,loss,5281548,546,2815619,2024,0.0,2.0,,
1,0.0,1.0,0.0,1,0,0,0,1,0,4,4,1,0,0,0,0,0,0,0,0,0,0,10.0,1,1,0,0,0,9,1,04/16/2024,away,16580,360,Lock Haven,9,True,10,5,5,win,5283001,546,2815619,2024,0.0,2.0,,
1,0.0,1.0,0.0,1,3,3,4,1,0,9,4,0,0,0,0,0,0,0,0,0,1,0,36.0,2,0,0,1,0,4,0,04/21/2024,home,16580,408,Mercyhurst,9,True,6,9,-3,loss,5283784,546,2815619,2024,0.0,2.0,,
1,0.0,1.0,0.0,0,0,0,0,1,0,4,3,0,0,0,0,0,1,0,0,0,0,0,16.0,1,1,0,0,0,9,0,04/30/2024,away,16580,65,Bloomsburg,9,True,24,13,11,win,4540669,546,2815619,2024,0.0,2.0,,
1,1.0,1.1,0.0,3,6,6,3,0,0,10,5,0,1,0,0,0,1,0,0,0,1,0,38.0,3,0,0,1,0,1,0,02/24/2024,away,16580,10411,USC Upstate,9,True,1,10,-9,loss,4526845,116,2117670,2024,0.0,1.0,,
1,0.0,1.0,0.0,3,4,4,2,1,0,8,6,2,0,0,0,0,0,0,1,0,0,0,22.0,1,1,0,0,0,3,0,03/16/2024,away,16580,355,Liberty,9,True,1,12,-11,loss,4531162,116,2117670,2024,0.0,1.0,,
1,1.0,2.0,0.0,0,0,0,3,1,0,9,6,0,0,0,0,1,0,0,0,0,0,0,47.0,3,2,0,0,0,1,0,03/26/2024,away,16580,62,Binghamton,9,True,10,11,-1,loss,4533434,116,2117670,2024,0.0,1.0,,
1,1.0,2.0,0.0,1,2,2,0,2,0,8,7,0,0,0,1,0,1,0,0,0,0,0,37.0,0,4,0,0,0,1,1,04/30/2024,home,16580,349,Le Moyne,9,True,4,3,1,win,4540586,116,2117670,2024,0.0,1.0,,
1,0.0,1.0,0.0,1,0,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,13.0,2,1,0,0,0,4,0,03/03/2024,away,16580,1454,Whitworth,9,True,1,14,-13,loss,4528129,1297,2968816,2024,0.0,3.0,,
1,0.0,1.1,0.0,2,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,15.0,1,1,0,0,0,5,1,03/10/2024,home,16580,785,Willamette,9,True,5,9,-4,loss,4530138,1297,2968816,2024,0.0,3.0,,
1,0.0,5.2,0.0,5,2,2,2,2,0,24,20,1,0,0,0,0,1,2,1,1,0,1,79.0,9,5,0,0,0,2,0,03/17/2024,away,16580,1094,George Fox,9,True,7,8,-1,loss,4531590,1297,2968816,2024,0.0,3.0,,
1,1.0,5.0,0.0,5,2,2,1,1,0,19,17,1,0,0,1,0,0,0,0,0,1,0,67.0,6,6,0,0,0,1,1,03/30/2024,home,16580,780,Whitman,9,True,2,7,-5,loss,4544341,1297,2968816,2024,0.0,3.0,,
1,1.0,2.0,0.0,2,5,5,5,2,0,13,6,1,0,0,1,1,0,0,0,0,0,2,56.0,0,4,0,0,0,1,2,04/07/2024,away,16580,22235,Lewis & Clark,9,True,11,8,3,win,4535909,1297,2968816,2024,0.0,3.0,,
1,1.0,0.1,0.0,0,0,0,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,16.0,1,0,0,0,0,1,0,04/09/2024,away,16580,1454,Whitworth,9,True,1,10,-9,loss,5281895,1297,2968816,2024,0.0,3.0,,
1,1.0,4.1,0.0,9,3,3,0,4,0,21,21,2,0,0,0,1,0,0,0,0,0,0,68.0,5,3,0,0,0,1,1,04/14/2024,home,16580,1179,Linfield,9,True,3,4,-1,loss,4537533,1297,2968816,2024,0.0,3.0,,
1,0.0,3.0,0.0,2,0,0,0,4,0,12,11,0,0,0,0,0,1,0,0,0,0,0,40.0,3,2,0,0,0,2,2,04/06/2024,away,16580,268,Hamline,11,True,3,2,1,win,4535555,161,2514830,2024,0.0,3.0,,
1,1.0,2.0,0.0,5,4,4,3,3,0,14,10,1,0,0,0,0,0,0,0,0,0,1,54.0,0,3,0,1,0,1,1,02/09/2024,away,16580,1059,D'Youville,9,True,1,9,-8,loss,5015861,143,2682632,2024,0.0,2.0,,
1,1.0,1.0,0.0,3,2,1,0,0,0,7,5,0,1,0,0,0,1,0,0,0,0,1,26.0,1,2,0,1,0,1,0,04/07/2024,home,16580,408,Mercyhurst,9,True,0,5,-5,loss,4535775,143,2682632,2024,0.0,2.0,,
1,1.0,4.2,0.0,5,2,2,4,3,0,24,18,0,0,0,0,1,0,0,0,0,0,2,85.0,3,8,1,0,0,1,1,04/24/2024,away,16580,331,Kent St.,9,True,10,5,5,win,5284538,143,2682632,2024,0.0,2.0,,
1,0.0,2.2,0.0,4,2,2,0,2,0,11,11,0,0,0,1,0,0,0,0,0,0,0,32.0,4,1,0,0,0,2,0,05/03/2024,away,16580,643,Slippery Rock,9,True,4,7,-3,loss,4540957,143,2682632,2024,0.0,2.0,,
1,0.0,1.2,0.0,4,2,2,0,1,0,9,9,0,0,0,2,0,0,0,0,0,0,0,27.0,0,4,1,0,0,2,0,02/25/2024,home,16580,370,LMU (CA),9,True,7,5,2,win,4527460,112,2827873,2024,0.0,1.0,,
1,0.0,4.1,0.0,10,8,7,1,4,0,24,23,1,0,0,1,0,0,0,2,0,0,0,82.0,2,6,0,0,0,4,1,04/10/2024,home,16580,626,San Diego St.,9,True,8,18,-10,loss,4536465,112,2827873,2024,0.0,1.0,,
1,0.0,2.0,0.0,6,7,4,2,2,0,15,13,2,0,0,2,0,0,0,0,0,0,0,46.0,2,2,0,0,0,3,1,04/13/2024,home,16580,109,UC Irvine,9,True,3,16,-13,loss,4536976,112,2827873,2024,0.0,1.0,,
1,0.0,1.0,0.0,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,11.0,2,1,0,0,0,6,0,04/27/2024,home,16580,277,Hawaii,9,True,6,14,-8,loss,4540043,112,2827873,2024,0.0,1.0,,
1,0.0,1.0,0.0,2,1,1,1,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,17.0,1,2,0,0,0,7,0,04/28/2024,home,16580,277,Hawaii,9,True,10,15,-5,loss,4540409,112,2827873,2024,0.0,1.0,,
1,0.0,2.2,0.0,4,1,1,0,1,0,12,12,1,0,0,0,0,0,0,1,0,0,0,40.0,2,5,0,0,0,5,0,05/01/2024,away,16580,28,Arizona St.,9,True,8,19,-11,loss,4540763,112,2827873,2024,0.0,1.0,,
1,0.0,0.1,0.0,1,0,0,1,0,0,3,2,0,0,0,0,1,0,0,2,2,0,0,12.0,0,1,0,0,0,5,0,02/19/2024,neutral,16580,598,St. Cloud St.,9,True,2,14,-12,loss,4542795,8736,2952546,2024,0.0,2.0,,
1,1.0,4.0,0.0,5,3,3,1,1,0,15,14,0,0,0,1,0,0,0,0,0,0,0,58.0,3,6,0,1,0,1,0,02/24/2024,away,16580,288,Houston,9,True,2,7,-5,loss,4527165,603,2655615,2024,0.0,1.0,,
1,1.0,5.0,0.0,2,2,2,5,4,0,23,17,0,0,0,0,0,1,0,0,0,0,0,96.0,7,3,0,0,0,1,1,02/29/2024,home,16580,260,Gonzaga,9,True,3,2,1,win,4527713,77,2811300,2024,0.0,1.0,,
1,1.0,4.1,0.0,7,6,6,5,1,0,23,18,0,0,1,0,0,0,0,0,0,0,0,91.0,2,8,0,1,0,1,0,03/07/2024,away,16580,768,West Virginia,9,True,4,10,-6,loss,4529149,77,2811300,2024,0.0,1.0,,
1,1.0,4.1,0.0,9,7,7,0,5,0,22,22,2,1,0,1,0,0,0,0,0,0,0,70.0,5,3,0,1,0,1,3,03/14/2024,home,16580,288,Houston,9,True,2,9,-7,loss,4530772,77,2811300,2024,0.0,1.0,,
1,1.0,6.0,0.0,5,3,2,1,4,0,24,22,1,0,1,0,0,0,0,0,0,0,1,95.0,4,9,1,0,0,1,0,03/21/2024,away,16580,700,Texas Tech,9,True,8,5,3,win,4532190,77,2811300,2024,0.0,1.0,,
1,1.0,5.0,0.0,7,6,6,2,4,0,26,22,4,0,0,1,0,2,0,0,0,0,0,91.0,8,3,0,1,0,1,0,03/28/2024,home,16580,328,Kansas,9,True,1,11,-10,loss,4533647,77,2811300,2024,0.0,1.0,,
1,1.0,5.1,0.0,9,4,4,1,5,0,24,23,0,0,0,1,1,0,0,0,0,0,0,77.0,7,2,1,0,0,1,0,04/04/2024,away,16580,703,Texas,9,True,7,5,2,win,4535046,77,2811300,2024,0.0,1.0,,
1,1.0,5.1,0.0,11,7,7,2,5,0,29,25,2,0,0,0,0,0,0,0,0,1,1,103.0,8,3,0,1,0,1,2,04/11/2024,home,16580,51,Baylor,9,True,2,9,-7,loss,4536594,77,2811300,2024,0.0,1.0,,
1,1.0,3.0,0.0,7,5,5,1,2,0,16,15,3,0,0,2,2,0,0,0,0,0,0,55.0,5,1,0,0,0,1,0,04/20/2024,home,16580,522,Oklahoma,9,True,7,10,-3,loss,4538428,77,2811300,2024,0.0,1.0,,
1,1.0,4.1,0.0,6,8,4,4,3,0,24,20,2,0,0,2,0,0,0,0,0,0,0,82.0,5,5,0,1,0,1,1,04/26/2024,away,16580,521,Oklahoma St.,9,True,5,12,-7,loss,4539582,77,2811300,2024,0.0,1.0,,
1,1.0,6.0,0.0,9,2,2,0,3,0,27,26,2,0,0,2,0,1,0,0,0,0,0,84.0,7,7,1,0,0,1,0,05/04/2024,away,16580,415,Miami (FL),9,True,8,2,6,win,4541165,77,2811300,2024,0.0,1.0,,
1,0.0,1.2,0.0,4,5,4,2,0,0,13,10,0,1,0,0,1,0,0,0,0,1,0,44.0,3,2,0,0,0,2,0,02/02/2024,home,16580,1001,Catawba,9,True,2,10,-8,loss,4524923,24639,2943452,2024,0.0,2.0,,
1,0.0,1.0,0.0,1,1,1,2,3,0,6,4,0,0,0,0,0,0,0,0,0,0,0,26.0,0,0,0,0,0,3,2,02/16/2024,home,16580,1167,Lander,10,True,8,9,-1,loss,5245943,24639,2943452,2024,0.0,2.0,,
1,1.0,5.0,0.0,5,2,1,1,11,0,22,21,1,0,0,1,0,0,0,0,0,0,0,87.0,3,1,1,0,0,1,5,02/25/2024,away,16580,230,Florida Tech,9,True,10,3,7,win,4527221,24639,2943452,2024,0.0,2.0,,
1,1.0,5.0,0.0,4,4,2,2,6,0,22,20,2,0,0,0,0,0,0,0,0,0,0,83.0,2,7,0,1,0,1,0,03/03/2024,home,16580,584,Rollins,9,True,0,4,-4,loss,4528443,24639,2943452,2024,0.0,2.0,,
1,1.0,5.0,0.0,3,0,0,0,7,0,19,17,0,0,0,0,1,1,0,0,0,1,0,59.0,3,5,1,0,0,1,2,03/16/2024,away,16580,30045,Palm Beach Atl.,9,True,12,0,12,win,4531202,24639,2943452,2024,0.0,2.0,,
1,1.0,4.1,0.0,3,1,1,5,8,0,21,16,1,0,0,0,0,0,0,0,0,0,0,96.0,2,3,0,0,0,1,3,03/29/2024,home,16580,689,Tampa,9,True,6,5,1,win,4533999,24639,2943452,2024,0.0,2.0,,
1,1.0,5.2,0.0,8,5,5,1,8,0,25,24,1,0,0,3,0,0,0,0,0,0,0,107.0,5,3,0,1,0,1,2,04/06/2024,away,16580,608,Saint Leo,9,True,1,6,-5,loss,4535438,24639,2943452,2024,0.0,2.0,,
1,1.0,5.1,0.0,6,4,4,3,5,0,25,21,2,0,0,0,0,1,0,0,0,0,0,105.0,6,4,0,0,0,1,1,04/13/2024,home,16580,9680,Embry-Riddle (FL),9,True,6,4,2,win,4536919,24639,2943452,2024,0.0,2.0,,
1,1.0,5.1,0.0,2,3,3,5,4,0,23,17,0,0,0,0,1,0,0,0,0,1,0,86.0,4,8,1,0,0,1,2,04/20/2024,away,16580,233,Fla. Southern,9,True,8,3,5,win,4538829,24639,2943452,2024,0.0,2.0,,
1,0.0,4.0,0.0,3,2,2,1,2,0,16,14,0,0,0,2,1,1,0,2,2,0,0,58.0,6,3,0,0,1,2,0,02/25/2024,away,16580,255,Georgia Tech,9,True,11,4,7,win,4527253,167,2808889,2024,0.0,1.0,,
1,0.0,4.1,0.0,5,2,2,1,2,0,19,18,0,0,0,2,1,0,0,3,3,0,0,78.0,3,7,0,0,0,2,0,03/03/2024,away,16580,317,James Madison,9,True,5,7,-2,loss,4528649,167,2808889,2024,1.0,1.0,,
1,1.0,4.1,0.0,4,5,3,3,1,0,22,17,2,0,1,1,1,2,0,0,0,0,0,86.0,3,8,0,1,0,1,1,03/17/2024,away,16580,575,Richmond,9,True,4,8,-4,loss,4531583,167,2808889,2024,0.0,1.0,,
1,1.0,7.0,0.0,3,0,0,1,4,0,24,23,0,0,0,0,0,0,0,0,0,0,0,92.0,10,6,1,0,0,1,1,03/31/2024,home,16580,172,Dartmouth,9,True,11,4,7,win,4534581,167,2808889,2024,0.0,1.0,,
1,1.0,6.0,0.0,8,4,3,2,4,0,27,23,1,0,0,0,0,1,0,0,0,1,0,96.0,7,5,0,0,0,1,3,04/07/2024,home,16580,275,Harvard,9,True,6,5,1,win,4535869,167,2808889,2024,1.0,1.0,,
1,1.0,5.1,0.0,6,6,6,4,3,0,27,21,1,0,0,0,0,1,0,0,0,0,1,98.0,6,7,0,0,0,1,2,04/14/2024,away,16580,540,Penn,9,True,11,9,2,win,4537416,167,2808889,2024,0.0,1.0,,
1,1.0,5.0,0.0,7,3,3,0,0,0,23,22,0,1,0,0,0,1,0,0,0,0,0,90.0,8,7,0,1,0,1,0,04/21/2024,home,16580,813,Yale,9,True,3,6,-3,loss,4538875,167,2808889,2024,0.0,1.0,,
1,1.0,4.0,0.0,7,8,7,3,3,0,25,17,2,0,0,1,1,2,0,0,0,1,1,87.0,5,4,0,1,0,1,0,04/28/2024,home,16580,158,Columbia,9,True,0,13,-13,loss,4540318,167,2808889,2024,0.0,1.0,,
1,0.0,2.0,0.0,2,3,2,1,4,0,12,9,0,0,0,0,2,2,0,0,0,0,0,59.0,2,0,0,0,0,3,2,03/22/2024,away,16580,435,Missouri S&T,9,True,8,19,-11,loss,4532441,30120,2657002,2024,0.0,2.0,,
1,0.0,0.1,0.0,2,2,2,1,0,0,4,2,1,0,0,0,0,0,0,0,0,1,0,13.0,1,0,0,0,0,4,0,03/24/2024,away,16580,435,Missouri S&T,9,True,4,14,-10,loss,4533209,30120,2657002,2024,0.0,2.0,,
1,0.0,0.2,0.0,2,2,2,1,2,0,5,4,1,0,0,0,1,0,0,0,0,0,0,25.0,0,0,0,0,0,2,0,04/07/2024,away,16580,436,Mo.-St. Louis,9,True,7,8,-1,loss,4536051,30120,2657002,2024,0.0,2.0,,
1,0.0,2.0,0.0,2,0,0,0,0,0,8,8,1,0,0,0,0,0,0,0,0,0,0,25.0,3,3,0,0,0,2,0,04/14/2024,home,16580,30138,McKendree,9,True,16,6,10,win,4537615,30120,2657002,2024,0.0,2.0,,
1,0.0,0.1,0.0,3,2,2,1,0,0,5,4,1,0,0,1,0,0,0,1,1,0,0,26.0,0,1,0,0,0,3,0,04/16/2024,away,16580,9011,Fort Hays St.,9,True,8,11,-3,loss,4537804,30120,2657002,2024,0.0,2.0,,
1,0.0,3.0,0.0,1,0,0,2,1,0,11,9,0,0,0,0,0,0,0,0,0,0,0,33.0,3,4,1,0,0,3,0,04/20/2024,away,16580,499,Truman St.,9,True,11,9,2,win,4546010,30120,2657002,2024,0.0,2.0,,
1,0.0,1.0,0.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,20.0,1,0,0,0,0,2,0,05/02/2024,away,16580,1328,Rockhurst,9,True,6,5,1,win,4540814,30120,2657002,2024,0.0,2.0,,
1,0.0,0.2,0.0,2,1,1,0,0,0,5,4,1,0,0,0,0,1,0,1,1,0,0,14.0,1,1,0,0,0,3,0,05/03/2024,away,16580,1328,Rockhurst,9,True,2,5,-3,loss,4540950,30120,2657002,2024,0.0,2.0,,
1,0.0,0.2,0.0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,1,0,0,0,7.0,1,0,0,0,1,5,0,02/03/2024,home,16580,0,Simpson (CA),9,True,7,5,2,win,4544751,645,2956007,2024,0.0,2.0,,
1,0.0,1.0,0.0,9,6,6,1,1,0,13,12,0,0,0,0,0,0,0,0,0,0,0,36.0,1,1,0,0,0,2,0,02/24/2024,home,16580,30055,Cal St. Monterey Bay,9,True,4,15,-11,loss,4543491,645,2956007,2024,0.0,2.0,,
1,0.0,3.0,0.0,3,2,2,1,2,0,14,12,0,0,0,1,0,1,0,0,0,0,0,47.0,2,5,0,0,0,3,0,03/19/2024,home,16580,405,Menlo,9,True,5,10,-5,loss,4531916,645,2956007,2024,0.0,2.0,,
1,0.0,1.1,0.0,1,1,0,2,1,0,7,5,0,0,0,0,0,0,0,0,0,0,0,29.0,1,2,0,0,0,3,0,02/21/2024,home,16580,696,Tex. A&M-Kingsville,9,True,1,13,-12,loss,4526433,30090,2958072,2024,0.0,2.0,,
1,0.0,1.1,0.0,2,2,2,1,1,0,8,6,0,0,0,2,0,1,0,1,1,0,0,34.0,2,0,0,0,0,7,0,02/20/2024,away,16580,8,Alabama,9,True,1,6,-5,loss,4526308,419,2655173,2024,0.0,1.0,,
1,1.0,4.2,0.0,3,2,2,0,4,0,18,16,0,0,0,1,0,1,0,0,0,0,1,58.0,5,5,0,1,0,1,0,02/27/2024,home,16580,28600,Lipscomb,9,True,3,7,-4,loss,4527510,419,2655173,2024,0.0,1.0,,
1,0.0,4.1,0.0,5,3,3,1,3,0,18,16,1,0,0,0,0,0,0,3,0,0,1,69.0,6,2,1,0,0,2,1,03/03/2024,away,16580,695,UT Martin,9,True,10,8,2,win,4528465,419,2655173,2024,0.0,1.0,,
1,1.0,6.0,0.0,1,1,1,3,2,0,21,17,0,0,0,0,0,1,0,0,0,0,0,77.0,12,2,1,0,0,1,0,03/08/2024,home,16580,596,St. Bonaventure,9,True,6,4,2,win,4529229,419,2655173,2024,0.0,1.0,,
1,1.0,4.0,0.0,3,2,2,3,2,0,20,15,0,0,0,0,1,2,0,0,0,0,0,89.0,4,5,0,0,0,1,0,03/15/2024,away,16580,231,FIU,9,True,12,8,4,win,4531064,419,2655173,2024,0.0,1.0,,
1,1.0,5.0,0.0,8,4,3,2,4,0,26,23,4,0,0,0,0,1,0,0,0,0,0,85.0,6,4,0,1,0,1,1,03/22/2024,home,16580,355,Liberty,9,True,6,11,-5,loss,4532247,419,2655173,2024,0.0,1.0,,
1,1.0,6.1,0.0,6,7,6,1,5,0,30,25,1,0,1,2,2,1,0,0,0,2,1,102.0,11,3,0,1,0,1,2,03/29/2024,home,16580,62,Binghamton,9,True,0,9,-9,loss,4533837,419,2655173,2024,0.0,1.0,,
1,0.0,3.2,0.0,7,3,2,1,4,0,19,18,0,0,0,1,0,0,0,1,0,0,0,70.0,5,1,0,1,0,2,1,04/05/2024,away,16580,366,Louisiana Tech,9,True,3,5,-2,loss,4535369,419,2655173,2024,0.0,1.0,,
1,0.0,2.2,0.0,5,6,6,1,3,0,16,13,2,0,0,0,1,2,0,2,2,0,0,61.0,5,0,0,0,0,2,0,04/12/2024,home,16580,472,New Mexico St.,11,True,12,15,-3,loss,4536612,419,2655173,2024,0.0,1.0,,
1,0.0,3.0,0.0,4,1,1,1,2,0,13,12,0,0,0,0,0,0,0,1,0,0,0,40.0,3,3,0,0,0,4,0,04/16/2024,home,16580,43,Austin Peay,10,True,16,15,1,win,4537876,419,2655173,2024,0.0,1.0,,
1,0.0,3.0,0.0,2,1,1,3,1,0,11,8,0,0,0,0,0,0,0,3,0,0,0,54.0,2,3,0,1,0,2,0,04/19/2024,away,16580,624,Sam Houston,9,True,3,4,-1,loss,4538095,419,2655173,2024,0.0,1.0,,
1,0.0,3.0,0.0,4,4,4,3,4,0,17,11,2,0,0,0,1,3,0,1,1,0,0,74.0,2,1,1,0,0,2,0,04/26/2024,home,16580,772,Western Ky.,9,True,16,9,7,win,4539567,419,2655173,2024,0.0,1.0,,
