App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,pickoffs,score,player_id,division
1,,5.0,,8,5,5,2,5,0,25,23,1,0,0,1,0,0,0,0,0,0,0,3,7,1,0,0,1,1,04/27/2013,home,11320,482,Niagara,9,True,13,7,6,win,676161,220,1422342,2013,,13 - 7,1422342.0,1.0
1,,7.0,,7,2,2,4,4,0,31,27,2,0,0,0,0,0,0,0,0,0,0,4,12,1,0,0,1,1,05/04/2013,home,11320,310,Iona,9,True,16,3,13,win,677901,220,1422342,2013,,16 - 3,1422342.0,1.0
1,,7.0,,4,1,1,1,0,0,28,27,0,0,0,0,0,0,0,0,0,0,0,12,8,1,0,0,1,0,05/11/2013,away,11320,381,Manhattan,9,True,3,1,2,win,679166,220,1422342,2013,,3 - 1,1422342.0,1.0
1,,7.0,,5,3,2,2,3,0,29,23,0,0,0,0,0,0,0,0,0,3,1,9,8,0,1,0,1,2,05/17/2013,away,11320,116,Canisius,9,True,0,5,-5,loss,679720,220,1422342,2013,,0 - 5,1422342.0,1.0
1,,2.0,,5,4,4,1,1,0,12,11,0,1,0,1,1,0,0,0,0,0,0,4,1,0,1,0,1,0,03/13/2013,home,11320,306,Indiana,9,True,0,8,-8,loss,663587,220,1422345,2013,,0 - 8,1422345.0,1.0
1,,4.2,,4,0,0,1,3,0,18,17,0,0,0,0,0,0,0,3,1,0,0,5,5,0,0,0,2,1,03/16/2013,away,11320,678,Stetson,9,True,8,7,1,win,1915893,678,1422345,2013,,8 - 7,1422345.0,1.0
1,,3.1,,6,3,3,3,2,0,18,15,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,03/26/2013,home,11320,562,Quinnipiac,9,True,10,4,6,win,666894,220,1422345,2013,,10 - 4,1422345.0,1.0
1,,2.0,,3,0,0,0,1,0,8,8,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1,04/03/2013,away,11320,471,NJIT,9,True,6,10,-4,loss,669041,220,1422345,2013,,6 - 10,1422345.0,1.0
1,,4.0,,4,2,2,1,2,0,18,14,2,0,0,0,0,3,0,0,0,0,0,4,4,1,0,0,1,0,04/10/2013,home,11320,813,Yale,9,True,3,2,1,win,671274,220,1422345,2013,,3 - 2,1422345.0,1.0
1,,5.1,,5,5,3,5,0,0,26,19,1,0,0,0,0,0,0,0,0,1,1,5,10,0,1,0,1,0,04/17/2013,home,11320,500,Northeastern,9,True,6,10,-4,loss,673260,220,1422345,2013,,6 - 10,1422345.0,1.0
1,,6.2,,4,2,0,0,4,0,26,25,0,0,0,0,0,0,0,0,0,1,0,5,10,0,0,0,1,1,04/23/2013,home,11320,590,Sacred Heart,9,True,5,7,-2,loss,675055,220,1422345,2013,,5 - 7,1422345.0,1.0
1,,5.1,,9,5,5,3,5,0,27,24,3,0,1,0,0,0,0,0,0,0,0,6,4,0,0,0,1,4,04/28/2013,home,11320,482,Niagara,9,True,8,9,-1,loss,676645,220,1422345,2013,,8 - 9,1422345.0,1.0
