App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,pickoffs,division,score,Pitches
1,0.0,1.0,0.0,4,7,5,2,1,0,10,7,2,0,0,0,0,1,0,0,0,0,0,35.0,0,1,0,0,0,4,0,04/28/2024,away,16580,255,Georgia Tech,9,True,1,17,-16,loss,4540376,415,2824469,2024,0.0,1.0,,
1,0.0,0.1,0.0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,5.0,1,0,0,0,0,7,0,05/04/2024,home,16580,77,BYU,9,True,2,8,-6,loss,4541165,415,2824469,2024,0.0,1.0,,
1,0.0,3.2,0.0,8,5,5,5,2,0,25,19,0,0,0,1,0,1,0,0,0,0,0,70.0,4,5,0,0,0,2,1,02/02/2024,away,16580,30151,Shorter,9,True,7,13,-6,loss,4524950,422,2816395,2024,0.0,2.0,,
1,0.0,1.1,0.0,3,2,2,1,0,0,8,6,1,0,0,1,0,1,0,1,1,0,0,26.0,0,3,0,0,0,2,0,02/09/2024,away,16580,429,Mississippi Col.,9,True,0,6,-6,loss,5067742,422,2816395,2024,0.0,2.0,,
1,1.0,3.2,0.0,6,4,4,4,0,0,19,15,1,0,0,2,1,0,0,0,0,0,0,63.0,5,4,0,0,0,1,0,03/06/2024,home,16580,1015,Christian Brothers,9,True,12,9,3,win,4529084,422,2816395,2024,1.0,2.0,,
1,1.0,3.2,0.0,1,2,2,5,3,0,20,12,0,0,0,0,1,2,0,0,0,1,0,79.0,5,2,0,1,0,1,2,03/20/2024,home,16580,1238,Montevallo,9,True,1,5,-4,loss,4532090,422,2816395,2024,0.0,2.0,,
1,1.0,1.0,0.0,2,6,5,5,2,0,10,4,0,0,0,0,2,0,0,0,0,0,1,46.0,0,1,0,1,0,1,2,04/06/2024,home,16580,30244,Edward Waters,9,True,6,19,-13,loss,4535574,422,2816395,2024,0.0,2.0,,
1,1.0,6.0,0.0,8,7,6,3,6,0,31,26,1,0,0,0,1,1,0,0,0,0,1,106.0,4,8,1,0,0,1,3,04/15/2024,home,16580,720,Tuskegee,9,True,17,7,10,win,4537454,422,2816395,2024,0.0,2.0,,
1,1.0,4.2,0.0,2,2,2,4,1,0,20,14,1,0,0,0,1,1,0,0,0,0,1,107.0,7,5,0,0,0,1,1,04/20/2024,home,16580,332,Kentucky St.,9,True,7,5,2,win,4538577,422,2816395,2024,1.0,2.0,,
1,0.0,1.0,0.0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,19.0,0,0,0,0,0,4,0,02/24/2024,home,16580,61,Bethune-Cookman,9,True,10,3,7,win,4527120,28755,2652680,2024,0.0,1.0,,
