App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,pickoffs,score,player_id,division
1,0.0,0.1,0.0,3,3,3,1,0,0,5,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,03/08/2020,home,15204,527,Oral Roberts,9,True,13,11,2,win,1834656,1045,2309331,2020,0.0,,2309331.0,1.0
1,0.0,1.0,0.0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,02/07/2020,home,15204,720,Tuskegee,9,True,16,1,15,win,1829863,49,2309334,2020,0.0,,2309334.0,2.0
1,0.0,1.0,0.0,6,5,5,1,1,0,9,8,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2,1,03/02/2020,home,15204,21323,Chestnut Hill,9,True,0,9,-9,loss,1833325,49,2309334,2020,0.0,,2309334.0,2.0
1,0.0,3.0,0.0,1,0,0,0,4,0,10,10,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,2,0,03/10/2020,home,15204,23157,Felician,9,True,14,1,13,win,1835010,49,2309334,2020,0.0,,2309334.0,2.0
1,0.0,0.1,0.0,1,0,0,0,0,0,2,2,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,7,0,03/03/2020,away,15204,522,Oklahoma,9,True,3,10,-7,loss,1833496,1045,2309335,2020,0.0,,2309335.0,1.0
1,0.0,1.0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,6,0,03/08/2020,home,15204,527,Oral Roberts,9,True,13,11,2,win,1834656,1045,2309335,2020,0.0,,2309335.0,1.0
1,0.0,0.1,0.0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,02/01/2020,away,15204,1097,Ga. Southwestern,9,True,8,5,3,win,1829626,49,2309343,2020,0.0,,2309343.0,2.0
1,0.0,2.0,0.0,1,0,0,1,3,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,02/14/2020,home,15204,22,American Int'l,9,True,11,1,10,win,1830317,49,2309343,2020,0.0,,2309343.0,2.0
1,0.0,3.2,0.0,0,0,0,0,3,0,13,12,0,0,0,0,0,0,0,2,1,0,1,4,4,0,0,0,3,3,03/02/2020,home,15204,21323,Chestnut Hill,9,True,0,9,-9,loss,1833325,49,2309343,2020,0.0,,2309343.0,2.0
1,0.0,0.2,0.0,1,1,0,2,0,0,6,4,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,03/06/2020,home,15204,230,Florida Tech,9,True,9,8,1,win,1833919,49,2309343,2020,0.0,,2309343.0,2.0
