App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,pickoffs,score,player_id,division
1,,1.0,,0,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,03/03/2013,away,11320,522,Oklahoma,9,True,1,8,-7,loss,660956,541,1209641,2013,,1 - 8,1209641.0,1.0
1,,2.0,,1,0,0,1,1,0,7,5,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,2,0,03/17/2013,home,11320,370,LMU (CA),9,True,4,3,1,win,664770,541,1209641,2013,,4 - 3,1209641.0,1.0
1,,3.0,,3,3,3,1,0,0,13,12,1,0,1,0,0,0,0,0,0,0,0,4,5,0,0,0,1,0,03/26/2013,away,11320,90,Cal Poly,9,True,8,6,2,win,666891,541,1209641,2013,,8 - 6,1209641.0,1.0
1,,0.0,,2,3,3,1,0,0,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,03/28/2013,away,11320,77,BYU,9,True,3,8,-5,loss,667262,541,1209641,2013,,3 - 8,1209641.0,1.0
1,,7.0,,5,1,1,1,1,0,25,24,1,0,0,1,0,0,0,0,0,0,0,10,8,1,0,0,1,0,04/02/2013,away,11320,104,UC Santa Barbara,9,True,3,1,2,win,668812,541,1209641,2013,,3 - 1,1209641.0,1.0
1,,4.0,,10,4,4,1,1,0,23,22,0,0,1,0,0,0,0,0,0,0,0,7,4,0,1,0,1,0,04/09/2013,home,11320,104,UC Santa Barbara,9,True,4,5,-1,loss,670892,541,1209641,2013,,4 - 5,1209641.0,1.0
1,,4.1,,4,5,3,2,1,0,21,19,1,1,1,0,0,0,0,0,0,0,0,11,1,0,1,0,1,0,04/16/2013,home,11320,97,Cal St. Fullerton,9,True,4,8,-4,loss,672964,541,1209641,2013,,4 - 8,1209641.0,1.0
1,,5.0,,5,1,0,1,4,0,21,20,0,0,0,0,0,0,0,0,0,0,0,3,6,1,0,0,1,1,05/01/2013,home,11320,90,Cal Poly,9,True,5,3,2,win,677209,541,1209641,2013,,5 - 3,1209641.0,1.0
1,,0.1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0,05/05/2013,away,11320,629,San Francisco,9,True,2,5,-3,loss,678223,541,1209641,2013,,2 - 5,1209641.0,1.0
1,,4.0,,6,4,4,1,4,0,20,16,1,0,0,0,0,0,0,0,0,2,1,6,2,0,1,0,2,2,05/07/2013,home,11320,99,Long Beach St.,9,True,3,5,-2,loss,678510,541,1209641,2013,,3 - 5,1209641.0,1.0
1,,0.1,,2,2,2,2,0,0,5,3,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,05/12/2013,home,11320,610,Saint Mary's (CA),9,True,3,10,-7,loss,679317,541,1209641,2013,,3 - 10,1209641.0,1.0
1,,2.2,,2,1,1,1,0,0,12,8,0,0,0,0,0,2,0,0,0,1,0,5,2,0,0,0,2,0,05/14/2013,away,11320,99,Long Beach St.,9,True,1,3,-2,loss,679435,541,1209641,2013,,1 - 3,1209641.0,1.0
1,,6.0,,4,1,1,1,8,0,23,20,2,0,0,1,0,2,0,0,0,0,0,7,1,1,0,0,1,1,02/16/2013,home,11320,774,Western Mich.,9,True,7,2,5,win,658284,541,1209643,2013,,7 - 2,1209643.0,1.0
1,,6.0,,8,3,3,1,4,0,27,26,1,1,0,1,0,0,0,0,0,0,0,8,6,0,1,0,1,2,02/23/2013,away,11320,697,Texas A&M,9,True,1,3,-2,loss,659158,541,1209643,2013,,1 - 3,1209643.0,1.0
1,,6.1,,8,2,2,1,2,0,31,27,0,1,1,0,0,1,0,0,0,1,1,8,9,1,0,0,1,1,03/02/2013,away,11320,522,Oklahoma,9,True,7,2,5,win,660474,541,1209643,2013,,7 - 2,1209643.0,1.0
1,,6.0,,5,2,2,3,3,0,26,22,1,0,0,2,0,0,0,0,0,0,1,8,7,0,1,0,1,1,03/09/2013,home,11320,635,Seton Hall,9,True,1,3,-2,loss,662253,541,1209643,2013,,1 - 3,1209643.0,1.0
1,,9.0,,6,1,1,0,7,0,36,35,0,0,0,1,0,1,0,0,0,0,0,15,5,1,0,0,1,2,03/16/2013,home,11320,370,LMU (CA),9,True,11,1,10,win,664192,541,1209643,2013,,11 - 1,1209643.0,1.0
1,,6.0,,7,4,4,3,9,0,27,24,1,0,0,0,0,0,0,0,0,0,0,6,2,1,0,0,1,5,03/23/2013,home,11320,631,Santa Clara,9,True,7,5,2,win,666435,541,1209643,2013,,7 - 5,1209643.0,1.0
1,,7.0,,7,2,2,1,4,0,26,24,0,1,0,0,0,0,0,0,0,1,0,9,5,0,0,0,1,1,03/28/2013,away,11320,77,BYU,9,True,3,8,-5,loss,667262,541,1209643,2013,,3 - 8,1209643.0,1.0
1,,10.0,,3,0,0,0,10,0,34,32,0,0,0,0,0,1,0,0,0,1,0,13,7,0,0,0,1,5,04/06/2013,home,11320,756,Washington,11,True,1,0,1,win,669707,541,1209643,2013,,1 - 0,1209643.0,1.0
1,,7.0,,6,4,4,7,1,0,33,25,1,0,1,0,0,1,0,0,0,0,0,11,7,0,1,0,1,0,04/13/2013,away,11320,627,San Diego,9,True,2,4,-2,loss,671729,541,1209643,2013,,2 - 4,1209643.0,1.0
1,,6.1,,8,2,2,3,2,0,29,24,1,1,0,1,0,0,0,0,0,2,0,11,5,0,1,0,1,0,04/20/2013,home,11320,260,Gonzaga,9,True,0,2,-2,loss,673773,541,1209643,2013,,0 - 2,1209643.0,1.0
1,,6.0,,10,4,3,2,8,0,32,28,1,1,0,1,0,2,0,0,0,0,0,7,3,0,1,0,1,3,05/04/2013,away,11320,629,San Francisco,9,True,1,6,-5,loss,677766,541,1209643,2013,,1 - 6,1209643.0,1.0
1,,7.0,,6,2,2,2,5,0,28,26,3,0,0,1,0,0,0,0,0,0,0,8,7,0,0,0,1,2,05/11/2013,home,11320,610,Saint Mary's (CA),10,True,2,3,-1,loss,679067,541,1209643,2013,,2 - 3,1209643.0,1.0
1,,7.0,,5,1,1,2,4,0,27,25,0,0,0,1,0,0,0,0,0,0,0,7,8,1,0,0,1,1,05/18/2013,away,11320,551,Portland,9,True,4,2,2,win,679966,541,1209643,2013,,4 - 2,1209643.0,1.0
1,,1.0,,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,02/16/2013,home,11320,774,Western Mich.,9,True,7,1,6,win,658348,541,1209645,2013,,7 - 1,1209645.0,1.0
1,,1.0,,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,02/17/2013,home,11320,774,Western Mich.,9,True,10,6,4,win,658531,541,1209645,2013,,10 - 6,1209645.0,1.0
