App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,pickoffs,score,Pitches,player_id,division
1,,1.0,,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,1,3,0,03/06/2014,away,11620,631,Santa Clara,9,True,6,4,2,win,590267,756,1433443,2014,,6 - 4,0.0,1433443.0,1.0
1,,1.0,,1,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,1,4,1,03/08/2014,home,11620,534,Pacific,9,True,4,1,3,win,591028,756,1433443,2014,,4 - 1,0.0,1433443.0,1.0
1,,3.1,,3,2,2,1,3,0,14,11,0,0,1,0,0,0,0,1,0,1,1,,5,4,1,0,0,4,1,03/16/2014,away,11620,28,Arizona St.,11,True,4,3,1,win,593265,756,1433443,2014,,4 - 3,0.0,1433443.0,1.0
1,,1.1,,1,0,0,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,3,0,03/21/2014,home,11620,29,Arizona,9,True,8,7,1,win,594021,756,1433443,2014,,8 - 7,0.0,1433443.0,1.0
1,,0.1,,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,1,0,0,,1,0,0,0,0,3,0,03/22/2014,home,11620,29,Arizona,9,True,5,2,3,win,594374,756,1433443,2014,,5 - 2,0.0,1433443.0,1.0
1,,3.0,,0,0,0,1,2,0,10,9,0,0,0,0,0,0,0,0,0,0,0,,5,2,0,0,0,3,0,03/25/2014,home,11620,260,Gonzaga,9,True,7,1,6,win,595423,756,1433443,2014,,7 - 1,0.0,1433443.0,1.0
1,,3.1,,2,0,0,0,1,0,12,12,0,0,0,0,0,0,0,2,1,0,0,,3,6,0,0,0,2,0,03/30/2014,away,11620,657,Southern California,14,True,8,3,5,win,596564,756,1433443,2014,,8 - 3,39.0,1433443.0,1.0
1,,0.2,,5,4,4,0,1,0,7,7,0,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,4,0,04/04/2014,home,11620,529,Oregon,9,True,3,10,-7,loss,597673,756,1433443,2014,,3 - 10,0.0,1433443.0,1.0
1,,1.0,,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,3,0,04/11/2014,home,11620,674,Stanford,9,True,6,1,5,win,599890,756,1433443,2014,,6 - 1,0.0,1433443.0,1.0
1,,2.1,,1,0,0,0,1,0,8,8,0,0,0,0,0,0,0,2,0,0,0,,4,2,0,0,0,2,0,04/12/2014,home,11620,674,Stanford,9,True,7,2,5,win,600180,756,1433443,2014,,7 - 2,0.0,1433443.0,1.0
1,,3.0,,1,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,1,0,,4,5,0,0,1,2,0,04/18/2014,away,11620,107,California,9,True,6,2,4,win,602018,756,1433443,2014,,6 - 2,0.0,1433443.0,1.0
1,,2.0,,1,0,0,0,4,0,7,7,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,3,1,04/22/2014,away,11620,1356,Seattle U,9,True,0,1,-1,loss,603413,756,1433443,2014,,0 - 1,22.0,1433443.0,1.0
1,,0.2,,1,3,3,2,0,0,5,3,1,0,0,0,0,0,1,0,0,0,0,,2,0,0,1,0,2,0,04/25/2014,home,11620,754,Washington St.,9,True,4,6,-2,loss,604054,756,1433443,2014,,4 - 6,0.0,1433443.0,1.0
1,,0.2,,1,0,0,1,1,0,4,2,0,0,0,0,0,0,1,0,0,1,0,,1,0,0,0,0,2,0,04/27/2014,home,11620,754,Washington St.,9,True,2,1,1,win,3346882,756,1433443,2014,,2 - 1,0.0,1433443.0,1.0
1,,2.1,,0,0,0,0,1,0,7,7,0,0,0,0,0,0,0,2,0,0,0,,1,5,0,0,0,4,0,04/29/2014,home,11620,1356,Seattle U,9,True,3,6,-3,loss,605446,756,1433443,2014,,3 - 6,0.0,1433443.0,1.0
1,,3.0,,1,0,0,4,3,0,12,7,0,0,0,0,0,0,0,2,0,1,0,,3,1,0,0,0,3,1,05/02/2014,away,11620,732,Utah,9,True,8,4,4,win,605805,756,1433443,2014,,8 - 4,61.0,1433443.0,1.0
1,,2.0,,4,4,4,3,1,0,12,9,1,0,1,1,0,0,0,2,2,0,0,,1,3,0,0,0,3,0,05/04/2014,away,11620,732,Utah,9,True,21,17,4,win,606625,756,1433443,2014,,21 - 17,43.0,1433443.0,1.0
1,,3.0,,2,0,0,0,3,0,10,10,0,0,0,0,0,0,0,1,0,0,0,,2,3,0,0,0,2,0,05/09/2014,home,11620,61,Bethune-Cookman,9,True,4,0,4,win,607140,756,1433443,2014,,4 - 0,0.0,1433443.0,1.0
1,,3.0,,3,0,0,1,4,0,12,11,0,0,0,0,0,0,0,0,0,0,0,,1,3,0,0,0,1,1,05/13/2014,home,11620,1356,Seattle U,9,True,6,0,6,win,607821,756,1433443,2014,,6 - 0,0.0,1433443.0,1.0
1,,2.0,,1,0,0,2,4,0,9,7,0,0,0,0,1,0,0,0,0,0,0,,0,2,0,0,0,2,3,05/16/2014,away,11620,528,Oregon St.,9,True,4,2,2,win,608096,756,1433443,2014,,4 - 2,43.0,1433443.0,1.0
1,,3.0,,1,0,0,3,2,0,13,8,0,0,0,0,0,0,1,0,0,2,0,,4,3,0,0,0,2,1,05/18/2014,away,11620,528,Oregon St.,9,True,0,3,-3,loss,608419,756,1433443,2014,,0 - 3,53.0,1433443.0,1.0
1,,1.0,,3,2,2,1,1,0,7,5,1,0,0,0,0,0,1,3,3,0,1,,0,2,0,0,0,3,1,05/24/2014,home,11620,110,UCLA,9,True,3,6,-3,loss,608723,756,1433443,2014,,3 - 6,0.0,1433443.0,1.0
1,,2.0,,1,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,,2,4,0,0,0,2,0,05/25/2014,home,11620,110,UCLA,9,True,6,1,5,win,608798,756,1433443,2014,,6 - 1,0.0,1433443.0,1.0
1,,4.0,,2,0,0,0,4,0,15,14,1,0,0,0,0,1,0,0,0,0,0,,4,4,0,0,1,3,1,06/01/2014,home,11620,255,Georgia Tech,10,True,4,2,2,win,608931,756,1433443,2014,,4 - 2,0.0,1433443.0,1.0
1,,0.1,,1,0,0,0,1,0,2,2,0,1,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,5,0,06/02/2014,home,11620,433,Ole Miss,10,True,2,3,-1,loss,608935,756,1433443,2014,,2 - 3,0.0,1433443.0,1.0
1,,4.2,,9,3,2,1,1,0,25,22,1,0,0,0,0,2,0,0,0,0,0,,5,7,0,0,0,1,1,02/16/2014,home,11620,629,San Francisco,9,True,8,5,3,win,587341,111,1317962,2014,,8 - 5,0.0,1317962.0,1.0
1,,2.2,,2,4,3,4,2,0,15,9,0,0,0,2,0,1,0,0,0,0,1,,2,4,0,1,0,1,0,02/23/2014,away,11620,670,Texas St.,9,True,5,7,-2,loss,588470,111,1317962,2014,,5 - 7,65.0,1317962.0,1.0
1,,2.2,,4,4,4,3,4,0,15,12,0,1,0,1,0,0,0,0,0,0,0,,1,3,0,0,0,1,1,03/02/2014,away,11620,94,CSU Bakersfield,9,True,7,6,1,win,589803,111,1317962,2014,,7 - 6,53.0,1317962.0,1.0
1,,2.0,,0,1,1,3,2,0,9,5,0,0,0,0,0,0,0,0,0,1,0,,1,2,0,0,0,2,0,03/09/2014,home,11620,768,West Virginia,9,True,4,7,-3,loss,591143,111,1317962,2014,,4 - 7,0.0,1317962.0,1.0
1,,3.0,,0,2,0,3,2,0,12,6,0,0,0,0,0,1,0,0,0,1,1,,4,1,0,0,0,1,1,03/25/2014,home,11620,627,San Diego,9,True,8,13,-5,loss,595452,111,1317962,2014,,8 - 13,0.0,1317962.0,1.0
1,,1.0,,1,2,2,1,1,0,5,4,0,0,0,1,0,0,0,0,0,0,0,,2,0,0,0,0,1,0,04/08/2014,away,11620,626,San Diego St.,9,True,3,4,-1,loss,599128,111,1317962,2014,,3 - 4,25.0,1317962.0,1.0
1,,1.0,,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,6,0,05/18/2014,home,11620,99,Long Beach St.,9,True,2,12,-10,loss,608408,111,1317962,2014,,2 - 12,0.0,1317962.0,1.0
1,,1.0,,0,0,0,1,2,0,4,3,0,0,0,0,0,0,0,2,0,0,0,,0,1,0,0,0,4,0,02/14/2014,home,11620,521,Oklahoma St.,9,True,5,10,-5,loss,586966,2743,1433325,2014,,5 - 10,23.0,1433325.0,1.0
1,,3.0,,5,2,2,1,2,0,15,13,1,0,0,0,1,0,0,1,1,1,0,,4,3,0,0,0,2,0,02/20/2014,home,11620,260,Gonzaga,9,True,1,6,-5,loss,587754,2743,1433325,2014,,1 - 6,53.0,1433325.0,1.0
1,,1.0,,1,0,0,1,1,0,5,4,0,0,0,1,0,0,0,0,0,0,0,,0,2,0,0,0,5,0,02/22/2014,home,11620,513,Notre Dame,9,True,2,8,-6,loss,588382,2743,1433325,2014,,2 - 8,18.0,1433325.0,1.0
1,,3.2,,0,0,0,0,3,0,10,10,0,0,0,0,0,0,0,2,0,0,0,,1,6,0,0,0,3,0,02/28/2014,home,11620,361,LIU,9,True,3,5,-2,loss,589175,2743,1433325,2014,,3 - 5,38.0,1433325.0,1.0
1,,1.1,,4,3,3,0,1,0,9,7,0,0,0,0,0,1,0,1,0,0,1,,0,3,0,0,0,3,0,03/04/2014,away,11620,706,UTSA,9,True,4,10,-6,loss,590023,2743,1433325,2014,,4 - 10,28.0,1433325.0,1.0
1,,0.2,,3,2,2,0,0,0,5,5,0,0,0,1,0,0,0,1,1,0,0,,1,1,0,0,0,2,0,03/07/2014,home,11620,283,Hofstra,9,True,3,9,-6,loss,590397,2743,1433325,2014,,3 - 9,17.0,1433325.0,1.0
1,,1.1,,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,1,0,0,0,,1,2,1,0,0,2,0,03/08/2014,home,11620,283,Hofstra,9,True,8,3,5,win,590629,2743,1433325,2014,,8 - 3,26.0,1433325.0,1.0
1,,2.0,,1,0,0,1,1,0,8,7,0,0,0,0,0,0,0,0,0,0,0,,4,1,0,0,0,2,0,03/13/2014,home,11620,129,Central Mich.,9,True,0,3,-3,loss,592177,2743,1433325,2014,,0 - 3,28.0,1433325.0,1.0
1,,0.2,,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,1,0,1,,0,2,0,0,0,3,0,03/15/2014,home,11620,129,Central Mich.,9,True,1,12,-11,loss,593182,2743,1433325,2014,,1 - 12,8.0,1433325.0,1.0
1,,1.1,,1,0,0,3,1,0,8,5,0,0,0,0,0,0,1,2,1,0,0,,3,0,0,0,1,3,1,03/16/2014,home,11620,129,Central Mich.,9,True,5,2,3,win,593410,2743,1433325,2014,,5 - 2,37.0,1433325.0,1.0
1,,1.0,,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,2,0,03/28/2014,away,11620,2,Abilene Christian,9,True,11,3,8,win,595941,2743,1433325,2014,,11 - 3,12.0,1433325.0,1.0
1,,1.0,,1,0,0,2,1,0,5,3,0,0,0,1,0,0,0,0,0,0,0,,1,0,0,0,0,5,1,03/29/2014,away,11620,2,Abilene Christian,9,True,2,4,-2,loss,596148,2743,1433325,2014,,2 - 4,18.0,1433325.0,1.0
1,,0.2,,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,0,4,0,03/30/2014,away,11620,2,Abilene Christian,9,True,1,4,-3,loss,596581,2743,1433325,2014,,1 - 4,15.0,1433325.0,1.0
1,,1.0,,2,1,1,1,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,2,0,04/01/2014,away,11620,51,Baylor,9,True,2,5,-3,loss,597089,2743,1433325,2014,,2 - 5,24.0,1433325.0,1.0
1,,3.0,,1,0,0,1,2,0,11,10,1,0,0,0,0,0,0,0,0,0,0,,3,4,0,0,1,2,1,04/05/2014,home,11620,474,New Orleans,9,True,6,1,5,win,598208,2743,1433325,2014,,6 - 1,47.0,1433325.0,1.0
1,,2.0,,2,1,0,0,1,0,8,8,1,1,0,0,0,0,0,0,0,0,0,,4,1,0,0,0,3,1,04/08/2014,away,11620,536,UTRGV,9,True,14,3,11,win,599223,2743,1433325,2014,,14 - 3,24.0,1433325.0,1.0
1,,1.1,,1,2,2,1,2,0,7,5,0,0,0,0,0,1,0,0,0,0,0,,2,0,0,0,0,2,1,04/12/2014,away,11620,655,Southeastern La.,9,True,5,3,2,win,600204,2743,1433325,2014,,5 - 3,27.0,1433325.0,1.0
1,,1.0,,1,1,1,1,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,,2,1,0,0,0,2,0,04/13/2014,away,11620,655,Southeastern La.,9,True,4,5,-1,loss,601055,2743,1433325,2014,,4 - 5,16.0,1433325.0,1.0
1,,2.0,,2,2,2,2,2,0,12,6,0,0,0,2,0,2,0,3,0,0,2,,0,4,0,0,0,3,0,04/19/2014,home,11620,483,Nicholls,9,True,0,6,-6,loss,603018,2743,1433325,2014,,0 - 6,47.0,1433325.0,1.0
1,,1.0,,2,1,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,6,1,04/23/2014,home,11620,553,Prairie View,9,True,10,4,6,win,603652,2743,1433325,2014,,10 - 4,16.0,1433325.0,1.0
1,,0.0,,1,2,2,2,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,3,0,04/25/2014,away,11620,402,McNeese,9,True,2,6,-4,loss,604078,2743,1433325,2014,,2 - 6,11.0,1433325.0,1.0
1,,0.0,,2,1,1,2,0,0,4,2,0,1,0,0,0,0,2,0,0,0,0,,0,0,0,1,0,5,0,04/27/2014,away,11620,402,McNeese,10,True,8,9,-1,loss,605060,2743,1433325,2014,,8 - 9,14.0,1433325.0,1.0
1,,1.0,,2,1,1,0,1,0,5,4,0,0,0,0,0,0,0,0,0,1,0,,2,0,0,1,0,4,0,05/04/2014,home,11620,508,Northwestern St.,9,True,6,8,-2,loss,606827,2743,1433325,2014,,6 - 8,23.0,1433325.0,1.0
1,,0.2,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,3,0,05/10/2014,away,11620,1004,Central Ark.,9,True,4,5,-1,loss,607519,2743,1433325,2014,,4 - 5,5.0,1433325.0,1.0
1,,1.0,,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,3,1,05/17/2014,home,11620,2,Abilene Christian,9,True,5,3,2,win,608395,2743,1433325,2014,,5 - 3,14.0,1433325.0,1.0
1,,1.0,,1,1,1,1,1,0,6,3,0,0,0,0,0,1,0,0,0,1,0,,1,1,0,0,0,2,0,03/15/2014,away,11620,248,George Mason,9,True,2,5,-3,loss,592555,80,1527422,2014,,2 - 5,0.0,1527422.0,1.0
1,,2.1,,1,1,1,1,3,0,9,8,0,1,0,0,0,0,0,2,0,0,0,,3,1,0,0,0,2,1,03/23/2014,home,11620,368,UMass Lowell,9,True,9,3,6,win,595295,80,1527422,2014,,9 - 3,0.0,1527422.0,1.0
1,,0.2,,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,,1,1,0,0,0,2,0,04/01/2014,away,11620,540,Penn,9,True,2,3,-1,loss,597204,80,1527422,2014,,2 - 3,0.0,1527422.0,1.0
1,,1.1,,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,3,0,0,0,,1,0,1,0,0,5,2,04/03/2014,home,11620,639,Siena,9,True,14,7,7,win,597577,80,1527422,2014,,14 - 7,0.0,1527422.0,1.0
1,,2.0,,2,1,1,0,1,0,9,9,0,0,0,1,0,0,0,0,0,0,0,,4,1,0,0,0,1,1,04/03/2014,home,11620,639,Siena,9,True,4,3,1,win,597584,80,1527422,2014,,4 - 3,0.0,1527422.0,1.0
1,,0.2,,5,3,3,0,2,0,7,7,1,0,1,0,0,0,0,2,0,0,0,,0,0,0,1,0,2,2,04/06/2014,home,11620,167,Cornell,9,True,5,6,-1,loss,598911,80,1527422,2014,,5 - 6,0.0,1527422.0,1.0
1,,2.0,,4,4,4,3,0,0,11,8,0,0,1,0,0,0,1,0,0,0,0,,3,1,0,1,0,1,0,04/09/2014,away,11620,164,UConn,9,True,4,7,-3,loss,599389,80,1527422,2014,,4 - 7,0.0,1527422.0,1.0
1,,1.0,,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,4,0,04/13/2014,away,11620,275,Harvard,9,True,3,13,-10,loss,601162,80,1527422,2014,,3 - 13,0.0,1527422.0,1.0
1,,1.0,,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,0,04/16/2014,away,11620,285,Holy Cross,9,True,0,9,-9,loss,601544,80,1527422,2014,,0 - 9,15.0,1527422.0,1.0
1,,4.0,,5,1,0,0,1,0,17,16,0,0,0,0,0,0,0,0,0,1,0,,5,6,1,0,0,2,0,04/19/2014,home,11620,172,Dartmouth,10,True,7,6,1,win,602827,80,1527422,2014,,7 - 6,0.0,1527422.0,1.0
1,,0.1,,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,,0,1,0,0,0,4,0,02/21/2014,home,11620,459,UNC Greensboro,9,True,7,3,4,win,587814,255,1423136,2014,,7 - 3,9.0,1423136.0,1.0
1,,1.0,,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,7,1,03/07/2014,home,11620,749,Wake Forest,9,True,2,9,-7,loss,590351,255,1423136,2014,,2 - 9,13.0,1423136.0,1.0
1,,1.1,,1,0,0,2,1,0,7,5,0,0,0,1,0,0,0,0,0,0,0,,2,1,0,0,0,2,0,03/09/2014,home,11620,749,Wake Forest,9,True,5,1,4,win,591142,255,1423136,2014,,5 - 1,33.0,1423136.0,1.0
1,,1.2,,2,0,0,0,5,0,7,7,0,0,0,0,0,0,0,3,0,0,0,,0,0,0,0,1,7,1,03/11/2014,home,11620,769,Western Caro.,9,True,7,5,2,win,591718,255,1423136,2014,,7 - 5,32.0,1423136.0,1.0
1,,3.0,,0,0,0,1,2,0,9,8,0,0,0,1,0,0,0,2,1,0,0,,5,1,1,0,0,3,1,03/15/2014,home,11620,415,Miami (FL),9,True,13,7,6,win,592792,255,1423136,2014,,13 - 7,29.0,1423136.0,1.0
1,,2.2,,3,1,1,0,2,0,10,10,1,0,0,1,0,0,0,1,1,0,0,,2,3,1,0,0,4,0,03/18/2014,away,11620,1157,Kennesaw St.,9,True,8,7,1,win,593506,255,1423136,2014,,8 - 7,21.0,1423136.0,1.0
1,,3.2,,2,0,0,2,6,0,14,12,0,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,0,2,1,03/21/2014,away,11620,457,North Carolina,11,True,2,3,-1,loss,594054,255,1423136,2014,,2 - 3,59.0,1423136.0,1.0
1,,1.1,,1,1,1,1,3,0,6,5,0,0,0,1,0,0,0,3,0,0,0,,0,1,0,0,0,3,1,03/25/2014,home,11620,406,Mercer,9,True,1,4,-3,loss,595432,255,1423136,2014,,1 - 4,30.0,1423136.0,1.0
1,,4.1,,2,0,0,1,5,0,15,14,0,0,0,0,0,0,0,1,0,0,0,,7,0,0,0,0,2,2,03/28/2014,away,11620,545,Pittsburgh,13,True,3,4,-1,loss,595863,255,1423136,2014,,3 - 4,58.0,1423136.0,1.0
1,,0.1,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,,1,0,0,0,0,2,0,04/02/2014,home,11620,254,Georgia St.,9,True,7,3,4,win,597320,255,1423136,2014,,7 - 3,5.0,1423136.0,1.0
1,,1.0,,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,4,0,04/04/2014,home,11620,193,Duke,9,True,7,4,3,win,597628,255,1423136,2014,,7 - 4,11.0,1423136.0,1.0
1,,1.0,,2,0,0,0,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,3,0,04/06/2014,home,11620,193,Duke,9,True,1,0,1,win,598601,255,1423136,2014,,1 - 0,19.0,1423136.0,1.0
1,,2.0,,1,1,1,3,2,0,10,6,0,0,0,0,0,1,0,2,1,0,0,,2,1,0,0,0,2,0,04/11/2014,home,11620,234,Florida St.,9,True,5,3,2,win,599817,255,1423136,2014,,5 - 3,39.0,1423136.0,1.0
1,,2.2,,0,3,3,4,3,0,11,6,0,0,0,1,0,1,0,2,1,0,0,,2,1,0,1,0,2,1,04/13/2014,home,11620,234,Florida St.,9,True,4,5,-1,loss,600930,255,1423136,2014,,4 - 5,47.0,1423136.0,1.0
1,,0.2,,0,1,1,1,1,0,5,1,0,0,0,0,0,1,0,2,2,1,1,,0,1,0,0,0,2,1,04/18/2014,away,11620,392,Maryland,9,True,2,7,-5,loss,601935,255,1423136,2014,,2 - 7,18.0,1423136.0,1.0
1,,0.0,,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,3,0,04/19/2014,away,11620,392,Maryland,9,True,1,4,-3,loss,602475,255,1423136,2014,,1 - 4,1.0,1423136.0,1.0
1,,1.1,,0,0,0,1,1,0,5,2,0,0,0,0,0,0,0,2,1,2,0,,2,0,0,0,0,4,0,04/20/2014,away,11620,392,Maryland,12,True,13,6,7,win,603073,255,1423136,2014,,13 - 6,16.0,1423136.0,1.0
1,,2.0,,0,0,0,0,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,3,0,04/23/2014,home,11620,406,Mercer,10,True,3,4,-1,loss,603713,255,1423136,2014,,3 - 4,31.0,1423136.0,1.0
1,,1.2,,1,0,0,0,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,1,2,0,04/25/2014,away,11620,490,NC State,9,True,1,0,1,win,603967,255,1423136,2014,,1 - 0,21.0,1423136.0,1.0
1,,1.0,,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,6,0,04/27/2014,away,11620,490,NC State,9,True,1,7,-6,loss,604955,255,1423136,2014,,1 - 7,10.0,1423136.0,1.0
1,,0.2,,2,1,1,1,0,0,6,4,0,0,0,0,0,1,0,1,1,0,0,,2,0,0,0,0,2,0,05/02/2014,home,11620,742,Virginia Tech,11,True,7,6,1,win,605804,255,1423136,2014,,7 - 6,27.0,1423136.0,1.0
1,,2.0,,1,0,0,1,2,0,7,6,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,1,2,0,05/03/2014,home,11620,742,Virginia Tech,9,True,3,1,2,win,606082,255,1423136,2014,,3 - 1,34.0,1423136.0,1.0
1,,2.0,,1,0,0,0,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,,5,0,1,0,0,2,0,05/06/2014,home,11620,2711,North Florida,9,True,9,6,3,win,606922,255,1423136,2014,,9 - 6,27.0,1423136.0,1.0
1,,1.2,,2,0,0,1,1,0,8,7,0,0,0,0,0,0,0,2,2,0,0,,1,3,0,0,0,2,0,05/09/2014,away,11620,746,Virginia,9,True,3,4,-1,loss,607160,255,1423136,2014,,3 - 4,0.0,1423136.0,1.0
1,,2.0,,2,1,1,4,3,0,12,8,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,0,2,0,05/11/2014,away,11620,746,Virginia,9,True,1,3,-2,loss,607632,255,1423136,2014,,1 - 3,0.0,1423136.0,1.0
1,,1.1,,0,0,0,1,2,0,5,4,0,0,0,0,0,0,0,1,0,0,0,,1,1,0,0,1,3,1,05/13/2014,home,11620,257,Georgia,9,True,2,0,2,win,607832,255,1423136,2014,,2 - 0,0.0,1423136.0,1.0
1,,4.0,,3,0,0,0,4,0,15,15,0,0,0,0,0,0,0,0,0,0,0,,4,4,0,0,1,2,1,05/16/2014,home,11620,651,South Fla.,9,True,3,0,3,win,608086,255,1423136,2014,,3 - 0,58.0,1423136.0,1.0
1,,3.0,,4,0,0,3,0,0,14,11,0,0,0,0,0,0,0,3,2,0,0,,5,2,1,0,0,2,0,05/20/2014,home,11620,749,Wake Forest,9,True,5,3,2,win,608474,255,1423136,2014,,5 - 3,50.0,1423136.0,1.0
1,,4.0,,3,0,0,0,6,0,15,15,0,0,0,0,0,0,0,0,0,0,0,,4,2,0,0,1,2,1,05/23/2014,home,11620,147,Clemson,9,True,3,0,3,win,608669,255,1423136,2014,,3 - 0,0.0,1423136.0,1.0
1,,1.0,,1,0,0,1,1,0,5,3,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,0,0,5,0,05/25/2014,home,11620,392,Maryland,9,True,9,4,5,win,608812,255,1423136,2014,,9 - 4,24.0,1423136.0,1.0
1,,2.2,,3,0,0,1,1,0,10,8,0,0,0,0,0,0,0,1,0,1,0,,4,1,0,0,0,2,0,06/01/2014,home,11620,315,Jacksonville St.,9,True,4,2,2,win,608930,255,1423136,2014,,4 - 2,0.0,1423136.0,1.0
1,,1.0,,2,1,0,0,2,0,6,6,1,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,6,0,03/07/2014,home,11620,812,Xavier,9,True,1,16,-15,loss,590354,254,1528739,2014,,1 - 16,0.0,1528739.0,1.0
1,,0.2,,0,1,1,3,2,0,5,2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,8,0,03/12/2014,home,11620,639,Siena,9,True,19,5,14,win,591951,254,1528739,2014,,19 - 5,0.0,1528739.0,1.0
1,,3.1,,7,5,4,1,3,0,21,17,0,0,1,0,1,3,0,0,0,0,0,,4,3,0,1,0,1,3,02/15/2014,away,11620,31,Arkansas,9,True,6,7,-1,loss,586994,27,998404,2014,,6 - 7,66.0,998404.0,1.0
1,,5.2,,7,6,2,4,2,0,31,23,2,0,0,0,1,1,0,0,0,2,1,,9,5,0,1,0,1,0,02/22/2014,away,11620,490,NC State,9,True,0,7,-7,loss,588001,27,998404,2014,,0 - 7,97.0,998404.0,1.0
1,,8.0,,7,1,0,2,6,0,34,29,1,0,0,0,0,3,0,0,0,0,0,,13,3,1,0,0,1,3,03/01/2014,home,11620,418,Michigan,9,True,4,1,3,win,589542,27,998404,2014,,4 - 1,117.0,998404.0,1.0
1,,7.0,,8,2,2,3,2,0,31,28,2,0,0,0,0,0,0,0,0,0,0,,12,6,1,0,0,1,1,03/08/2014,home,11620,456,UNC Asheville,9,True,7,2,5,win,590854,27,998404,2014,,7 - 2,107.0,998404.0,1.0
1,,8.0,,9,0,0,2,1,0,33,30,0,0,0,0,0,1,0,0,0,0,0,,12,7,1,0,0,1,0,03/15/2014,home,11620,331,Kent St.,9,True,8,0,8,win,593045,27,998404,2014,,8 - 0,114.0,998404.0,1.0
1,,7.0,,5,2,2,2,3,0,30,24,1,0,0,0,0,3,0,0,0,1,0,,10,6,1,0,0,1,0,03/22/2014,away,11620,253,Ga. Southern,9,True,3,2,1,win,594372,27,998404,2014,,3 - 2,98.0,998404.0,1.0
1,,9.0,,9,4,4,3,2,0,37,32,0,0,0,0,0,0,0,0,0,0,2,,14,9,1,0,0,1,0,03/29/2014,home,11620,459,UNC Greensboro,9,True,15,4,11,win,596111,27,998404,2014,,15 - 4,98.0,998404.0,1.0
1,,7.0,,10,3,3,2,4,0,31,28,1,1,1,0,0,1,0,0,0,0,0,,9,4,1,0,0,1,1,04/05/2014,away,11620,2915,Wofford,9,True,13,4,9,win,597832,27,998404,2014,,13 - 4,105.0,998404.0,1.0
