App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,pickoffs,score,player_id,division
1,0.0,2.0,0.0,0,0,0,1,1,0,7,6,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,5,0,02/25/2023,neutral,16340,609,Saint Louis,9,True,3,8,-5,loss,2391870,428,1781460,2023,0.0,,1781460.0,1.0
1,1.0,4.0,0.0,3,2,2,1,0,0,16,15,0,0,0,0,0,0,0,0,0,0,0,10,2,0,1,0,1,0,03/01/2023,home,16340,797,Milwaukee,9,True,0,3,-3,loss,2392572,428,1781460,2023,0.0,,1781460.0,1.0
1,1.0,5.0,0.0,6,2,2,0,7,0,19,19,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,3,03/07/2023,home,16340,503,NIU,9,True,5,3,2,win,2393933,428,1781460,2023,0.0,,1781460.0,1.0
1,1.0,6.2,0.0,5,2,2,2,6,0,29,25,2,0,0,0,0,2,0,0,0,0,0,4,10,0,0,0,1,4,03/14/2023,home,16340,260,Gonzaga,15,True,4,6,-2,loss,2395509,428,1781460,2023,0.0,,1781460.0,1.0
1,1.0,6.0,0.0,8,3,3,1,3,0,25,23,1,1,0,0,0,1,0,0,0,0,0,8,5,1,0,0,1,1,03/21/2023,away,16340,299,Illinois St.,9,True,10,3,7,win,2397020,428,1781460,2023,0.0,,1781460.0,1.0
1,0.0,2.0,0.0,2,2,1,0,2,0,9,9,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,3,1,04/01/2023,away,16340,518,Ohio St.,9,True,2,6,-4,loss,2399422,428,1781460,2023,0.0,,1781460.0,1.0
1,1.0,5.0,0.0,7,4,3,0,3,0,23,22,1,2,0,1,1,1,0,0,0,0,0,10,2,0,1,0,1,0,04/08/2023,home,16340,559,Purdue,9,True,3,15,-12,loss,2401126,428,1781460,2023,0.0,,1781460.0,1.0
1,0.0,5.0,0.0,4,3,3,4,7,0,24,18,1,0,0,1,1,1,0,0,0,0,0,3,4,0,0,0,2,0,04/14/2023,home,16340,312,Iowa,9,True,2,7,-5,loss,2428972,428,1781460,2023,0.0,,1781460.0,1.0
1,0.0,2.0,0.0,6,5,5,3,1,0,14,11,2,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,2,0,04/21/2023,away,16340,301,Illinois,9,True,3,9,-6,loss,2403474,428,1781460,2023,0.0,,1781460.0,1.0
1,1.0,6.0,0.0,4,4,1,3,3,0,27,24,0,1,0,0,1,0,0,0,0,0,0,10,4,1,0,0,1,1,04/26/2023,home,16340,620,St. Thomas (MN),9,True,9,4,5,win,2404579,428,1781460,2023,0.0,,1781460.0,1.0
1,1.0,4.1,0.0,6,6,3,2,4,0,24,19,4,0,0,1,2,2,0,0,0,0,1,4,4,0,0,0,1,1,05/16/2023,home,16340,649,South Dakota St.,9,True,9,6,3,win,2400135,428,1781460,2023,0.0,,1781460.0,1.0
1,1.0,2.2,0.0,7,10,7,0,6,0,21,16,1,0,0,1,1,5,0,0,0,0,0,0,2,0,1,0,1,2,02/25/2023,away,16340,94,CSU Bakersfield,9,True,4,15,-11,loss,2391627,381,1862964,2023,0.0,,1862964.0,1.0
1,1.0,0.1,0.0,0,3,3,4,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,03/11/2023,away,16340,703,Texas,9,True,4,10,-6,loss,2394537,381,1862964,2023,0.0,,1862964.0,1.0
1,1.0,4.0,0.0,2,2,2,3,2,0,18,13,0,0,0,1,0,1,0,0,0,0,1,5,5,0,0,0,1,0,03/29/2023,away,16340,361,LIU,9,True,4,6,-2,loss,2398646,381,1862964,2023,0.0,,1862964.0,1.0
1,1.0,1.1,0.0,1,3,1,4,1,0,10,5,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,04/22/2023,home,16340,386,Marist,10,True,6,5,1,win,2403553,381,1862964,2023,0.0,,1862964.0,1.0
1,1.0,4.2,0.0,3,2,2,3,4,0,20,16,0,0,0,1,0,1,0,0,0,0,0,4,5,0,0,0,1,2,04/28/2023,away,16340,639,Siena,9,True,10,2,8,win,2431633,381,1862964,2023,0.0,,1862964.0,1.0
1,1.0,3.0,0.0,5,3,3,2,1,0,14,11,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,1,1,05/06/2023,home,16340,450,Mount St. Mary's,9,True,9,7,2,win,2406258,381,1862964,2023,0.0,,1862964.0,1.0
1,1.0,5.2,0.0,5,2,2,1,5,0,24,21,1,0,0,1,0,2,0,0,0,0,0,7,4,0,0,0,1,3,05/13/2023,away,16340,116,Canisius,9,True,2,4,-2,loss,2407051,381,1862964,2023,0.0,,1862964.0,1.0
1,1.0,7.0,0.0,1,0,0,0,7,0,23,23,0,0,0,0,0,0,0,0,0,0,0,7,7,1,0,0,1,2,05/19/2023,home,16340,576,Rider,9,True,5,1,4,win,2407492,381,1862964,2023,0.0,,1862964.0,1.0
1,1.0,1.2,0.0,5,5,5,3,2,0,13,9,1,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,1,0,05/25/2023,neutral,16340,220,Fairfield,9,True,7,8,-1,loss,2435969,381,1862964,2023,0.0,,1862964.0,1.0
1,0.0,3.0,0.0,0,0,0,1,7,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,02/17/2023,away,16340,1068,Elon,9,True,0,2,-2,loss,2390294,334,1869850,2023,0.0,,1869850.0,1.0
1,0.0,5.0,0.0,1,0,0,0,2,0,16,15,0,0,0,0,0,1,0,0,0,0,0,8,4,1,0,0,2,1,03/04/2023,home,16340,305,Indiana St.,9,True,4,2,2,win,2392607,334,1869850,2023,0.0,,1869850.0,1.0
1,1.0,6.0,0.0,7,2,2,0,3,0,25,24,0,0,0,1,0,1,0,0,0,0,0,8,6,0,0,0,1,1,03/10/2023,away,16340,659,Southern Ill.,10,True,5,4,1,win,2394478,334,1869850,2023,0.0,,1869850.0,1.0
1,1.0,4.1,0.0,5,5,4,4,3,0,23,19,0,0,0,1,0,0,0,0,0,0,0,8,2,0,0,0,1,0,03/17/2023,home,16340,430,Mississippi St.,10,True,6,5,1,win,2395786,334,1869850,2023,0.0,,1869850.0,1.0
1,0.0,5.0,0.0,3,1,1,0,4,0,17,17,0,0,0,0,1,0,0,0,0,0,0,6,4,0,0,0,2,4,03/24/2023,away,16340,8,Alabama,12,True,4,3,1,win,2397294,334,1869850,2023,0.0,,1869850.0,1.0
1,0.0,4.0,0.0,6,4,4,2,2,0,21,17,1,0,1,1,0,1,0,0,0,0,1,1,8,0,0,0,2,1,04/07/2023,away,16340,257,Georgia,9,True,7,4,3,win,2400697,334,1869850,2023,0.0,,1869850.0,1.0
1,0.0,3.0,0.0,3,3,3,2,3,0,15,11,1,0,0,1,0,2,0,1,0,0,0,3,2,1,0,0,2,0,04/14/2023,away,16340,365,LSU,9,True,13,10,3,win,2401726,334,1869850,2023,0.0,,1869850.0,1.0
