date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season,GS,pitches,CG,pickoffs,division
03/23/2012,home,10942,639,Siena,9,True,7,3,4,win,7 - 3,764695,116,1,1.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,2,0,1196897,2012,,,,,
03/27/2012,away,10942,596,St. Bonaventure,9,True,4,3,1,win,4 - 3,766076,116,1,1.1,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,2,0,0,0,0.0,0,2,0,0,1,5,1,1196897,2012,,,,,
03/31/2012,home,10942,576,Rider,9,True,6,5,1,win,6 - 5,767349,116,1,1.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12.0,1,0,0,0,1,4,0,1196897,2012,,,,,
04/04/2012,home,10942,167,Cornell,9,True,7,3,4,win,7 - 3,768804,116,1,1.0,1,0,0,2,2,0,6,4,0,0,0,0,0,0,0,0,0,0,0,32.0,1,0,0,0,0,4,1,1196897,2012,,,,,
04/07/2012,away,10942,539,Penn St.,11,True,3,4,-1,loss,3 - 4,769681,116,1,2.2,2,1,1,2,1,0,12,8,0,0,0,0,0,1,0,2,0,1,0,48.0,4,2,0,1,0,3,0,1196897,2012,,,,,
04/14/2012,away,10942,617,Saint Peter's,9,True,6,3,3,win,6 - 3,772185,116,1,1.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11.0,0,1,0,0,1,3,1,1196897,2012,,,,,
04/18/2012,away,10942,86,Buffalo,9,True,14,4,10,win,14 - 4,773437,116,1,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,7,0,1196897,2012,,,,,
04/21/2012,home,10942,381,Manhattan,9,True,2,3,-1,loss,2 - 3,774269,116,1,0.2,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,2,0,0,0,11.0,1,0,0,0,0,4,0,1196897,2012,,,,,
04/22/2012,home,10942,381,Manhattan,9,True,4,1,3,win,4 - 1,775338,116,1,0.2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,9.0,1,0,0,0,1,4,1,1196897,2012,,,,,
04/28/2012,away,10942,220,Fairfield,9,True,5,2,3,win,5 - 2,776718,116,1,1.0,0,0,0,0,1,0,4,3,0,0,0,0,0,1,0,0,0,0,0,18.0,0,2,0,0,1,3,1,1196897,2012,,,,,
05/01/2012,home,10942,596,St. Bonaventure,9,True,10,1,9,win,10 - 1,777520,116,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0,1,0,0,0,7,0,1196897,2012,,,,,
05/05/2012,home,10942,310,Iona,9,True,7,0,7,win,7 - 0,778457,116,1,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,3,0,1196897,2012,,,,,
05/12/2012,away,10942,386,Marist,9,True,4,2,2,win,4 - 2,779490,116,1,1.2,0,0,0,4,2,0,9,5,0,0,0,0,0,0,0,2,1,0,0,41.0,0,3,0,0,1,3,0,1196897,2012,,,,,
05/18/2012,away,10942,482,Niagara,9,True,7,5,2,win,7 - 5,780031,116,1,1.1,0,0,0,2,1,0,7,4,0,0,0,0,0,1,0,0,0,0,0,27.0,1,2,1,0,0,5,0,1196897,2012,,,,,
05/24/2012,home,10942,220,Fairfield,9,True,2,1,1,win,2 - 1,780602,116,1,0.2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,7.0,0,1,1,0,0,3,0,1196897,2012,,,,,
05/26/2012,home,10942,381,Manhattan,10,True,4,5,-1,loss,4 - 5,780752,116,1,2.0,4,2,2,2,3,0,12,9,1,1,1,0,0,1,1,2,2,0,0,0.0,1,1,0,1,0,2,1,1196897,2012,,,,,
05/27/2012,home,10942,381,Manhattan,11,True,2,3,-1,loss,2 - 3,780784,116,1,0.2,1,0,0,0,1,0,3,3,0,0,0,1,1,0,0,1,1,0,0,0.0,1,0,0,0,0,7,1,1196897,2012,,,,,
02/18/2012,home,10942,606,Saint Joseph's,9,True,2,10,-8,loss,2 - 10,756081,116,1,1.0,2,1,1,2,0,0,6,4,0,0,0,0,0,0,0,2,2,0,0,0.0,1,1,0,1,0,2,0,1196899,2012,,,,,
02/26/2012,away,10942,193,Duke,11,True,6,4,2,win,6 - 4,757385,116,1,1.0,2,2,2,0,0,0,6,5,0,2,0,0,0,1,0,0,0,0,0,26.0,0,3,0,0,0,2,0,1196899,2012,,,,,
03/07/2012,home,10942,86,Buffalo,9,True,24,12,12,win,24 - 12,759781,116,1,3.2,2,0,0,0,2,0,13,13,0,0,0,1,0,0,0,0,0,0,0,0.0,4,4,1,0,0,3,0,1196899,2012,,,,,
03/10/2012,away,10942,334,Kentucky,9,True,5,7,-2,loss,5 - 7,760435,116,1,2.0,1,0,0,1,2,0,9,8,0,0,0,1,0,0,0,0,0,0,0,27.0,1,3,0,0,0,2,0,1196899,2012,,,,,
03/14/2012,away,10942,414,Miami (OH),9,True,10,13,-3,loss,10 - 13,761911,116,1,3.2,8,6,6,0,1,0,19,19,1,1,1,0,0,0,0,0,0,0,0,53.0,6,4,0,0,0,1,1,1196899,2012,,,,,
03/18/2012,away,10942,175,Dayton,10,True,7,8,-1,loss,7 - 8,763511,116,1,1.0,1,0,0,1,0,0,6,3,0,0,0,1,0,0,0,2,1,2,0,15.0,2,1,0,0,0,3,0,1196899,2012,,,,,
03/25/2012,home,10942,639,Siena,9,True,4,5,-1,loss,4 - 5,765631,116,1,2.0,1,0,0,0,1,0,6,6,1,0,0,0,0,0,0,0,0,0,0,12.0,2,2,0,0,0,4,0,1196899,2012,,,,,
03/28/2012,home,10942,86,Buffalo,9,True,8,6,2,win,8 - 6,766337,116,1,2.0,1,0,0,0,1,0,6,6,0,0,0,0,0,0,0,1,0,0,0,22.0,4,0,0,0,1,4,1,1196899,2012,,,,,
03/31/2012,home,10942,576,Rider,9,True,6,5,1,win,6 - 5,767349,116,1,0.2,4,3,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,26.0,1,1,1,0,0,3,0,1196899,2012,,,,,
04/10/2012,away,10942,86,Buffalo,9,True,4,13,-9,loss,4 - 13,770640,116,1,2.1,7,6,6,2,4,0,19,14,3,0,0,0,0,3,0,0,0,0,0,0.0,1,2,0,0,0,2,0,1196899,2012,,,,,
04/18/2012,away,10942,86,Buffalo,9,True,14,4,10,win,14 - 4,773437,116,1,0.2,0,0,0,0,1,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0.0,0,1,0,0,0,6,0,1196899,2012,,,,,
04/22/2012,home,10942,381,Manhattan,9,True,0,7,-7,loss,0 - 7,775264,116,1,2.1,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,1,0,0,0,27.0,3,4,0,0,0,2,0,1196899,2012,,,,,
04/24/2012,away,10942,5,Akron,9,True,10,6,4,win,10 - 6,775431,116,1,1.0,2,1,1,1,1,0,7,5,0,0,0,1,0,1,0,0,0,0,0,32.0,1,1,0,0,0,4,1,1196899,2012,,,,,
05/01/2012,home,10942,596,St. Bonaventure,9,True,10,1,9,win,10 - 1,777520,116,1,0.1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,9.0,1,0,0,0,0,4,0,1196899,2012,,,,,
05/12/2012,away,10942,386,Marist,9,True,0,9,-9,loss,0 - 9,779519,116,1,1.0,1,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,8.0,3,0,0,0,0,3,0,1196899,2012,,,,,
02/18/2012,home,10942,388,Marshall,9,True,7,5,2,win,7 - 5,756079,116,1,6.2,8,3,2,1,6,0,29,27,0,0,2,1,0,0,0,0,0,1,0,0.0,4,9,1,0,0,1,1,1196900,2012,,,,,
02/25/2012,away,10942,193,Duke,9,True,1,10,-9,loss,1 - 10,757115,116,1,4.1,5,6,6,5,4,0,26,17,1,1,0,0,0,3,0,0,0,0,1,102.0,5,4,0,1,0,1,1,1196900,2012,,,,,
03/02/2012,home,10942,361,LIU,9,True,8,3,5,win,8 - 3,758285,116,1,5.0,6,3,1,2,7,0,25,21,0,0,0,1,1,1,0,0,0,0,1,0.0,4,4,1,0,0,1,3,1196900,2012,,,,,
03/10/2012,away,10942,334,Kentucky,9,True,5,7,-2,loss,5 - 7,760435,116,1,6.0,11,7,7,3,1,0,29,24,1,0,1,0,0,1,0,0,0,1,0,102.0,6,7,0,1,0,1,1,1196900,2012,,,,,
03/17/2012,home,10942,514,Oakland,9,True,0,1,-1,loss,0 - 1,763243,116,1,8.1,3,1,0,1,7,0,31,28,0,0,0,1,0,1,0,0,0,1,0,0.0,7,10,0,1,0,1,2,1196900,2012,,,,,
03/23/2012,home,10942,639,Siena,9,True,9,3,6,win,9 - 3,764661,116,1,8.0,7,3,3,1,5,0,32,30,2,0,0,0,0,1,0,0,0,0,0,0.0,8,9,1,0,0,1,2,1196900,2012,,,,,
03/31/2012,home,10942,576,Rider,9,True,6,5,1,win,6 - 5,767349,116,1,6.2,5,2,2,3,7,0,28,22,0,0,0,1,0,2,0,0,0,1,0,120.0,6,5,0,0,0,1,2,1196900,2012,,,,,
04/06/2012,away,10942,539,Penn St.,9,True,5,15,-10,loss,5 - 15,769063,116,1,5.1,7,10,5,4,3,0,29,23,3,0,1,0,0,1,0,0,0,1,0,103.0,7,6,0,1,0,1,1,1196900,2012,,,,,
04/14/2012,away,10942,617,Saint Peter's,9,True,6,3,3,win,6 - 3,772185,116,1,7.0,7,2,1,0,9,0,31,29,2,0,0,0,0,2,0,0,0,0,0,105.0,7,5,1,0,0,1,1,1196900,2012,,,,,
04/21/2012,home,10942,381,Manhattan,9,True,2,3,-1,loss,2 - 3,774269,116,1,7.0,7,3,3,3,6,0,33,27,2,0,0,0,0,2,0,0,0,1,0,116.0,7,8,0,1,0,1,1,1196900,2012,,,,,
04/28/2012,away,10942,220,Fairfield,9,True,5,2,3,win,5 - 2,776718,116,1,6.2,4,2,1,5,5,0,31,23,0,0,0,1,0,2,0,0,0,0,1,118.0,5,8,1,0,0,1,0,1196900,2012,,,,,
05/04/2012,home,10942,310,Iona,9,True,2,6,-4,loss,2 - 6,777969,116,1,6.0,3,3,3,5,3,0,27,20,1,0,0,1,0,2,0,0,0,0,0,109.0,3,11,0,1,0,1,2,1196900,2012,,,,,
05/12/2012,away,10942,386,Marist,9,True,4,2,2,win,4 - 2,779490,116,1,7.0,8,1,1,2,3,0,29,27,0,0,0,0,0,0,0,0,0,0,0,110.0,6,10,1,0,0,1,0,1196900,2012,,,,,
05/18/2012,away,10942,482,Niagara,9,True,7,5,2,win,7 - 5,780031,116,1,3.2,4,3,2,0,3,0,16,14,1,0,1,0,0,1,0,0,0,1,0,55.0,3,4,0,0,0,2,1,1196900,2012,,,,,
05/24/2012,home,10942,220,Fairfield,9,True,2,1,1,win,2 - 1,780602,116,1,8.0,5,1,1,2,6,0,32,26,0,0,0,0,0,3,0,0,0,1,0,122.0,5,11,0,0,0,1,5,1196900,2012,,,,,
05/27/2012,home,10942,381,Manhattan,11,True,2,3,-1,loss,2 - 3,780784,116,1,2.0,1,0,0,0,1,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0.0,2,3,0,0,0,5,0,1196900,2012,,,,,
04/24/2012,home,10942,635,Seton Hall,9,True,3,15,-12,loss,3 - 15,775490,439,1,1.0,1,1,1,1,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,17.0,1,2,0,0,0,7,0,1196928,2012,,,,,
02/18/2012,home,10942,817,Youngstown St.,9,True,14,2,12,win,14 - 2,765830,439,1,5.0,4,2,2,2,2,0,21,19,3,0,0,0,0,0,0,0,0,0,0,79.0,4,8,1,0,0,1,1,1196931,2012,,,,,
02/26/2012,away,10942,746,Virginia,9,True,1,13,-12,loss,1 - 13,757430,439,1,1.0,6,5,5,1,0,0,10,8,1,0,1,0,0,1,0,2,2,0,0,0.0,1,1,0,0,0,2,0,1196931,2012,,,,,
03/04/2012,away,10942,740,VCU,9,True,3,5,-2,loss,3 - 5,759071,439,1,4.0,7,4,4,1,2,0,18,16,4,0,0,0,1,0,0,0,0,0,1,65.0,1,7,0,1,0,1,0,1196931,2012,,,,,
03/13/2012,away,10942,254,Georgia St.,9,True,8,3,5,win,8 - 3,761619,439,1,7.0,5,1,1,1,1,0,26,25,1,0,0,0,1,0,0,0,0,0,0,78.0,10,9,1,0,0,1,0,1196931,2012,,,,,
03/18/2012,home,10942,222,Fairleigh Dickinson,9,True,8,12,-4,loss,8 - 12,763382,439,1,1.1,6,6,6,2,1,0,12,8,1,0,0,0,0,0,0,0,0,1,1,38.0,1,2,0,0,0,1,0,1196931,2012,,,,,
03/24/2012,away,10942,748,Wagner,9,True,7,4,3,win,7 - 4,765340,439,1,8.0,9,4,3,0,1,0,32,30,1,1,0,0,0,0,0,0,0,2,0,95.0,9,13,1,0,0,1,1,1196931,2012,,,,,
04/06/2012,home,10942,562,Quinnipiac,9,True,6,1,5,win,6 - 1,769546,439,1,7.0,5,1,0,1,4,0,26,25,1,0,0,0,0,0,0,0,0,0,0,93.0,6,10,1,0,0,1,1,1196931,2012,,,,,
04/14/2012,away,10942,127,Central Conn. St.,9,True,1,6,-5,loss,1 - 6,772415,439,1,5.2,11,6,6,4,0,0,31,26,3,0,2,0,0,0,0,0,0,1,0,0.0,8,7,0,1,0,1,0,1196931,2012,,,,,
04/21/2012,home,10942,450,Mount St. Mary's,9,True,5,4,1,win,5 - 4,774713,439,1,2.0,6,3,3,1,1,0,13,10,0,0,0,0,0,0,0,0,0,1,1,42.0,3,2,0,0,0,1,0,1196931,2012,,,,,
04/24/2012,home,10942,635,Seton Hall,9,True,3,15,-12,loss,3 - 15,775490,439,1,1.0,3,5,5,2,0,0,8,5,1,0,0,0,0,0,0,2,0,1,0,29.0,2,1,0,0,0,3,0,1196931,2012,,,,,
04/28/2012,away,10942,361,LIU,9,True,5,4,1,win,5 - 4,776411,439,1,3.2,4,2,2,2,4,0,18,15,0,0,1,0,0,0,0,0,0,0,1,71.0,6,1,0,0,0,1,1,1196931,2012,,,,,
05/04/2012,home,10942,81,Bryant,12,True,5,6,-1,loss,5 - 6,777794,439,1,2.2,1,1,0,1,3,0,11,8,0,0,0,0,0,0,0,0,0,1,1,45.0,1,4,0,0,0,2,2,1196931,2012,,,,,
05/06/2012,home,10942,81,Bryant,9,True,4,3,1,win,4 - 3,778583,439,1,2.0,1,1,1,0,1,0,7,5,0,0,0,0,0,0,0,0,0,1,1,26.0,2,3,0,0,0,3,0,1196931,2012,,,,,
05/10/2012,away,10942,590,Sacred Heart,9,True,2,3,-1,loss,2 - 3,779051,439,1,1.0,4,2,2,0,1,0,7,7,1,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,0,2,0,1196931,2012,,,,,
05/12/2012,away,10942,590,Sacred Heart,9,True,9,11,-2,loss,9 - 11,779405,439,1,2.0,0,0,0,0,2,0,6,6,0,0,0,0,0,0,0,2,1,0,0,0.0,3,1,0,0,0,2,0,1196931,2012,,,,,
05/18/2012,home,10942,590,Sacred Heart,9,True,0,6,-6,loss,0 - 6,780210,439,1,1.1,1,1,1,2,0,0,8,5,0,0,0,0,0,1,0,2,0,0,0,19.0,1,3,0,0,0,2,0,1196931,2012,,,,,
02/17/2012,home,10942,810,Wright St.,9,True,10,2,8,win,10 - 2,755723,439,1,2.0,3,1,1,0,2,0,9,9,2,0,0,0,0,0,0,0,0,0,0,29.0,0,4,0,0,0,2,0,1196936,2012,,,,,
02/26/2012,away,10942,746,Virginia,9,True,1,13,-12,loss,1 - 13,757430,439,1,4.2,8,7,7,2,1,0,26,20,2,1,0,0,0,2,0,0,0,2,0,0.0,5,7,0,1,0,1,0,1196936,2012,,,,,
03/03/2012,away,10942,740,VCU,9,True,6,4,2,win,6 - 4,758348,439,1,1.0,1,1,0,1,2,0,6,4,0,0,0,0,0,1,0,0,0,0,0,27.0,0,1,0,0,1,2,1,1196936,2012,,,,,
03/04/2012,away,10942,740,VCU,9,True,3,5,-2,loss,3 - 5,759071,439,1,4.0,4,1,1,0,4,0,17,16,3,0,0,0,0,1,0,0,0,0,0,56.0,4,4,0,0,0,2,4,1196936,2012,,,,,
03/09/2012,away,10942,716,Troy,9,True,5,6,-1,loss,5 - 6,760108,439,1,0.2,2,1,1,2,1,0,6,4,1,0,0,0,0,0,1,0,0,0,0,30.0,0,1,0,1,0,4,0,1196936,2012,,,,,
03/11/2012,away,10942,716,Troy,9,True,5,1,4,win,5 - 1,761098,439,1,8.1,6,1,1,4,4,0,34,29,2,0,0,1,0,1,0,0,0,0,0,121.0,7,12,1,0,0,1,2,1196936,2012,,,,,
03/17/2012,home,10942,222,Fairleigh Dickinson,9,True,3,1,2,win,3 - 1,763110,439,1,7.0,6,1,1,1,5,0,31,26,0,0,0,0,0,3,0,0,0,0,1,92.0,11,4,1,0,0,1,0,1196936,2012,,,,,
03/23/2012,away,10942,748,Wagner,9,True,2,9,-7,loss,2 - 9,764692,439,1,3.1,4,5,5,1,1,0,16,13,1,0,0,1,0,1,0,0,0,1,0,61.0,4,4,0,1,0,1,1,1196936,2012,,,,,
03/27/2012,away,10942,617,Saint Peter's,9,True,3,6,-3,loss,3 - 6,766113,439,1,0.2,2,1,1,1,1,0,5,4,0,0,0,0,0,0,0,2,2,0,0,18.0,0,1,0,0,0,4,1,1196936,2012,,,,,
04/01/2012,away,10942,690,Temple,9,True,1,7,-6,loss,1 - 7,767791,439,1,4.0,7,3,3,0,3,0,19,19,3,0,0,0,0,0,0,0,0,0,0,65.0,3,6,0,0,0,2,2,1196936,2012,,,,,
04/06/2012,home,10942,562,Quinnipiac,9,True,4,1,3,win,4 - 1,769438,439,1,7.0,5,1,0,2,4,0,26,24,0,0,0,0,0,0,0,0,0,0,0,91.0,6,8,1,0,0,1,1,1196936,2012,,,,,
04/14/2012,away,10942,127,Central Conn. St.,9,True,14,12,2,win,14 - 12,772225,439,1,4.2,7,6,6,4,3,0,25,19,2,1,0,0,0,1,0,0,0,0,1,0.0,3,7,1,0,0,1,1,1196936,2012,,,,,
04/20/2012,home,10942,450,Mount St. Mary's,9,True,2,0,2,win,2 - 0,774077,439,1,7.0,2,0,0,1,8,1,25,24,1,0,0,0,0,0,0,0,0,0,0,113.0,6,7,1,0,0,1,2,1196936,2012,,,,,
04/28/2012,away,10942,361,LIU,9,True,3,2,1,win,3 - 2,776741,439,1,7.0,5,2,2,0,9,0,26,25,3,0,0,1,0,0,0,0,0,1,0,99.0,3,8,1,0,0,1,1,1196936,2012,,,,,
05/05/2012,home,10942,81,Bryant,9,True,3,0,3,win,3 - 0,778349,439,1,7.0,3,0,0,1,7,1,25,24,2,0,0,0,0,0,0,0,0,0,0,93.0,4,10,1,0,0,1,3,1196936,2012,,,,,
05/12/2012,away,10942,590,Sacred Heart,9,True,9,11,-2,loss,9 - 11,779405,439,1,4.0,8,7,7,2,3,0,22,20,3,0,0,0,0,0,0,0,0,0,0,0.0,4,5,0,0,0,1,2,1196936,2012,,,,,
05/18/2012,home,10942,590,Sacred Heart,9,True,0,6,-6,loss,0 - 6,780210,439,1,4.1,7,4,3,2,3,0,23,20,0,0,0,0,0,0,0,0,0,1,0,94.0,7,3,0,1,0,1,1,1196936,2012,,,,,
02/18/2012,away,10942,19651,High Point,9,True,6,1,5,win,6 - 1,756026,725,1,3.0,1,1,1,2,2,0,11,9,1,0,0,1,0,0,0,0,0,0,0,49.0,3,2,1,0,0,2,2,1197018,2012,,,,,
02/26/2012,away,10942,249,George Washington,9,True,0,1,-1,loss,0 - 1,757521,725,1,3.0,1,0,0,1,2,0,10,9,0,0,0,0,0,0,0,0,0,0,0,38.0,4,2,0,0,0,2,1,1197018,2012,,,,,
03/04/2012,away,10942,391,UMBC,9,True,8,10,-2,loss,8 - 10,758895,725,1,1.0,2,3,3,2,0,0,6,4,0,0,0,0,0,0,0,1,0,0,0,0.0,2,0,0,1,0,2,0,1197018,2012,,,,,
03/11/2012,home,10942,590,Sacred Heart,9,True,5,2,3,win,5 - 2,761342,725,1,4.0,6,2,0,1,3,0,20,19,0,0,0,0,1,0,0,0,0,0,0,0.0,4,5,0,0,0,1,2,1197018,2012,,,,,
03/17/2012,home,10942,299,Illinois St.,9,True,5,6,-1,loss,5 - 6,763338,725,1,5.0,9,6,6,3,8,0,28,24,1,0,0,1,0,1,0,0,0,0,0,0.0,4,3,0,1,0,1,2,1197018,2012,,,,,
03/23/2012,home,10942,275,Harvard,9,True,5,4,1,win,5 - 4,764691,725,1,6.1,6,4,3,2,4,0,26,21,0,0,1,0,0,0,0,0,0,2,1,0.0,8,6,0,0,0,1,1,1197018,2012,,,,,
03/31/2012,away,10942,726,Navy,9,True,6,2,4,win,6 - 2,767571,725,1,5.1,2,0,0,3,4,0,22,16,0,0,0,0,0,1,0,0,0,2,0,92.0,9,3,1,0,0,1,1,1197018,2012,,,,,
04/07/2012,home,10942,352,Lehigh,9,True,8,4,4,win,8 - 4,770282,725,1,8.0,8,4,4,0,4,0,34,32,0,0,1,0,0,1,0,0,0,1,0,0.0,13,7,1,0,0,1,1,1197018,2012,,,,,
04/14/2012,home,10942,342,Lafayette,9,True,4,2,2,win,4 - 2,772401,725,1,6.1,6,2,2,1,8,0,27,24,1,0,0,0,0,1,0,0,0,1,0,0.0,7,4,1,0,0,1,2,1197018,2012,,,,,
04/20/2012,home,10942,83,Bucknell,9,True,2,1,1,win,2 - 1,774091,725,1,9.0,4,1,1,1,7,0,32,29,0,0,0,0,0,0,0,0,0,2,0,0.0,18,2,1,0,0,1,1,1197018,2012,,,,,
04/29/2012,away,10942,285,Holy Cross,9,True,4,3,1,win,4 - 3,777347,725,1,5.2,8,2,1,1,6,0,27,25,4,0,0,0,0,0,0,0,0,0,1,0.0,7,4,1,0,0,1,0,1197018,2012,,,,,
05/05/2012,home,10942,984,Bloomfield,9,True,11,5,6,win,11 - 5,778420,725,1,4.0,3,1,1,0,3,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0.0,8,0,1,0,0,2,1,1197018,2012,,,,,
05/21/2012,home,10942,285,Holy Cross,9,True,8,4,4,win,8 - 4,780439,725,1,6.0,6,4,3,1,7,0,25,23,1,0,1,1,0,0,0,0,0,1,0,0.0,8,3,0,0,0,1,1,1197018,2012,,,,,
02/18/2012,away,10942,19651,High Point,9,True,6,1,5,win,6 - 1,756026,725,1,1.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,13.0,1,2,0,0,0,3,0,1197019,2012,,,,,
02/25/2012,away,10942,249,George Washington,9,True,11,6,5,win,11 - 6,757175,725,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,11.0,2,0,0,0,0,3,1,1197019,2012,,,,,
03/02/2012,away,10942,391,UMBC,10,True,5,3,2,win,5 - 3,758133,725,1,1.0,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,1,3,0,1197019,2012,,,,,
03/04/2012,away,10942,391,UMBC,9,True,8,10,-2,loss,8 - 10,758895,725,1,3.1,6,4,4,3,2,0,19,14,1,0,1,0,0,1,0,3,2,1,0,0.0,3,3,0,0,0,3,0,1197019,2012,,,,,
03/10/2012,home,10942,590,Sacred Heart,9,True,6,2,4,win,6 - 2,760998,725,1,3.0,4,1,1,1,1,0,12,11,0,0,0,1,0,0,0,0,0,0,0,0.0,3,3,0,0,1,2,0,1197019,2012,,,,,
03/17/2012,home,10942,299,Illinois St.,9,True,5,7,-2,loss,5 - 7,763323,725,1,1.0,3,2,2,0,0,0,7,6,2,0,0,0,0,0,0,2,2,1,0,0.0,2,0,0,0,0,2,0,1197019,2012,,,,,
03/21/2012,home,10942,562,Quinnipiac,9,True,3,0,3,win,3 - 0,764169,725,1,4.0,2,0,0,0,1,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0.0,10,0,1,0,0,1,0,1197019,2012,,,,,
03/24/2012,home,10942,275,Harvard,10,True,7,6,1,win,7 - 6,765325,725,1,5.1,7,4,3,0,3,0,23,23,1,0,0,0,0,0,0,0,0,0,0,0.0,7,6,0,0,0,1,1,1197019,2012,,,,,
03/31/2012,away,10942,726,Navy,9,True,6,2,4,win,6 - 2,767571,725,1,2.1,2,2,2,2,2,0,12,9,1,0,0,0,0,1,0,0,0,0,0,45.0,3,1,0,0,0,2,0,1197019,2012,,,,,
