App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,pickoffs,score,player_id,division
1,0.0,1.0,0.0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,03/11/2023,neutral,16340,1318,Post,9,True,10,6,4,win,2394738,1348,2683238,2023,0.0,,2683238.0,2.0
1,0.0,0.2,0.0,2,1,0,0,2,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,03/22/2023,home,16340,8956,Dominican (NY),9,True,7,8,-1,loss,2425690,1348,2683238,2023,0.0,,2683238.0,2.0
1,0.0,2.0,0.0,2,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,2,0,03/31/2023,home,16340,407,Mercy,9,True,4,5,-1,loss,2399236,1348,2683238,2023,0.0,,2683238.0,2.0
1,0.0,2.1,0.0,1,0,0,1,2,0,9,8,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,3,1,04/07/2023,home,16340,357,Lincoln (PA),9,True,11,5,6,win,2400489,1348,2683238,2023,0.0,,2683238.0,2.0
1,0.0,0.2,0.0,3,2,1,1,0,0,7,6,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,04/08/2023,home,16340,357,Lincoln (PA),9,True,4,8,-4,loss,2400884,1348,2683238,2023,0.0,,2683238.0,2.0
1,0.0,3.1,0.0,5,1,1,1,1,0,14,12,0,1,0,0,0,0,0,0,0,0,1,3,4,1,0,0,2,0,04/15/2023,home,16340,437,Molloy,9,True,7,6,1,win,2402224,1348,2683238,2023,0.0,,2683238.0,2.0
1,0.0,1.0,0.0,1,0,0,0,1,0,5,4,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,04/21/2023,away,16340,470,New Haven,9,True,1,4,-3,loss,2430045,1348,2683238,2023,0.0,,2683238.0,2.0
1,0.0,2.2,0.0,6,5,3,2,3,0,16,14,3,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,2,0,04/24/2023,home,16340,470,New Haven,9,True,1,13,-12,loss,2403970,1348,2683238,2023,0.0,,2683238.0,2.0
1,0.0,2.0,0.0,0,0,0,1,2,0,7,5,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,4,1,04/12/2023,away,16340,328,Kansas,9,True,7,11,-4,loss,2401556,699,2683298,2023,0.0,,2683298.0,1.0
1,1.0,4.0,0.0,5,6,6,1,6,0,19,18,2,0,0,2,1,0,0,0,0,0,0,6,1,0,0,0,1,1,02/19/2023,away,16340,404,Memphis,11,True,9,8,1,win,2390863,625,2683299,2023,0.0,,2683299.0,1.0
1,1.0,4.2,0.0,3,3,2,3,4,0,22,19,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,2,02/26/2023,away,16340,655,Southeastern La.,9,True,9,3,6,win,2392198,625,2683299,2023,0.0,,2683299.0,1.0
1,1.0,4.0,0.0,3,4,4,3,4,0,21,15,0,0,0,1,1,3,0,0,0,0,0,4,4,0,1,0,1,2,03/12/2023,away,16340,365,LSU,9,True,1,13,-12,loss,2395142,625,2683299,2023,0.0,,2683299.0,1.0
1,1.0,5.1,0.0,8,0,0,1,4,0,24,22,0,0,0,0,0,1,0,0,0,0,0,5,4,1,0,0,1,3,03/19/2023,home,16340,695,UT Martin,9,True,1,0,1,win,2396782,625,2683299,2023,0.0,,2683299.0,1.0
1,1.0,3.2,0.0,6,8,2,3,4,0,20,16,1,1,0,1,0,0,0,0,0,0,1,3,3,0,0,0,1,0,03/26/2023,away,16340,198,ETSU,9,True,12,17,-5,loss,2398021,625,2683299,2023,0.0,,2683299.0,1.0
1,1.0,6.0,0.0,5,2,2,1,3,0,23,20,0,0,0,0,1,1,1,0,0,1,0,6,7,1,0,0,1,1,04/02/2023,home,16340,141,The Citadel,9,True,8,2,6,win,2399544,625,2683299,2023,0.0,,2683299.0,1.0
1,1.0,6.0,0.0,8,2,2,3,6,0,28,23,2,0,0,0,2,1,0,0,0,1,0,4,6,0,0,0,1,3,04/08/2023,home,16340,459,UNC Greensboro,10,True,4,2,2,win,2400790,625,2683299,2023,0.0,,2683299.0,1.0
1,1.0,5.1,0.0,2,2,2,3,3,0,22,17,0,0,0,0,0,2,0,0,0,0,0,7,5,1,0,0,1,0,04/16/2023,home,16340,709,Toledo,9,True,10,5,5,win,2402545,625,2683299,2023,1.0,,2683299.0,1.0
1,1.0,5.1,0.0,3,2,2,5,6,0,23,17,0,0,0,0,0,1,0,0,0,0,0,4,4,0,1,0,1,1,04/23/2023,away,16340,2915,Wofford,9,True,2,6,-4,loss,2404179,625,2683299,2023,0.0,,2683299.0,1.0
