date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,score,game_id,school_id,App,IP,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,Pitches,GO,FO,W,L,SV,OrdAppeared,KL,stats_player_seq,season,GS,pitches,CG,pickoffs,division
03/15/2024,away,16580,197,East Stroudsburg,9,True,0,6,-6,loss,,4542829,10870,1,3.1,4,3,3,0,2,0,15,15,2,0,0,0,0,0,0,0,0,0,0,,4,4,0,1,0,1,0,2309944,2024,1.0,54.0,0.0,0.0,2.0
03/29/2024,away,16580,638,Shippensburg,9,True,9,11,-2,loss,,4544483,10870,1,0.2,1,0,0,0,0,0,3,2,0,0,0,0,1,1,0,1,1,0,0,,1,0,0,0,0,4,0,2309944,2024,0.0,12.0,0.0,0.0,2.0
03/30/2024,home,16580,638,Shippensburg,9,True,4,1,3,win,,4543732,10870,1,5.0,3,1,0,3,3,0,21,18,1,0,0,0,0,0,0,0,0,0,0,,7,4,1,0,0,2,0,2309944,2024,0.0,85.0,0.0,0.0,2.0
04/07/2024,away,16580,65,Bloomsburg,9,True,1,5,-4,loss,,5281556,10870,1,1.2,4,2,2,0,0,0,9,8,1,0,0,0,0,1,0,2,0,0,0,,1,3,0,1,0,2,0,2309944,2024,0.0,20.0,0.0,0.0,2.0
04/08/2024,home,16580,65,Bloomsburg,9,True,3,14,-11,loss,,5281721,10870,1,1.0,1,2,2,0,1,0,5,4,0,0,0,1,0,1,0,0,0,0,0,,1,1,0,0,0,2,0,2309944,2024,0.0,15.0,0.0,0.0,2.0
04/13/2024,away,16580,339,Kutztown,9,True,8,2,6,win,,4545959,10870,1,3.0,1,0,0,0,2,0,10,10,0,0,0,0,0,0,0,0,0,0,0,,4,3,0,0,0,2,1,2309944,2024,0.0,38.0,0.0,0.0,2.0
04/14/2024,home,16580,339,Kutztown,9,True,9,8,1,win,,5282666,10870,1,2.0,3,2,2,2,1,0,11,7,0,0,0,0,0,0,0,2,2,0,2,,2,3,0,0,0,4,0,2309944,2024,0.0,37.0,0.0,0.0,2.0
04/19/2024,home,16580,765,West Chester,9,True,2,5,-3,loss,,4538240,10870,1,0.1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,0,0,2,0,2309944,2024,0.0,5.0,0.0,0.0,2.0
02/17/2024,home,16580,301,Illinois,9,True,5,2,3,win,,4492209,749,1,1.0,3,2,2,1,2,0,7,6,1,0,0,0,2,0,0,0,0,0,0,,0,1,0,0,0,4,0,2309950,2024,0.0,21.0,0.0,0.0,1.0
02/20/2024,away,16580,459,UNC Greensboro,9,True,3,4,-1,loss,,4526328,749,1,1.2,1,0,0,0,3,0,7,6,0,0,0,0,0,1,0,3,2,0,0,,2,1,0,0,0,4,0,2309950,2024,0.0,30.0,0.0,0.0,1.0
02/24/2024,home,16580,175,Dayton,9,True,9,3,6,win,,4526772,749,1,1.2,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,2,0,0,0,,2,0,0,0,0,3,1,2309950,2024,0.0,21.0,0.0,0.0,1.0
02/25/2024,home,16580,175,Dayton,9,True,9,6,3,win,,4527172,749,1,0.2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,,1,1,0,0,1,7,0,2309950,2024,0.0,9.0,0.0,0.0,1.0
03/02/2024,home,16580,62,Binghamton,9,True,7,5,2,win,,4527740,749,1,1.0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,3,0,2309950,2024,0.0,12.0,0.0,0.0,1.0
03/02/2024,home,16580,62,Binghamton,9,True,9,8,1,win,,4528021,749,1,0.1,2,3,3,2,0,0,5,3,0,0,0,0,1,0,0,3,0,0,0,,0,1,0,0,0,4,0,2309950,2024,0.0,23.0,0.0,0.0,1.0
03/05/2024,home,16580,251,Georgetown,9,True,11,9,2,win,,4528792,749,1,1.0,2,1,1,0,1,0,6,5,1,0,0,0,0,1,0,0,0,0,0,,0,2,0,0,1,6,1,2309950,2024,0.0,25.0,0.0,0.0,1.0
03/09/2024,home,16580,193,Duke,9,True,6,3,3,win,,4529514,749,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,0,1,4,0,2309950,2024,0.0,2.0,0.0,0.0,1.0
03/10/2024,home,16580,193,Duke,9,True,8,10,-2,loss,,4529917,749,1,1.0,1,1,1,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,0,8,0,2309950,2024,0.0,17.0,0.0,0.0,1.0
03/16/2024,away,16580,746,Virginia,9,True,9,3,6,win,,4531131,749,1,0.2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,3,1,2309950,2024,0.0,6.0,0.0,0.0,1.0
03/17/2024,away,16580,746,Virginia,10,True,10,11,-1,loss,,4531544,749,1,1.1,1,2,2,1,1,0,8,6,0,0,0,1,0,0,0,0,0,1,0,,2,1,0,1,0,7,0,2309950,2024,0.0,25.0,0.0,0.0,1.0
03/19/2024,home,16580,19651,High Point,9,True,7,3,4,win,,4531825,749,1,0.2,1,0,0,2,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,5,0,2309950,2024,0.0,24.0,0.0,0.0,1.0
03/21/2024,home,16580,367,Louisville,9,True,16,7,9,win,,4532185,749,1,1.0,0,0,0,0,3,0,4,3,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,3,1,2309950,2024,0.0,10.0,0.0,0.0,1.0
03/23/2024,home,16580,367,Louisville,9,True,3,7,-4,loss,,4532528,749,1,2.0,2,0,0,0,1,0,7,7,1,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,0,2,1,2309950,2024,0.0,27.0,0.0,0.0,1.0
03/30/2024,home,16580,457,North Carolina,9,True,6,10,-4,loss,,4534166,749,1,1.1,2,3,2,0,2,0,7,7,0,1,0,1,0,0,0,1,0,0,0,,0,2,0,1,0,2,0,2309950,2024,0.0,31.0,0.0,0.0,1.0
04/02/2024,home,16580,459,UNC Greensboro,9,True,9,2,7,win,,4534650,749,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,3,0,0,0,,0,2,0,0,0,6,0,2309950,2024,0.0,10.0,0.0,0.0,1.0
04/05/2024,away,16580,742,Virginia Tech,9,True,8,5,3,win,,4535153,749,1,1.0,0,0,0,2,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,2,0,2309950,2024,0.0,28.0,0.0,0.0,1.0
04/09/2024,home,16580,149,Coastal Carolina,9,True,12,3,9,win,,4536141,749,1,1.1,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,3,0,0,0,,0,2,0,0,0,6,0,2309950,2024,0.0,17.0,0.0,0.0,1.0
04/13/2024,away,16580,67,Boston College,9,True,4,5,-1,loss,,4536965,749,1,0.1,1,1,1,0,0,0,2,2,0,0,0,1,0,0,0,2,0,0,0,,1,0,0,1,0,5,0,2309950,2024,0.0,7.0,0.0,0.0,1.0
04/20/2024,home,16580,234,Florida St.,9,True,6,9,-3,loss,,5283607,749,1,1.2,1,1,1,0,2,0,6,6,0,0,0,1,0,0,0,1,0,0,0,,3,0,0,0,0,2,0,2309950,2024,0.0,21.0,0.0,0.0,1.0
04/23/2024,away,16580,1068,Elon,9,True,0,3,-3,loss,,4539341,749,1,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,,0,1,0,0,0,6,0,2309950,2024,0.0,1.0,0.0,0.0,1.0
02/17/2024,home,16580,627,San Diego,11,True,5,6,-1,loss,,4525719,703,1,1.0,0,0,0,1,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,4,1,2309997,2024,0.0,23.0,0.0,0.0,1.0
02/20/2024,home,16580,287,Houston Christian,9,True,20,3,17,win,,4526296,703,1,2.0,1,1,1,1,3,0,7,6,0,0,0,1,0,0,0,0,0,0,0,,1,1,0,0,0,4,1,2309997,2024,0.0,34.0,0.0,0.0,1.0
02/27/2024,home,16580,603,St. John's (NY),9,True,15,4,11,win,,4527504,703,1,0.2,2,1,1,1,0,0,6,4,1,0,0,0,0,1,0,0,0,0,0,,1,1,0,0,0,3,0,2309997,2024,0.0,21.0,0.0,0.0,1.0
03/01/2024,neutral,16580,365,LSU,9,True,3,6,-3,loss,,4527848,703,1,1.0,1,0,0,1,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,,3,0,0,0,0,6,0,2309997,2024,0.0,21.0,0.0,0.0,1.0
03/05/2024,home,16580,697,Texas A&M,9,True,2,9,-7,loss,,4528799,703,1,1.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,6,0,2309997,2024,0.0,11.0,0.0,0.0,1.0
03/12/2024,home,16580,2743,UIW,9,True,7,1,6,win,,4530316,703,1,1.0,0,0,0,1,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,4,0,2309997,2024,0.0,11.0,0.0,0.0,1.0
03/17/2024,home,16580,756,Washington,9,True,4,3,1,win,,4531528,703,1,1.0,1,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,3,0,2309997,2024,0.0,10.0,0.0,0.0,1.0
03/19/2024,home,16580,721,Air Force,10,True,6,5,1,win,,4531840,703,1,2.0,2,1,1,1,3,0,8,7,1,0,1,0,0,0,0,0,0,0,0,,1,1,0,0,0,5,1,2309997,2024,0.0,34.0,0.0,0.0,1.0
03/24/2024,home,16580,51,Baylor,9,True,11,1,10,win,,4532977,703,1,1.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,2,0,2309997,2024,0.0,10.0,0.0,0.0,1.0
03/26/2024,home,16580,26172,A&M-Corpus Christi,9,True,1,4,-3,loss,,4533284,703,1,2.0,0,0,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,,1,4,0,0,0,6,0,2309997,2024,0.0,15.0,0.0,0.0,1.0
03/30/2024,away,16580,327,Kansas St.,9,True,6,3,3,win,,4534562,703,1,1.1,1,0,0,0,1,0,5,5,0,0,0,0,0,0,0,2,1,0,0,,1,2,0,0,1,5,0,2309997,2024,0.0,14.0,0.0,0.0,1.0
04/04/2024,home,16580,77,BYU,9,True,5,7,-2,loss,,4535046,703,1,2.0,2,0,0,0,5,0,9,8,0,0,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,5,1,2309997,2024,0.0,36.0,0.0,0.0,1.0
04/06/2024,home,16580,77,BYU,9,True,5,7,-2,loss,,4535415,703,1,2.1,0,0,0,3,0,0,10,7,0,0,0,0,0,0,0,2,0,0,0,,2,5,0,0,0,5,0,2309997,2024,0.0,42.0,0.0,0.0,1.0
04/10/2024,home,16580,670,Texas St.,9,True,3,7,-4,loss,,4536424,703,1,1.2,0,0,0,0,2,0,5,4,0,0,0,0,0,0,0,2,1,0,1,,2,1,0,0,0,5,1,2309997,2024,0.0,17.0,0.0,0.0,1.0
04/13/2024,away,16580,288,Houston,9,True,6,5,1,win,,4537348,703,1,2.1,2,2,2,0,3,0,9,9,0,0,0,2,0,0,0,2,0,0,0,,1,3,0,0,0,2,1,2309997,2024,0.0,27.0,0.0,0.0,1.0
04/16/2024,home,16580,536,UTRGV,9,True,9,17,-8,loss,,4537674,703,1,0.1,0,2,2,2,1,0,5,1,0,0,0,0,1,2,0,2,2,0,0,,0,0,0,0,0,4,0,2309997,2024,0.0,20.0,0.0,0.0,1.0
04/19/2024,home,16580,698,TCU,9,True,0,5,-5,loss,,4538107,703,1,1.2,2,1,1,0,2,0,7,7,0,0,0,1,0,0,0,1,0,0,0,,1,2,0,0,0,2,0,2309997,2024,0.0,23.0,0.0,0.0,1.0
04/23/2024,home,16580,702,UT Arlington,9,True,11,0,11,win,,4539153,703,1,2.0,3,0,0,0,3,0,9,9,1,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,2,1,2309997,2024,0.0,27.0,0.0,0.0,1.0
04/26/2024,away,16580,522,Oklahoma,9,True,4,9,-5,loss,,4539854,703,1,1.0,0,1,1,2,1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,4,1,2309997,2024,0.0,24.0,0.0,0.0,1.0
03/10/2024,away,16580,700,Texas Tech,9,True,9,7,2,win,,4529943,703,1,0.1,0,0,0,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,2309998,2024,0.0,16.0,0.0,0.0,1.0
03/19/2024,home,16580,721,Air Force,10,True,6,5,1,win,,4531840,703,1,3.1,2,1,0,1,4,0,15,12,0,0,0,0,0,1,0,2,0,1,0,,4,2,0,0,0,3,1,2309998,2024,0.0,46.0,0.0,0.0,1.0
03/26/2024,home,16580,26172,A&M-Corpus Christi,9,True,1,4,-3,loss,,4533284,703,1,1.0,1,1,1,1,1,0,5,4,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,5,0,2309998,2024,0.0,20.0,0.0,0.0,1.0
03/30/2024,away,16580,327,Kansas St.,9,True,6,3,3,win,,4534562,703,1,0.2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,2,0,2309998,2024,0.0,11.0,0.0,0.0,1.0
04/02/2024,home,16580,2,Abilene Christian,9,True,11,1,10,win,,4534667,703,1,3.2,4,1,1,2,3,0,15,12,2,0,0,0,1,0,0,0,0,0,1,,2,4,0,0,0,1,1,2309998,2024,1.0,50.0,0.0,0.0,1.0
04/09/2024,away,16580,670,Texas St.,9,True,9,1,8,win,,4536378,703,1,5.0,1,0,0,2,3,0,19,16,0,0,0,0,0,1,0,0,0,0,0,,5,7,1,0,0,1,0,2309998,2024,1.0,77.0,0.0,0.0,1.0
04/14/2024,away,16580,288,Houston,9,True,13,8,5,win,,4537561,703,1,0.2,0,1,1,1,2,0,3,2,0,0,0,0,0,0,0,2,0,0,0,,0,0,0,0,0,4,0,2309998,2024,0.0,11.0,0.0,0.0,1.0
04/16/2024,home,16580,536,UTRGV,9,True,9,17,-8,loss,,4537674,703,1,0.2,3,2,2,1,1,0,7,5,0,0,0,1,0,1,0,3,1,0,0,,0,1,0,0,0,2,0,2309998,2024,0.0,34.0,0.0,0.0,1.0
02/17/2024,away,16580,706,UTSA,9,True,1,2,-1,loss,,4544933,702,1,0.2,2,1,1,0,0,0,4,4,1,0,0,0,0,0,0,0,0,0,0,,0,2,0,1,0,2,0,2310003,2024,0.0,20.0,0.0,0.0,1.0
02/24/2024,home,16580,67,Boston College,9,True,0,3,-3,loss,,4526828,702,1,2.1,2,0,0,0,1,0,8,8,0,0,0,0,0,0,0,1,0,0,0,,2,3,0,0,0,2,1,2310003,2024,0.0,36.0,0.0,1.0,1.0
02/28/2024,away,16580,624,Sam Houston,9,True,2,3,-1,loss,,4527640,702,1,1.0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,1,2310003,2024,0.0,15.0,0.0,0.0,1.0
03/03/2024,away,16580,346,Lamar University,9,True,3,7,-4,loss,,4528473,702,1,1.1,3,3,2,0,0,0,6,6,0,0,0,1,0,0,0,1,0,0,0,,2,1,0,1,0,3,0,2310003,2024,0.0,10.0,0.0,0.0,1.0
03/05/2024,home,16580,28,Arizona St.,9,True,3,6,-3,loss,,4528838,702,1,1.2,2,0,0,0,0,0,6,6,0,0,0,0,0,0,0,3,2,0,0,,0,4,0,0,0,5,0,2310003,2024,0.0,16.0,0.0,0.0,1.0
03/13/2024,home,16580,522,Oklahoma,9,True,1,5,-4,loss,,4530575,702,1,2.0,4,2,2,1,0,0,10,9,1,0,0,0,0,0,0,0,0,0,0,,3,2,0,1,0,1,0,2310003,2024,1.0,32.0,0.0,0.0,1.0
03/19/2024,away,16580,698,TCU,9,True,3,7,-4,loss,,4532024,702,1,2.0,5,3,3,1,1,0,11,10,2,0,0,2,0,0,0,0,0,0,0,,1,3,0,1,0,1,0,2310003,2024,1.0,43.0,0.0,0.0,1.0
03/26/2024,home,16580,1045,DBU,9,True,3,5,-2,loss,,4533329,702,1,2.0,1,0,0,1,2,0,8,7,0,0,0,0,0,0,0,0,0,0,0,,1,3,0,0,0,1,0,2310003,2024,1.0,35.0,0.0,0.0,1.0
04/02/2024,home,16580,698,TCU,9,True,6,4,2,win,,4534907,702,1,1.0,1,1,1,1,0,0,5,4,0,0,0,1,0,0,0,0,0,0,0,,1,2,1,0,0,3,0,2310003,2024,0.0,25.0,0.0,0.0,1.0
04/09/2024,away,16580,522,Oklahoma,9,True,9,11,-2,loss,,4536401,702,1,0.2,6,5,5,0,0,0,8,6,1,0,0,0,0,0,0,0,0,2,0,,2,0,0,1,0,3,0,2310003,2024,0.0,25.0,0.0,0.0,1.0
02/24/2024,away,16580,28,Arizona St.,9,True,13,4,9,win,,4493119,518,1,1.0,1,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,4,0,2310011,2024,0.0,18.0,0.0,0.0,1.0
02/25/2024,away,16580,28,Arizona St.,9,True,8,10,-2,loss,,4493120,518,1,1.1,2,0,0,0,0,0,6,6,0,0,0,0,0,0,0,3,0,0,0,,3,0,0,0,0,6,0,2310011,2024,0.0,22.0,0.0,0.0,1.0
03/03/2024,away,16580,522,Oklahoma,9,True,4,3,1,win,,4493123,518,1,1.0,0,0,0,2,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,1,5,0,2310011,2024,0.0,16.0,0.0,0.0,1.0
03/10/2024,away,16580,90,Cal Poly,9,True,5,3,2,win,,4493126,518,1,1.0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,1,3,0,2310011,2024,0.0,14.0,0.0,0.0,1.0
03/13/2024,away,16580,97,Cal St. Fullerton,9,True,13,10,3,win,,4493128,518,1,1.0,3,2,2,1,3,0,8,6,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,7,2,2310011,2024,0.0,33.0,0.0,0.0,1.0
03/16/2024,away,16580,768,West Virginia,9,True,7,4,3,win,,4493130,518,1,1.0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,1,4,0,2310011,2024,0.0,13.0,0.0,0.0,1.0
03/24/2024,home,16580,251,Georgetown,10,True,2,4,-2,loss,,4493134,518,1,1.2,5,3,3,0,1,0,10,10,3,0,1,0,0,0,0,0,0,0,0,,2,2,0,1,0,4,0,2310011,2024,0.0,34.0,0.0,0.0,1.0
03/31/2024,home,16580,559,Purdue,9,True,1,7,-6,loss,,4492443,518,1,1.0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,8,0,2310011,2024,0.0,6.0,0.0,0.0,1.0
04/07/2024,away,16580,463,Nebraska,9,True,9,3,6,win,,4493139,518,1,1.0,0,0,0,1,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,4,1,2310011,2024,0.0,17.0,0.0,0.0,1.0
04/09/2024,home,16580,71,Bowling Green,9,True,6,4,2,win,,4493140,518,1,1.0,1,0,0,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,5,0,2310011,2024,0.0,10.0,0.0,0.0,1.0
04/16/2024,home,16580,810,Wright St.,9,True,14,13,1,win,,4493142,518,1,1.0,0,0,0,2,1,0,6,4,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,1,7,0,2310011,2024,0.0,25.0,0.0,0.0,1.0
04/21/2024,away,16580,418,Michigan,9,True,5,7,-2,loss,,4492289,518,1,1.2,2,0,0,0,1,0,8,7,1,0,0,0,0,1,0,1,0,0,0,,2,2,0,0,0,4,1,2310011,2024,0.0,22.0,0.0,0.0,1.0
04/23/2024,away,16580,810,Wright St.,9,True,13,14,-1,loss,,4493143,518,1,0.2,1,2,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,,1,1,0,1,0,7,0,2310011,2024,0.0,16.0,0.0,0.0,1.0
03/03/2024,away,16580,111,UC Riverside,9,True,6,13,-7,loss,,4528087,541,1,3.0,6,5,5,0,3,0,17,15,1,0,0,0,1,2,0,0,0,0,0,,6,0,0,1,0,1,0,2310058,2024,1.0,60.0,0.0,0.0,1.0
03/09/2024,home,16580,739,Villanova,9,True,0,6,-6,loss,,4529549,541,1,4.0,2,0,0,1,4,0,18,14,0,0,0,0,1,3,0,0,0,0,0,,6,2,0,0,0,1,1,2310058,2024,1.0,61.0,0.0,0.0,1.0
03/16/2024,away,16580,718,Tulane,9,True,3,7,-4,loss,,4531134,541,1,3.0,6,2,2,0,4,0,15,14,0,0,0,0,1,0,0,0,0,0,1,,2,3,0,0,0,2,0,2310058,2024,0.0,49.0,0.0,0.0,1.0
03/24/2024,home,16580,534,Pacific,9,True,11,4,7,win,,4533008,541,1,5.0,4,3,3,2,5,0,21,19,1,0,0,0,0,0,0,0,0,0,0,,5,5,1,0,0,1,1,2310058,2024,1.0,86.0,0.0,0.0,1.0
03/29/2024,away,16580,370,LMU (CA),9,True,4,3,1,win,,4534133,541,1,0.2,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,0,1,7,1,2310058,2024,0.0,7.0,0.0,0.0,1.0
04/01/2024,away,16580,370,LMU (CA),9,True,13,3,10,win,,4534574,541,1,5.0,5,3,3,1,3,0,21,20,1,0,0,1,0,0,0,0,0,0,0,,8,3,1,0,0,1,0,2310058,2024,1.0,74.0,0.0,0.0,1.0
04/07/2024,home,16580,629,San Francisco,9,True,6,3,3,win,,4535896,541,1,5.0,6,3,3,1,4,0,22,19,0,0,1,0,0,1,0,0,0,0,1,,7,3,1,0,0,1,1,2310058,2024,1.0,76.0,0.0,0.0,1.0
04/14/2024,away,16580,631,Santa Clara,9,True,3,13,-10,loss,,4537450,541,1,5.0,5,7,5,2,3,0,24,20,0,0,0,1,1,2,0,0,0,0,0,,6,5,0,1,0,1,0,2310058,2024,1.0,98.0,0.0,0.0,1.0
04/21/2024,home,16580,627,San Diego,9,True,0,7,-7,loss,,4538902,541,1,6.1,9,3,3,1,4,0,28,25,0,0,0,0,0,1,0,0,0,1,0,,9,4,0,1,0,1,1,2310058,2024,1.0,91.0,0.0,0.0,1.0
02/20/2024,home,16580,659,Southern Ill.,9,True,11,14,-3,loss,,4530353,695,1,2.0,1,0,0,1,1,0,8,7,0,0,0,0,0,0,0,0,0,0,0,,0,5,0,0,0,3,1,2310111,2024,0.0,34.0,0.0,0.0,1.0
02/28/2024,away,16580,404,Memphis,9,True,3,7,-4,loss,,4527647,695,1,1.0,1,1,0,0,1,0,5,4,0,0,0,0,0,1,0,0,0,0,0,,0,2,0,0,0,4,0,2310111,2024,0.0,19.0,0.0,0.0,1.0
03/15/2024,home,16580,299,Illinois St.,9,True,1,4,-3,loss,,4530833,695,1,1.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,4,1,2310111,2024,0.0,12.0,0.0,0.0,1.0
03/17/2024,home,16580,299,Illinois St.,9,True,7,11,-4,loss,,4531559,695,1,1.0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,5,0,2310111,2024,0.0,13.0,0.0,0.0,1.0
03/19/2024,home,16580,6,Alabama A&M,9,True,14,3,11,win,,4531876,695,1,0.1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,3,0,2310111,2024,0.0,3.0,0.0,0.0,1.0
03/26/2024,away,16580,659,Southern Ill.,10,True,8,7,1,win,,4533510,695,1,1.0,1,2,2,1,2,0,5,4,0,0,0,1,0,0,0,0,0,0,0,,0,1,0,0,0,3,0,2310111,2024,0.0,25.0,0.0,0.0,1.0
03/29/2024,home,16580,201,Eastern Ill.,9,True,15,14,1,win,,4533869,695,1,2.1,3,2,2,1,2,0,12,10,0,0,0,0,0,1,0,0,0,0,0,,1,4,0,0,0,4,1,2310111,2024,0.0,56.0,0.0,0.0,1.0
04/03/2024,away,16580,434,Missouri,9,True,9,15,-6,loss,,4534939,695,1,1.0,2,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,2,0,2310111,2024,0.0,20.0,0.0,0.0,1.0
04/06/2024,away,16580,660,SIUE,10,True,11,9,2,win,,5281359,695,1,1.0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,3,2,2310111,2024,0.0,8.0,0.0,0.0,1.0
04/13/2024,home,16580,32,Little Rock,9,True,6,9,-3,loss,,4536941,695,1,1.0,2,1,1,1,0,0,6,5,0,0,0,1,1,0,0,0,0,0,0,,0,3,0,0,0,3,0,2310111,2024,0.0,26.0,0.0,0.0,1.0
04/19/2024,away,16580,661,Southern Ind.,9,True,15,10,5,win,,4538355,695,1,2.0,3,1,1,1,3,0,10,9,1,0,0,0,0,0,0,0,0,0,0,,0,3,0,0,0,2,2,2310111,2024,0.0,53.0,0.0,0.0,1.0
04/23/2024,away,16580,736,Vanderbilt,9,True,4,5,-1,loss,,4539157,695,1,1.0,1,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,3,0,2310111,2024,0.0,20.0,0.0,0.0,1.0
02/18/2024,home,16580,631,Santa Clara,9,True,13,14,-1,loss,,4526097,28,1,2.2,7,5,4,1,6,0,17,14,1,0,0,0,3,1,0,0,0,1,0,,2,0,0,0,0,1,3,2310129,2024,1.0,60.0,0.0,0.0,1.0
02/25/2024,home,16580,518,Ohio St.,9,True,10,8,2,win,,4493120,28,1,4.1,4,5,1,4,2,0,23,16,1,0,0,0,0,2,0,0,0,1,0,,6,4,0,0,0,1,1,2310129,2024,1.0,87.0,0.0,0.0,1.0
03/03/2024,neutral,16580,697,Texas A&M,9,True,5,10,-5,loss,,4528525,28,1,1.1,1,6,6,6,2,0,11,5,1,0,0,0,0,0,0,0,0,0,0,,1,1,0,1,0,1,1,2310129,2024,1.0,57.0,0.0,0.0,1.0
03/10/2024,home,16580,529,Oregon,9,True,5,8,-3,loss,,4530133,28,1,4.0,2,4,4,1,5,0,16,13,1,0,0,1,0,2,0,0,0,0,0,,4,2,0,1,0,1,1,2310129,2024,1.0,61.0,0.0,0.0,1.0
03/19/2024,home,16580,30024,Utah Valley,9,True,5,4,1,win,,4532043,28,1,3.2,5,4,4,2,4,0,20,16,3,0,0,1,0,2,0,0,0,0,0,,5,2,0,0,0,1,3,2310129,2024,1.0,81.0,0.0,0.0,1.0
04/17/2024,away,16580,97,Cal St. Fullerton,9,True,4,14,-10,loss,,4537950,28,1,0.2,2,5,5,3,1,0,7,4,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,3,0,2310129,2024,0.0,39.0,0.0,0.0,1.0
02/18/2024,home,16580,505,Northern Ky.,9,True,13,8,5,win,,4526072,695,1,4.2,3,1,1,0,2,0,19,16,0,0,0,0,0,2,0,0,0,0,1,,3,8,1,0,0,2,1,2310148,2024,0.0,77.0,0.0,1.0,1.0
02/24/2024,home,16580,80,Brown,9,True,3,2,1,win,,4526818,695,1,6.0,4,2,1,0,7,0,24,24,0,0,0,1,0,0,0,0,0,0,0,,3,8,0,0,0,1,2,2310148,2024,1.0,82.0,0.0,0.0,1.0
03/02/2024,home,16580,419,Middle Tenn.,9,True,8,17,-9,loss,,4528063,695,1,5.0,10,10,4,0,3,0,29,28,4,0,0,0,0,0,0,0,0,0,1,,5,7,0,1,0,1,1,2310148,2024,1.0,90.0,0.0,0.0,1.0
