App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,pickoffs,score,division,Pitches
1,,1.2,,2,0,0,2,1,0,8,5,0,0,0,0,0,0,0,2,2,1,0,,1,2,0,0,0,3,0,05/26/2012,home,10942,664,Southern Miss.,9,True,2,4,-2,loss,780747,574,1105072,2012,,2 - 4,,0.0
1,,2.0,,0,0,0,0,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,1,2,0,06/01/2012,home,10942,553,Prairie View,9,True,3,2,1,win,780813,574,1105072,2012,,3 - 2,,0.0
1,,2.0,,4,2,2,1,4,0,11,10,1,0,0,0,0,0,1,0,0,0,0,,0,2,0,0,0,3,0,06/03/2012,away,10942,624,Sam Houston,9,True,1,4,-3,loss,780879,574,1105072,2012,,1 - 4,,0.0
1,,6.0,,10,5,5,1,4,0,30,28,2,1,0,0,0,0,0,0,0,0,1,,7,7,0,0,0,1,0,02/25/2012,away,10942,489,N.C. Central,9,True,5,8,-3,loss,757133,471,1110494,2012,,5 - 8,,0.0
1,,7.0,,2,1,1,3,6,0,26,23,1,0,0,0,0,0,0,0,0,0,0,,11,4,0,0,0,1,1,03/02/2012,away,10942,178,Delaware St.,10,True,2,3,-1,loss,758168,471,1110494,2012,,2 - 3,,0.0
1,,6.0,,7,6,5,1,4,0,29,22,1,0,0,0,0,2,0,0,0,2,2,,8,6,0,1,0,1,2,03/10/2012,away,10942,1320,Presbyterian,9,True,1,6,-5,loss,760693,471,1110494,2012,,1 - 6,,0.0
1,,8.0,,4,2,2,3,6,0,28,25,0,0,0,0,0,0,0,0,0,0,0,,5,10,0,0,0,1,0,03/16/2012,home,10942,380,Maine,11,True,2,3,-1,loss,762587,471,1110494,2012,,2 - 3,,0.0
1,,8.0,,3,0,0,3,5,0,29,26,0,0,0,0,0,0,0,0,0,0,0,,6,12,1,0,0,1,1,03/23/2012,home,10942,617,Saint Peter's,9,True,11,0,11,win,764662,471,1110494,2012,,11 - 0,,0.0
1,,5.1,,8,7,6,2,2,0,28,24,0,2,1,0,0,1,0,0,0,0,1,,10,3,0,0,0,1,0,03/30/2012,away,10942,272,Hartford,9,True,10,11,-1,loss,766864,471,1110494,2012,,10 - 11,,0.0
1,,7.0,,6,2,2,1,8,0,30,27,1,0,0,1,1,2,0,0,0,0,0,,5,8,1,0,0,1,4,04/06/2012,home,10942,502,Northern Colo.,9,True,11,4,7,win,769155,471,1110494,2012,,11 - 4,,0.0
1,,8.0,,2,1,1,3,7,0,29,26,0,1,0,0,0,0,0,0,0,0,0,,6,11,1,0,0,1,0,04/14/2012,away,10942,287,Houston Baptist,9,True,13,1,12,win,772419,471,1110494,2012,,13 - 1,,110.0
1,,9.0,,10,2,2,2,11,0,38,36,3,1,0,0,0,0,1,0,0,0,0,,9,6,1,0,0,1,0,04/20/2012,home,10942,494,North Dakota,9,True,5,2,3,win,774078,471,1110494,2012,,5 - 2,,119.0
1,,3.2,,9,7,6,3,3,0,24,20,1,0,1,0,0,1,0,0,0,0,0,,2,5,0,1,0,1,1,04/27/2012,away,10942,30024,Utah Valley,9,True,2,12,-10,loss,776252,471,1110494,2012,,2 - 12,,86.0
1,,9.0,,11,3,0,2,4,0,40,37,2,0,0,0,1,1,0,0,0,0,0,,14,5,0,0,0,1,1,05/05/2012,home,10942,536,UTRGV,18,True,4,3,1,win,778474,471,1110494,2012,,4 - 3,,118.0
1,,7.0,,1,0,0,3,7,1,25,22,1,0,0,0,0,0,0,0,0,0,0,,6,8,1,0,0,1,0,05/12/2012,away,10942,136,Chicago St.,9,True,13,0,13,win,779410,471,1110494,2012,,13 - 0,,0.0
1,,7.1,,6,2,0,2,8,0,32,29,1,0,0,0,0,0,0,0,0,1,0,,10,4,0,0,0,1,3,05/18/2012,away,10942,477,New York Tech,9,True,7,2,5,win,780165,471,1110494,2012,,7 - 2,,0.0
1,,7.0,,10,7,6,1,7,0,31,27,4,0,0,0,0,0,0,0,0,1,2,,6,7,0,0,0,1,3,05/23/2012,home,10942,136,Chicago St.,9,True,7,11,-4,loss,780519,471,1110494,2012,,7 - 11,,107.0
1,,0.2,,1,0,0,1,1,0,5,3,0,0,0,0,0,1,0,1,0,0,0,,1,0,0,0,0,3,1,02/18/2012,away,10942,110,UCLA,9,True,5,6,-1,loss,755800,392,1211732,2012,,5 - 6,,17.0
1,,0.1,,1,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,4,0,04/29/2012,away,10942,742,Virginia Tech,9,True,2,6,-4,loss,777061,392,1211732,2012,,2 - 6,,14.0
1,,1.0,,1,1,1,1,1,0,6,4,0,0,0,0,0,1,0,0,0,0,0,,2,0,0,0,0,3,1,05/06/2012,away,10942,234,Florida St.,9,True,2,9,-7,loss,778637,392,1211732,2012,,2 - 9,,22.0
1,,1.1,,2,2,2,1,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,1,0,2,0,02/17/2012,home,10942,709,Toledo,9,True,2,5,-3,loss,755593,772,894748,2012,,2 - 5,,26.0
1,,2.0,,0,0,0,0,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,,2,2,0,0,0,3,1,02/18/2012,home,10942,709,Toledo,9,True,9,3,6,win,756024,772,894748,2012,,9 - 3,,28.0
1,,2.0,,1,0,0,0,3,0,7,6,0,0,0,0,0,1,0,0,0,0,0,,2,0,0,0,0,6,2,02/21/2012,away,10942,694,Tennessee,13,True,7,8,-1,loss,756438,772,894748,2012,,7 - 8,,25.0
1,,4.0,,3,1,0,0,4,0,16,14,0,0,0,0,0,1,0,0,0,1,0,,5,2,0,0,0,2,2,02/24/2012,home,10942,659,Southern Ill.,13,True,10,9,1,win,756686,772,894748,2012,,10 - 9,,55.0
1,,1.1,,3,4,2,2,3,0,9,7,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,4,2,02/28/2012,away,10942,454,Murray St.,9,True,2,10,-8,loss,757802,772,894748,2012,,2 - 10,,41.0
1,,2.0,,3,1,1,0,2,0,11,10,0,0,0,0,0,1,0,1,0,0,0,,1,3,0,0,0,2,1,03/03/2012,home,10942,331,Kent St.,9,True,5,2,3,win,758503,772,894748,2012,,5 - 2,,42.0
1,,2.0,,0,0,0,0,3,0,6,6,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,3,3,03/09/2012,home,10942,771,Western Ill.,9,True,7,2,5,win,760162,772,894748,2012,,7 - 2,,20.0
1,,0.2,,3,2,1,0,1,0,5,5,1,0,0,0,0,0,0,3,3,0,0,,0,1,0,0,0,5,0,03/11/2012,home,10942,771,Western Ill.,9,True,1,11,-10,loss,761151,772,894748,2012,,1 - 11,,18.0
1,,2.2,,2,0,0,0,3,0,9,9,1,0,0,0,0,0,0,1,0,0,0,,2,2,0,0,0,2,0,03/16/2012,away,10942,419,Middle Tenn.,9,True,9,2,7,win,762428,772,894748,2012,,9 - 2,,34.0
1,,2.0,,1,0,0,0,4,0,7,7,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,4,2,03/20/2012,home,10942,14927,Belmont,9,True,5,6,-1,loss,763916,772,894748,2012,,5 - 6,,30.0
1,,2.2,,5,2,2,0,4,0,14,14,0,0,0,0,0,0,0,1,0,0,0,,2,2,0,1,0,3,2,03/23/2012,home,10942,231,FIU,9,True,5,6,-1,loss,764452,772,894748,2012,,5 - 6,,49.0
1,,1.0,,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,4,0,03/27/2012,away,10942,334,Kentucky,9,True,4,7,-3,loss,766162,772,894748,2012,,4 - 7,,9.0
1,,2.0,,0,0,0,0,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,,1,3,0,0,1,2,1,03/31/2012,home,10942,32,Little Rock,9,True,5,1,4,win,766964,772,894748,2012,,5 - 1,,26.0
1,,3.0,,1,0,0,0,4,0,9,9,0,0,0,0,0,0,0,1,0,0,0,,3,1,0,0,0,2,3,04/06/2012,away,10942,671,Louisiana,9,True,6,2,4,win,769225,772,894748,2012,,6 - 2,,47.0
1,,1.1,,2,1,1,0,2,0,6,6,0,0,0,0,0,0,0,1,0,0,0,,1,1,0,1,0,4,1,04/08/2012,away,10942,671,Louisiana,9,True,1,2,-1,loss,770456,772,894748,2012,,1 - 2,,18.0
1,,3.2,,5,1,1,1,3,0,17,16,0,0,0,0,0,0,0,3,0,0,0,,5,3,0,0,1,2,2,04/14/2012,away,10942,30,Arkansas St.,9,True,8,3,5,win,771881,772,894748,2012,,8 - 3,,83.0
1,,1.1,,1,0,0,0,3,0,5,5,0,0,0,0,0,0,0,1,0,0,0,,1,0,0,0,0,3,2,04/18/2012,away,10942,28600,Lipscomb,10,True,4,3,1,win,773507,772,894748,2012,,4 - 3,,21.0
1,,1.0,,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,3,2,04/21/2012,home,10942,716,Troy,9,True,9,4,5,win,774367,772,894748,2012,,9 - 4,,14.0
1,,1.1,,4,2,2,1,1,0,9,7,1,0,0,0,0,1,0,1,1,0,0,,1,1,0,0,0,4,0,04/22/2012,home,10942,716,Troy,10,True,6,5,1,win,775149,772,894748,2012,,6 - 5,,35.0
1,,0.0,,6,7,7,0,0,0,7,6,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,0,2,0,04/27/2012,home,10942,498,ULM,9,True,6,14,-8,loss,776085,772,894748,2012,,6 - 14,,25.0
1,,6.0,,6,2,1,2,6,0,27,21,1,0,0,0,0,1,1,1,1,3,0,,5,6,0,1,0,3,4,04/29/2012,home,10942,498,ULM,12,True,6,7,-1,loss,777086,772,894748,2012,,6 - 7,,99.0
1,,1.1,,0,0,0,0,2,0,4,4,0,0,0,0,0,0,0,1,0,0,0,,0,2,0,0,0,2,1,05/06/2012,away,10942,229,Fla. Atlantic,9,True,6,1,5,win,778719,772,894748,2012,,6 - 1,,18.0
1,,4.1,,4,2,2,0,1,0,16,16,1,0,1,0,0,0,0,3,3,0,0,,7,4,0,0,0,2,1,05/13/2012,away,10942,646,South Alabama,9,True,7,8,-1,loss,779715,772,894748,2012,,7 - 8,,56.0
1,,1.2,,4,1,1,0,2,0,9,8,0,0,0,0,0,0,0,1,1,1,0,,1,2,0,0,0,2,0,05/18/2012,home,10942,419,Middle Tenn.,13,True,5,4,1,win,780064,772,894748,2012,,5 - 4,,38.0
1,,1.1,,2,2,2,1,0,0,7,6,0,0,0,0,0,0,0,1,0,0,0,,4,0,0,0,0,2,0,05/24/2012,home,10942,646,South Alabama,9,True,3,5,-2,loss,780535,772,894748,2012,,3 - 5,,27.0
1,,0.2,,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,4,0,05/26/2012,away,10942,498,ULM,9,True,7,4,3,win,780700,772,894748,2012,,7 - 4,,9.0
1,,1.0,,0,0,0,1,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,1,0,03/04/2012,home,10942,352,Lehigh,9,True,18,3,15,win,759068,107,1216049,2012,,18 - 3,,0.0
1,,4.0,,0,0,0,1,1,0,13,12,0,0,0,0,0,0,0,0,0,0,0,,7,4,1,0,0,1,0,03/11/2012,away,10942,463,Nebraska,9,True,4,0,4,win,761051,107,1216049,2012,,4 - 0,,42.0
1,,2.0,,5,5,4,2,1,0,15,11,1,0,0,1,0,1,0,0,0,0,1,,3,2,0,1,0,1,0,03/18/2012,home,10942,528,Oregon St.,9,True,5,13,-8,loss,763437,107,1216049,2012,,5 - 13,,0.0
1,,3.0,,3,3,2,3,0,0,14,11,1,0,0,0,0,0,0,0,0,0,0,,3,4,0,0,0,1,0,03/25/2012,away,10942,28,Arizona St.,9,True,6,9,-3,loss,765529,107,1216049,2012,,6 - 9,,54.0
1,,1.1,,4,2,2,1,1,0,9,7,2,0,0,0,0,0,0,0,0,1,0,,2,1,0,0,0,1,0,04/01/2012,home,10942,703,Texas,9,True,6,5,1,win,768216,107,1216049,2012,,6 - 5,,26.0
1,,1.0,,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,2,0,04/28/2012,away,10942,529,Oregon,9,True,2,3,-1,loss,776321,107,1216049,2012,,2 - 3,,0.0
1,,1.2,,3,0,0,1,0,0,10,8,0,0,0,0,0,1,0,0,0,0,0,,2,3,0,0,0,2,0,05/05/2012,away,10942,754,Washington St.,9,True,9,4,5,win,778063,107,1216049,2012,,9 - 4,,44.0
1,,4.0,,4,2,2,0,2,0,16,14,2,0,1,0,0,0,0,0,0,1,1,,5,5,0,0,0,2,1,05/13/2012,home,10942,29,Arizona,9,True,4,7,-3,loss,779598,107,1216049,2012,,4 - 7,,0.0
1,,0.1,,0,1,1,3,0,0,4,0,0,0,0,1,0,0,1,0,0,1,0,,1,0,0,0,0,2,0,05/20/2012,home,10942,110,UCLA,9,True,6,5,1,win,780401,107,1216049,2012,,6 - 5,,0.0
1,,2.0,,3,2,2,2,4,0,12,10,0,0,1,0,0,0,0,0,0,0,0,,1,1,0,0,0,2,1,05/27/2012,away,10942,674,Stanford,9,True,3,5,-2,loss,780758,107,1216049,2012,,3 - 5,,47.0
1,,4.1,,3,1,1,2,4,0,17,15,1,0,0,0,0,0,0,2,1,0,0,,6,2,0,0,0,2,1,02/18/2012,home,10942,518,Ohio St.,9,True,7,14,-7,loss,756090,635,1102084,2012,,7 - 14,,67.0
1,,2.0,,3,2,2,2,1,0,10,7,0,0,0,1,0,0,0,2,1,1,0,,4,0,0,0,0,2,0,02/26/2012,away,10942,694,Tennessee,9,True,2,10,-8,loss,757519,635,1102084,2012,,2 - 10,,46.0
1,,1.1,,4,5,4,1,0,0,10,7,0,0,0,0,0,1,0,0,0,0,1,,2,1,0,1,0,1,0,03/04/2012,home,10942,810,Wright St.,9,True,8,10,-2,loss,759125,635,1102084,2012,,8 - 10,,0.0
1,,0.1,,1,1,1,1,1,0,3,2,0,0,0,0,0,0,0,2,1,0,0,,0,0,0,0,0,4,0,03/23/2012,home,10942,587,Rutgers,9,True,2,10,-8,loss,764686,635,1102084,2012,,2 - 10,,0.0
1,,6.0,,2,0,0,1,2,0,20,19,0,0,0,0,0,0,0,0,0,0,0,,8,7,0,0,0,1,0,03/28/2012,home,10942,342,Lafayette,12,True,4,3,1,win,766368,635,1102084,2012,,4 - 3,,0.0
1,,5.0,,5,1,0,3,0,0,22,19,2,0,0,0,1,0,0,0,0,0,0,,6,8,1,0,0,1,0,04/11/2012,home,10942,748,Wagner,9,True,9,1,8,win,771055,635,1102084,2012,,9 - 1,,0.0
1,,1.1,,6,3,3,0,0,0,9,8,2,0,0,0,0,0,0,0,0,1,0,,3,0,0,0,0,1,0,04/17/2012,home,10942,477,New York Tech,9,True,16,7,9,win,773166,635,1102084,2012,,16 - 7,,0.0
1,,5.2,,5,1,1,0,4,0,22,21,1,0,0,0,0,1,0,0,0,0,0,,4,7,1,0,0,1,1,04/25/2012,home,10942,310,Iona,9,True,4,1,3,win,775695,635,1102084,2012,,4 - 1,,0.0
1,,4.0,,4,3,3,2,1,0,17,15,2,0,0,0,1,0,0,0,0,0,0,,8,2,0,1,0,1,1,05/01/2012,away,10942,617,Saint Peter's,9,True,0,7,-7,loss,777527,635,1102084,2012,,0 - 7,,0.0
1,,1.2,,1,2,1,1,1,0,9,8,0,0,0,0,1,0,0,0,0,0,0,,2,2,0,0,0,2,0,05/08/2012,home,10942,606,Saint Joseph's,9,True,4,3,1,win,778953,635,1102084,2012,,4 - 3,,0.0
1,,3.0,,2,1,1,2,3,0,13,10,0,0,0,0,0,0,1,0,0,1,0,,4,2,0,0,0,2,1,05/25/2012,home,10942,513,Notre Dame,9,True,3,4,-1,loss,780647,635,1102084,2012,,3 - 4,,42.0
1,,2.0,,1,0,0,0,3,0,7,6,0,0,0,0,0,0,0,2,0,1,0,,3,0,0,0,0,2,1,02/19/2012,home,10942,312,Iowa,9,True,4,3,1,win,756317,768,1312575,2012,,4 - 3,,0.0
1,,4.0,,8,7,7,2,4,0,23,20,2,0,1,0,0,1,0,0,0,0,0,,2,6,0,1,0,1,1,03/10/2012,home,10942,529,Oregon,9,True,0,12,-12,loss,760579,768,1312575,2012,,0 - 12,,0.0
1,,0.2,,4,2,2,0,0,0,7,6,1,0,0,0,0,1,0,2,2,0,0,,1,1,0,0,0,2,0,03/18/2012,home,10942,381,Manhattan,9,True,11,13,-2,loss,763406,768,1312575,2012,,11 - 13,,0.0
1,,2.1,,7,9,9,3,4,0,19,12,2,0,1,3,0,2,1,2,1,0,2,,1,2,0,0,0,2,0,03/24/2012,home,10942,164,UConn,9,True,4,15,-11,loss,764804,768,1312575,2012,,4 - 15,,0.0
1,,3.1,,0,1,1,2,1,0,11,9,0,0,0,1,0,0,0,2,0,0,0,,0,8,0,0,0,2,0,04/11/2012,away,10942,392,Maryland,9,True,0,3,-3,loss,771058,768,1312575,2012,,0 - 3,,41.0
1,,1.0,,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,2,0,0,0,,1,1,0,0,0,3,0,04/14/2012,away,10942,587,Rutgers,9,True,4,8,-4,loss,771880,768,1312575,2012,,4 - 8,,7.0
1,,2.0,,3,2,2,1,1,0,10,9,0,1,0,1,0,0,0,3,3,0,0,,1,4,0,0,0,2,0,04/17/2012,away,10942,5,Akron,9,True,17,6,11,win,773211,768,1312575,2012,,17 - 6,,33.0
1,,0.2,,3,4,2,1,0,0,7,4,0,0,0,0,0,1,0,2,2,0,1,,1,1,0,0,0,2,0,04/22/2012,home,10942,545,Pittsburgh,9,True,5,14,-9,loss,775268,768,1312575,2012,,5 - 14,,16.0
1,,1.0,,1,1,0,1,1,0,5,4,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,3,1,02/18/2012,home,10942,498,ULM,9,True,11,6,5,win,755808,706,1202986,2012,,11 - 6,,24.0
1,,0.1,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,,1,0,0,0,0,4,0,02/21/2012,away,10942,287,Houston Baptist,13,True,9,6,3,win,756393,706,1202986,2012,,9 - 6,,2.0
1,,1.0,,2,1,1,0,0,0,6,6,1,0,0,1,0,0,0,2,2,0,0,,1,2,0,0,0,3,0,02/25/2012,home,10942,473,New Mexico,9,True,7,14,-7,loss,757134,706,1202986,2012,,7 - 14,,22.0
1,,2.0,,2,1,1,1,1,0,8,5,0,0,0,0,0,0,0,1,1,2,0,,2,2,0,0,0,3,1,03/03/2012,home,10942,260,Gonzaga,9,True,1,4,-3,loss,758326,706,1202986,2012,,1 - 4,,32.0
1,,0.2,,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,,1,0,0,0,0,3,0,03/09/2012,away,10942,26172,A&M-Corpus Christi,9,True,3,6,-3,loss,760148,706,1202986,2012,,3 - 6,,7.0
1,,3.1,,3,1,1,3,2,0,16,13,2,0,0,0,1,0,0,2,2,0,0,,5,3,0,0,0,3,1,03/14/2012,away,10942,513,Notre Dame,9,True,0,12,-12,loss,761948,706,1202986,2012,,0 - 12,,63.0
1,,1.2,,5,2,2,1,1,0,10,9,0,0,0,1,0,0,0,0,0,0,0,,2,1,0,0,0,4,0,03/17/2012,home,10942,508,Northwestern St.,9,True,17,20,-3,loss,762727,706,1202986,2012,,17 - 20,,40.0
1,,0.1,,2,5,3,2,1,0,6,4,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,0,03/27/2012,home,10942,536,UTRGV,9,True,13,18,-5,loss,766128,706,1202986,2012,,13 - 18,,26.0
1,,3.0,,4,2,1,0,3,0,13,11,2,0,0,0,0,0,0,1,1,2,0,,5,1,0,0,0,2,1,02/19/2012,home,10942,466,Nevada,9,True,8,9,-1,loss,756182,473,1311736,2012,,8 - 9,,46.0
1,,3.0,,7,5,5,1,0,0,17,15,0,0,1,0,0,0,0,0,0,0,0,,5,3,0,1,0,1,0,02/26/2012,away,10942,706,UTSA,9,True,4,8,-4,loss,757435,473,1311736,2012,,4 - 8,,51.0
1,,0.1,,3,2,2,0,1,0,5,4,0,0,1,1,0,1,0,1,1,0,0,,0,0,0,0,0,3,0,03/06/2012,away,10942,472,New Mexico St.,9,True,12,16,-4,loss,759477,473,1311736,2012,,12 - 16,,0.0
1,,1.0,,7,4,4,0,2,0,9,9,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,03/28/2012,home,10942,676,SFA,9,True,5,9,-4,loss,766406,473,1311736,2012,,5 - 9,,24.0
1,,1.0,,1,1,1,0,1,0,4,4,0,0,1,0,0,0,0,0,0,0,0,,0,2,0,0,0,4,0,04/25/2012,home,10942,700,Texas Tech,9,True,14,13,1,win,775731,473,1311736,2012,,14 - 13,,17.0
1,,1.0,,3,2,2,1,2,0,7,5,0,0,0,0,0,0,0,0,0,0,1,,0,1,0,0,0,3,1,05/17/2012,home,10942,721,Air Force,9,True,22,4,18,win,779926,473,1311736,2012,,22 - 4,,23.0
1,,0.2,,2,1,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,1,1,,1,1,0,0,0,4,0,02/17/2012,away,10942,626,San Diego St.,9,True,7,4,3,win,755607,756,1098814,2012,,7 - 4,,0.0
1,,1.0,,2,2,2,1,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,4,0,02/18/2012,away,10942,626,San Diego St.,9,True,12,9,3,win,755875,756,1098814,2012,,12 - 9,,0.0
1,,1.0,,1,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,,2,1,0,0,0,5,0,02/22/2012,home,10942,1356,Seattle U,9,True,1,5,-4,loss,756519,756,1098814,2012,,1 - 5,,0.0
1,,2.0,,3,2,2,2,1,0,10,6,1,1,0,0,0,0,2,2,2,2,0,,2,2,0,0,0,4,1,02/25/2012,away,10942,109,UC Irvine,9,True,7,8,-1,loss,756962,756,1098814,2012,,7 - 8,,0.0
1,,1.0,,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,3,0,03/03/2012,home,10942,606,Saint Joseph's,9,True,9,1,8,win,758601,756,1098814,2012,,9 - 1,,0.0
1,,1.0,,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,3,1,03/04/2012,home,10942,606,Saint Joseph's,9,True,6,0,6,win,758918,756,1098814,2012,,6 - 0,,0.0
1,,1.1,,1,0,0,0,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,3,1,03/09/2012,away,10942,90,Cal Poly,9,True,3,6,-3,loss,760158,756,1098814,2012,,3 - 6,,19.0
1,,2.0,,0,0,0,0,2,0,7,5,0,0,0,0,0,1,0,0,0,1,0,,3,1,0,0,0,3,1,03/13/2012,home,10942,551,Portland,9,True,1,4,-3,loss,761634,756,1098814,2012,,1 - 4,,0.0
1,,3.2,,1,1,0,1,2,0,13,11,0,0,0,0,0,0,0,0,0,1,0,,4,5,0,1,0,3,0,03/17/2012,home,10942,529,Oregon,13,True,2,3,-1,loss,763197,756,1098814,2012,,2 - 3,,0.0
1,,1.0,,3,2,2,0,1,0,6,6,0,0,0,1,0,0,0,0,0,0,0,,1,1,0,0,0,2,0,03/24/2012,home,10942,94,CSU Bakersfield,9,True,7,3,4,win,764788,756,1098814,2012,,7 - 3,,0.0
1,,0.0,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,2,0,0,,0,0,0,0,0,2,0,04/01/2012,away,10942,528,Oregon St.,9,True,3,5,-2,loss,767862,756,1098814,2012,,3 - 5,,2.0
1,,2.2,,1,0,0,1,3,0,10,9,0,0,0,0,0,0,0,2,1,0,0,,3,2,0,0,0,3,3,04/09/2012,home,10942,260,Gonzaga,9,True,4,6,-2,loss,770496,756,1098814,2012,,4 - 6,,0.0
1,,1.0,,4,5,3,0,0,0,7,7,3,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,0,2,0,04/20/2012,home,10942,29,Arizona,9,True,2,10,-8,loss,773762,756,1098814,2012,,2 - 10,,0.0
1,,1.0,,2,1,1,1,1,0,7,6,0,0,0,0,0,0,0,0,0,0,0,,0,2,0,0,0,3,0,04/27/2012,away,10942,732,Utah,9,True,9,1,8,win,776137,756,1098814,2012,,9 - 1,,0.0
1,,3.0,,1,0,0,0,2,0,11,10,0,0,0,0,0,1,0,0,0,0,0,,2,5,0,0,0,5,1,05/12/2012,home,10942,110,UCLA,9,True,3,11,-8,loss,779371,756,1098814,2012,,3 - 11,,0.0
1,,1.0,,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,2,1,0,0,,1,1,0,0,0,3,0,05/18/2012,away,10942,28,Arizona St.,9,True,5,7,-2,loss,780109,756,1098814,2012,,5 - 7,,0.0
1,,1.0,,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,,1,2,0,0,0,3,0,05/19/2012,away,10942,28,Arizona St.,9,True,4,8,-4,loss,780323,756,1098814,2012,,4 - 8,,0.0
1,,2.0,,1,0,0,1,2,0,8,6,0,0,0,0,0,0,0,0,0,1,0,,2,2,0,0,1,5,1,05/22/2012,away,10942,1356,Seattle U,9,True,5,4,1,win,780450,756,1098814,2012,,5 - 4,,36.0
1,,2.1,,3,1,0,0,1,0,11,11,1,0,0,0,0,0,0,0,0,0,0,,3,3,0,0,0,2,0,05/27/2012,home,10942,754,Washington St.,9,True,2,3,-1,loss,780767,756,1098814,2012,,2 - 3,,0.0
1,,2.1,,6,3,3,0,1,0,14,12,1,1,0,0,1,0,0,0,0,2,0,,5,1,0,1,0,1,0,02/22/2012,away,10942,367,Louisville,9,True,2,7,-5,loss,756488,202,1315550,2012,,2 - 7,,42.0
1,,6.0,,6,2,0,1,3,0,27,25,1,0,0,0,0,0,0,0,0,1,0,,8,7,0,1,0,1,2,02/26/2012,away,10942,10411,USC Upstate,9,True,0,4,-4,loss,757395,202,1315550,2012,,0 - 4,,101.0
1,,4.0,,7,8,8,4,4,0,23,18,0,0,4,1,0,1,0,0,0,0,0,,5,2,0,1,0,1,0,03/04/2012,home,10942,305,Indiana St.,9,True,10,11,-1,loss,758824,202,1315550,2012,,10 - 11,,85.0
1,,7.0,,4,2,1,3,3,0,28,24,2,0,0,0,1,0,0,0,0,1,0,,11,6,1,0,0,1,2,03/11/2012,away,10942,2915,Wofford,9,True,10,2,8,win,761062,202,1315550,2012,,10 - 2,,96.0
1,,5.0,,5,3,1,1,2,0,22,20,0,0,1,0,0,1,0,0,0,0,0,,5,6,0,1,0,1,1,03/18/2012,home,10942,71,Bowling Green,9,True,4,8,-4,loss,763356,202,1315550,2012,,4 - 8,,87.0
1,,6.2,,9,1,1,0,0,0,29,28,1,0,1,0,0,0,0,0,0,1,0,,12,8,1,0,0,1,0,03/25/2012,home,10942,315,Jacksonville St.,9,True,3,2,1,win,765567,202,1315550,2012,,3 - 2,,87.0
1,,9.0,,5,2,2,3,7,0,34,30,2,0,0,0,0,1,0,0,0,0,0,,10,8,1,0,0,1,3,03/31/2012,home,10942,660,SIUE,9,True,8,2,6,win,767084,202,1315550,2012,,8 - 2,,122.0
1,,3.2,,7,6,3,2,3,0,21,17,1,0,0,0,0,0,0,0,0,2,0,,6,2,0,0,0,1,1,04/06/2012,away,10942,654,Southeast Mo. St.,9,True,9,6,3,win,769078,202,1315550,2012,,9 - 6,,74.0
