App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,pickoffs,score,player_id,division
1,0.0,1.1,0.0,2,0,0,2,1,0,9,6,0,0,0,0,0,1,0,3,3,0,0,0,3,0,0,0,3,1,02/15/2020,home,15204,308,Purdue Fort Wayne,9,True,0,11,-11,loss,1848361,363,1978558,2020,0.0,,1978558.0,1.0
1,0.0,1.0,0.0,2,1,1,1,1,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,1,02/23/2020,home,15204,471,NJIT,9,True,5,17,-12,loss,1831878,363,1978558,2020,0.0,,1978558.0,1.0
1,1.0,3.0,0.0,6,4,4,0,2,0,14,14,0,0,0,1,0,0,0,0,0,0,0,1,5,0,1,0,1,0,02/17/2020,neutral,15204,757,Wayne St. (MI),9,True,3,8,-5,loss,1965448,30126,1887598,2020,0.0,,1887598.0,2.0
1,1.0,3.0,0.0,3,8,6,6,1,0,21,13,0,0,0,2,2,1,0,0,0,0,1,4,3,0,0,0,1,1,02/22/2020,away,15204,309,UIndy,9,True,9,22,-13,loss,1831488,30126,1887598,2020,0.0,,1887598.0,2.0
1,1.0,2.1,0.0,2,6,6,5,2,0,15,9,0,0,0,0,2,0,0,0,0,1,0,1,4,0,1,0,1,0,03/07/2020,home,15204,2746,Lake Erie,9,True,4,7,-3,loss,1834245,30126,1887598,2020,0.0,,1887598.0,2.0
1,0.0,1.0,0.0,1,0,0,1,2,0,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,2,02/01/2020,away,15204,734,Valdosta St.,9,True,7,3,4,win,1848533,9680,1863187,2020,0.0,,1863187.0,2.0
1,0.0,2.0,0.0,1,0,0,0,3,0,7,7,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,4,0,02/08/2020,home,15204,30093,AUM,10,True,8,7,1,win,1829986,9680,1863187,2020,0.0,,1863187.0,2.0
1,0.0,1.0,0.0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,02/18/2020,home,15204,30092,Flagler,9,True,7,3,4,win,1831023,9680,1863187,2020,0.0,,1863187.0,2.0
1,0.0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,02/22/2020,away,15204,608,Saint Leo,9,True,13,2,11,win,1847670,9680,1863187,2020,0.0,,1863187.0,2.0
1,0.0,1.2,0.0,1,0,0,1,0,0,7,6,0,0,0,0,1,0,0,1,1,0,0,2,2,0,0,0,3,0,02/29/2020,home,15204,24639,Nova Southeastern,9,True,2,4,-2,loss,1832781,9680,1863187,2020,0.0,,1863187.0,2.0
1,0.0,0.1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,03/03/2020,home,15204,30063,Seton Hill,9,True,16,8,8,win,1833333,9680,1863187,2020,0.0,,1863187.0,2.0
1,0.0,1.0,0.0,2,1,0,1,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,03/07/2020,home,15204,23157,Felician,9,True,1,6,-5,loss,1834346,9680,1863187,2020,0.0,,1863187.0,2.0
1,0.0,1.2,0.0,1,0,0,1,2,0,7,5,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,1,4,0,03/07/2020,home,15204,23157,Felician,9,True,2,1,1,win,1848032,9680,1863187,2020,0.0,,1863187.0,2.0
1,0.0,1.1,0.0,2,2,2,1,2,0,7,6,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,5,0,03/11/2020,away,15204,12830,Tusculum,9,True,5,9,-4,loss,1835113,9680,1863187,2020,0.0,,1863187.0,2.0
1,0.0,0.1,0.0,2,2,2,2,1,0,5,3,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,02/16/2020,neutral,15204,459,UNC Greensboro,9,True,4,11,-7,loss,1830715,626,2305180,2020,0.0,,2305180.0,1.0
1,0.0,1.0,0.0,4,4,4,1,1,0,7,6,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,02/27/2020,home,15204,528,Oregon St.,9,True,1,13,-12,loss,1832277,626,2305180,2020,0.0,,2305180.0,1.0
1,0.0,1.0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,02/01/2020,home,15204,15207,Ohio Valley,9,True,22,6,16,win,1829670,1238,2325250,2020,0.0,,2325250.0,2.0
1,0.0,0.2,0.0,2,2,2,0,0,0,4,3,0,0,0,0,0,0,0,3,1,0,1,1,1,0,0,0,5,0,02/08/2020,home,15204,30002,Trevecca Nazarene,10,True,7,6,1,win,1849465,1238,2325250,2020,0.0,,2325250.0,2.0
