App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,pickoffs,score,player_id,division
1,0.0,2.0,0.0,1,0,0,1,4,0,9,6,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,6,0,02/08/2020,neutral,15204,24400,Concordia (TX),9,True,4,7,-3,loss,1829997,1124,1436857,2020,0.0,,1436857.0,3.0
1,0.0,1.0,0.0,0,0,0,2,2,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,02/09/2020,neutral,15204,271,Hardin-Simmons,9,True,7,5,2,win,1830082,1124,1436857,2020,0.0,,1436857.0,3.0
1,0.0,1.0,0.0,3,2,2,0,1,0,7,6,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,4,0,02/19/2020,away,15204,23008,Ozarks (AR),9,True,1,5,-4,loss,1830960,1124,1436857,2020,0.0,,1436857.0,3.0
1,0.0,1.0,0.0,1,0,0,1,0,0,5,4,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,3,0,02/23/2020,home,15204,755,WashU,9,True,5,9,-4,loss,1831862,1124,1436857,2020,0.0,,1436857.0,3.0
1,0.0,0.1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,03/12/2020,neutral,15204,35,Ashland,9,True,0,13,-13,loss,1835250,383,1535428,2020,0.0,,1535428.0,2.0
1,0.0,2.0,0.0,3,3,3,1,1,0,9,8,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,3,0,02/16/2020,away,15204,565,Randolph-Macon,10,True,12,9,3,win,1830761,168,1639058,2020,0.0,,1639058.0,3.0
1,0.0,0.1,0.0,0,2,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,02/22/2020,away,15204,622,Salisbury,9,True,10,9,1,win,1831587,168,1639058,2020,0.0,,1639058.0,3.0
1,0.0,0.0,0.0,2,1,1,1,0,0,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,02/23/2020,away,15204,622,Salisbury,9,True,8,9,-1,loss,1831888,168,1639058,2020,0.0,,1639058.0,3.0
1,0.0,2.1,0.0,4,1,1,2,3,0,12,9,0,0,0,0,0,0,2,3,0,1,0,3,0,0,1,0,4,0,03/08/2020,neutral,15204,442,Montclair St.,9,True,10,11,-1,loss,1968132,168,1639058,2020,0.0,,1639058.0,3.0
1,1.0,5.0,0.0,5,3,3,2,7,0,22,20,0,0,0,1,1,0,0,0,0,0,0,6,2,0,0,0,1,2,02/21/2020,away,15204,395,Maryville (MO),9,True,9,6,3,win,1848196,383,1647802,2020,0.0,,1647802.0,2.0
1,1.0,7.0,0.0,4,0,0,1,11,0,24,22,0,0,0,0,0,0,0,0,0,1,0,6,3,0,0,0,1,1,03/06/2020,neutral,15204,30124,Cedarville,11,True,5,4,1,win,1833728,383,1647802,2020,0.0,,1647802.0,2.0
1,1.0,6.2,0.0,5,4,4,3,6,0,28,21,0,0,0,0,1,1,0,0,0,2,1,8,5,0,1,0,1,1,03/10/2020,away,15204,230,Florida Tech,9,True,3,4,-1,loss,1834836,383,1647802,2020,0.0,,1647802.0,2.0
1,0.0,0.2,0.0,2,1,1,0,2,0,4,4,2,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,2,1,02/15/2020,home,15204,1071,Emporia St.,9,True,6,9,-3,loss,1848355,413,1649355,2020,0.0,,1649355.0,2.0
1,0.0,1.0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,02/28/2020,home,15204,30128,Sioux Falls,9,True,12,2,10,win,1832329,413,1649355,2020,0.0,,1649355.0,2.0
1,0.0,1.2,0.0,1,0,0,1,0,0,7,6,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,2,0,03/07/2020,away,15204,2720,CSU Pueblo,9,True,2,4,-2,loss,1847721,413,1649355,2020,0.0,,1649355.0,2.0
1,0.0,3.0,0.0,1,0,0,0,6,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,2,02/22/2020,away,15204,30063,Seton Hill,9,True,9,3,6,win,1831558,30137,1650635,2020,0.0,,1650635.0,2.0
1,0.0,3.0,0.0,5,3,3,0,3,0,14,13,0,0,0,1,0,0,0,0,0,1,0,5,1,0,0,0,2,1,02/28/2020,neutral,15204,1438,West Liberty,9,True,4,7,-3,loss,1832381,30137,1650635,2020,0.0,,1650635.0,2.0
1,1.0,1.0,0.0,4,10,10,5,1,0,14,6,0,0,1,1,0,2,0,0,0,0,1,1,1,0,1,0,1,0,03/08/2020,away,15204,584,Rollins,9,True,6,12,-6,loss,1834416,30137,1650635,2020,0.0,,1650635.0,2.0
1,0.0,1.2,0.0,5,4,4,2,1,0,12,10,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,02/01/2020,neutral,15204,1096,Georgia College,9,True,6,11,-5,loss,1829660,1245,1652740,2020,0.0,,1652740.0,2.0
1,0.0,0.2,0.0,1,1,1,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,02/09/2020,home,15204,1170,Lenoir-Rhyne,9,True,13,7,6,win,1964988,1245,1652740,2020,0.0,,1652740.0,2.0
1,0.0,1.1,0.0,0,0,0,1,0,0,5,4,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,3,0,02/19/2020,home,15204,1001,Catawba,9,True,5,8,-3,loss,1831002,1245,1652740,2020,0.0,,1652740.0,2.0
1,0.0,1.1,0.0,2,2,2,0,1,0,6,6,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,03/07/2020,away,15204,15646,Barton,9,True,5,6,-1,loss,1849862,1245,1652740,2020,0.0,,1652740.0,2.0
1,0.0,4.1,0.0,1,0,0,1,6,0,17,16,1,0,0,0,2,0,0,0,0,0,0,3,4,1,0,0,2,4,03/10/2020,home,15204,8956,Dominican (NY),9,True,11,3,8,win,1834979,1245,1652740,2020,0.0,,1652740.0,2.0
1,0.0,1.0,0.0,0,0,0,1,2,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,01/31/2020,neutral,15204,1071,Emporia St.,9,True,0,6,-6,loss,1829586,1314,1654019,2020,0.0,,1654019.0,2.0
1,0.0,1.2,0.0,2,1,1,1,1,0,8,7,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,5,0,02/02/2020,neutral,15204,30178,Northwestern Okla.,10,True,10,13,-3,loss,1829694,1314,1654019,2020,0.0,,1654019.0,2.0
1,0.0,3.1,0.0,2,1,1,0,2,0,11,11,0,1,0,0,0,0,0,1,0,0,0,4,3,1,0,0,3,0,02/08/2020,home,15204,790,Winona St.,9,True,10,9,1,win,1829877,1314,1654019,2020,0.0,,1654019.0,2.0
1,0.0,2.1,0.0,1,0,0,0,3,0,9,8,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,2,2,02/16/2020,home,15204,27854,Minn.-Crookston,9,True,4,3,1,win,1830695,1314,1654019,2020,0.0,,1654019.0,2.0
1,0.0,4.1,0.0,2,0,0,0,5,0,15,14,0,0,0,0,0,1,0,1,0,0,0,5,2,1,0,0,2,0,02/22/2020,home,15204,728,Upper Iowa,9,True,13,8,5,win,1968404,1314,1654019,2020,0.0,,1654019.0,2.0
1,0.0,2.1,0.0,3,3,3,1,4,0,12,9,1,0,0,0,0,2,0,2,2,0,0,0,2,0,0,0,2,2,02/28/2020,home,15204,9011,Fort Hays St.,9,True,4,7,-3,loss,1832416,1314,1654019,2020,0.0,,1654019.0,2.0
1,0.0,1.1,0.0,1,0,0,1,3,0,6,5,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,7,0,03/03/2020,home,15204,30120,William Jewell,9,True,10,7,3,win,1970666,1314,1654019,2020,0.0,,1654019.0,2.0
1,0.0,1.0,0.0,1,0,0,0,2,0,4,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,5,0,03/06/2020,away,15204,12810,Northeastern St.,9,True,3,5,-2,loss,1833789,1314,1654019,2020,0.0,,1654019.0,2.0
1,0.0,0.1,0.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5,0,03/07/2020,away,15204,12810,Northeastern St.,10,True,8,7,1,win,1834282,1314,1654019,2020,0.0,,1654019.0,2.0
1,0.0,2.0,0.0,2,1,0,0,2,0,8,8,1,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,4,1,03/08/2020,away,15204,12810,Northeastern St.,9,True,6,4,2,win,1834597,1314,1654019,2020,0.0,,1654019.0,2.0
1,0.0,1.0,0.0,1,0,0,0,0,0,5,4,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,6,0,03/11/2020,neutral,15204,30120,William Jewell,9,True,7,3,4,win,1835067,1314,1654019,2020,0.0,,1654019.0,2.0
1,0.0,1.0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,02/21/2020,away,15204,1068,Elon,9,True,0,10,-10,loss,1831265,368,1659314,2020,0.0,,1659314.0,1.0
1,0.0,1.0,0.0,2,1,1,1,1,0,6,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,03/01/2020,away,15204,180,Delaware,9,True,4,11,-7,loss,1832752,368,1659314,2020,0.0,,1659314.0,1.0
1,0.0,2.0,0.0,2,0,0,0,1,0,8,8,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,7,1,03/06/2020,away,15204,365,LSU,9,True,2,11,-9,loss,1833979,368,1659314,2020,0.0,,1659314.0,1.0
1,0.0,2.0,0.0,2,1,1,1,1,0,9,8,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,0,3,0,02/22/2020,home,15204,197,East Stroudsburg,9,True,1,9,-8,loss,1831562,543,1669556,2020,0.0,,1669556.0,2.0
1,0.0,1.0,0.0,2,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,6,0,02/15/2020,neutral,15204,418,Michigan,9,True,5,8,-3,loss,1830486,90,1749613,2020,0.0,,1749613.0,1.0
1,0.0,1.0,0.0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,02/18/2020,home,15204,541,Pepperdine,9,True,2,9,-7,loss,1831021,90,1749613,2020,0.0,,1749613.0,1.0
1,0.0,1.0,0.0,0,0,0,0,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,1,02/20/2020,home,15204,77,BYU,9,True,2,6,-4,loss,1831109,90,1749613,2020,0.0,,1749613.0,1.0
1,0.0,3.0,0.0,4,3,3,1,2,0,14,12,2,0,0,1,1,0,0,0,0,1,0,2,5,0,0,0,2,0,02/25/2020,away,15204,96,Fresno St.,9,True,0,13,-13,loss,1832180,90,1749613,2020,0.0,,1749613.0,1.0
1,0.0,2.2,0.0,4,1,1,0,2,0,11,11,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,5,0,03/03/2020,away,15204,631,Santa Clara,9,True,5,8,-3,loss,1833459,90,1749613,2020,0.0,,1749613.0,1.0
1,0.0,1.0,0.0,2,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,03/07/2020,home,15204,51,Baylor,9,True,6,8,-2,loss,1834358,90,1749613,2020,0.0,,1749613.0,1.0
