App,GS,IP,CG,H,R,ER,BB,SO,SHO,BF,P-OAB,2B-A,3B-A,Bk,HR-A,WP,HB,IBB,Inh Run,Inh Run Score,SHA,SFA,pitches,GO,FO,W,L,SV,OrdAppeared,KL,date,field,season_id,opponent_id,opponent_name,innings_played,extras,runs_scored,runs_allowed,run_difference,result,game_id,school_id,stats_player_seq,season,pickoffs,score,Pitches
0,0.0,1.2,,0,0,0,2,2,0,7,5,0,0,0,0,0,0,0,1,0,0,0,0.0,1,2,0,0,0,5,0,04/11/2015,home,12080,13028,Anderson (SC),9,True,0,18,-18,loss,417978,1170,1535715,2015,,,
0,0.0,1.0,,0,0,0,1,2,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,4,0,04/21/2015,home,12080,791,Winston-Salem,9,True,12,1,11,win,421014,1170,1535715,2015,,,
0,0.0,0.2,,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0.0,0,1,0,0,0,8,0,04/07/2015,home,12080,721,Air Force,9,True,3,12,-9,loss,416588,502,1437670,2015,,,
0,0.0,1.0,,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,12.0,0,2,0,0,0,4,0,02/13/2015,away,12080,149,Coastal Carolina,9,True,0,4,-4,loss,404796,523,1640454,2015,,,
0,0.0,0.2,,2,0,0,0,1,0,5,5,1,0,0,0,0,0,0,1,1,0,0,0.0,1,0,0,0,0,4,1,02/15/2015,neutral,12080,116,Canisius,9,True,6,8,-2,loss,405510,523,1640454,2015,,,
0,0.0,1.0,,0,2,1,3,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,33.0,2,0,0,0,0,2,0,03/01/2015,home,12080,587,Rutgers,9,True,9,13,-4,loss,407169,523,1640454,2015,,,
0,1.0,4.0,,6,4,4,0,2,0,18,17,1,2,1,1,0,0,0,0,0,0,1,0.0,6,4,0,0,0,1,2,03/10/2015,home,12080,81,Bryant,9,True,9,8,1,win,408921,523,1640454,2015,,,
0,0.0,2.0,,1,0,0,1,3,0,7,6,0,0,0,1,0,0,0,2,1,0,0,30.0,1,1,0,0,0,3,1,03/14/2015,away,12080,772,Western Ky.,9,True,3,6,-3,loss,409930,523,1640454,2015,,,
0,1.0,2.0,,5,3,3,1,2,0,11,10,2,0,0,0,0,0,0,0,0,0,0,57.0,3,0,0,0,0,1,1,03/17/2015,home,12080,741,VMI,9,True,8,5,3,win,410827,523,1640454,2015,,,
0,0.0,3.0,,6,4,1,1,3,0,17,16,0,0,1,0,0,0,0,3,0,0,0,59.0,4,2,0,0,0,3,2,04/03/2015,home,12080,458,Charlotte,9,True,7,9,-2,loss,415275,523,1640454,2015,,,
0,0.0,1.0,,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,13.0,2,0,0,0,0,7,0,04/08/2015,home,12080,740,VCU,9,True,2,10,-8,loss,416782,523,1640454,2015,,,
