season,season_id,school_id,division,date,game_id,field,opponent_id,opponent_name,runs_scored,runs_allowed,run_difference,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,IBB,TB,GDP,HBP,SH,SF,DP,Picked,OPP DP,RC,PA,BA,SecA,OBP,SLG,OPS,OPS+,ISO,BAbip,XR,XRR,XRB,PSN,RS%,HR%,K%,BB%,K-BB%,BB/K
2020,15204,732,1.0,03/08/2020,4954562,away,428,Minnesota,17,11,6,4,2,2,1,0,0,1,1,0,3,1,0,3,0.0,0,0,0,0.0,0,0.0,2.7742857142857145,7,0.5,1.25,0.714,1.0,1.714,336.0,0.25,0.667,2.732,2.694,2.728,0.0,0.4,0.0,0.143,0.429,-0.286,3.0
2020,15204,732,1.0,03/13/2020,1834550,home,0,0.0,17,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,732,1.0,03/14/2020,1834550,home,0,0.0,17,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,735,1.0,02/15/2020,1830495,away,772,Western Ky.,3,9,-6,25,3,5,1,0,0,2,0,0,3,10,0,6,0.0,0,0,1,0.0,0,0.0,1.8882758620689657,29,0.2,0.16,0.276,0.28,0.556,32.0,0.04,0.312,3.75,3.24,3.34,,0.375,0.0,0.345,0.103,0.242,0.3
2020,15204,735,1.0,02/15/2020,4933530,away,772,Western Ky.,3,9,-6,4,0,0,0,0,0,1,1,0,1,2,0,0,0.0,1,1,1,0.0,0,0.0,0.325,7,0.0,0.5,0.286,0.0,0.286,-65.0,0.0,0.0,0.554,0.118,0.136,0.0,0.0,0.0,0.286,0.143,0.143,0.5
2020,15204,735,1.0,02/16/2020,1830827,away,772,Western Ky.,2,6,-4,22,2,5,0,0,0,1,0,1,5,4,0,5,0.0,0,0,1,0.0,0,1.0,2.0435714285714286,28,0.227,0.182,0.357,0.227,0.584,23.0,0.0,0.263,2.688,2.164,2.888,,0.2,0.0,0.143,0.179,-0.036,1.25
2020,15204,735,1.0,02/16/2020,4929970,away,772,Western Ky.,2,6,-4,8,0,1,0,0,0,0,0,1,0,3,0,1,0.0,0,0,0,0.0,0,0.0,0.0,8,0.125,-0.125,0.125,0.125,0.25,-41.0,0.0,0.2,-0.134,-0.176,0.488,,0.0,0.0,0.375,0.0,0.375,0.0
2020,15204,735,1.0,02/17/2020,1830221,away,772,Western Ky.,5,3,2,28,3,6,0,0,1,4,0,0,3,10,0,9,0.0,1,0,0,0.0,0,2.0,3.1374999999999997,31,0.214,0.214,0.323,0.357,0.68,64.0,0.0,0.294,5.78,5.584,5.728,0.0,0.222,0.032,0.323,0.097,0.226,0.3
2020,15204,735,1.0,02/17/2020,4931178,away,772,Western Ky.,5,3,2,7,2,1,1,0,0,0,0,0,1,4,0,2,0.0,0,0,0,0.0,0,0.0,0.565,8,0.143,0.286,0.25,0.429,0.679,80.0,0.143,0.333,1.328,1.292,1.324,,1.0,0.0,0.5,0.125,0.375,0.25
2020,15204,735,1.0,02/21/2020,1831247,away,367,Louisville,0,3,-3,25,0,4,0,0,0,0,0,0,0,18,0,4,0.0,1,0,0,0.0,0,0.0,0.8192307692307691,25,0.16,0.0,0.2,0.16,0.36,-20.0,0.0,0.571,1.666,1.592,1.684,,0.0,0.0,0.72,0.0,0.72,0.0
2020,15204,735,1.0,02/21/2020,4933705,away,367,Louisville,0,3,-3,6,0,0,0,0,0,0,0,0,0,4,0,0,0.0,0,0,0,0.0,0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,-0.572,-0.588,-0.576,,,0.0,0.667,0.0,0.667,0.0
2020,15204,735,1.0,02/22/2020,1831580,away,367,Louisville,1,6,-5,26,1,5,1,0,0,1,0,0,3,13,0,6,0.0,0,0,0,0.0,0,0.0,1.870344827586207,29,0.192,0.154,0.276,0.269,0.545,28.0,0.038,0.385,3.266,3.142,3.244,,0.125,0.0,0.448,0.103,0.345,0.231
2020,15204,735,1.0,02/22/2020,4935349,away,367,Louisville,1,6,-5,6,0,0,0,0,0,0,0,0,1,5,0,0,0.0,0,0,0,0.0,0,0.0,0.037142857142857144,7,0.0,0.167,0.143,0.0,0.143,-82.0,0.0,0.0,-0.58,-0.588,-0.576,,0.0,0.0,0.714,0.143,0.571,0.2
2020,15204,735,1.0,02/23/2020,1831987,away,367,Louisville,10,14,-4,37,9,12,3,0,0,4,0,0,3,4,0,15,0.0,2,0,0,0.0,0,1.0,6.597619047619048,40,0.324,0.162,0.425,0.486,0.911,122.0,0.081,0.364,11.658,11.32,11.54,,0.529,0.0,0.1,0.075,0.025,0.75
2020,15204,735,1.0,02/23/2020,4937801,away,367,Louisville,10,14,-4,4,1,3,0,0,1,4,0,0,0,1,0,6,0.0,0,0,1,0.0,0,0.0,3.7039999999999997,5,0.75,0.75,0.6,1.75,2.35,583.0,0.0,0.667,5.252,4.822,4.884,0.0,0.0,0.2,0.2,0.0,0.2,0.0
2020,15204,735,1.0,02/28/2020,1832380,neutral,664,Southern Miss.,1,5,-4,23,0,1,1,0,0,1,0,0,4,13,0,2,0.0,0,0,0,0.0,0,0.0,0.5629629629629629,27,0.043,0.217,0.185,0.13,0.315,-32.0,0.043,0.1,-0.184,-0.276,-0.212,,0.0,0.0,0.481,0.148,0.333,0.308
2020,15204,735,1.0,02/28/2020,1832485,away,402,McNeese,2,4,-2,29,1,4,0,0,0,1,1,1,5,9,0,4,0.0,0,0,0,0.0,0,0.0,1.2623529411764707,34,0.138,0.172,0.265,0.138,0.403,-19.0,0.0,0.2,0.898,0.73,1.46,0.0,0.111,0.0,0.265,0.147,0.118,0.556
2020,15204,735,1.0,02/28/2020,4942077,home,664,Southern Miss.,1,5,-4,5,1,1,0,0,0,0,1,0,2,1,0,1,0.0,0,0,0,0.0,0,0.0,0.7257142857142858,7,0.2,0.6,0.429,0.2,0.629,23.0,0.0,0.25,0.652,0.618,0.636,0.0,0.333,0.0,0.143,0.286,-0.143,2.0
2020,15204,735,1.0,02/28/2020,4942533,away,402,McNeese,2,4,-2,2,1,0,0,0,0,0,1,0,3,1,0,0,0.0,0,0,0,0.0,0,0.0,0.572,5,0.0,2.0,0.6,0.0,0.6,-26.0,0.0,0.0,-0.008,-0.016,-0.012,0.0,0.333,0.0,0.2,0.6,-0.4,3.0
2020,15204,735,1.0,02/29/2020,1832806,neutral,664,Southern Miss.,11,13,-2,35,9,13,4,2,0,10,0,0,3,11,0,21,0.0,2,0,0,0.0,0,0.0,10.035,38,0.371,0.314,0.474,0.771,1.245,227.0,0.286,0.542,17.212,16.894,17.168,,0.5,0.0,0.289,0.079,0.21,0.273
2020,15204,735,1.0,02/29/2020,4944662,home,664,Southern Miss.,11,13,-2,9,2,2,0,0,0,1,1,0,0,4,0,2,0.0,0,0,0,0.0,0,0.0,0.5022222222222221,9,0.222,0.111,0.222,0.222,0.444,5.0,0.0,0.4,1.198,1.154,1.188,0.0,1.0,0.0,0.444,0.0,0.444,0.0
2020,15204,735,1.0,03/01/2020,1833275,away,402,McNeese,3,8,-5,30,3,7,0,0,1,3,0,0,1,10,0,10,0.0,0,0,0,0.0,0,0.0,2.6477419354838707,31,0.233,0.133,0.258,0.367,0.625,60.0,0.0,0.316,6.19,5.986,6.132,0.0,0.286,0.032,0.323,0.032,0.291,0.1
2020,15204,735,1.0,03/01/2020,4946263,away,402,McNeese,3,8,-5,4,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0,0,0,0.0,0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,0.0,-0.384,-0.392,-0.384,,,0.0,0.75,0.0,0.75,0.0
2020,15204,735,1.0,03/03/2020,1833480,away,483,Nicholls,2,3,-1,26,1,5,0,0,0,2,0,0,1,5,0,5,0.0,1,0,0,0.0,0,0.0,1.3800000000000001,27,0.192,0.038,0.259,0.192,0.451,-1.0,0.0,0.238,2.61,2.422,2.524,,0.143,0.0,0.185,0.037,0.148,0.2
2020,15204,735,1.0,03/03/2020,4949380,away,483,Nicholls,2,3,-1,7,1,2,0,0,0,0,1,0,1,1,0,2,0.0,0,0,0,0.0,0,0.0,0.9124999999999999,8,0.286,0.286,0.375,0.286,0.661,46.0,0.0,0.333,1.402,1.35,1.38,0.0,0.333,0.0,0.125,0.125,0.0,1.0
2020,15204,735,1.0,03/06/2020,1833971,away,253,Ga. Southern,1,8,-7,23,1,2,1,0,0,1,0,0,4,8,0,3,0.0,1,0,0,0.0,0,0.0,1.075,27,0.087,0.217,0.259,0.174,0.433,-7.0,0.043,0.133,1.126,0.982,1.064,,0.143,0.0,0.296,0.148,0.148,0.5
2020,15204,735,1.0,03/06/2020,4951052,away,253,Ga. Southern,1,8,-7,7,0,1,1,0,0,0,0,0,0,2,0,2,0.0,0,0,0,0.0,0,0.0,0.2857142857142857,7,0.143,0.143,0.143,0.429,0.572,67.0,0.143,0.2,1.344,1.292,1.324,,0.0,0.0,0.286,0.0,0.286,0.0
2020,15204,735,1.0,03/07/2020,1834344,away,253,Ga. Southern,0,1,-1,26,0,7,0,0,0,0,0,0,3,5,1,7,0.0,0,2,0,0.0,0,2.0,2.459354838709677,31,0.269,0.115,0.323,0.269,0.592,34.0,0.0,0.333,4.8,3.948,4.056,,0.0,0.0,0.161,0.097,0.064,0.6
2020,15204,735,1.0,03/07/2020,4952720,away,253,Ga. Southern,0,1,-1,2,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0,1,0,0.0,0,0.0,0.195,4,0.0,0.5,0.25,0.0,0.25,-69.0,0.0,0.0,-0.148,-0.196,-0.192,,0.0,0.0,0.25,0.25,0.0,1.0
2020,15204,735,1.0,03/08/2020,1834672,away,253,Ga. Southern,0,12,-12,26,0,3,0,1,0,0,0,0,1,10,0,5,0.0,0,1,0,0.0,0,1.0,0.7699999999999999,28,0.115,0.115,0.143,0.231,0.374,-2.0,0.115,0.188,2.13,1.936,2.032,,0.0,0.0,0.357,0.036,0.321,0.1
2020,15204,735,1.0,03/08/2020,4954157,away,253,Ga. Southern,0,12,-12,4,0,1,1,0,0,0,0,0,1,1,0,2,0.0,0,0,0,0.0,0,0.0,0.9039999999999999,5,0.25,0.5,0.4,0.75,1.15,210.0,0.25,0.333,1.622,1.586,1.612,,0.0,0.0,0.2,0.2,0.0,1.0
2020,15204,735,1.0,03/10/2020,1835020,away,7,Alabama St.,8,3,5,31,7,9,3,1,0,6,2,0,2,14,0,14,0.0,1,0,0,0.0,0,0.0,5.247058823529411,33,0.29,0.29,0.364,0.581,0.945,147.0,0.194,0.529,11.068,10.854,11.048,0.0,0.583,0.0,0.424,0.061,0.363,0.143
2020,15204,735,1.0,03/10/2020,4957048,away,7,Alabama St.,8,3,5,7,1,1,0,0,0,1,1,0,2,4,0,1,0.0,0,0,0,0.0,0,0.0,0.5644444444444444,9,0.143,0.429,0.333,0.143,0.476,-9.0,0.0,0.333,0.448,0.422,0.444,0.0,0.333,0.0,0.444,0.222,0.222,0.5
2020,15204,735,1.0,03/11/2020,1835224,away,7,Alabama St.,2,4,-2,30,1,8,3,0,0,2,2,0,6,6,0,11,0.0,0,0,1,0.0,0,1.0,4.794594594594595,37,0.267,0.367,0.378,0.467,0.845,109.0,0.1,0.32,8.602,7.994,8.148,0.0,0.071,0.0,0.162,0.162,0.0,1.0
2020,15204,735,1.0,03/11/2020,4958069,away,7,Alabama St.,2,4,-2,3,1,0,0,0,0,0,0,0,2,3,0,0,0.0,0,0,0,0.0,0,0.0,0.20800000000000002,5,0.0,0.667,0.4,0.0,0.4,-50.0,0.0,,-0.294,-0.294,-0.288,,0.5,0.0,0.6,0.4,0.2,0.667
2020,15204,736,1.0,02/14/2020,1830368,neutral,418,Michigan,3,4,-1,33,3,6,3,0,0,3,1,0,4,7,0,9,0.0,3,0,0,0.0,0,0.0,3.5295,37,0.182,0.242,0.351,0.364,0.715,70.0,0.091,0.231,6.934,6.654,6.828,0.0,0.231,0.0,0.189,0.108,0.081,0.571
2020,15204,736,1.0,02/14/2020,4929596,home,418,Michigan,3,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,736,1.0,02/15/2020,1830678,neutral,164,UConn,6,1,5,36,6,11,2,1,0,6,1,0,5,7,0,15,0.0,2,1,2,0.0,0,1.0,6.62695652173913,44,0.306,0.278,0.409,0.5,0.909,125.0,0.139,0.355,12.414,11.32,11.54,0.0,0.333,0.0,0.159,0.114,0.045,0.714
2020,15204,736,1.0,02/15/2020,4929044,home,164,UConn,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,736,1.0,02/16/2020,1830887,neutral,90,Cal Poly,8,9,-1,35,8,8,2,0,1,8,0,0,5,6,0,13,0.0,2,0,1,0.0,0,0.0,5.181860465116279,41,0.229,0.286,0.366,0.457,0.823,104.0,0.057,0.241,9.872,9.184,9.388,0.0,0.5,0.024,0.146,0.122,0.024,0.833
2020,15204,736,1.0,02/16/2020,4930563,home,90,Cal Poly,8,9,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,736,1.0,02/18/2020,1831006,home,646,South Alabama,3,0,3,31,3,7,0,0,0,2,4,0,4,3,0,7,0.0,0,1,0,0.0,0,0.0,2.5288888888888885,36,0.226,0.258,0.306,0.226,0.532,17.0,0.0,0.25,4.456,4.178,4.296,0.0,0.273,0.0,0.083,0.111,-0.028,1.333
2020,15204,736,1.0,02/18/2020,4932053,home,646,South Alabama,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,736,1.0,02/19/2020,1831079,home,646,South Alabama,4,0,4,29,4,6,1,0,0,4,2,0,5,10,0,7,0.0,1,0,1,0.0,0,0.0,2.8966666666666665,35,0.207,0.276,0.343,0.276,0.619,38.0,0.034,0.3,5.02,4.466,4.592,0.0,0.333,0.0,0.286,0.143,0.143,0.5
2020,15204,736,1.0,02/19/2020,4932365,home,646,South Alabama,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,736,1.0,02/21/2020,1831303,home,302,UIC,9,0,9,37,9,14,4,1,0,9,1,0,4,4,0,20,0.0,1,0,1,0.0,0,0.0,9.435813953488372,42,0.378,0.297,0.452,0.676,1.128,191.0,0.189,0.412,16.508,15.776,16.032,0.0,0.474,0.0,0.095,0.095,0.0,1.0
2020,15204,736,1.0,02/21/2020,4935258,home,302,UIC,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,736,1.0,02/22/2020,1831651,home,302,UIC,9,3,6,36,9,14,5,0,0,9,0,0,4,2,0,19,0.0,2,0,1,0.0,0,0.0,9.574883720930233,41,0.389,0.25,0.488,0.667,1.155,192.0,0.139,0.4,16.114,15.374,15.628,,0.45,0.0,0.049,0.098,-0.049,2.0
2020,15204,736,1.0,02/22/2020,4936212,home,302,UIC,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,736,1.0,02/23/2020,1831953,home,302,UIC,5,2,3,27,5,9,3,0,1,4,1,1,7,5,2,15,0.0,1,2,1,0.0,0,3.0,7.027368421052631,37,0.333,0.481,0.459,0.704,1.163,202.0,0.111,0.364,13.37,11.476,12.312,1.0,0.25,0.027,0.135,0.189,-0.054,1.4
2020,15204,736,1.0,02/23/2020,4937766,home,302,UIC,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,736,1.0,02/25/2020,1832152,home,219,Evansville,6,0,6,33,6,11,2,0,2,6,1,0,2,5,0,19,0.0,3,0,0,0.0,0,2.0,8.561052631578947,35,0.333,0.333,0.457,0.697,1.154,199.0,0.061,0.346,15.46,15.104,15.368,1.3,0.286,0.057,0.143,0.057,0.086,0.4
2020,15204,736,1.0,02/25/2020,4939413,home,219,Evansville,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,736,1.0,02/26/2020,1832245,home,609,Saint Louis,10,2,8,36,10,11,1,0,2,9,0,0,5,7,0,18,0.0,3,0,0,0.0,0,0.0,8.67090909090909,41,0.306,0.333,0.463,0.583,1.046,160.0,0.028,0.333,13.934,13.58,13.84,0.0,0.471,0.049,0.171,0.122,0.049,0.714
2020,15204,736,1.0,02/26/2020,4941435,home,609,Saint Louis,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,736,1.0,02/28/2020,1832460,home,277,Hawaii,5,1,4,30,5,8,1,0,0,5,1,0,4,6,0,9,0.0,2,1,0,0.0,0,1.0,4.0237837837837835,35,0.267,0.2,0.4,0.333,0.733,65.0,0.033,0.333,6.652,6.374,6.528,0.0,0.357,0.0,0.171,0.114,0.057,0.667
2020,15204,736,1.0,02/28/2020,4942175,home,277,Hawaii,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,736,1.0,02/29/2020,1832835,home,277,Hawaii,1,3,-2,33,1,6,0,0,0,1,4,0,3,11,0,6,0.0,0,0,0,0.0,0,0.0,1.7527777777777778,36,0.182,0.212,0.25,0.182,0.432,-6.0,0.0,0.273,3.242,3.054,3.168,0.0,0.111,0.0,0.306,0.083,0.223,0.273
2020,15204,736,1.0,02/29/2020,4945014,home,277,Hawaii,1,3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,736,1.0,03/01/2020,1833061,home,277,Hawaii,7,5,2,45,7,13,2,0,2,7,6,0,4,11,0,21,0.0,1,0,1,0.0,0,0.0,7.941960784313726,50,0.289,0.4,0.36,0.556,0.916,138.0,0.044,0.333,16.782,16.024,16.308,3.0,0.312,0.04,0.22,0.08,0.14,0.364
2020,15204,736,1.0,03/01/2020,4945766,home,277,Hawaii,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,736,1.0,03/03/2020,1833442,home,1004,Central Ark.,10,2,8,32,10,13,3,0,0,9,0,1,5,8,0,16,0.0,3,0,1,0.0,0,3.0,8.832195121951218,38,0.406,0.219,0.553,0.594,1.147,175.0,0.094,0.52,13.396,12.748,13.616,,0.476,0.0,0.211,0.132,0.079,0.625
2020,15204,736,1.0,03/03/2020,4948078,home,1004,Central Ark.,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,736,1.0,03/06/2020,1833933,away,110,UCLA,2,3,-1,32,2,6,2,0,0,2,0,0,3,9,0,8,0.0,0,1,0,0.0,0,1.0,2.2094444444444443,36,0.188,0.156,0.25,0.312,0.562,40.0,0.062,0.261,4.788,4.532,4.664,,0.222,0.0,0.25,0.083,0.167,0.333
2020,15204,736,1.0,03/06/2020,4951327,away,110,UCLA,2,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,736,1.0,03/07/2020,1834370,away,657,Southern California,1,2,-1,27,1,2,0,0,1,1,0,1,2,8,0,5,0.0,0,1,0,0.0,0,1.0,0.5693333333333332,30,0.074,0.148,0.133,0.222,0.355,-6.0,0.0,0.056,1.546,1.32,2.06,0.0,0.0,0.033,0.267,0.067,0.2,0.25
2020,15204,736,1.0,03/07/2020,4953031,away,657,Southern California,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,736,1.0,03/08/2020,1834700,neutral,698,TCU,4,3,1,29,4,6,2,0,0,4,0,0,4,13,0,8,0.0,2,1,0,0.0,0,1.0,3.201111111111111,34,0.207,0.207,0.353,0.345,0.698,64.0,0.069,0.375,5.706,5.486,5.632,,0.333,0.0,0.382,0.118,0.264,0.308
2020,15204,736,1.0,03/08/2020,4954197,home,698,TCU,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,736,1.0,03/11/2020,1835230,home,709,Toledo,11,2,9,35,11,14,4,0,0,10,3,0,4,7,0,18,0.0,3,0,1,0.0,0,0.0,9.727906976744187,40,0.4,0.314,0.525,0.629,1.154,184.0,0.114,0.483,15.984,15.292,15.544,0.0,0.524,0.0,0.175,0.1,0.075,0.571
2020,15204,736,1.0,03/11/2020,4958000,home,709,Toledo,11,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,736,1.0,03/13/2020,1835230,home,0,0.0,11,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,736,1.0,03/14/2020,1835230,home,0,0.0,11,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,736,1.0,03/15/2020,1835230,home,0,0.0,11,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,739,1.0,02/14/2020,1830355,away,28,Arizona St.,1,4,-3,30,1,5,0,0,0,1,0,0,4,9,0,5,0.0,0,0,0,0.0,0,2.0,1.5988235294117648,34,0.167,0.133,0.265,0.167,0.432,-9.0,0.0,0.238,1.878,1.7,1.8,,0.111,0.0,0.265,0.118,0.147,0.444
2020,15204,739,1.0,02/14/2020,4926584,away,28,Arizona St.,1,4,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,739,1.0,02/15/2020,1830431,away,28,Arizona St.,2,1,1,31,2,6,1,0,0,1,0,0,3,7,0,7,0.0,0,1,0,0.0,0,2.0,2.015428571428571,35,0.194,0.129,0.257,0.258,0.515,22.0,0.032,0.25,3.834,3.58,3.7,,0.222,0.0,0.2,0.086,0.114,0.429
2020,15204,739,1.0,02/15/2020,4928284,away,28,Arizona St.,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,739,1.0,02/16/2020,1830796,away,28,Arizona St.,4,6,-2,26,4,2,1,0,1,3,0,0,5,11,0,6,0.0,1,1,0,0.0,0,1.0,1.8484848484848486,32,0.077,0.346,0.25,0.308,0.558,38.0,0.038,0.071,3.332,3.118,3.236,0.0,0.429,0.031,0.344,0.156,0.188,0.455
2020,15204,739,1.0,02/16/2020,4930101,away,28,Arizona St.,4,6,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,739,1.0,02/22/2020,1831177,neutral,380,Maine,7,2,5,31,7,8,2,1,0,6,2,0,5,11,0,12,0.0,2,0,0,0.0,0,1.0,5.482631578947369,36,0.258,0.355,0.417,0.484,0.901,120.0,0.161,0.4,9.442,9.206,9.392,0.0,0.467,0.0,0.306,0.139,0.167,0.455
2020,15204,739,1.0,02/22/2020,1831729,away,115,Campbell,6,2,4,31,6,8,1,1,0,6,0,1,7,13,0,11,0.0,2,2,0,0.0,0,0.0,5.1066666666666665,40,0.258,0.29,0.425,0.419,0.844,98.0,0.129,0.444,7.766,7.476,8.292,,0.353,0.0,0.325,0.175,0.15,0.538
2020,15204,739,1.0,02/22/2020,4939743,away,115,Campbell,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,739,1.0,02/22/2020,4956993,home,380,Maine,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,739,1.0,02/23/2020,1831824,neutral,559,Purdue,1,7,-6,29,1,4,1,0,0,1,0,0,5,10,1,5,0.0,0,2,0,0.0,0,0.0,1.5388888888888888,36,0.138,0.207,0.25,0.207,0.457,3.0,0.034,0.211,2.76,1.92,2.02,,0.111,0.0,0.278,0.139,0.139,0.5
2020,15204,739,1.0,02/23/2020,4946335,home,559,Purdue,1,7,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,739,1.0,02/28/2020,1832316,neutral,500,Northeastern,4,7,-3,34,4,7,0,0,1,4,0,1,6,12,0,10,0.0,0,0,0,0.0,0,0.0,3.468,40,0.206,0.235,0.325,0.324,0.649,53.0,0.0,0.286,5.494,5.274,6.068,0.0,0.25,0.025,0.3,0.15,0.15,0.5
2020,15204,739,1.0,02/28/2020,4946336,home,500,Northeastern,4,7,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,739,1.0,02/29/2020,1832648,neutral,204,Eastern Mich.,4,1,3,25,4,6,1,0,1,4,0,2,6,8,0,10,0.0,0,1,1,0.0,0,1.0,3.534545454545455,33,0.24,0.32,0.364,0.48,0.844,112.0,0.04,0.294,6.556,5.958,7.376,0.0,0.273,0.03,0.242,0.182,0.06,0.75
2020,15204,739,1.0,02/29/2020,4946337,home,204,Eastern Mich.,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
2020,15204,739,1.0,03/01/2020,1833243,neutral,609,Saint Louis,16,1,15,41,16,13,3,0,1,14,0,0,7,10,0,19,0.0,0,0,3,0.0,0,0.0,8.195294117647059,51,0.317,0.317,0.392,0.561,0.953,144.0,0.073,0.364,15.07,13.626,13.872,0.0,0.789,0.02,0.196,0.137,0.059,0.7
2020,15204,739,1.0,03/01/2020,4946356,home,609,Saint Louis,16,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,,0,,,,,,,,,0.0,0.0,0.0,,,,,,,
