season,season_id,school_id,division,date,game_id,field,opponent_id,opponent_name,runs_scored,runs_allowed,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,IBB,TB,GDP,HBP,SH,SF,DP,Picked,OPP DP,RC,PA,BA,SecA,OBP,SLG,OPS,OPS+,ISO,BAbip,XR,XRR,XRB,PSN,RS%,HR%,K%,BB%,K-BB%,BB/K
2023,16340,2,1.0,02/17/2023,2390288,home,466,Nevada,5,3,29,3,6,1,2,0,3,1,0,1,11,0,11,0.0,0,0,0,0.0,0,0.0,2.6446666666666663,30,0.207,0.241,0.233,0.483,0.716,70.0,0.241,0.333,7.562,7.356,7.512,0.0,0.429,0.0,0.367,0.033,0.334,0.091
2023,16340,2,1.0,02/18/2023,2390526,home,466,Nevada,5,4,32,5,11,0,0,1,4,1,0,2,10,0,14,1.0,2,1,0,0.0,0,1.0,5.718918918918919,35,0.344,0.188,0.429,0.469,0.898,87.0,0.0,0.476,10.26,10.342,10.544,1.0,0.286,0.029,0.286,0.057,0.229,0.2
2023,16340,2,1.0,02/19/2023,2390845,home,466,Nevada,7,9,41,7,16,3,0,3,7,2,0,0,12,0,28,0.0,2,0,0,0.0,0,1.0,11.962790697674418,41,0.39,0.341,0.439,0.829,1.268,196.0,0.073,0.5,22.694,22.29,22.64,2.4,0.267,0.073,0.293,0.0,0.293,0.0
2023,16340,2,1.0,02/20/2023,2391069,home,466,Nevada,7,3,32,7,8,0,0,1,5,1,0,5,7,0,11,0.0,1,0,0,0.0,0,0.0,4.6410526315789475,37,0.25,0.281,0.378,0.375,0.753,53.0,0.0,0.292,7.484,7.228,7.396,1.0,0.462,0.027,0.189,0.135,0.054,0.714
2023,16340,2,1.0,02/22/2023,2391249,neutral,522,Oklahoma,4,3,37,4,9,1,0,0,4,1,0,6,8,0,10,0.0,0,1,0,0.0,0,0.0,3.9645454545454544,44,0.243,0.216,0.341,0.297,0.638,26.0,0.027,0.31,6.256,5.956,6.112,0.0,0.267,0.0,0.182,0.136,0.046,0.75
2023,16340,2,1.0,02/25/2023,2391650,home,654,Southeast Mo. St.,3,0,21,3,5,0,0,0,2,2,0,0,3,0,5,1.0,1,0,1,0.0,1,1.0,1.2113043478260868,22,0.238,0.095,0.273,0.238,0.511,1.0,0.0,0.263,3.436,3.272,3.364,0.0,0.5,0.0,0.136,0.0,0.136,0.0
2023,16340,2,1.0,02/25/2023,2408039,home,654,Southeast Mo. St.,2,23,23,0,5,1,0,0,1,0,0,3,5,0,6,0.0,0,0,0,0.0,0,0.0,2.086153846153846,26,0.217,0.174,0.308,0.304,0.612,24.0,0.043,0.278,3.6,3.436,3.532,,0.0,0.0,0.192,0.115,0.077,0.6
2023,16340,2,1.0,02/26/2023,2391311,home,654,Southeast Mo. St.,5,4,34,5,10,0,0,0,5,2,0,2,13,0,10,0.0,2,0,0,0.0,0,0.0,4.094736842105263,36,0.294,0.118,0.389,0.294,0.683,30.0,0.0,0.476,7.176,6.968,7.136,0.0,0.357,0.0,0.361,0.056,0.305,0.154
2023,16340,2,1.0,02/26/2023,2392033,home,654,Southeast Mo. St.,7,4,26,7,9,0,0,3,6,1,0,3,3,1,18,1.0,2,2,0,0.0,0,1.0,7.547878787878787,31,0.346,0.5,0.452,0.808,1.26,191.0,0.0,0.3,14.546,13.934,14.168,1.5,0.364,0.097,0.097,0.097,0.0,1.0
2023,16340,2,1.0,03/03/2023,2392647,home,287,Houston Christian,13,3,35,12,15,2,1,2,10,1,1,7,8,0,25,2.0,1,0,0,0.0,0,2.0,12.607441860465114,42,0.429,0.486,0.548,0.857,1.405,216.0,0.143,0.52,18.956,19.34,20.28,1.3,0.476,0.048,0.19,0.167,0.023,0.875
