season,season_id,school_id,division,date,game_id,opponent_id,opponent_name,runs_scored,runs_allowed,run_difference,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,IBB,TB,GDP,HBP,SH,SF,DP,Picked,OPP DP,RC,PA,BA,OBP,SLG,OPS,OPS+,ISO,BAbip,XR,XRR,XRB,RS%,HR%,K%,BB%,K-BB%,BB/K
2014,11620,5,1.0,04/19/2014,602447,71,Bowling Green,5,11,-6,31,5,38,10,2,0,0,4,2,0,8,1,0,0,0.0,0,0,0,0.0,0,0.0,2.96,13,2.0,1.3846153846153846,2.8,4.184615384615384,97.0,0.4,2.5,7.242,7.29,7.279999999999999,2.111111111111111,0.0,0.07692307692307693,0.6153846153846154,-0.5384615384615385,8.0
2014,11620,5,1.0,04/20/2014,603063,71,Bowling Green,1,8,-7,31,1,32,6,2,0,0,1,0,0,2,1,0,0,0.0,1,0,1,0.0,0,0.0,1.5080000000000002,4,6.0,2.25,10.0,12.25,541.0,2.0,6.0,5.592,5.26,5.26,3.5555555555555554,0.0,0.25,0.5,-0.25,2.0
2014,11620,5,1.0,04/22/2014,603421,817,Youngstown St.,5,0,5,31,5,27,9,1,0,0,5,3,0,4,2,0,0,0.0,2,0,1,3.0,0,0.0,2.1233333333333335,10,1.8,1.5,2.2,3.7,65.0,0.2,2.25,7.154,6.812,6.824,1.8,0.0,0.2,0.4,-0.2,2.0
2014,11620,5,1.0,04/23/2014,603675,810,Wright St.,1,3,-2,31,1,30,5,0,0,0,1,3,0,4,11,0,0,0.0,1,1,0,1.0,0,0.0,2.1542857142857144,6,5.0,1.6666666666666667,5.0,6.666666666666667,233.0,0.0,-0.5,3.6919999999999993,3.762,3.764,3.0,0.0,1.8333333333333333,0.6666666666666666,1.1666666666666665,0.36363636363636365
2014,11620,5,1.0,04/25/2014,603927,86,Buffalo,2,3,-1,31,2,31,6,1,0,0,2,1,0,2,5,0,0,0.0,2,1,0,0.0,0,0.0,1.6342857142857146,5,3.0,2.0,4.0,6.0,183.0,0.5,-2.0,4.939999999999999,4.952,4.9639999999999995,3.1,0.0,1.0,0.4,0.6,0.4
2014,11620,5,1.0,04/26/2014,604265,86,Buffalo,3,6,-3,31,3,34,9,0,0,0,3,0,0,1,8,0,0,0.0,2,1,0,1.0,0,0.0,1.4114285714285713,5,3.0,2.4,3.0,5.4,133.0,0.0,-1.8,5.696,5.748,5.756,2.8333333333333335,0.0,1.6,0.2,1.4000000000000001,0.125
2014,11620,5,1.0,04/27/2014,604922,86,Buffalo,6,11,-5,31,6,36,11,0,0,0,5,1,0,6,8,0,0,0.0,0,1,0,0.0,0,0.0,2.12,13,1.8333333333333333,1.3076923076923077,1.8333333333333333,3.141025641025641,39.0,0.0,-5.5,6.106,6.17,6.16,2.1176470588235294,0.0,0.6153846153846154,0.46153846153846156,0.15384615384615385,0.75
2014,11620,5,1.0,04/30/2014,605570,810,Wright St.,9,5,4,31,9,39,11,2,1,1,7,4,0,4,6,0,0,0.0,1,0,1,0.0,0,0.0,1.56,14,1.2222222222222223,1.1428571428571428,2.4444444444444446,3.5873015873015874,71.0,0.556,3.3333333333333335,10.982000000000001,10.666,10.672,2.533333333333333,0.07142857142857142,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.6666666666666666
2014,11620,5,1.0,05/02/2014,605699,47,Ball St.,5,2,3,31,5,30,7,0,0,0,5,3,0,3,7,1,0,0.0,1,1,0,0.0,0,0.0,1.066,9,1.4,1.2222222222222223,1.4,2.6222222222222222,11.0,0.0,-3.5,5.1339999999999995,4.566,4.572,2.727272727272727,0.0,0.7777777777777778,0.3333333333333333,0.4444444444444445,0.42857142857142855
2014,11620,5,1.0,05/03/2014,605999,47,Ball St.,3,4,-1,31,3,36,6,0,0,0,3,1,0,3,9,0,0,0.0,2,1,1,2.0,0,0.0,1.586,8,2.0,1.375,2.0,3.375,50.0,0.0,-1.2,4.468000000000001,4.134,4.148000000000001,3.272727272727273,0.0,1.125,0.375,0.75,0.3333333333333333
2014,11620,5,1.0,05/04/2014,606519,47,Ball St.,3,5,-2,31,3,34,9,1,0,0,2,0,1,7,7,1,0,0.0,0,0,0,1.0,0,0.0,2.3400000000000003,10,3.0,1.6,3.6666666666666665,5.266666666666667,153.0,0.333,-2.25,5.973999999999999,5.4879999999999995,6.116,2.125,0.0,0.7,0.7,0.0,1.0
2014,11620,5,1.0,05/09/2014,607136,503,NIU,7,4,3,31,7,51,12,2,0,1,7,1,0,9,8,0,0,0.0,4,1,0,1.0,0,0.0,4.073333333333333,17,1.7142857142857142,1.4705882352941178,2.857142857142857,4.327731092436975,103.0,0.286,-5.5,10.845999999999997,10.87,10.899999999999999,2.0833333333333335,0.058823529411764705,0.47058823529411764,0.5294117647058824,-0.05882352941176472,1.125
2014,11620,5,1.0,05/10/2014,607352,503,NIU,1,4,-3,31,1,31,6,1,0,0,1,1,1,1,7,0,0,0.0,0,0,0,0.0,0,0.0,1.04,2,6.0,3.5,8.0,11.5,453.0,1.0,-1.0,3.974,4.07,4.699999999999999,4.428571428571429,0.0,3.5,0.5,3.0,0.14285714285714285
2014,11620,5,1.0,05/11/2014,607605,503,NIU,0,2,-2,31,0,29,2,0,0,0,0,1,0,2,7,0,0,0.0,1,1,0,0.0,0,0.0,1.235,3,inf,1.6666666666666667,inf,inf,inf,,-0.2857142857142857,1.6840000000000002,1.706,1.712,5.8,0.0,2.3333333333333335,0.6666666666666666,1.666666666666667,0.2857142857142857
2014,11620,5,1.0,05/13/2014,607779,175,Dayton,2,9,-7,31,2,30,5,0,0,0,2,1,0,5,3,0,0,0.0,2,0,1,1.0,0,0.0,2.288,8,2.5,1.5,2.5,4.0,82.0,0.0,inf,3.9760000000000004,3.6340000000000003,3.6480000000000006,2.5,0.0,0.375,0.625,-0.25,1.6666666666666667
2014,11620,5,1.0,05/16/2014,608133,331,Kent St.,8,7,1,31,8,36,11,4,0,1,9,1,0,4,7,0,0,0.0,1,1,2,0.0,0,0.0,1.4300000000000002,15,1.375,1.0666666666666667,2.875,3.9416666666666664,94.0,0.5,5.0,11.333999999999998,10.623999999999999,10.627999999999998,2.3333333333333335,0.06666666666666667,0.4666666666666667,0.26666666666666666,0.2,0.5714285714285714
2014,11620,5,1.0,05/16/2014,608139,331,Kent St.,4,5,-1,31,4,34,10,4,0,0,4,0,0,2,7,1,0,0.0,1,2,1,0.0,0,0.0,0.8320000000000001,9,2.5,1.4444444444444444,4.5,5.944444444444445,199.0,1.0,-5.0,9.744,8.797999999999998,8.796000000000001,2.6153846153846154,0.0,0.7777777777777778,0.2222222222222222,0.5555555555555556,0.2857142857142857
2014,11620,5,1.0,05/17/2014,608214,331,Kent St.,0,19,-19,31,0,29,2,2,0,0,0,1,0,2,4,0,0,0.0,0,0,0,0.0,0,0.0,1.3,2,inf,2.0,inf,inf,inf,inf,-0.5,2.7680000000000002,2.8160000000000003,2.8120000000000003,7.25,0.0,2.0,1.0,1.0,0.5
2014,11620,5,1.0,05/21/2014,608490,129,Central Mich.,9,6,3,31,9,39,13,0,0,2,7,1,0,5,5,2,0,0.0,0,2,0,1.0,0,0.0,0.9750000000000001,16,1.4444444444444444,1.125,2.3333333333333335,3.4583333333333335,64.0,0.0,5.5,11.139999999999999,9.951999999999998,9.943999999999999,2.3125,0.125,0.3125,0.3125,0.0,1.0
2014,11620,5,1.0,05/22/2014,608557,86,Buffalo,7,1,6,31,7,38,13,2,0,0,7,1,1,5,3,0,0,0.0,1,2,0,0.0,0,0.0,1.976,14,1.8571428571428572,1.3571428571428572,2.4285714285714284,3.7857142857142856,75.0,0.286,3.25,8.735999999999999,8.718,9.356,2.0,0.0,0.21428571428571427,0.35714285714285715,-0.14285714285714288,1.6666666666666667
2014,11620,5,1.0,05/24/2014,608731,86,Buffalo,5,4,1,31,5,41,11,1,0,0,2,0,0,6,8,0,0,0.0,3,5,0,3.0,0,0.0,2.6,16,2.2,1.25,2.6,3.85,82.0,0.2,-3.6666666666666665,7.916,7.798,7.816000000000001,2.05,0.0,0.5,0.375,0.125,0.75
2014,11620,5,1.0,05/25/2014,608805,331,Kent St.,0,3,-3,31,0,32,5,0,0,0,0,0,0,1,4,0,0,0.0,0,0,0,0.0,0,0.0,1.56,1,inf,6.0,inf,inf,inf,,-1.25,2.918,2.99,2.98,5.333333333333333,0.0,4.0,1.0,3.0,0.25
2014,11620,6,1.0,02/15/2014,587110,308,Purdue Fort Wayne,2,5,-3,30,1,26,3,1,1,0,2,0,1,2,10,0,0,0.0,0,0,0,0.0,0,0.0,0.6933333333333334,3,3.0,1.6666666666666667,8.0,9.666666666666666,410.0,4.0,-0.3333333333333333,3.0399999999999996,3.136,3.772,5.2,0.0,3.3333333333333335,0.6666666666666666,2.666666666666667,0.2
2014,11620,6,1.0,02/15/2014,587174,308,Purdue Fort Wayne,5,1,4,30,5,23,7,1,0,1,4,1,1,3,3,0,0,0.0,0,0,0,0.0,0,0.0,0.9425000000000001,8,1.4,1.25,2.6,3.85,82.0,0.2,6.0,5.676,5.715999999999999,6.352,2.4444444444444446,0.125,0.375,0.375,0.0,1.0
2014,11620,6,1.0,02/16/2014,587421,308,Purdue Fort Wayne,5,10,-5,30,5,32,10,1,0,0,3,2,0,3,2,0,0,0.0,1,1,1,0.0,0,0.0,1.5127272727272727,10,2.0,1.4,2.4,3.8,74.0,0.2,2.5,7.264,6.9,6.9,2.2857142857142856,0.0,0.2,0.3,-0.09999999999999998,1.5
2014,11620,6,1.0,02/16/2014,587437,308,Purdue Fort Wayne,11,4,7,30,10,25,12,2,0,1,10,2,0,5,5,0,0,0.0,1,2,0,0.0,0,0.0,1.6755555555555557,17,1.2,1.0588235294117647,2.0,3.0588235294117645,43.0,0.2,2.75,9.799999999999999,9.765999999999998,9.771999999999998,1.411764705882353,0.058823529411764705,0.29411764705882354,0.29411764705882354,0.0,1.0
2014,11620,6,1.0,02/18/2014,587557,9,UAB,3,10,-7,30,3,29,5,1,0,0,1,1,0,2,10,0,0,0.0,2,0,0,1.0,0,0.0,1.4114285714285713,5,1.6666666666666667,1.8,2.3333333333333335,4.133333333333334,80.0,0.333,-0.7142857142857143,4.18,4.255999999999999,4.272,3.2222222222222223,0.0,2.0,0.4,1.6,0.2
2014,11620,6,1.0,02/19/2014,587654,9,UAB,6,9,-3,30,5,31,10,1,0,0,5,2,0,3,9,0,0,0.0,0,1,2,0.0,0,0.0,1.1581818181818182,11,2.0,1.1818181818181819,2.4,3.581818181818182,69.0,0.2,-5.0,7.238,6.57,6.5600000000000005,2.3846153846153846,0.0,0.8181818181818182,0.2727272727272727,0.5454545454545455,0.3333333333333333
2014,11620,6,1.0,02/21/2014,587836,649,South Dakota St.,5,12,-7,30,5,34,11,2,0,1,5,0,0,2,5,0,0,0.0,1,1,0,0.0,0,0.0,1.271111111111111,8,2.2,1.75,3.8,5.55,165.0,0.4,-10.0,9.259999999999998,9.297999999999998,9.296,2.5384615384615383,0.125,0.625,0.25,0.375,0.4
2014,11620,6,1.0,02/22/2014,588168,649,South Dakota St.,6,4,2,30,6,31,9,0,0,1,6,2,0,5,6,0,0,0.0,0,1,0,0.0,0,0.0,1.6466666666666665,12,1.5,1.1666666666666667,2.1666666666666665,3.333333333333333,55.0,0.0,-8.0,6.561999999999999,6.593999999999999,6.588,2.3076923076923075,0.08333333333333333,0.5,0.4166666666666667,0.08333333333333331,0.8333333333333334
2014,11620,6,1.0,02/22/2014,588271,649,South Dakota St.,1,2,-1,30,1,23,4,1,0,0,0,2,1,1,8,0,0,0.0,0,1,0,0.0,0,0.0,0.8666666666666667,3,4.0,1.6666666666666667,6.0,7.666666666666667,292.0,1.0,-0.5714285714285714,3.0060000000000002,3.054,3.6879999999999997,4.6,0.0,2.6666666666666665,0.3333333333333333,2.333333333333333,0.125
2014,11620,6,1.0,02/23/2014,588536,649,South Dakota St.,4,11,-7,30,4,28,8,0,0,0,4,3,2,6,4,0,0,0.0,3,2,0,1.0,0,0.0,2.513333333333333,12,2.0,1.4166666666666667,2.0,3.416666666666667,51.0,0.0,inf,5.327999999999999,5.282000000000001,6.584,1.6470588235294117,0.0,0.3333333333333333,0.5,-0.16666666666666669,1.5
2014,11620,6,1.0,02/25/2014,588768,37,Auburn,3,7,-4,30,3,29,3,1,0,1,3,0,0,6,6,0,0,0.0,0,2,1,2.0,0,0.0,1.3,12,1.0,0.75,3.0,3.75,94.0,0.333,-0.6666666666666666,4.061999999999999,3.6599999999999997,3.6599999999999997,3.5,0.08333333333333333,0.5,0.5,0.0,1.0
2014,11620,6,1.0,02/27/2014,588907,28600,Lipscomb,5,18,-13,30,5,29,6,1,0,1,4,0,1,3,13,0,0,0.0,0,2,1,1.0,0,0.0,0.7090909090909091,11,1.2,0.8181818181818182,2.4,3.2181818181818183,60.0,0.2,-0.625,5.276,4.938,5.5760000000000005,3.5,0.09090909090909091,1.1818181818181819,0.2727272727272727,0.9090909090909092,0.23076923076923078
2014,11620,6,1.0,03/01/2014,589295,17,Alcorn,2,3,-1,30,2,32,6,1,0,0,0,0,2,0,3,0,0,0.0,0,1,0,2.0,0,0.0,0.17333333333333334,3,3.0,2.0,4.0,6.0,183.0,0.5,-6.0,3.4559999999999995,3.4719999999999995,4.744,5.333333333333333,0.0,1.0,0.0,1.0,0.0
2014,11620,6,1.0,03/01/2014,589414,17,Alcorn,8,7,1,30,8,28,10,0,0,2,7,1,0,7,2,0,0,0.0,4,2,0,2.0,0,0.0,2.934285714285715,17,1.25,1.2352941176470589,2.25,3.485294117647059,62.0,0.0,2.0,9.664,9.575999999999999,9.612,1.368421052631579,0.11764705882352941,0.11764705882352941,0.4117647058823529,-0.2941176470588235,3.5
2014,11620,6,1.0,03/02/2014,589658,17,Alcorn,5,4,1,30,5,23,8,0,0,0,5,3,2,7,2,0,0,0.0,2,0,1,0.0,0,0.0,2.4786666666666664,13,1.6,1.3076923076923077,1.6,2.907692307692308,25.0,0.0,2.0,5.204000000000001,4.854000000000001,6.148,1.3529411764705883,0.0,0.15384615384615385,0.5384615384615384,-0.3846153846153846,3.5
