season,season_id,school_id,division,date,game_id,opponent_id,opponent_name,runs_scored,runs_allowed,run_difference,G,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,IBB,TB,GDP,HBP,SH,SF,DP,Picked,OPP DP,RC,PA,BA,OBP,SLG,OPS,OPS+,ISO,BAbip,XR,XRR,XRB,RS%,HR%,K%,BB%,K-BB%,BB/K
2014,11620,5,1.0,02/16/2014,587422,792,Winthrop,5,6,-1,31,5,40,12,2,0,1,5,0,0,0,7,0,0,0.0,1,0,0,1.0,0,0.0,0.5633333333333334,5,2.4,2.6,4.0,6.6,197.0,0.4,-3.6666666666666665,9.793999999999999,9.895999999999999,9.892,3.25,0.2,1.4,0.0,1.4,0.0
2014,11620,5,1.0,02/16/2014,587435,792,Winthrop,2,6,-4,31,2,32,7,0,0,1,2,0,1,2,3,0,0,0.0,1,0,0,1.0,0,0.0,1.4040000000000001,4,3.5,2.5,5.5,8.0,283.0,0.0,-3.0,5.385999999999999,5.4399999999999995,6.08,3.4444444444444446,0.25,0.75,0.5,0.25,0.6666666666666666
2014,11620,5,1.0,02/21/2014,587938,609,Saint Louis,2,1,1,31,2,29,4,2,0,0,1,3,0,1,9,0,0,0.0,0,1,0,0.0,0,0.0,0.845,4,2.0,1.25,4.0,5.25,165.0,1.0,-0.5714285714285714,4.128,4.176,4.172,5.8,0.0,2.25,0.25,2.0,0.1111111111111111
2014,11620,5,1.0,02/22/2014,588347,340,La Salle,7,1,6,31,7,40,11,0,0,1,6,2,0,2,5,0,0,0.0,1,0,0,1.0,0,0.0,1.1960000000000002,9,1.5714285714285714,1.5555555555555556,2.142857142857143,3.6984126984126986,63.0,0.0,10.0,7.959999999999999,8.022,8.024,3.0,0.1111111111111111,0.5555555555555556,0.2222222222222222,0.33333333333333337,0.4
2014,11620,5,1.0,02/22/2014,3082673,340,La Salle,8,7,1,31,8,36,12,1,0,0,7,3,0,6,9,0,0,0.0,1,0,0,1.0,0,0.0,2.4093333333333335,14,1.5,1.3571428571428572,1.75,3.107142857142857,35.0,0.125,-12.0,7.888,7.982,7.984,1.894736842105263,0.0,0.6428571428571429,0.42857142857142855,0.21428571428571436,0.6666666666666666
2014,11620,5,1.0,02/23/2014,588453,193,Duke,2,5,-3,31,2,34,7,1,0,0,1,0,0,1,7,0,0,0.0,0,0,0,1.0,0,0.0,0.6933333333333334,3,3.5,2.6666666666666665,4.5,7.166666666666666,228.0,0.5,-1.4,4.614,4.71,4.699999999999999,4.25,0.0,2.3333333333333335,0.3333333333333333,2.0,0.14285714285714285
2014,11620,5,1.0,03/01/2014,589177,178,Delaware St.,0,4,-4,31,0,34,11,1,0,0,0,0,0,0,4,0,0,0.0,0,1,0,0.0,0,0.0,0.52,1,inf,11.0,inf,inf,inf,inf,-2.75,7.217999999999999,7.298,7.276,3.090909090909091,0.0,4.0,0.0,4.0,0.0
2014,11620,5,1.0,03/02/2014,589787,178,Delaware St.,1,13,-12,31,1,33,7,2,0,0,1,0,0,1,9,0,0,0.0,1,0,0,1.0,0,0.0,1.5599999999999998,2,7.0,4.5,11.0,15.5,653.0,2.0,-0.875,5.747999999999999,5.858,5.856,3.6666666666666665,0.0,4.5,0.5,4.0,0.1111111111111111
2014,11620,5,1.0,03/02/2014,589802,178,Delaware St.,11,10,1,31,11,34,10,2,0,1,11,3,0,7,5,0,0,0.0,1,0,0,0.0,0,0.0,2.0526315789473686,18,0.9090909090909091,1.0,1.6363636363636365,2.6363636363636367,20.0,0.182,1.8,8.629999999999997,8.652,8.663999999999998,1.9411764705882353,0.05555555555555555,0.2777777777777778,0.3888888888888889,-0.1111111111111111,1.4
2014,11620,5,1.0,03/07/2014,590377,43,Austin Peay,10,0,10,31,10,38,12,1,0,2,8,4,0,8,8,1,0,0.0,1,1,0,2.0,0,0.0,2.314,19,1.2,1.105263157894737,2.2,3.3052631578947373,56.0,0.1,inf,11.405999999999999,10.846,10.852,1.894736842105263,0.10526315789473684,0.42105263157894735,0.42105263157894735,0.0,1.0
2014,11620,5,1.0,03/08/2014,590889,797,Milwaukee,4,10,-6,31,4,32,9,3,0,0,4,0,0,6,6,0,0,0.0,0,2,0,1.0,0,0.0,2.0366666666666666,12,2.25,1.25,3.75,5.0,150.0,0.75,-4.5,7.142,7.15,7.140000000000001,2.1333333333333333,0.0,0.5,0.5,0.0,1.0
2014,11620,5,1.0,03/09/2014,591316,797,Milwaukee,13,5,8,31,13,42,18,1,0,1,11,2,0,12,5,0,0,0.0,0,1,0,2.0,0,0.0,3.6600000000000006,26,1.3846153846153846,1.1538461538461537,1.8461538461538463,3.0,36.0,0.077,2.4285714285714284,11.969999999999999,12.01,12.0,1.4137931034482758,0.038461538461538464,0.19230769230769232,0.46153846153846156,-0.2692307692307693,2.4
2014,11620,5,1.0,03/14/2014,592178,140,Cincinnati,5,8,-3,31,5,32,8,0,0,1,3,0,1,7,3,0,0,0.0,0,0,0,2.0,0,0.0,2.1233333333333335,12,1.6,1.25,2.4,3.65,71.0,0.0,7.0,5.366,5.414,6.048,2.2142857142857144,0.08333333333333333,0.25,0.5833333333333334,-0.33333333333333337,2.3333333333333335
2014,11620,5,1.0,03/15/2014,592786,140,Cincinnati,8,0,8,31,8,38,11,2,0,0,7,2,0,3,2,0,0,0.0,1,0,0,1.0,0,0.0,1.3866666666666667,11,1.375,1.3636363636363635,1.875,3.2386363636363633,42.0,0.25,1.8333333333333333,7.894,7.9239999999999995,7.928,2.533333333333333,0.0,0.18181818181818182,0.2727272727272727,-0.09090909090909088,1.5
2014,11620,5,1.0,03/15/2014,592828,140,Cincinnati,2,4,-2,31,2,32,8,0,0,0,1,2,0,5,2,0,0,0.0,1,0,0,3.0,0,0.0,2.86,7,4.0,2.0,4.0,6.0,183.0,0.0,inf,5.224,5.2780000000000005,5.276,2.2857142857142856,0.0,0.2857142857142857,0.7142857142857143,-0.4285714285714286,2.5
2014,11620,5,1.0,03/18/2014,593488,518,Ohio St.,5,6,-1,31,5,44,12,2,2,0,5,1,0,2,11,0,0,0.0,1,0,0,0.0,0,0.0,1.5275,7,2.4,2.142857142857143,4.4,6.542857142857143,209.0,1.6,-2.0,10.581999999999999,10.716,10.712,2.933333333333333,0.0,1.5714285714285714,0.2857142857142857,1.2857142857142856,0.18181818181818182
2014,11620,5,1.0,03/19/2014,593813,545,Pittsburgh,8,11,-3,31,8,37,12,3,0,0,6,0,1,4,10,0,0,0.0,1,2,0,0.0,0,0.0,1.456,14,1.5,1.2142857142857142,2.25,3.4642857142857144,61.0,0.375,-6.0,8.54,8.562,9.204,2.176470588235294,0.0,0.7142857142857143,0.2857142857142857,0.4285714285714286,0.4
2014,11620,5,1.0,03/21/2014,594174,204,Eastern Mich.,6,3,3,31,6,29,8,1,0,0,5,2,0,4,3,0,0,0.0,0,2,2,1.0,0,0.0,1.1142857142857143,14,1.3333333333333333,0.8571428571428571,1.6666666666666667,2.5238095238095237,18.0,0.167,1.6,6.056000000000001,5.276,5.272,2.4166666666666665,0.0,0.21428571428571427,0.2857142857142857,-0.07142857142857142,1.3333333333333333
2014,11620,5,1.0,03/22/2014,594681,204,Eastern Mich.,10,5,5,31,10,34,13,1,0,0,9,7,2,4,7,0,0,0.0,2,0,1,0.0,0,0.0,1.8047058823529412,15,1.3,1.2666666666666666,1.5,2.7666666666666666,18.0,0.1,3.25,9.104,8.794,10.088000000000001,1.7894736842105263,0.0,0.4666666666666667,0.26666666666666666,0.2,0.5714285714285714
2014,11620,5,1.0,03/22/2014,594861,204,Eastern Mich.,6,0,6,31,6,33,11,7,0,0,6,0,1,3,4,0,0,0.0,1,0,2,0.0,0,0.0,1.3,11,1.8333333333333333,1.3636363636363635,4.166666666666667,5.53030303030303,177.0,1.167,2.75,11.718,11.04,11.68,2.2,0.0,0.36363636363636365,0.2727272727272727,0.09090909090909094,0.75
2014,11620,5,1.0,03/28/2014,595998,709,Toledo,3,2,1,31,3,36,11,2,0,0,2,2,1,3,7,0,0,0.0,0,1,0,0.0,0,0.0,1.6714285714285715,7,3.6666666666666665,2.0,5.0,7.0,241.0,0.667,-2.75,7.684,7.763999999999999,8.388,2.5714285714285716,0.0,1.0,0.42857142857142855,0.5714285714285714,0.42857142857142855
2014,11620,5,1.0,03/28/2014,596036,709,Toledo,7,6,1,31,7,36,9,3,0,1,7,0,1,2,9,1,0,0.0,2,0,0,0.0,0,0.0,0.8509090909090908,9,1.2857142857142858,1.4444444444444444,2.7142857142857144,4.158730158730159,94.0,0.429,-2.6666666666666665,9.158,8.636,9.292,2.9166666666666665,0.1111111111111111,1.0,0.2222222222222222,0.7777777777777778,0.2222222222222222
2014,11620,5,1.0,03/29/2014,596070,709,Toledo,3,4,-1,31,3,31,9,0,0,0,2,1,1,5,2,1,0,0.0,1,3,0,1.0,0,0.0,1.6900000000000002,11,3.0,1.3636363636363635,3.0,4.363636363636363,109.0,0.0,9.0,5.933999999999999,5.278,5.916,2.066666666666667,0.0,0.18181818181818182,0.45454545454545453,-0.2727272727272727,2.5
2014,11620,5,1.0,04/01/2014,596965,388,Marshall,2,5,-3,31,2,28,4,1,0,0,0,3,1,4,7,0,0,0.0,2,0,0,2.0,0,0.0,1.9500000000000002,6,2.0,1.6666666666666667,3.0,4.666666666666667,116.0,0.5,-0.8,3.7439999999999998,3.7960000000000003,4.452,2.8,0.0,1.1666666666666667,0.6666666666666666,0.5000000000000001,0.5714285714285714
2014,11620,5,1.0,04/02/2014,597308,116,Canisius,2,1,1,31,2,28,6,2,0,0,2,0,1,6,4,1,0,0.0,0,2,0,1.0,0,0.0,1.534,10,3.0,1.2,5.0,6.2,222.0,1.0,-3.0,5.1179999999999986,4.512,5.144,2.3333333333333335,0.0,0.4,0.6,-0.19999999999999996,1.5
2014,11620,5,1.0,04/04/2014,597596,414,Miami (OH),7,5,2,31,7,37,11,1,0,0,7,1,0,9,11,1,0,0.0,3,0,0,0.0,0,0.0,3.4894736842105263,16,1.5714285714285714,1.4375,1.8571428571428572,3.294642857142857,43.0,0.143,-2.75,8.282,7.782,7.804,1.608695652173913,0.0,0.6875,0.5625,0.125,0.8181818181818182
2014,11620,5,1.0,04/05/2014,597830,414,Miami (OH),0,6,-6,31,0,31,4,1,0,0,0,0,1,3,7,0,0,0.0,0,0,0,0.0,0,0.0,1.5599999999999998,3,inf,2.3333333333333335,inf,inf,inf,inf,-0.5714285714285714,2.7039999999999997,2.792,3.4239999999999995,4.428571428571429,0.0,2.3333333333333335,1.0,1.3333333333333335,0.42857142857142855
2014,11620,5,1.0,04/06/2014,598568,414,Miami (OH),3,5,-2,31,3,33,6,2,0,0,3,1,0,2,5,0,0,0.0,0,1,0,0.0,0,0.0,0.8666666666666667,6,2.0,1.3333333333333333,3.3333333333333335,4.666666666666667,128.0,0.667,-3.0,4.889999999999999,4.914,4.9079999999999995,4.125,0.0,0.8333333333333334,0.3333333333333333,0.5,0.4
2014,11620,5,1.0,04/08/2014,599118,545,Pittsburgh,7,5,2,31,7,38,6,0,0,0,4,2,0,2,9,0,0,0.0,1,0,0,0.0,0,0.0,0.806,9,0.8571428571428571,1.0,0.8571428571428571,1.8571428571428572,-26.0,0.0,-3.0,3.538,3.592,3.6039999999999996,4.222222222222222,0.0,1.0,0.2222222222222222,0.7777777777777778,0.2222222222222222
2014,11620,5,1.0,04/09/2014,599377,116,Canisius,8,5,3,31,8,37,9,2,2,0,7,0,0,3,5,0,0,0.0,1,0,0,0.0,0,0.0,1.1266666666666667,11,1.125,1.1818181818181819,2.375,3.5568181818181817,68.0,1.0,3.0,8.409999999999998,8.448,8.456,2.8461538461538463,0.0,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.6
2014,11620,5,1.0,04/11/2014,599860,519,Ohio,8,0,8,31,8,32,11,3,0,0,8,1,0,4,4,0,0,0.0,1,1,2,0.0,0,0.0,1.4300000000000002,15,1.375,1.0666666666666667,2.125,3.1916666666666664,50.0,0.375,1.8333333333333333,9.198,8.464,8.468,2.0,0.0,0.26666666666666666,0.26666666666666666,0.0,1.0
2014,11620,5,1.0,04/12/2014,600156,519,Ohio,7,1,6,31,7,33,9,2,0,0,7,2,0,1,3,0,0,0.0,2,0,0,1.0,0,0.0,1.0399999999999998,8,1.2857142857142858,1.5,1.8571428571428572,3.357142857142857,45.0,0.286,2.25,7.135999999999999,7.156,7.172,2.75,0.0,0.375,0.125,0.25,0.3333333333333333
2014,11620,5,1.0,04/13/2014,600981,519,Ohio,5,4,1,31,5,29,7,1,0,0,3,0,0,6,5,0,0,0.0,2,2,1,0.0,0,0.0,2.0475000000000003,14,1.4,1.0714285714285714,1.8,2.8714285714285714,31.0,0.2,7.0,5.489999999999999,5.076,5.092,1.9333333333333333,0.0,0.35714285714285715,0.42857142857142855,-0.0714285714285714,1.2
2014,11620,5,1.0,04/16/2014,601450,774,Western Mich.,8,2,6,31,8,38,13,3,0,0,6,3,0,5,9,0,0,0.0,1,0,1,1.0,0,0.0,2.1146666666666665,14,1.625,1.3571428571428572,2.375,3.732142857142857,72.0,0.375,inf,10.287999999999998,10.020000000000001,10.02,2.0,0.0,0.6428571428571429,0.35714285714285715,0.28571428571428575,0.5555555555555556
2014,11620,5,1.0,04/18/2014,601904,71,Bowling Green,7,9,-2,31,7,39,13,1,0,0,7,1,0,5,6,0,0,0.0,0,0,0,0.0,0,0.0,1.9933333333333334,12,1.8571428571428572,1.5,2.142857142857143,3.642857142857143,61.0,0.143,13.0,7.892,7.9879999999999995,7.975999999999999,2.1666666666666665,0.0,0.5,0.4166666666666667,0.08333333333333331,0.8333333333333334
